"A.ASBX.EPS.","D.RHM.EPS.","I.LDO.EPS.","F.CSF.EPS.","BA..EPS.","RR..EPS.","TK.ASE.EPS.","IS.ESLT.EPS.","U.NOC.EPS.","U.RTX.EPS.","U.HII.EPS.","U.LMT.EPS.","X.AXON.EPS.","X.MANT.EPS.","U.BWXT.EPS.","U.CW.EPS.","X.SWBI.EPS.","U.GD.EPS.","U.RGR.EPS.","X.POWW.EPS.","U.CACI.EPS.","X.HON.EPS."
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.11,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.24,0.53,0.25,0.03,1.46,11.01,4.97,9.43,11.29,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.85,0.53,0.25,0.03,1.46,11.01,4.97,9.43,12.01,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.85,0.53,0.25,0.03,1.46,11.01,4.97,9.43,12.01,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.85,0.53,0.25,0.03,1.46,11.01,4.97,9.43,12.01,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,5.87
0.09,4.6,1.1,4.85,0.53,0.25,0.03,1.46,11.01,4.97,9.43,12.01,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,6.01
0.09,4.6,1.22,4.85,0.53,0.25,0.03,1.46,11.01,4.95,9.43,12.01,0.3,1.39,1.26,3.44,1.29,9.24,3.62,0,5.66,6.01
0.09,4.6,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.43,12.01,0.3,1.45,1.26,3.44,1.29,9.39,3.62,0,5.66,6.01
0.09,4.6,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.43,12.01,0.3,1.45,1.26,3.8,1.29,9.39,3.62,0,5.66,6.01
0.09,4.6,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.43,12.01,0.3,1.45,1.26,3.8,1.29,9.39,3.62,0,5.66,6.01
0.09,4.6,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.43,12.01,0.3,1.45,1.26,3.8,1.29,9.39,3.62,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.43,12.01,0.3,1.45,1.26,3.8,1.29,9.39,3.62,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.43,12.01,0.3,1.45,1.26,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.05,12.01,0.3,1.45,1.26,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.05,12.01,0.25,1.45,1.26,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.46,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.03,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.66,6.01
0.09,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.29,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.01
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.12
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,12.01,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.12
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,17.11,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.12
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.12,4.95,9.05,17.11,0.25,1.45,1.97,3.8,1.53,9.39,3.94,0,5.76,6.12
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.72,5.05,9.05,17.11,0.25,1.45,1.97,4.1,1.53,9.33,3.94,0,5.85,6.12
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.72,5.05,9.05,17.11,0.25,1.45,1.97,4.1,1.53,9.33,3.94,0,5.85,6.12
0,4.72,1.22,4.85,0.53,0.25,0.04,1.48,11.72,5.05,9.05,17.11,0.25,1.45,1.97,4.1,1.53,9.33,3.94,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.04,1.48,11.72,5.05,9.05,17.11,0.25,1.45,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.04,1.48,11.72,5.05,9.05,17.11,0.25,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.04,1.48,11.72,5.05,9.05,17.11,0.25,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.25,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.25,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.25,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.48,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.53,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
