Name,AMYRIS - DS FREE FLOAT SHRE,GROWGENERATION - DS FREE FLOAT SHRE,ADVISORSHARES PURE (NYS) CANNABIS ETF - DS FREE FLOAT SHRE,AMPLIFY SEYMOUR CANNABIS ETF - DS FREE FLOAT SHRE,ETFMG ALTERNATIVE HARVEST ETF - DS FREE FLOAT SHRE,GLOBAL X CANNABIS ETF - DS FREE FLOAT SHRE,CONSTELLATION BRANDS 'A' - DS FREE FLOAT SHRE,INNOVATIVE INDL.PROPS. - DS FREE FLOAT SHRE,CARA THERAPEUTICS - DS FREE FLOAT SHRE,TILRAY 2 - DS FREE FLOAT SHRE,SUNDIAL GROWERS - DS FREE FLOAT SHRE,CANNTRUST HOLDINGS - DS FREE FLOAT SHRE
Code,@AMRS(FFNOSH),@GRWG(FFNOSH),U:YOLO(FFNOSH),U:CNBS(FFNOSH),U:MJ(FFNOSH),@POTX(FFNOSH),U:STZ(FFNOSH),U:IIPR(FFNOSH),@CARA(FFNOSH),@TLRY(FFNOSH),@SNDL(FFNOSH),@CNTTQ(FFNOSH)
10/28/15,3885,NA,NA,NA,NA,NA,163706,NA,14683,NA,NA,NA
10/29/15,3885,NA,NA,NA,NA,NA,163706,NA,14683,NA,NA,NA
10/30/15,3885,NA,NA,NA,NA,NA,163706,NA,14683,NA,NA,NA
11/02/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/03/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/04/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/05/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/06/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/09/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/10/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/11/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/12/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/13/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/16/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/17/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/18/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/19/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/20/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/23/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/24/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/25/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/26/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/27/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
11/30/15,3885,NA,NA,NA,NA,NA,163706,NA,14749,NA,NA,NA
12/01/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/02/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/03/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/04/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/07/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/08/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/09/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/10/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/11/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/14/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/15/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/16/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/17/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/18/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/21/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/22/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/23/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/24/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/25/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/28/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/29/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/30/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
12/31/15,3038,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/01/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/04/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/05/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/06/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/07/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/08/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/11/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/12/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/13/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/14/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/15/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/18/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/19/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/20/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/21/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/22/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/25/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/26/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/27/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/28/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
01/29/16,3990,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/01/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/02/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/03/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/04/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/05/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/08/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/09/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/10/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/11/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/12/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/15/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/16/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/17/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/18/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/19/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/22/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/23/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/24/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/25/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/26/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
02/29/16,4010,NA,NA,NA,100,NA,165948,NA,18988,NA,NA,NA
03/01/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/02/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/03/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/04/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/07/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/08/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/09/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/10/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/11/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/14/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/15/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/16/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/17/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/18/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/21/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/22/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/23/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/24/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/25/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/28/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/29/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/30/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
03/31/16,4063,NA,NA,NA,100,NA,165750,NA,20895,NA,NA,NA
04/01/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/04/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/05/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/06/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/07/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/08/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/11/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/12/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/13/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/14/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/15/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/18/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/19/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/20/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/21/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/22/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/25/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/26/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/27/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/28/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
04/29/16,4305,NA,NA,NA,100,NA,166276,NA,20923,NA,NA,NA
05/02/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/03/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/04/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/05/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/06/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/09/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/10/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/11/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/12/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/13/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/16/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/17/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/18/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/19/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/20/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/23/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/24/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/25/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/26/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/27/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/30/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
05/31/16,4305,NA,NA,NA,100,NA,166999,NA,20923,NA,NA,NA
06/01/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/02/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/03/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/06/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/07/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/08/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/09/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/10/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/13/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/14/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/15/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/16/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/17/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/20/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/21/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/22/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/23/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/24/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/27/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/28/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/29/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
06/30/16,4305,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/01/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/04/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/05/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/06/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/07/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/08/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/11/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/12/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/13/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/14/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/15/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/18/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/19/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/20/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/21/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/22/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/25/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/26/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/27/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/28/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
07/29/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/01/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/02/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/03/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/04/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/05/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/08/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/09/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/10/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/11/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/12/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/15/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/16/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/17/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/18/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/19/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/22/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/23/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/24/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/25/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/26/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/29/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/30/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
08/31/16,5895,NA,NA,NA,24,NA,166975,NA,22515,NA,NA,NA
09/01/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/02/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/05/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/06/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/07/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/08/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/09/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/12/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/13/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/14/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/15/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/16/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/19/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/20/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/21/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/22/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/23/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/26/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/27/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/28/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/29/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
09/30/16,5895,NA,NA,NA,44,NA,168363,NA,21010,NA,NA,NA
10/03/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/04/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/05/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/06/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/07/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/10/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/11/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/12/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/13/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/14/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/17/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/18/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/19/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/20/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/21/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/24/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/25/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/26/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/27/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/28/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
10/31/16,8621,NA,NA,NA,44,NA,168363,NA,22710,NA,NA,NA
11/01/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/02/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/03/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/04/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/07/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/08/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/09/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/10/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/11/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/14/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/15/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/16/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/17/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/18/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/21/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/22/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/23/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/24/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/25/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/28/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/29/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
11/30/16,9720,NA,NA,NA,44,NA,168363,10063,22710,NA,NA,NA
12/01/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/02/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/05/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/06/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/07/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/08/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/09/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/12/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/13/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/14/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/15/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/16/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/19/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/20/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/21/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/22/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/23/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/26/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/27/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/28/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/29/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
12/30/16,9907,NA,NA,NA,43,NA,172705,2437,22768,NA,NA,NA
01/02/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/03/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/04/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/05/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/06/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/09/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/10/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/11/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/12/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/13/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/16/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/17/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/18/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/19/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/20/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/23/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/24/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/25/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
01/26/17,10307,NA,NA,NA,43,NA,172705,2373,22768,NA,NA,NA
