"A.TWEX.PB.","B.ABI.PB.","H.HB.PB.","F.RCD.PB.","I.CPR.PB.","DGE.PB.","K.BBCA.PB.","K.CHRE.PB.","DK.CAB.PB.","DK.RBR.PB.","CN.KCM.PB.","CN.YWU.PB.","CN.JYB.PB.","CN.TTB.PB.","IN.MLC.PB.","IN.UBB.PB.","MX.BEC.PB.","BR.AVS.PB.","CL.CVZ.PB.","U.STZ.PB.","U.BF.B.PB.","U.TAP.PB.","U.SAM.PB."
11.3,83.32,89.88,150.2,7.45,35.37,0,3.59,113.53,74.56,663.32,58.63,108.57,32.67,7.48,16.56,3.21,4.2,12.64,212.15,46.19,59.34,279.87
10.94,74.77,89.88,152.91,7.71,35.23,0,3.59,111,73.61,644.65,57.07,105.4,31.97,7.63,16.58,3.2,3.96,12.69,213.14,46.86,56.83,270.11
10.92,76,89.63,153.72,7.63,35.4,0,3.55,110.5,71.9,635.38,56.54,99.98,31.44,7.35,15.85,2.71,3.94,12.7,209.99,46.61,55.68,277.83
10.5,76.69,91.22,151.53,7.62,35.16,0,3.39,112.14,71.75,583.5,49.54,92.34,29.88,7.64,16.5,2.68,4.07,12.42,202.75,46.14,56.59,293.79
10.79,75.19,90.41,152.86,7.69,35.3,0,3.33,111.55,71.25,545.74,49.46,88.32,30.29,8,16.64,2.62,4.22,12.41,198.42,46.51,58.23,317.64
10.9,75.11,91.75,155.22,7.84,35.58,0,3.49,112.7,72.4,571.67,50.15,92.05,31.45,8.22,17.41,2.63,4.31,12.2,199.23,46.34,63.94,307.34
11.27,77.51,92.16,156.43,7.83,35.12,0,3.46,113.63,73.14,586.36,51.71,98.14,32.52,8.81,17.55,2.65,4.32,12.2,200.87,47.12,65.99,296.58
11.5,76.88,91.54,157.93,7.77,34.6,0,3.7,113.47,72.49,624.79,55.92,104.83,34.1,8.77,17.97,2.65,4.32,12.21,201.24,47.23,63.1,290.53
11.23,76.95,92.07,159.03,7.91,35.16,0,3.55,112.51,72.34,599.7,53.89,101.69,34.29,9.08,17.99,2.65,4.35,12.67,200.26,47.84,63.09,304.21
11.52,76.12,91.2,159.49,8.19,35.11,0,3.63,113.57,73.39,589.48,52.91,99.5,34.23,8.9,17.77,2.63,4.4,12.72,204.01,48.67,62.64,302.23
11.33,77.01,91.54,162.37,8.48,35.5,0,3.62,112.45,73.45,589.89,52.6,99.37,34.32,8.9,17.94,2.58,4.32,12.57,206.72,49.36,63.62,306.29
11.28,75.65,91.08,162.77,8.46,35.48,0,3.55,112.61,74.78,594,52.79,99.05,34.02,8.87,17.99,2.56,4.15,12.49,204.72,48.73,63.98,305.8
11.16,75.72,91.66,164.04,8.57,36.07,0,3.49,112.98,75.18,585.33,52.09,98.88,34.05,8.9,17.96,2.5,4.24,12.54,203.09,48.92,64.49,315.45
11.34,74.95,91.86,164.97,8.61,35.98,0,3.46,112.85,75.71,574.79,52.13,97.25,34.34,9.08,18.16,2.49,4.21,12.41,201.95,48.27,65.49,308.5
11,75.37,92.26,167.1,8.83,35.83,0,3.51,113.22,75.59,593.66,53.37,101.47,34.3,9.11,18.62,2.45,4.16,12.28,199.69,47.6,64.48,309.16
10.61,76.53,92.33,160.53,8.61,35.82,0,3.59,113.29,75.93,578.12,52.24,98.29,33.61,9.24,18.47,2.41,4.22,12.24,197.31,47.18,64.74,313.91
10.62,78.42,92.07,160.24,8.65,36.64,0,3.74,113.38,75.06,582.93,52.69,99.03,33.73,9.18,18.7,2.4,4.31,12.25,197.44,48.03,64.69,307.5
10.64,78.95,92.33,161.85,8.86,36.79,0,3.79,113.78,76.48,583.25,52.79,99.51,34.22,9.25,18.73,2.38,4.36,12.2,196.64,48.58,64.74,307.72
10.45,78.83,92.69,161.22,8.82,36.58,0,3.8,113.07,75.59,592.64,53.83,101.96,33.69,9.25,18.78,2.36,4.33,12.24,193.49,47.48,66.4,307.45
10.18,77.21,92.14,161.51,8.61,36.91,0,3.76,111.62,74.38,584.37,52.71,99.5,32.32,8.9,18.47,2.37,4.31,12.2,190.68,46.85,64.85,291.34
9.88,77.52,92.95,161.97,8.5,37.11,0,3.67,111.27,73.36,588.12,53.25,101.07,32.13,9.02,18.77,2.41,4.32,12.42,194.15,46.39,64.12,295.93
10.45,76.94,92.58,161.51,8.47,36.93,0,3.59,110.9,74.07,587.93,53.11,101.72,32.13,8.95,18.48,2.44,4.36,12.6,193.82,46.49,63.83,291.62
10.7,77.58,93.09,162.49,8.65,36.77,0,3.57,111.58,74.78,580,52.09,99.43,31.21,8.94,18.4,2.43,4.28,12.6,192.42,46.69,64.08,281.95
10.32,77.59,93.85,161.97,8.58,36.95,0,3.62,112.88,73.67,575.03,52.17,98.46,31.4,9.07,18.35,2.39,4.25,12.61,194.2,46.7,64.94,281.08
10.4,77.62,94.03,163.06,8.53,37.3,0,3.44,111.96,76.05,570.76,51.85,97.38,31.43,9.21,17.95,2.4,4.36,12.34,195.85,47.65,65.17,286.39
10.35,77.47,92.72,161.91,8.46,37.06,0,3.48,111.65,76.24,580.12,52.33,100.93,31.92,9.02,17.69,2.57,4.39,12.34,201.45,48.65,65.94,288.5
10.61,77.69,91.93,161.79,8.44,37.16,0,3.47,110.97,75.34,574.44,52.51,101.58,31.61,9.07,17.57,2.56,4.4,12.55,196.21,48.29,64.33,282.02
10.32,77.99,93.16,162.83,8.5,37.07,0,3.4,112.67,73.98,588.45,54.55,104.34,32.11,9.56,17.65,2.71,4.43,12.49,195.72,47.71,65.77,274.54
10.72,77.23,91.54,162.43,8.51,37.09,0,3.56,113.35,74.1,626.16,57.37,107.65,33.02,9.57,17.58,2.62,4.41,12.68,198.2,49,66.13,281.91
10.36,76.55,93.55,164.04,8.6,37.4,0,3.59,113.78,75.65,627.23,57.22,108.09,33.23,9.34,17.62,2.58,4.4,12.49,191.2,46.69,64.87,273.19
10.34,75.64,93.16,163.7,8.68,36.93,0,3.58,112.73,76.05,635.42,57.19,108.33,33.09,9.19,17.18,2.55,4.36,12.65,189.52,46.33,64.61,272.48
10.32,72.13,90.04,159.08,8.6,36.35,0,3.49,110.22,74.75,616.05,55.19,104.07,32.37,9.16,17.48,2.57,4.33,12.41,190.74,46.78,64.47,273.12
10.56,72.25,90.57,159.14,8.89,36.56,0,3.55,110.78,74.44,611.36,55.41,106.53,33.2,9.03,17.46,2.6,4.25,12.2,188.62,45.88,63.36,265.84
10.02,71.41,89.49,158.51,8.68,36.78,0,3.46,110.22,74.84,601.19,54.5,102.48,33.51,8.8,17.18,2.48,4.19,12.29,187.33,46.4,62.74,269.23
10.34,72.47,91.36,161.85,8.65,37.13,0,3.57,111.58,73.91,607.17,55.01,103.46,34.71,8.71,17.59,2.51,4.21,12.42,188.74,46.44,62.54,268.74
10.59,73.33,92.86,171.14,8.72,37.39,0,3.62,112.14,74.81,613.45,55.38,103.57,36.69,9.14,17.66,2.57,4.21,12.51,186.79,46.48,63.07,273.62
10.62,72.86,93.27,170.9,8.87,37.36,0,3.71,111.99,75.56,626.69,56.24,106.46,37.1,9.08,17.91,2.61,4.31,12.63,182.63,47.5,63.18,268.88
10.61,71.76,92.6,171.08,8.85,37.11,0,3.73,111.46,75.52,617.56,55.18,105.29,37.48,8.88,17.89,2.61,4.24,12.66,181.23,47.06,62,269.23
10.83,70.43,91.06,169.12,8.74,36.9,0,3.61,110.38,74.87,615.03,55.01,103.39,36.83,9.03,18.55,2.56,4.25,12.74,176.05,45.89,60.57,264.82
10.39,70.3,90.46,167.04,8.59,36.52,0,3.61,109.88,72,615.22,55.14,102.88,36.73,9.2,19.68,2.5,4.2,12.95,172.56,46.12,59.29,260
10.37,70.73,92.37,167.85,8.86,36.87,0,3.59,110.84,72.31,601.77,54.74,101.73,36.81,9.16,19.48,2.52,4.07,12.78,172.03,45.58,57.76,252.28
10.32,68.81,91.93,166.06,8.81,37.01,0,3.52,110.59,71.41,598.35,54.01,98.94,37.09,9.09,19.62,2.58,4.02,12.71,166.83,45.87,57.22,251.5
10.4,68.71,89.72,164.1,8.61,37.08,0,3.48,108.52,70.2,590.96,52.7,97.26,36.5,8.85,19.25,2.59,4.01,12.89,162.18,45.96,55.47,247
10.18,67.4,88.04,163.24,8.47,36.69,0,3.46,106.85,69.3,591.57,53.08,97.36,38.43,8.66,19.32,2.64,4.01,12.34,157.15,45.75,55.15,240.47
10.09,66.37,87.27,162.08,8.41,36.34,0,3.43,106.03,68.73,589.26,52.97,97.5,37.63,8.68,19.39,2.63,4.01,12.37,159.29,45.95,55.54,243.6
10.17,66.06,87.15,161.08,8.41,36.22,0,3.4,105.91,68.55,583.33,52.5,96.8,36.57,8.83,19.36,2.62,4,12.68,163.48,46.55,56.14,249.11
10.32,66.14,87.41,161.28,8.45,36.33,0,3.42,106.32,68.84,586.37,52.23,96.34,36.49,9.01,19.43,2.67,3.99,12.65,163.5,47.21,56.55,246.49
10.46,66.31,87.92,163,8.49,36.61,0,3.48,107.13,69.55,614.5,52.99,98.65,36.3,9.11,19.65,2.72,4.06,12.49,162.84,47.39,55.94,238.77
10.68,66.4,88.87,164.33,8.49,36.71,0,3.49,108.18,70.32,632.42,52.69,99.38,36.42,9.01,19.55,2.78,4.15,12.49,160.81,47.57,56.16,240.83
10.72,66.34,89.28,164.65,8.48,36.58,0,3.43,108.8,70.78,633.82,51.45,97.84,36.52,8.84,19.43,2.83,4.22,12.47,162.8,47.15,56.66,239.69
10.68,66.27,88.54,162.83,8.5,36.27,0,3.32,108.18,70.54,623.84,52.01,94.88,35.91,8.8,19.32,2.83,4.26,12.65,164.01,46.06,57.07,235.02
10.59,67.08,87.64,160.24,8.66,35.97,0,3.17,107.16,70.05,614.48,50.98,92.57,34.58,8.84,19.52,2.82,4.29,12.68,161.73,45.34,57.85,234.75
10.17,69.77,89.3,162.66,8.99,36,0,3.12,109.32,71.22,626.98,51.59,94.11,34.79,8.61,19.56,2.86,4.36,12.77,166.56,47.02,59.7,245.93
10.35,69.51,87.37,159.83,8.94,35.71,0,3.12,108.27,71.69,630.23,51.36,93.1,36.3,8.61,19.78,2.82,4.35,12.63,170.17,46.85,59.54,244.29
10.46,70.85,87.9,159.83,8.86,35.92,0,3.3,107.75,72.52,629.89,51.05,94.61,34.87,8.55,20.09,2.8,4.26,12.7,172.44,46.96,61.14,239.02
10.94,70.08,87.71,159.31,8.65,35.84,0,3.33,107.75,72.06,641.69,52.11,97.27,35.14,8.44,19.7,2.78,4.33,12.85,150.93,46.43,60.98,233.43
11.16,70.38,88.73,159.55,8.73,35.86,0,3.37,109.02,71.96,644.44,51.92,96.02,34.51,8.33,19.62,2.7,4.45,12.86,159.82,46.87,62.85,238.01
10.84,73.17,89.33,159.6,8.93,36.08,0,3.35,110.53,72.83,662.25,52.79,97.89,34.59,8.41,19.62,2.67,4.56,12.81,159.07,46.85,63.33,239.8
10.5,72.85,86.58,157.47,8.88,35.75,0,3.26,110.16,71.69,650.51,51.65,96.77,34.45,8.5,19.62,2.63,4.63,12.76,160.86,45.51,62.32,238.65
10.61,73.27,88.15,159.43,8.9,36.17,0,3.49,111.49,72.34,687.34,55.17,101.94,37.91,8.61,20.31,2.66,4.67,12.88,160.47,45.99,62.41,237.94
10.7,71.27,86.63,158.22,8.78,35.71,0,3.57,111.52,72.09,688.54,54.36,100.87,37.6,8.48,20.18,2.62,4.68,13.04,159.82,45.35,61.25,234.56
10.77,72.22,87.04,159.43,9.14,35.88,0,3.39,112.51,71.5,686.58,54.08,101.56,37.29,8.46,20.1,2.59,4.71,13.21,160.33,45.44,61.78,236.11
11.19,74.65,87.41,160.99,9.2,36.16,0,3.48,113.75,71.72,711.98,56.12,103.94,37.68,8.32,20.14,2.54,4.75,13.29,164.09,45.9,63.62,240.93
11.28,74.3,87.55,159.89,9.14,36.33,0,3.48,113.87,73.11,715.5,58.31,105.32,38.31,8.38,21.14,2.52,4.75,13.17,165,45.69,64.11,240.33
11.23,73.98,87.64,161.45,9.04,36.15,0,3.53,113.07,73.95,698.84,57.49,102.8,37.67,8.56,20.81,2.48,4.63,13.12,164.73,45.83,64.12,242.21
11.41,74.47,87.87,163.75,9.07,35.98,0,3.49,112.76,74.97,693.29,57.35,103.08,37.81,8.28,20.56,2.57,4.54,13.22,165.59,46.65,64.41,249.27
11.3,75.77,88.08,163.64,9.01,35.9,0,3.57,113.29,76.05,700.4,57.49,103.17,38.1,8.14,20.59,2.53,4.53,13.25,164.75,45.61,63.39,242.85
11.31,75.58,87.34,163.18,8.98,35.67,0,3.53,113.01,73.85,707.89,57.54,102.74,38.36,7.9,20.46,2.52,4.65,13.27,166.8,45.48,64.38,248.71
11.3,73.8,87.23,162.54,9.01,35.47,0,3.46,112.7,72.74,705.09,59.85,103.84,38.49,7.7,19.99,2.55,4.74,13.29,167.88,45.4,64.13,246.81
11.25,74.35,88.84,164.39,9.21,35.81,0,3.52,114.28,75.03,713.42,61.01,103.09,39.71,7.91,20.64,2.57,4.72,13.32,168.16,45.76,64.75,244.82
11.22,75.18,89.79,164.68,9.12,36.4,0,3.46,114.22,75.09,704.06,59.66,99.76,38.73,7.8,20.29,2.57,4.75,12.86,170.56,46.52,65.32,244.06
11.27,76.75,90.34,167.16,9.05,38.11,0,3.52,115.21,75.83,718.22,62.8,98.41,39.3,7.67,20.57,2.59,4.63,12.94,173.62,47.24,66.59,249.04
11.3,76.98,91.24,168.71,9.02,38.11,0,3.66,116.69,76.95,721.41,63.72,103.11,39.68,7.76,20.62,2.64,4.78,13.4,173.68,47.53,66.01,245.91
11.32,77.93,91.84,167.79,9.04,38.41,0,3.76,116.63,77.1,725.98,65.07,107.28,39.89,7.95,20.5,2.62,4.87,13.5,172.76,47.4,65.86,244.03
11.51,79.72,93.16,171.6,9.06,38.95,0,3.81,116.44,78.62,735.83,65.95,109.39,40.1,7.84,20.23,2.59,4.92,13.65,174.68,47.62,66.52,254.67
11.86,79.72,92.69,170.21,9.04,38.41,0,3.81,120.56,78.93,747.31,66.74,109.99,40.28,8,19.99,2.62,4.78,13.58,172.23,47.54,65.67,251.9
12.28,77.69,91.86,172.35,9.08,38.94,0,3.79,121.06,79.7,756.79,67.26,109.63,40.4,8.14,19.8,2.62,4.95,13.66,174.01,48.1,65.56,260.23
11.85,76.88,92.74,173.56,9.09,39.16,0,3.78,121.06,78.93,760.63,67.36,108.84,40.42,7.8,19.64,2.62,4.81,13.42,175.18,48.08,64.94,264.02
11.9,77.99,93.69,172.75,9.19,39.46,0,3.78,121.95,77.77,755.2,67.38,108.19,40.31,7.56,19.64,2.63,4.92,13.43,172.72,48.21,65.35,261.58
12.29,77.86,93.82,170.56,9.15,39.23,0,3.82,121.77,77.38,747.71,67.43,107.63,40.05,7.51,19.85,2.64,4.93,13.48,171.92,48.33,59.19,268.41
12.17,79.57,99.29,170.56,9.25,39.71,0,3.98,121.83,78.39,765.76,68.81,108.05,40.15,7.39,19.88,2.59,4.86,13.59,174.72,48.56,59.68,269.06
12.34,77.14,100.56,171.77,9.36,39.89,0,4.03,123.01,79.32,767.75,70.78,113.87,41.09,7.47,20.04,2.61,4.91,13.51,173.94,48.12,59.84,270.55
11.82,78.94,101.04,173.61,9.44,40.21,0,3.96,123.56,78.16,754.86,69.15,110.2,39.91,7.23,18.98,2.6,4.89,13.37,174.9,48.9,60.91,271.26
11.32,79.1,101.02,172.92,9.52,39.98,0,4,123.62,78.54,770.71,72.76,113.6,40.68,7.23,19.05,2.6,4.81,13.35,176.9,48.88,61.26,272.63
10.94,78.14,101.2,172.35,9.5,39.67,0,3.98,122.26,78,761.03,72.54,112.3,39.79,7.32,19.14,2.66,4.84,13.29,174.72,48.35,61.1,268.76
10.76,79.35,101.39,174.08,9.54,39.59,0,3.96,123.16,77.61,751.97,71.86,112.4,39.48,7.53,19.41,2.67,4.8,13.31,166.97,48.24,61.4,268.06
10.8,78.69,101.5,176.27,9.58,39.74,0,3.9,123.81,78.7,750.15,70.87,110.4,39.58,7.65,19.38,2.67,4.84,13.36,165.73,48.41,62.06,305.82
10.85,75.83,101.5,175.11,9.55,39.66,0,3.98,124,78.39,756.14,71.33,110.72,39.48,7.58,19.49,2.68,4.84,13.47,169.04,48.82,61.92,309.65
11.05,76.31,101.34,173.73,9.54,39.4,0,3.94,123.9,77.85,773.11,74.22,114.75,40.72,7.49,19.33,2.69,4.84,13.58,167.11,48.53,61.05,304.42
11.08,76.31,101.57,174.36,9.61,39.04,0,3.79,125.2,77.61,757.53,71.78,112.69,41.34,7.45,19.06,2.71,4.89,13.47,169.38,49.19,61.04,306.41
11.19,75.94,101.14,172.86,9.49,38.58,0,3.78,122.7,73.91,771.24,72.96,114.45,40.55,7.67,19.03,2.84,4.85,13.55,169.17,49.06,61.09,305.55
10.93,79.05,102.15,174.59,9.66,38.27,0,3.75,123.28,75.15,786.35,74.46,115.66,39.87,7.81,19.13,2.86,4.55,13.47,169.11,49.48,61.67,312.62
11.19,83.9,103.6,176.38,9.68,38.58,0,3.85,124.18,76.67,822.06,79.05,120.19,40.86,8.07,19.74,2.93,4.44,13.51,171.94,49.81,61.41,304.82
11.11,82.58,102.82,177.59,9.76,38.91,0,3.85,125.82,77.46,814.3,80.45,125.8,41.95,8.14,19.72,2.89,4.37,13.48,170.63,50.98,61.25,306.91
11.16,83.81,103.12,177.42,9.12,39.21,0,3.96,126.04,78,812.15,81,124.77,41.61,8.08,19.56,2.87,4.3,13.45,167.47,51.45,61.09,309.55
11.23,83.57,103.81,177.59,9.07,39.3,0,4.05,126.5,77.77,799.88,80.18,124.48,41.42,8.03,19.84,2.89,4.32,13.41,166.03,48.85,60.18,311.85
11.52,82.74,104.34,179.96,9.13,40.02,0,3.93,127.56,79.08,779.67,77.03,120.23,40.91,7.97,19.74,2.86,4.41,13.65,167.64,49.78,60.04,312.4
11.25,82.43,104.46,179.32,9.23,39.84,0,3.85,127.37,80.4,768.11,74.41,115.87,39.07,7.96,19.75,2.88,4.38,13.7,166.14,49.92,59.46,314.2
11.27,82.73,104.83,178.98,9.25,40.1,0,3.89,127,77.69,790.03,79.14,118.72,39.51,8.2,19.66,2.88,4.52,13.67,168.31,50.26,60.1,319.02
11.13,82.82,104.69,178.69,9.4,39.98,0,3.85,127.77,76.89,775.92,78.43,116.74,39.78,8.25,19.89,2.9,4.49,13.67,168.77,50.46,60.22,313.6
11.07,82.02,104.92,179.09,9.4,40.07,0,3.85,128.14,76.98,785.29,79.67,115.31,39.14,8.2,19.55,2.94,4.46,13.69,170.61,50.16,60.59,315.94
11.32,81.51,106.07,181.63,9.56,40.07,0,3.85,126.35,76.86,810.28,80.35,114.87,40.55,8.43,19.66,2.88,4.4,13.82,170.61,50.2,60.5,307.58
11.49,82.7,107.27,183.01,9.72,40.45,0,4,126.57,77.85,809.56,82.04,116.98,40.55,8.28,19.77,2.95,4.43,13.83,170.43,50.66,60.82,306.67
11.79,83.45,106.21,182.03,9.68,40.52,0,4.2,127.4,78.08,843.72,90.25,124.69,43.26,8.17,19.81,2.98,4.57,13.91,171.06,51.04,60.94,312.56
11.54,85.68,106.35,181.11,9.72,40.24,0,4.14,128.02,78.08,825.5,89.56,122.37,42.68,8.18,19.65,2.98,4.54,13.9,167.33,51.27,60.77,302.29
11.52,84.39,106.69,181.98,9.77,40.38,0,4.2,127.06,75.46,825.71,89.26,122.84,42.5,8.13,19.69,3.04,4.49,13.8,164.6,50.64,59.77,298.26
11.26,84.74,107.36,184.17,9.92,41.21,0,4.02,127.28,75.03,818.37,88.42,123.63,41.96,8.11,19.86,3.05,4.48,13.97,169.33,51.35,60.8,297.05
11.16,82.78,106.92,181.57,9.77,40.53,0,4.08,126.6,74.75,826.96,89.61,123.86,41.85,8.04,19.53,3.01,4.41,14.04,169.49,51.73,59.46,286.04
11.01,82.11,106.6,182.67,10.07,40.57,0,3.98,125.02,73.11,807.78,86.24,118.62,40.76,7.86,18.77,3.08,4.36,14.05,167.98,52.3,58.76,286.41
10.9,83.66,107.89,184.4,10.22,41.11,0,3.88,127.68,73.39,805.09,87.97,117.89,39.81,7.81,19.26,3.11,4.49,14.04,171.78,52.71,59.46,292.88
10.84,84.32,107.73,183.7,10.1,40.68,0,3.97,127.62,73.45,821.23,91.63,122.79,42.23,7.67,19.18,3.09,4.37,13.87,170.07,52.57,59.28,290.92
10.83,84.36,108.33,184.45,10.15,41.12,0,3.98,129.1,75.8,840.28,94.05,123.63,42.83,7.6,19.59,3.11,4.42,14.08,172.5,52.64,59.27,290.89
10.92,86.21,108.49,184.4,10.08,41.22,0,4.23,128.98,75.99,889.44,98.93,135.77,44.95,7.95,19.92,3.16,4.45,14.15,175.34,52.76,59.66,295.06
11.17,85.95,107.64,182.78,10.02,40.76,0,4.21,128.95,75.68,893.61,100.57,134.47,48.07,7.83,20.01,3.23,4.44,14.16,177.53,53.57,60.37,290.02
11.25,86.41,109.07,185.38,10.01,41.26,0,4.09,129.75,77.12,885.27,100.05,130.29,48.08,7.71,20.05,3.17,4.43,13.97,176.73,52.89,60.15,285.6
11.19,86.16,109.09,184.92,9.97,40.72,0,4.33,130.65,76.58,879.28,99.35,128.87,50.62,7.63,19.91,3.23,4.44,13.85,179.62,52.64,59.84,279.64
11.12,87.07,109.58,184.45,9.99,40.83,0,4.34,130.34,76.07,900.75,104.38,130.19,51.14,7.73,20.28,3.18,4.57,13.89,191.42,53.08,60.75,283.99
10.75,88.68,109.44,184.69,10,40.98,0,4.28,130.09,76.41,926.83,108.59,128.91,50.83,7.64,20.29,3.16,4.61,13.73,193.14,53.22,60.62,268.27
10.79,88.24,109.28,184.97,10.07,41.08,0,4.28,131.12,75.46,937.57,106.21,127.11,50.51,7.59,20.1,3.13,4.58,13.77,192.25,53.03,60.77,267.8
10.88,88.25,108.98,184.28,9.89,41.11,0,4.36,131.21,75.08,942.57,114.58,129.25,50.41,7.76,20.29,3.14,4.66,13.8,190.95,52.89,59.56,269.34
10.9,89.25,109.19,184.34,10.02,41.02,0,4.46,131.52,75.29,987.33,111.44,133.3,50.58,7.79,19.97,3.07,4.63,13.69,190.08,52.99,59.38,268.14
11.03,90.02,108.79,184.69,10.13,41.01,0,4.35,131.52,75.25,963.6,103.94,124.95,49.77,7.91,20.23,3.07,4.56,13.66,191.09,53.09,60.08,266.6
11.25,90.24,108.42,183.07,10.08,40.91,0,4.33,131.24,75.12,951.94,103.74,126.34,50.82,7.8,20.22,3.07,4.51,13.74,190.52,53.28,59.98,261.27
11.51,90.6,108.86,183.19,10.14,40.99,0,4.49,132.26,75.52,944.61,104.78,124.9,49.14,7.85,20.08,3.06,4.59,13.8,190.91,53.69,60.42,264.22
11.71,91.07,108.08,180.01,10.03,40.94,0,4.42,131.08,74.77,978.71,106.44,126.22,49.77,7.93,20.52,3.1,4.63,13.76,190.04,52.57,59.52,268.51
11.87,90.32,108.22,180.19,9.94,40.87,0,4.46,130.19,73.3,991.51,107.91,125.09,49.84,7.94,20.52,3.1,4.5,13.69,191.58,52.89,59.41,265.94
12.22,92.07,108.56,178.4,9.95,41.04,0,4.48,129.84,72.91,984.64,106.58,127.04,52.9,7.9,20.25,3.09,4.51,13.88,198.82,52.85,61.4,266.84
12.34,92.97,109.14,177.38,10.02,41.33,0,4.47,129.87,73.57,992.1,105.88,128.22,52.08,7.86,20.19,3.08,4.56,13.86,203.39,52.93,61.8,267.67
12.27,92.63,109.73,177.9,10.1,41.61,0,4.46,130.29,74.68,988.55,105.33,126.52,51.49,7.84,20.23,3.08,4.62,13.81,205.4,52.98,61.14,271.54
12.22,92.05,109.9,179.32,10.14,41.78,0,4.49,131.12,75.66,1015.42,108.64,126.82,51.41,7.88,20.22,3.07,4.67,13.86,207.49,52.85,61.26,277.73
12.33,91.4,109.62,180.65,10.17,41.73,0,4.53,131.55,75.71,1010.24,107.79,125.78,51.34,7.91,20.39,3.1,4.67,12.34,210.04,53.12,62.5,276.74
12.46,89.56,110.13,180.25,10.28,41.72,0,4.44,130.56,74.3,991.9,104.77,123.66,50.08,7.82,20.7,3.12,4.84,12.34,212.19,52.66,62.8,299.58
12.51,90.2,110.89,179.61,10.25,42.31,0,4.42,133.34,74.29,984.23,106.52,122.06,50.3,7.78,20.42,3.11,4.82,13.43,212.16,53.57,63.82,304.58
12.44,90.81,109.99,180.19,10.21,42.11,0,4.46,133.03,74.87,1012.31,106.54,125.23,49.04,7.89,20.21,3.14,4.85,13.43,212.48,52.96,63.85,304.28
12.44,91.38,110.89,179.09,10.36,42.46,0,4.6,133.41,73.93,1014.43,106.61,122.54,53.11,8,20.22,3.1,4.87,13.44,211.8,53.26,64.15,310
12.47,91.23,111.18,177.98,10.28,42.43,0,4.75,133.99,75.56,1002.57,102.94,117.65,54.9,7.93,20.32,3.13,4.82,13.43,212.02,52.14,59.36,304.68
12.52,90.81,110.98,177.94,10.15,42,0,4.78,133.37,75.01,985.88,100.84,113.52,53.72,7.74,20.2,3.18,4.74,13.39,209.12,51.98,59.91,317.8
12.44,90.91,111.19,178.86,10.22,42.13,0,4.66,135.51,76.53,965.76,99.67,111.62,51.98,7.56,19.75,3.17,4.73,13.35,211.33,52.99,61.34,328.7
11.81,90.5,111.03,178.75,10.21,42.14,0,4.56,134.64,76.24,943.61,100.26,113.43,52.07,7.43,19.61,3.15,4.76,13.41,210.35,52.63,60.99,328.21
11.74,87.35,110.32,178.63,10.43,42.19,0,4.58,134.61,76.95,926.93,99.93,118.34,54.31,7.45,19.7,3.19,4.66,13.15,207.9,52.46,60.08,327.84
11.05,87.52,110.68,181.05,10.6,42.5,0,4.59,135.08,76.19,921.11,99.86,118.72,52.81,7.53,19.29,3.23,4.73,13.14,207.29,52.88,59.16,335.13
11,85.5,109.72,178,10.51,42.56,0,4.41,135.26,76.45,894.45,95.62,115.06,49.86,7.48,19.55,3.27,4.62,13.02,201.89,52.3,58.33,332.94
11,85.46,110.41,177.13,10.63,42.63,0,4.58,135.02,76.05,944.77,103.31,119.34,53.23,7.63,19.25,3.33,4.57,13.29,203.23,51.86,58.63,347.77
10.87,84.46,109.21,176.32,10.56,42.74,0,4.55,134.8,75.56,929.01,107.9,117.87,54.85,7.52,19.35,3.34,4.49,13.29,201.16,50.7,57.87,344.44
11.05,85.53,111.05,178.05,10.47,43.06,0,4.44,134.98,75.14,923.37,106.73,116.52,54.35,7.57,19.47,3.37,4.47,13.48,205.45,51.71,58.41,347.76
11.27,86.11,111.72,179.27,10.45,43.55,0,4.52,136.13,75.97,965.48,114.45,126.11,56.16,7.45,19.31,3.4,4.39,13.41,204.96,51.56,58.31,343.5
11.26,86.91,113.08,183.13,10.48,43.99,0,4.67,136.72,76.65,968.51,114.55,126.19,56.55,7.5,19.25,3.39,4.4,13.43,206.8,52.3,58.54,343.4
11.41,85.68,112.28,185.15,10.56,43.96,0,4.57,136.67,76.96,944.35,110.88,124.34,54.45,7.58,19.42,3.42,4.36,13.22,204.92,52.13,58.65,341.53
11.34,84.14,111.7,183.07,10.52,43.92,0,4.33,136.1,76.99,921.68,108.32,123.46,54.14,7.9,19.7,3.42,4.36,13.26,203.06,51.76,58.04,347.68
11.13,84.02,111.72,185.38,10.59,43.66,0,4.26,135.73,76.96,932.13,108.51,122.75,53.78,7.85,20.39,3.38,4.51,13.24,204.95,52.66,58.75,346.49
11.24,84.6,112.3,186.7,10.56,43.58,0,4.37,136.93,76.99,924.86,107.6,121,52.96,7.72,20.31,3.3,4.54,13.36,204.87,52.81,59.25,342.54
11.19,84.99,111.42,186.47,10.48,43.59,0,4.31,136.53,76.13,896.73,103.96,117.01,50.97,7.64,19.79,3.26,4.54,13.29,206.19,52.26,59.39,336.94
11.01,84.79,112.62,187.74,10.48,43.98,0,4.23,138.79,76.64,914.86,105.2,119.58,51.32,7.8,20.22,3.24,4.51,13.23,198.67,52.12,58.72,335.38
