"A.TWEX.PB.","B.ABI.PB.","H.HB.PB.","F.RCD.PB.","I.CPR.PB.","DGE.PB.","K.BBCA.PB.","K.CHRE.PB.","DK.CAB.PB.","DK.RBR.PB.","CN.KCM.PB.","CN.YWU.PB.","CN.JYB.PB.","CN.TTB.PB.","IN.MLC.PB.","IN.UBB.PB.","MX.BEC.PB.","BR.AVS.PB.","CL.CVZ.PB.","U.STZ.PB.","U.BF.B.PB.","U.TAP.PB.","U.SAM.PB."
6.8,61.32,100.4,175.23,10.16,38.03,3.17,9,142.97,96.66,2265.28,328.78,220.91,101.03,9.07,17.82,5.01,4.02,8.62,222.05,71.93,51.65,947.29
6.71,61.26,101.04,177.48,10.31,38.24,3.19,9.1,143.19,97.5,2229.86,318.47,228.09,100.15,9.35,18.4,4.96,4.07,8.77,219.89,73.18,53.32,975
6.79,60.85,99.75,176.32,10.26,37.47,3.3,8.87,140.37,94.25,2175.71,304.72,214.42,96.68,9.19,18.68,4.77,4.07,8.65,213.32,73.31,54.99,913.04
7.19,61.88,101.14,182.03,10.33,38.66,3.44,8.61,141.86,96.48,2172.59,297.86,210.86,92.18,8.47,18.25,4.59,4.11,8.76,216.58,74.08,51.95,925.33
7.33,59.92,99.06,179.55,10.23,38.73,3.33,8.78,139.81,94.16,2204.02,303.22,212.48,92.48,8.25,18.54,4.6,3.99,8.71,210.79,71.61,50.12,916.79
7.19,60.64,100.44,180.99,10.24,38.64,3.28,8.94,140.93,96.2,2196.87,304.42,210.03,98.43,8.18,18.26,4.71,4.12,8.97,215.06,72.09,49.5,974.65
7.47,62.92,103.33,184.17,10.51,39.95,3.31,9.29,143.4,97.5,2233.93,316.73,217.66,100.92,8.29,18.34,4.77,4.12,9.22,217.87,72.93,48.84,1069.46
7.59,62.34,103.03,182.67,10.58,39.13,3.23,9.29,142.85,96.7,2280.81,321.56,212.47,101.02,8.24,18.37,4.72,4.14,9.05,216.11,73.01,49.36,1067
7.37,62.77,104.2,184.97,10.68,39.29,3.17,9.14,144.36,97.53,2416.43,326.62,211.11,98.94,8.42,18.37,4.72,4.12,9.19,223.5,73.68,49.06,1081.85
7.29,63.17,104.57,188.2,11.14,39.43,3.13,9.28,148.97,98.58,2409.01,333.03,219.47,101.79,8.27,18.2,4.62,4.1,9.23,227.75,74.56,48.96,1124.74
7.32,62.35,102.2,186.88,11.12,39.01,3.12,9.17,151.79,98.27,2467.13,333.27,226.94,98.09,8.27,18.1,4.62,3.95,9.33,228.41,75.81,48.73,1151.38
7.34,61.65,102.63,188.78,11.23,39.55,3.27,9.16,150.31,98.15,2558.26,343.17,229.17,101.08,8.09,18.18,4.8,3.95,9.47,233.73,76.58,48.66,1141.18
7.56,61.42,97.45,187.97,11.15,39.14,3.35,9.27,148.36,95.92,2708.96,356.87,238.31,99.72,8.18,17.89,4.94,3.97,9.67,240.35,76.89,48.98,1125.45
7.46,60.66,99.66,183.76,11.21,39.73,3.35,9.14,149.9,97.35,2786.87,358.5,243.21,97.58,8.14,18.04,4.75,3.95,9.52,236.38,76.36,44.49,1124.96
7.43,60.65,99.22,183.65,11.28,39.52,3.36,8.95,148.85,97.56,2779.32,350.3,242.01,96.45,8.08,17.84,4.85,3.91,9.33,241.27,76.84,44,1167.14
7.36,62.28,99.82,185.78,11.36,40.23,3.38,8.8,153.03,98.52,2720.26,340.34,237.25,96.03,8.12,18.17,4.73,3.97,9.53,238.74,76.8,44.19,1153.7
7.14,61.41,99.04,187.8,11.44,39.96,3.42,8.73,153.15,98.31,2643.64,334.21,231.48,95.97,8.1,18.21,4.75,4.05,9,231.68,76.19,44.54,1166.73
7.39,61.47,99.01,188.32,11.26,40.01,3.45,8.72,155.92,97.22,2583.43,337.46,227.25,95.98,8.06,18,4.65,4.03,9.09,228.42,75.93,45.38,1230.35
8.65,60.68,99.89,189.93,11.26,39.8,3.41,8.8,155.23,97.56,2573.56,347.34,227.09,95.71,7.99,17.9,4.54,3.91,8.99,226.19,76.66,44.53,1116.86
8.16,61.53,99.59,188.38,11.17,39.35,3.48,8.95,155.46,96.7,2562.11,358.7,225.38,94.78,7.93,17.37,4.47,3.93,8.79,223.21,75.43,44.41,1111.29
8.12,61.32,98.74,185.55,10.98,38.69,3.49,8.39,152.75,96.01,2382.99,326.05,206.08,92.89,7.76,17.04,4.32,3.85,8.62,222.49,74.7,45.11,1026.83
8.05,61.28,98.6,185.03,11.09,38.64,3.46,8.33,153.56,98.06,2402.76,328.08,208.3,90.82,7.84,16.78,4.28,3.88,8.76,222.38,74.97,46.97,1042.82
8.14,61.34,98.94,184.86,11.12,38.68,3.49,7.96,152.57,100.69,2279.86,305.25,206.73,87.78,7.79,16.8,4.41,3.88,8.6,223.93,75.04,47.02,1081.36
8.06,57.54,97.1,185.2,11.15,38.08,3.23,7.93,153.22,98.89,2239.19,300.89,206.79,85.28,7.76,17.04,4.3,3.74,8.79,217.92,73.65,45.82,1032.55
7.97,54.73,94.22,181.46,10.81,36.94,3.03,7.5,150.65,98.49,2210.89,291.62,196.85,82.94,7.59,16.53,4.56,3.7,9,214.06,71.56,44.44,1028.71
8.03,57.15,95.62,183.07,10.97,37.75,3.05,7.9,153.25,99.61,2247.5,301.02,194.96,82.48,7.8,16.95,4.58,3.64,9.07,217.66,72.86,44.85,1091.96
7.83,56.34,94.29,181.69,10.94,37.64,3,7.62,150.92,99.88,2143.43,292.35,188.99,81.3,7.86,17.19,4.74,3.7,9.02,218.11,71.96,44.97,1066.56
7.68,56.98,94.08,180.94,10.81,37.79,3.01,7.57,149.59,97.69,2228.59,297.14,194.19,81.96,8.09,17.39,4.67,3.74,9.64,216.03,69.55,44.95,1020.02
7.5,58.62,99.08,183.07,11.04,38.52,2.9,7.35,152.19,97.25,2117.29,277.36,187.11,79.06,8.02,17.5,4.75,3.9,9.29,211.14,68.35,45.35,1030.81
7.53,58.2,100.33,182.49,10.95,38.63,2.96,7.53,153.09,102.52,2145.62,277.55,187.38,80.09,7.86,17.12,4.78,3.98,9.59,216.84,71.09,46.15,1086.16
8,59.74,102.29,181.17,11.19,38.6,2.87,7.26,153.59,100.69,2041.36,254.64,173.62,79.3,7.89,17.25,4.82,3.88,9.24,220.5,69.79,47.66,1071.37
8.11,60.32,103.7,180.94,11.37,38.87,2.96,7.18,156.08,102.67,2016.88,252.57,167.5,78.13,7.89,17.49,4.84,4,9.73,227.1,70.68,46.36,1103.26
8.34,61.26,105.13,185.38,11.65,39.5,3,7.39,156.93,104.53,2051.78,263.09,170.96,77.85,7.87,17.49,4.85,4.03,9.62,227.04,72.03,46.85,1097.48
8.34,60.16,103.9,185.15,11.33,39.2,3.01,7.57,156.08,103.41,2133,276.04,173.82,81.71,7.85,17.38,4.89,3.99,9.73,228.46,71.62,45.98,1117.56
8.13,60.4,104.57,185.38,11.31,39.36,2.97,7.38,155.92,102.95,2110.09,275.42,172.45,80.2,7.75,17.23,4.92,3.97,9.23,229.36,71.95,46.61,1082.62
8.06,60.28,105.4,185.15,11.21,39.53,2.92,7.25,155.92,103.17,2057.45,261.43,164.42,77.18,7.59,17.19,4.97,4.04,9.73,229.71,72.34,47.61,1105.88
8.08,60.16,104.83,186.7,11.27,40.09,2.94,7.49,152.01,102.76,2093.95,273.3,169.66,78.28,7.68,17.32,4.98,3.97,9.31,230.59,72.59,48.41,1103.35
8.02,61.52,104.83,187.4,11.25,40,3.07,8.08,152.04,102.05,2114.64,275.27,168.37,81.35,7.64,16.86,4.93,4.07,9.82,233.01,71.74,48.66,1098.16
8.03,61.42,103.93,186.13,11.18,39.83,3.13,8,153.28,101.74,2155.59,281.61,173.93,84.09,7.48,16.82,4.87,4.04,10.03,231,70.69,49.15,1059.99
7.97,61.81,103.81,184.69,11.08,39.35,3.14,7.9,153.37,101.56,2091.35,271.58,166.34,83.03,7.64,17.46,4.83,4.09,9.68,234.58,68.72,49.19,1101.15
8.08,61.1,102.7,183.3,11.06,39.42,3.03,7.61,153.03,101.03,2072.58,270.27,167.26,82.07,7.72,17.74,4.78,4.11,9.67,230.69,69.16,49.83,1067.14
7.97,61.34,102.5,183.42,11.03,39.49,3.08,7.74,153.22,100.84,2078.85,273.09,167.33,83.11,7.9,18.19,4.8,3.98,9.73,229,69.84,48.79,1060.73
7.94,61.03,101.39,182.55,10.93,39.52,2.98,7.51,152.07,102.24,2071.56,271.63,164.3,82.23,7.86,17.79,4.86,3.91,9.68,229.69,69.05,48.35,1048.16
7.97,60.19,100.14,183.24,11.06,39.13,2.99,7.57,149.47,102.02,2052.37,266.61,166.64,83.27,7.81,17.25,4.74,3.96,9.73,231.16,68.98,50.09,1073.63
7.8,61.18,100.86,181.92,11.08,39.17,3.01,7.8,150.31,102.98,2096.56,276.99,169.96,84.85,7.9,17.59,4.83,4,9.55,235.1,69.35,51.36,1159.99
7.71,62.73,102.01,184.22,11.16,39.75,3,7.8,152.1,103.63,2118.53,283.35,171.72,87.27,7.89,17.62,4.94,4.04,9.56,235.98,70.37,52.91,1162.05
7.56,63.25,102.15,185.95,11.16,39.8,3.01,7.87,152.91,104.16,2141.39,284.68,172.83,87.27,7.86,17.48,4.94,4.11,9.37,233.95,70.03,52.35,1195.67
7.55,61.98,101.04,184.57,11.02,39.27,2.98,7.81,151.08,102.7,2092.39,279.09,171.53,88.15,7.93,17.59,4.93,4.04,9.16,227.93,69.02,51.15,1206.46
7.54,61.98,101.9,186.13,11.02,39.49,3,7.93,150.96,102,2129.37,284.42,178.74,87.93,7.96,17.65,4.94,3.96,9.32,229.62,69.65,51.9,1182.17
7.51,62.44,103.16,189,11.14,39.96,3,7.89,152.6,102.49,2251.74,296.36,181.33,87.93,7.83,17.17,4.95,3.97,9.14,229.34,70.15,52.6,1187.03
7.51,62.65,104.03,191.36,11.24,40.33,2.99,7.73,154.5,103.58,2277.86,302.56,179.44,88.26,7.7,16.39,4.96,4.03,9.15,230.28,70.53,52.74,1208.93
7.57,62.28,104.34,192.01,11.22,40.42,3,7.63,155.15,104.68,2214.28,296.57,173.32,87.43,7.71,15.88,5,4.06,9.41,236.32,70.95,52.4,1220.02
7.68,61.77,104.25,191.6,11.12,40.58,3.08,7.75,154.76,105.86,2146.55,282.09,165.76,86.04,7.73,16.11,5.09,4.02,9.36,234.92,70.38,51.72,1235.34
7.67,62.91,104.92,194.37,11.3,41.85,3.19,8.03,158.17,108.18,2155.92,284.4,166.63,89.21,7.77,16.06,4.97,4.07,9.44,224.01,71.05,51.58,1274.77
7.46,63.14,105.79,194.26,11.24,41.79,3.15,7.82,161.96,108.4,2103.57,276.31,162.39,89.57,7.65,15.78,4.97,4.06,9.57,224.15,71.01,50,1253.1
7.47,63.06,105.03,193.97,11.16,41.53,3.08,7.71,161.65,107.34,2092.28,271.82,159.92,89.06,7.34,15.4,4.98,4.1,9.55,226.31,72.42,50.62,1259.88
7.51,62.23,104.53,194.83,11.51,41.44,3.06,8.02,162.27,107.99,2104.7,273.8,157.27,90.62,7.48,15.69,5.05,4.13,9.54,226.71,72.24,51.74,1266.11
7.54,62.8,104.53,195.18,11.31,41.45,3.09,8.14,161.57,108.18,2131.97,274.72,159.35,92.03,7.52,15.79,5.1,4.18,9.66,229.02,72.5,51.16,1252.14
7.46,65.16,106.53,196.62,11.42,42.35,3.06,8.05,164.28,110.19,2099.27,266.41,156.71,90.56,7.44,15.69,5.1,4.18,9.85,234.73,73.48,52.93,1290.55
7.51,65.46,106.37,197.02,11.51,42.43,3.12,8.21,163.51,111.34,2140.27,272.66,166.33,91.54,7.39,15.68,5.12,4.17,9.93,238.85,74.26,53.47,1291.19
7.48,65.79,107.16,198.06,11.6,42.31,3.14,8.26,163.97,112.33,2174.67,276.7,167.87,91.74,7.39,15.85,4.93,4.16,9.88,237.58,74.83,54.01,1287.17
7.48,64.26,106.09,197.54,11.35,42,3.14,8.4,161.96,111.74,2180.92,278.86,169.77,93.73,7.44,16.07,4.94,4.13,9.48,238.36,75.93,52.43,1306.45
7.37,66.63,111.33,199.1,11.56,42.4,3.14,8.28,167.14,113.53,2166.34,282.08,172.44,97.15,7.42,16.1,5.05,4.16,9.68,240.93,77.15,53.17,1252.36
7.39,67.66,112.85,202.1,11.68,43.55,3.21,8.55,168,115.86,2140.82,282.45,175.89,98.21,7.4,16.08,5.12,4.2,9.52,238.34,77.19,52.28,1246
7.44,67.42,111.61,199.97,11.6,43.28,3.3,8.5,167.3,114.56,2196.44,291.62,178.67,96.43,7.44,16.2,5.09,4.18,9.45,240.47,77.04,52.27,1281.35
7.38,67.29,110.41,197.14,11.52,42.23,3.21,8.23,165.13,114.37,2164.07,286.4,176.54,95.82,7.4,16.32,4.96,4.12,9.63,238.51,75.96,52.93,1231.01
7.33,66.94,110.36,196.91,11.43,42.41,3.15,8.23,164.2,114.09,2181.38,293.52,178.33,96.67,7.43,16.61,5.21,4.04,9.58,238.35,75.79,52.06,1214.15
7.43,68.04,110.55,197.77,11.41,42.66,3.12,8.23,166.76,119.51,2126.76,297.45,181.22,96.76,7.65,17.09,5.2,4.02,9.47,237.91,76.2,51.87,1205.33
7.41,68.32,112.3,199.97,11.41,42.96,3.25,8.31,167.76,116.69,2110.47,301.51,199.34,96.34,7.49,17.19,5.2,4.03,9.57,241.6,78.08,55.51,1209.95
7.34,67.82,111.21,196.85,11.32,42.7,3.15,8.04,168.74,116.63,2090.07,296.71,200.49,94.78,7.39,17.32,5.1,3.94,9.39,240.32,76.27,54.9,1216.49
7.26,68.21,112.6,198.93,11.44,42.64,3.13,7.97,169.62,118.64,2080.49,291.37,195.85,93.72,7.47,17.19,5.18,3.91,9.4,243.02,77.59,57.14,1193.84
7.39,67.67,111.88,198.93,11.73,42.66,3.12,8.14,169.47,118.67,2079.44,289.61,191.94,93.46,7.49,17.11,5.18,3.86,9.47,240,76.81,56.44,1132.48
7.47,67.68,112.53,200.14,11.88,42.55,3.11,7.98,169.16,119.32,2071.26,288.74,189.91,93.72,7.72,17.07,5.14,3.92,9.4,239.68,75.95,56.95,1098.66
7.39,71.19,114.86,200.83,11.98,42.83,3.26,8.17,171.71,119.97,2040.31,287.9,190.9,94.2,7.76,17.32,5.06,4.27,9.5,241.45,76.77,59.44,1109.74
7.43,70.67,114.67,200.83,11.83,43.11,3.34,8.33,173.26,120.1,1981.98,283.39,193.8,94.98,7.82,17.36,5.08,4.28,9.55,240.84,76.65,59.51,1113.94
7.29,71.59,114.74,200.71,11.8,42.88,3.35,8.32,173.03,122.29,1957.03,274.96,193.3,96.84,7.87,17.23,5.05,4.36,8.71,239.19,77.7,59.55,1135.29
7.32,70.16,112.62,197.02,11.6,41.9,3.35,8.27,170.01,119.14,2040.32,286.87,194.76,98.31,7.93,17.18,5.02,4.46,9.42,233.98,77.69,57.81,1080.9
7.25,71.13,113.57,199.33,11.71,43.32,3.4,8.41,173.33,120.62,2066.35,289.02,191.09,98.53,7.99,17.19,5.05,4.46,9.38,229.7,76.22,57.38,1051.13
7.43,71.41,113.5,200.25,11.66,43.39,3.42,8.28,175.05,121.35,2053.33,287.46,193.49,103.47,8.04,17.13,5.06,4.46,8.87,230.87,77.45,58.23,1064.34
7.9,71.87,114.07,202.21,11.65,44.05,3.51,8.44,174.3,120.39,2093.18,298.91,193.43,106.11,8.05,17.2,5.01,4.54,9.51,234.39,78.24,58.19,1105.59
8.03,71.41,113.84,203.71,11.66,44.15,3.42,8.75,173.57,119.48,2143.37,309.53,196.02,106.12,8.06,17.53,5.02,4.59,9.05,235.87,77.96,57.91,1120.42
7.97,70.82,113.96,203.37,11.63,43.99,3.45,8.76,173.49,120.03,2144.78,311.93,193.71,107.27,8.16,17.79,5.01,4.6,9.45,234.11,78.17,55.47,1059.94
7.98,70.09,113.94,201.81,11.62,43.96,3.43,8.72,171.32,121.77,2133.99,315.36,188.5,104.24,8.13,18.32,4.98,4.64,9.01,232.37,78.05,55.57,1048.86
8.09,71.09,114.49,204.58,11.91,44.68,3.35,8.75,173.49,123.01,2144.24,316.1,194.24,105.61,8.17,18.28,5.06,4.63,9.47,236.1,79.55,56.48,1046.79
8.16,71.82,114.35,206.19,12.06,44.36,3.32,8.75,173.41,123.44,2126.76,308.91,205.29,106.04,8.15,18.18,5.1,4.63,9.26,237.28,79.77,57.14,1045.22
8.03,71.8,113.89,207.86,12.13,44.52,3.38,8.56,172.94,122.88,2157.27,317.67,214.95,108.86,8.19,18.12,5.09,4.66,9.49,236.48,79.58,57.76,1052.62
8.18,71.38,112.92,207.69,12.15,44.63,3.49,8.78,172.56,122.51,2285.59,336.43,220.8,109.35,8.39,18.48,5.03,4.65,9.28,237.89,79.78,58.06,1095.02
8.35,71.63,113.68,207.58,12.09,44.76,3.47,8.82,171.94,122.91,2311.11,332.24,220.42,108.58,8.44,18.58,5.09,4.61,9.25,237.18,80.36,57.35,1103.26
8.38,71.65,112.64,207.11,12,44.47,3.46,8.95,172.41,122.29,2338.19,331.39,227.63,108,8.61,18.44,5.2,4.67,9.22,237,79.86,57.35,1038.56
8.56,71.89,113.11,208.96,12.14,44.71,3.42,8.82,173.64,122.29,2321.52,330,227.17,109.22,8.7,18.06,5.28,4.72,9.39,239.69,80.36,58.32,1058.15
8.49,70.99,112.55,207.69,12.21,44.75,3.38,8.91,172.48,121.64,2310.07,328.2,226.84,109.26,8.76,17.85,5.32,4.74,9.27,238.58,80.27,57.99,1072.81
8.52,71.9,112.88,208.79,12.19,44.74,3.37,8.91,172.41,121.92,2333.97,328.79,243.21,105.98,8.73,17.85,5.36,4.96,9.08,237.24,80.16,58.2,1065.93
8.6,73.06,113.31,208.33,12.25,44.91,3.35,8.78,172.33,121.89,2313.7,324.78,232.05,106.28,8.77,17.68,5.44,5.12,9.22,239.24,80.86,60.1,1066.9
8.59,72.41,112,206.25,12.25,44.66,3.33,8.73,170.39,120.68,2314.46,326.62,234.66,104.57,8.75,18.04,5.45,5.13,9.08,238.65,81.08,59.79,1100.06
8.71,72.48,112.51,207.17,12.33,44.61,3.3,9.11,170.94,121.24,2344.91,328.38,239.48,107.12,8.97,19.1,5.47,5.12,9.47,239.26,80.69,60.1,1106.29
8.71,73.86,113.34,208.38,12.54,44.86,3.37,9.45,171.79,121.52,2365.26,325.9,241.68,115.71,9.02,19.21,5.62,5.18,9.46,238.99,79.94,60.65,1088.4
8.67,74.61,113.84,207.69,12.63,44.85,3.29,9.14,172.56,123.32,2281.95,310.31,227.88,114.76,9.1,19.57,5.63,5.17,9.38,238.37,79.63,60.72,1091.43
8.71,74.66,113.8,208.5,12.84,45.43,3.32,9.21,174.26,123.81,2290.57,308.81,237.57,115.44,9.02,19.69,5.63,5.1,9.46,236.67,75.09,60.73,1038.51
8.72,74.4,113.04,207.17,12.85,45.4,3.3,9.09,175.27,123.97,2331.4,315.63,244.48,114.12,9.17,19.79,5.62,5.1,9.55,237.17,75.51,60.71,1025.64
8.72,74.42,112.94,205.85,12.85,45.1,3.37,9.14,175.58,123.07,2269.25,314.04,220.05,112.05,9.2,19.55,5.63,5,9.57,237.84,75.56,59.95,1026.97
8.69,74.51,113.24,204.52,12.85,45.1,3.42,9.17,176.43,123.75,2269.27,314.08,210.15,112.86,9.22,19.52,5.62,5.14,9.56,236.37,75.7,59.77,1020.38
8.7,75.19,113.22,206.31,12.85,45.68,3.35,9.07,178.13,123.81,2284.02,311.68,212.47,112.56,9.27,19.58,5.62,5.05,9.57,236.12,75.78,58.13,1004.71
8.78,75.35,114.72,208.79,12.89,45.79,3.19,8.93,182.85,125.02,2247.57,304.44,212.46,109.33,9.3,19.48,5.58,5.04,9.87,233.97,75.18,57.78,992.44
8.79,74.96,115.11,208.21,12.88,45.82,3.22,9.16,180.22,121.61,2246.44,306.42,213.25,112.36,9.45,20,5.59,5.01,9.79,229.68,74.78,56.14,967.49
8.95,73.1,113.84,206.54,12.77,45.44,3.16,9.23,179.37,122.67,2177.68,303.07,208.09,113.56,9.58,19.46,5.62,4.96,9.92,220.96,73.05,54.22,968.63
8.73,73.54,115.04,207.06,12.76,45.79,3.12,9.02,179.06,121.92,2168.01,309.18,203.72,110.65,9.56,20.18,5.46,4.95,9.9,225.88,74.01,55.71,985.47
8.66,73.68,116.82,207.52,12.8,46.01,3.08,8.92,179.68,123.19,2161.07,312.34,207.57,112.79,9.64,20.9,5.56,4.83,9.93,224.63,73.67,54.92,1003.11
8.6,72.63,116.88,211.55,12.86,45.82,3.11,9.12,179.6,123.19,2122.57,303.01,202.91,112.15,9.52,20.01,5.46,4.75,10.05,224.25,72.92,54.72,1009.05
8.52,73.01,118.95,215.94,13.15,45.81,3.14,9.04,180.92,123.84,2153.89,304.84,211.43,109.67,9.64,19.68,5.41,4.74,10.45,226,74.06,54.96,1018.02
8.49,72.67,118.66,215.65,13.15,45.75,3.27,9.35,180.3,124.8,2178.83,312.36,221.97,115.27,9.44,19.68,5.38,4.48,10.48,228.6,75.11,55.08,1032.65
8.45,71.56,118.2,217.49,13.13,45.77,3.21,9.34,182.47,124.31,2190.3,319.02,224.96,116.91,9.56,20.4,5.52,4.62,10.46,229.42,75.3,54.82,1036.45
8.41,70.91,118.49,216.23,13.11,45.75,3.17,9.05,182.16,124,2147.59,310.93,215.07,120.61,9.49,20.7,5.46,4.57,10.53,231.4,75.28,54.43,1032.45
8.52,70.13,117.86,215.88,13.03,45.46,3.14,8.93,181.54,123.93,2142.07,310.26,215.71,120.44,9.44,20.44,5.52,4.51,10.6,233.82,74.92,53.68,1018.3
8.46,70.31,118.15,215.65,13.13,45.9,3.09,8.73,182.54,126.75,2192.37,310.58,214.79,119.77,9.47,20.49,5.55,4.54,10.79,232.03,74.54,53.98,966.48
8.42,69.53,117.68,213.63,13.06,45.71,3.08,8.61,181.92,126.91,2096.56,297.9,209.82,113.21,9.44,20.53,5.52,4.61,11.04,231.42,74.44,53.8,954.01
8.38,69.69,117.22,212.53,12.95,45.7,3.1,8.64,182.31,127.52,2076.04,292.77,208.65,113.62,9.42,20.63,5.49,4.74,10.81,231.03,74.22,52.6,933.18
8.37,68.55,116.42,212.19,12.93,45.63,3.09,8.48,182.47,128.86,2096.45,288.76,215.62,110.51,9.35,20.42,5.51,4.64,11.3,229.47,74.2,52.02,927.33
8.54,68.94,117.17,212.94,13.05,45.81,3.1,8.41,182.93,129.97,2087.18,296.37,210.79,110.89,9.47,20.34,5.61,4.69,11.12,227.04,74.42,52.89,959.16
8.67,67.66,115.67,207.75,12.86,45.09,3.04,8.07,180.69,129.29,2067.13,281.04,206.38,103.61,9.35,20.25,5.56,4.59,11.28,227.02,73.9,52.73,963.62
8.62,67.89,114.33,208.56,12.89,45.1,3.02,8.09,179.14,128.36,2053.96,278.36,192.78,100.66,9.33,20.36,5.49,4.59,11.33,227.71,74.11,53.18,971.58
8.68,67.53,116.99,210.34,13,45.31,3.07,8.28,181.54,129.6,2042.4,282.2,199.97,101.37,9.4,20.48,5.62,4.66,11.19,226.46,73.27,52.84,977.27
8.65,67.84,118.09,211.67,13.04,45.99,3.1,8.5,182.78,129.75,2065.21,287.46,201.84,104.14,9.29,20.32,5.53,4.7,11.33,225.47,72.09,51.69,939.43
8.78,67.76,116.59,211.9,13.06,45.79,3.15,8.75,181.38,129.23,2043.38,286.73,202.04,102.21,9.21,20.22,5.52,4.73,11.18,225.78,72.75,51.54,921.31
8.79,67.05,117.11,211.15,12.9,45.68,3.12,8.69,180.14,129.47,2080.92,292.48,203.98,105.83,9.26,19.91,5.59,4.66,11.23,224.96,72.65,51.04,931.2
8.71,67.24,117.45,212.42,12.89,45.97,3.14,8.66,180.45,129.78,2037.09,289.04,214.98,102.48,9.56,20.62,5.54,4.61,11.18,223.92,71.95,50.48,924.71
8.68,64.57,112.09,207.81,12.64,45.09,3.09,8.65,176.04,127.22,2056.98,292.55,215.07,103.89,9.37,20.24,5.42,4.49,11.26,222.02,71.52,50.37,951.5
8.6,65.27,112.69,208.9,12.72,45.23,3.1,8.82,176.66,127.49,2062.17,294.01,214.66,106.03,9.31,20.13,5.38,4.5,11.29,225.17,72.19,50.92,936.04
8.67,66.93,113.36,210.92,12.84,45.53,3.12,8.68,178.83,127.83,2050.73,292.89,214.44,105.98,9.44,20.2,5.41,4.54,11.08,225.86,72.5,50.59,929.04
8.6,66.75,114.56,211.84,13.04,45.6,3.11,8.44,179.37,129.57,2020.54,291.73,209.01,103.46,9.63,20.36,5.45,4.5,11.25,223.81,71.24,50.46,952.05
8.71,66.99,115.32,214.9,13.26,46.04,3.1,8.33,181.38,130.16,1978.86,282.47,204.82,101.1,9.69,20.6,5.39,4.43,11.33,224.51,72.01,49.7,700.98
8.63,67.05,114.86,213,13.12,45.46,3.05,7.98,180.14,128.86,1877.84,259.9,190.06,96.57,9.36,20.53,5.47,4.5,11.33,224.88,72.25,50.49,726.15
8.67,67.08,114.58,213.23,13.54,45.71,2.91,7.81,181.38,129.82,1783.88,240.74,184.31,93.81,9.18,20.17,5.41,4.47,11.33,226.35,72.48,50.02,716.39
8.63,67.02,115.67,214.03,13.62,46.14,2.94,7.91,182.08,130.68,1842.3,246.5,180.57,94.16,9.07,20.53,5.37,4.58,11.47,226.36,72.16,49.53,717.65
8.65,63.25,115.49,216.05,13.65,46.5,2.85,7.91,182.31,130.99,1821.6,244.81,178.09,91.6,9.09,20.2,5.25,4.53,11.33,224.52,71.45,49.41,705.66
8.69,61.57,113.22,214.61,13.68,46.9,2.78,7.46,179.6,131.64,1748.68,229.9,169.76,83.61,9.14,20.39,5.25,4.4,11.76,224.34,70.92,48.89,709.93
8.93,61.48,113.91,214.67,13.75,47.29,2.78,7.48,177.13,131.92,1827.73,244.18,179.44,87.14,9.27,20.51,5.23,4.45,11.55,222.79,70.8,49.25,714.57
8.79,60.44,113.01,213.86,13.72,47.11,2.78,7.73,174.65,130.03,1821.91,250,181.12,90.51,9.31,20.73,5.13,4.51,11.65,221.36,70.79,49.12,677.52
8.74,60.24,111.03,215.13,13.66,47.46,2.74,7.58,174.73,129.66,1795.55,244.23,180.45,88.04,9.17,20.59,5.24,4.39,11.84,219.35,69.96,48.02,660.12
8.84,60.45,109.67,215.76,13.77,47.34,2.69,7.61,174.34,128.82,1769.52,236.6,179.14,87.45,9.21,20.45,5.07,4.39,11.69,219.45,70.47,48.3,655.64
8.75,60.52,108.4,215.71,13.75,47.12,2.71,7.55,172.17,124.77,1740.35,235.38,177.12,85.49,9.21,20.39,5.03,4.52,11.71,218.6,70.34,49.1,656.01
8.75,59.75,108.89,215.48,13.73,47.17,2.74,7.95,171.55,124.15,1764.11,239.55,178.4,90.81,9.18,20.2,4.99,4.53,11.87,217.22,70.04,49.33,684.51
8.72,60.07,108.72,215.42,13.76,47.19,2.77,8.32,171.55,123.93,1873.65,259.23,185.66,93.41,9.1,19.84,4.92,4.41,11.72,218.07,69.67,51.2,663.26
8.7,60.21,107.89,213.05,13.76,47.2,2.74,8.19,169.54,123.44,1823.13,256.41,181.78,90.8,9.22,19.79,4.9,4.38,11.88,213.33,69.36,52.04,649.65
8.65,60.5,107.25,213.17,13.9,47.44,2.73,7.86,168,122.42,1760.14,247.8,179.25,90.13,9.36,19.82,4.87,4.38,11.95,211.93,68.37,50.37,639.66
8.84,60.74,108.54,214.15,14.05,47.75,2.69,7.77,169.47,122.26,1770.61,250.78,179.8,90.58,9.39,19.83,4.84,4.39,11.92,213.64,69.24,50.53,633
8.85,60.72,109,214.03,13.95,47.55,2.73,7.96,171.71,123.81,1769.73,250.69,179.64,92.34,9.35,19.72,4.77,4.33,11.84,214.05,69.88,50.38,626.05
9.18,60.59,108.89,212.59,13.88,47.63,2.66,7.82,171.48,124.62,1702.84,239.48,172.44,90.49,9.39,20.05,4.83,4.31,11.54,213.31,70.01,49.66,627.28
