"A.ASBX.PB.","D.RHM.PB.","I.LDO.PB.","F.CSF.PB.","BA..PB.","RR..PB.","TK.ASE.PB.","IS.ESLT.PB.","U.NOC.PB.","U.RTX.PB.","U.HII.PB.","U.LMT.PB.","X.AXON.PB.","X.MANT.PB.","U.BWXT.PB.","U.CW.PB.","X.SWBI.PB.","U.GD.PB.","U.RGR.PB.","X.POWW.PB.","U.CACI.PB.","X.HON.PB."
2.1,113.96,11.99,115.23,6.13,4,1.69,150.43,314.87,77.69,214.67,352.5,67.92,62.77,48.34,117.62,6.47,171.98,50.41,7.59,206.68,170.26
2.08,115.9,12.13,118.2,6.25,4.07,1.74,151.75,318.3,77.93,218.2,355.12,69.13,63.5,48.44,118.06,6.41,173.91,50.89,7.7,208.09,172.28
2.06,117.31,12.22,119.13,6.37,4.03,1.77,153.7,311.26,75.5,214.64,351.42,71.88,63.11,48.8,118.32,6.53,173.29,51.77,7.8,206.34,171.22
2.06,117.8,12.38,119.7,6.35,4.04,1.71,154.02,300.62,72.52,209.29,343.94,70.43,63.22,49.06,115.31,6.51,169.73,51.72,7.88,202.78,171.65
2.09,118.38,12.28,121.09,6.32,4,1.73,154.16,304.86,73.23,210.89,345.52,70.34,63.42,49.05,115.56,6.52,170.04,51.8,7.92,203.71,172.9
2.09,118.78,12.54,122.82,6.34,4.02,1.66,158.27,307.67,73.62,214.92,349.13,71.11,64.08,50.05,117.9,6.86,171.89,52.48,7.92,203.99,173.19
2.21,115.95,12.43,121.61,6.37,3.99,1.64,160.54,309.53,73.9,214.71,350.19,70.67,63.23,49.98,117.54,6.94,171.22,52.61,7.88,202.78,172.81
2.3,117.45,12.45,124.55,6.42,4.06,1.68,159.56,309.31,73.26,215.91,348.49,68.15,63.77,49.76,116.8,6.93,171.79,51.93,7.83,202.99,172.3
2.29,119.41,12.56,124.43,6.46,4.14,1.71,160.57,313.19,74.7,219.11,353.36,66,64.15,50.76,119.61,6.94,173.56,52.21,7.78,204.03,175.79
2.33,121.43,12.62,123.39,6.46,4.07,1.66,163.98,315.12,74.78,221.73,355.84,69.9,64.29,50.38,119.31,7.03,173.62,52.05,7.74,206.16,175.41
2.33,122.35,12.85,123.33,6.35,4.09,1.67,162.58,323.99,76.69,224.76,362.86,73.21,64.7,51.74,121.05,7.24,177.96,52.47,7.73,209.66,176.26
2.34,121.61,12.67,122.99,6.37,3.95,1.67,162.43,322.17,75.94,222.9,359.32,73.26,64.3,50.91,119.5,6.91,177.32,52.87,7.76,203.45,174.34
2.3,121.55,13,123.97,6.38,3.97,1.68,160.88,321.48,76.78,222.66,359.95,73.21,64.12,51.01,119.7,6.9,177.82,53.93,7.85,202.17,174.61
2.37,122.87,13.03,124.14,6.49,3.92,1.67,155.97,321.18,76.11,223.43,360.45,68.83,64.85,51.26,119.77,6.44,177.64,53.2,7.96,203.25,173.9
2.39,124.78,12.96,123.91,6.46,3.81,1.65,154.31,318.74,75.38,223.3,359.51,66.86,64.25,51.03,121.05,6.3,178.9,53.01,8.1,200.99,173.59
2.45,123.45,12.74,123.1,6.46,3.78,1.67,152.3,318.11,76.04,223.92,359.01,66.88,65.11,51.44,122.7,6.41,177.72,53.46,8.24,205.44,173.86
2.47,123.91,12.84,125.24,6.5,3.76,1.67,154.45,322.97,76.74,224.97,363.43,64.11,65.82,52.07,127.09,6.91,181.74,54.42,8.37,205.12,174.6
2.44,126.04,12.99,124.43,6.49,3.84,1.75,153.33,318.41,77.45,224.6,361.38,64.53,64.94,51.66,127.34,6.91,182.53,54.93,8.48,209.18,176.77
2.47,124.95,12.9,123.68,6.52,3.84,1.75,152.5,323.69,77.83,229.29,367.45,63.79,64.94,51.75,125.48,6.97,183.57,55.09,8.56,209.99,176.65
2.53,124.49,13.29,125.64,6.53,3.91,1.71,150.89,325.04,78.45,232.8,370.2,64.31,65.96,52.1,126.46,7.05,182.52,55.28,8.61,214.36,178.32
2.57,124.66,13.22,125.12,6.54,3.91,1.7,153.24,325.31,78.67,232.77,370.58,64.84,66.51,52.3,127.55,7.04,182.18,55.4,8.64,216.71,178.16
2.58,121.49,13.22,122.41,6.5,3.87,1.68,154.94,325.08,78.16,230.48,369.98,64.04,66.26,52.23,127.33,6.98,182.24,54.96,8.65,214.52,176.6
2.55,120.34,13.11,120.45,6.4,3.82,1.66,153.93,324.1,77.19,228.82,369.15,62.29,65.65,51.99,126.27,6.92,181.43,54.02,8.64,209.6,175.63
2.54,119.7,13.07,118.55,6.4,3.83,1.59,156.52,325.74,76.91,231.24,369.75,62.96,65.96,52.09,126.83,6.93,180.84,54.13,8.64,209.41,175.52
2.55,119.76,13.23,119.47,6.47,3.79,1.59,160.25,324.17,76.94,230.4,368.13,63.3,65.96,52,125.96,7.04,182.5,53.81,8.63,210.31,174.43
2.56,118.32,13.19,119.3,6.48,3.78,1.61,157.95,324.83,77.45,232.54,368.17,62.88,65.33,52.03,125.11,6.95,183.56,53.57,8.63,209.28,174.41
2.56,118.43,13.44,119.53,6.63,3.79,1.55,157.23,329.48,78.86,234.58,369.34,64.51,66.7,52.95,127.13,7,185.8,55.03,8.63,213.42,177.1
2.56,119.82,13.35,120.34,6.67,3.82,1.53,159.25,325.25,78.59,234.78,367.67,63.76,67.23,52.63,126.24,7.17,186.39,55.65,8.64,213.16,174.97
2.58,120.34,13.45,121.32,6.79,3.88,1.58,161.6,323.76,78.56,236.09,365.21,63.9,67.36,53,127.14,7.3,186.89,56.13,8.66,213.95,174.76
2.87,117.68,13.33,119.59,6.81,3.9,1.67,158.96,321.94,76.73,231.31,358.4,64.82,67.2,53.04,126.14,7.3,183.51,55.68,8.69,210.78,168.73
2.85,114.93,13.25,118.72,6.79,3.83,1.7,154.62,321.02,77.44,229.87,356.18,65.76,67.74,52.93,126.47,7.3,183.15,55.54,8.74,211.87,173.85
2.98,117.17,13.04,119.36,6.87,3.86,1.69,152.84,322.2,78.12,229.94,356.85,65.91,67.36,52.99,127.13,7.22,183.88,54.95,8.79,210.58,173
2.9,118.84,13.01,118.26,6.88,3.88,1.68,155.37,323.34,78.41,228.87,357.35,65.36,66.93,52.11,127.32,7.2,184.57,54.73,8.84,210.83,173.56
2.96,122.35,13.41,119.53,6.97,3.93,1.7,159.36,323.99,79.58,230.36,357.75,66.18,67.15,53.11,128.24,7.24,185.91,54.95,8.9,212.2,174.87
2.85,123.28,13.49,119.01,6.99,3.91,1.72,162.46,342.94,79.16,233.7,368.8,68.75,68.3,53.39,129.89,7.27,187.57,55.38,8.95,213.39,173.94
2.88,122.41,13.39,117.91,6.99,3.89,1.69,161.14,354.84,80.45,233.32,370.36,68.3,67.86,53.51,128.79,7.15,187.59,54.84,8.99,212.91,173.82
2.93,123.91,13.48,120.51,7.01,3.89,1.75,161.72,352.6,79.99,233.97,369.38,69.5,68.23,53.61,128.88,7.18,189.69,55.23,9,217.32,173.58
2.98,121.89,13.19,120.22,7.09,3.97,1.84,162.2,355.39,80.07,233.66,369.49,68.49,68.12,53.58,127.73,7.14,189.8,54.81,8.99,216.54,174.55
2.91,118.84,12.76,118.84,7.13,3.99,1.79,161.69,352.87,79.8,233.13,366.01,69.65,68.56,54.02,127.9,7.25,189.08,55.54,8.94,215.34,173.91
2.93,119.13,12.73,117.68,7.2,3.86,1.76,162.03,345.57,78.79,228.94,362.09,70.22,68.72,53.89,126.86,7.4,185.87,56.5,8.87,215.16,172.31
2.92,123.62,12.81,117.97,7.33,3.84,1.82,159.16,345.05,77.76,215,363.01,68.41,71.68,51.53,123.99,6.77,183.4,45.54,8.79,215.94,169.55
2.95,125.18,12.36,115.23,7.15,3.71,1.76,158.15,341.19,77.15,206.18,361.94,69.08,69.1,50.41,123.4,6.63,181.96,45.85,8.7,211.39,167.97
2.85,120.86,12.02,114.24,7.08,3.65,1.73,157.9,342.8,74.19,201.62,358.37,65.89,65.51,48.66,118.56,6.78,176.8,45.12,8.61,205.07,162
2.76,122.82,11.81,112.21,7.04,3.4,1.73,160.05,354.22,75.99,206.12,366.6,65.32,67.45,55.84,121.66,6.65,180.63,44.49,8.54,208.45,164.52
2.78,123.91,11.91,113.82,7.27,3.27,1.62,159.42,361.33,76.1,207.4,369.09,65.52,68.29,56.49,120.71,6.41,180.9,43.29,8.49,209.42,163.39
2.77,125.53,12.03,116.65,7.47,3.46,1.6,165.94,369.06,77.57,212.18,377.21,68.46,70.42,57.02,123.38,6.59,184.22,43.83,8.47,215.16,167.06
2.77,123.51,11.51,115.14,7.33,3.49,1.6,166.35,370.56,77.41,209.42,376.91,58.08,70.22,56.79,120.69,6.35,184,42.24,8.47,211.28,166.71
2.79,120.39,11.41,116.47,7.27,3.37,1.6,163.55,373.03,75.51,203.91,377,57.46,68.53,55.83,119.04,6.38,181.27,42.68,8.5,209.2,164.91
2.81,120.22,11.73,117.17,7.29,3.37,1.6,161.49,370.66,76.06,203.76,377.22,58.76,68.46,56.29,120.43,6.28,183.11,42.92,8.56,210.95,168.02
2.88,116.42,11.31,116.13,7.21,3.37,1.6,153.96,361.31,73.31,200.8,368.69,57.86,66.36,55.59,116.62,6.06,180.83,42.43,8.65,207.29,164.04
2.64,112.44,11.31,114.74,7.2,3.38,1.59,158.56,365.33,72.99,203.99,373.4,57.37,67.12,55.09,117.67,5.94,182.21,41.53,8.77,202.98,162.24
2.74,116.76,11.64,117.28,7.21,3.38,1.57,156.09,367.96,73.77,206.82,376.9,59.21,67.88,56.05,119.98,5.97,184.39,41.48,8.92,208.31,165.03
2.76,119.7,11.73,118.66,7.25,3.42,1.59,157.98,369.91,74.67,208.31,380.34,60.05,68.82,56.61,121.53,5.98,187.52,41.77,9.08,209.21,165.79
2.85,119.93,11.51,118.9,7.23,3.44,1.64,160.42,369.11,74.74,207.45,381.88,60.75,68.42,56.66,121.03,5.84,187.19,40.71,9.26,212.55,163.48
2.77,123.05,11.88,122.01,7.42,3.51,1.68,161.11,369.15,75.1,209.51,382.85,60.35,69.6,56.99,121.8,5.91,188.49,40.66,9.43,217.12,163.78
2.77,122.12,11.68,121.03,7.22,3.41,1.63,163.7,372.01,75.47,208.42,385.77,62.37,69.79,57.52,122.9,5.91,187.55,41.39,9.58,215.94,162.88
2.77,120.16,11.52,121.37,7.11,3.36,1.64,156.66,361.46,72.83,204.29,376.97,59.36,68,56.21,120.69,5.71,183.62,39.88,9.7,211.09,156.52
2.65,121.2,11.57,121.84,7.12,3.36,1.66,156.52,366.74,73.99,204.63,380.33,60.96,68.41,55.96,121.28,5.75,184.59,39.87,9.79,213.5,156.94
2.63,121.55,11.89,122.3,7.11,3.35,1.68,153.93,363.89,73.48,202.6,379.73,60.98,68.18,56.11,120.71,5.63,183.4,40.63,9.83,212.93,157.43
2.67,121.09,12.36,118.72,7.05,3.34,1.65,153.99,363.85,74.83,203.81,380.96,59.94,69.39,56.95,121.7,5.71,185.4,40.79,9.83,215.33,159.55
2.66,123.16,12.9,119.88,7.14,3.38,1.69,156.6,367.85,76.41,207.37,384.26,61.29,70.62,58.63,122.88,5.9,189.39,42.03,9.79,220.95,163.61
3.05,122.07,12.82,121.2,7.16,3.45,1.74,155.94,367.48,76.83,208.87,383.81,59.95,70.22,59.21,122.57,4.61,191.05,41.01,9.74,222.29,164.55
3.1,125.3,12.99,121.78,7.28,3.46,1.75,160.48,364.88,76.25,208.82,382.57,58.85,69.86,59.49,122.23,4.16,190.1,40.56,9.66,221.59,163.35
3.15,124.66,12.73,120.34,7.28,3.43,1.74,160.82,366.24,76.08,207.98,384.71,58.99,69.47,59.44,122.36,4.4,189.29,40.79,9.58,220.99,163.54
3.15,128.06,12.97,126.79,7.32,3.44,1.79,164.62,371.82,77.3,208.51,389.08,59.97,69.14,59.08,123.67,4.47,190.65,41.02,9.49,222.37,167.14
3.25,130.77,12.94,126.79,7.4,3.47,1.78,163.44,368.31,78.46,214.13,385.06,61.19,70.2,59.71,127.21,4.52,192.2,41.78,9.41,227,170.37
3.29,130.54,13.04,126.51,7.51,3.52,1.79,161.49,367.62,78.87,215.04,386.56,61.99,69.17,59.88,127.84,4.68,192.63,41.73,9.33,227.16,171.12
3.23,131.46,13.14,126.22,7.37,3.52,1.8,159.5,355.84,79.12,215.41,380.22,59.55,68.72,59.19,128.55,4.77,188.05,42.62,9.25,219.56,169.58
3.18,131.29,13.24,125.18,7.46,3.64,1.85,157.52,355,78.96,217.85,381.28,60.57,67.82,59.97,131.26,5.08,187.8,44.08,9.17,209.32,169.51
3.14,134,13.46,124.2,7.55,3.73,1.88,159.91,358.79,80.17,220.45,381.52,62.93,68.14,60,131.6,5.26,188.53,44.87,9.1,212.43,171.19
3.12,131.87,13.56,124.26,7.51,3.71,1.84,160.71,365.09,81.06,216.83,386.5,64.36,68.04,59.86,131.97,5.29,189.3,44.39,9.04,215.84,168.58
3.1,133.6,13.68,124.03,7.49,3.73,1.86,159.39,363.55,81.39,218.38,384.6,65.11,69.64,59.76,132.48,5.15,189.92,44.08,8.98,216.05,167.59
3.02,134.58,13.45,122.99,7.57,3.61,1.87,161.17,371.3,81.41,222.61,392.67,66.19,69.99,59.8,133.33,5.01,190.92,43.87,8.93,215.96,166.16
3.04,134.98,13.06,122.64,7.69,3.63,1.82,160.72,374.31,80.89,221.08,393.98,66.09,69.9,60.38,133.47,4.9,191.31,43.37,8.89,216.53,166.47
3.04,135.39,12.85,121.55,7.71,3.6,1.8,160.48,377.43,81.24,219.7,396.85,65.44,69.95,60.21,131.61,4.73,190.23,43.05,8.85,226.38,167.92
3,135.16,12.91,122.99,7.68,3.63,1.75,163.29,375.21,81.08,218.53,393.19,63.14,69.49,60,130.61,4.63,188.02,42.64,8.81,224.22,166.68
3.06,134.06,12.74,121.09,7.51,3.55,1.74,164.04,368.31,79.97,214.81,388.13,63.49,68.7,59.61,128.4,4.67,187.38,42.19,8.78,227.8,168.26
3.04,132.56,12.55,119.64,7.56,3.47,1.72,164.39,369.19,80,212.38,387.72,62.5,69.05,59.2,128.86,4.67,186.86,41.46,8.75,227.08,167.02
3,133.54,12.41,120.45,7.37,3.47,1.76,167.2,369.59,79.94,212.67,389.17,60.94,69.62,58.16,129.34,4.58,184.73,41.52,8.72,226.39,165.76
2.96,133.77,12.38,120.11,7.42,3.49,1.76,164.21,374.9,80.71,213.74,390.27,60.39,70.44,58.5,130.54,4.51,186.12,41.52,8.69,231.37,166.85
3,129.74,12.47,120.74,7.51,3.52,1.73,165.28,382.16,81.12,214.31,392.92,59,70.93,58.47,129.53,4.44,186.01,41.11,8.67,233.77,167.03
3.07,131.06,12.48,120.62,7.48,3.55,1.82,166.34,371.16,80.47,213.33,387.8,58.31,71.06,57.8,129.54,4.62,182.98,41.9,8.64,227.48,168.04
3.15,134.23,12.44,121.66,7.48,3.55,1.87,165.88,374.79,80.51,211.79,389.85,56.78,71.4,57.2,129.34,4.49,182.76,41.76,8.61,231.36,169.12
3.22,133.08,12.3,121.55,7.41,3.47,1.81,164.44,367.79,78.93,206.5,384.19,54.17,68.98,55.92,126.65,4.42,178.63,41.25,8.59,226.15,164.13
3.15,130.31,11.93,117.4,7.15,3.31,1.79,162.58,362.5,76.99,200.16,378.1,53.26,67.33,55.21,124,4.35,174.46,41.34,8.55,224.36,161.11
2.98,130.41,11.88,113.57,7.09,3.23,1.76,161.57,364.41,77.4,202.97,379.94,54.3,67.84,56.38,125,4.32,174.9,41.78,8.52,225.15,161.48
3,132.96,11.91,113.52,7.15,3.27,1.77,163.67,369.1,78.54,204.96,384.79,54.86,68.23,55.66,125.68,4.42,176.6,42.56,8.48,228.2,163.6
3,135.04,11.87,113.5,7.23,3.28,1.77,165.08,368.01,78.26,205.55,383.66,54.63,68.24,55.34,126.66,4.55,176.66,43.53,8.45,229.21,163.19
3.02,132.27,11.62,114.14,7.21,3.25,1.74,165.13,368.43,77.12,203.26,382.12,52.7,67.88,54.61,124.17,4.62,176.52,43.51,8.41,226.59,158.64
3.03,131.29,11.42,112.97,7.29,3.28,1.7,164.69,367.66,77.81,205.63,384.53,52.33,68.52,54.65,125.28,4.95,177.04,44.34,8.36,227.38,159.81
3.03,130.95,11.43,111.88,7.26,3.29,1.67,164.67,368.62,79,208.68,386.87,52.51,68.79,55.16,126.16,5.16,176.67,44.93,8.32,230.11,160.97
3.05,127.43,12.05,111.61,7.3,3.33,1.69,165.7,361.96,80.25,211.74,381.28,53.15,70.01,55.77,127.97,5.3,179.63,44.39,8.28,229.79,163.46
3.02,127.37,11.99,111.54,7.33,3.37,1.58,167.21,366.41,80.13,212.47,382.53,52.82,69.55,55.53,126.67,5.16,179.17,44.43,8.23,227.95,162.95
3,123.62,12.11,111.17,7.3,3.34,1.6,168.32,361.99,80.32,213.19,382.67,53.32,70.1,56.48,126.55,5.2,178.41,44,8.2,229.16,163.64
3.04,120.62,11.95,111.15,7.29,3.32,1.57,168.18,364.69,80.66,214.96,382.84,51.88,69.47,56.15,126.89,5.15,178.29,44.17,8.16,226.44,163.8
3.08,122.47,12.21,109.69,7.09,3.27,1.57,166.63,356.29,81.48,211.81,377.04,51.71,70.67,56.67,127.89,5.25,176.77,44.66,8.14,227,167.54
3.03,121.55,11.81,103.74,7.09,3.19,1.66,165.65,349.56,80.69,210.1,372.43,50.53,69.19,56.33,125.58,5.24,174.39,45,8.12,225.33,165.55
2.99,122.41,11.91,104.25,7.02,3.16,1.63,165.2,350.35,81.52,210.96,373.49,52.31,69.01,55.84,125.66,5.36,175.44,45.16,8.12,224.8,169
2.98,122.87,11.79,101.55,7.03,3.25,1.64,164.56,352.38,83.41,215.1,373.47,53.2,68.17,56.33,125.56,5.38,179.92,45.55,8.13,216.54,168.94
3.09,123.45,11.75,100.28,7.05,3.25,1.69,163.41,353.38,82.49,217.14,372.89,53.7,68.32,56.39,126.67,5.45,173.57,45.9,8.15,215.37,169.86
2.98,122.99,11.87,99.94,7.28,3.16,1.69,163.01,357.02,84.6,220.67,374.69,54.92,68.99,57.4,128.84,5.47,174.7,45.65,8.17,217.14,171.4
2.93,125.18,12.14,100.37,7.33,3.21,1.74,163.7,344.97,84.31,221.23,370.54,54.26,69.31,57.42,128.34,5.51,173.5,45.55,8.2,217.68,171.63
2.93,127.49,12.25,101.3,7.42,3.25,1.73,164.01,346.52,84.34,222.54,371.76,54.75,69.47,57.69,129.05,5.43,174.91,45.73,8.24,218.04,172.69
2.9,125.12,12.21,100.24,7.49,3.22,1.71,167.34,347.1,83.75,222.44,370.93,52.97,70.08,57.98,129.91,5.48,176.05,46.07,8.27,223.48,173.16
2.98,124.49,12.08,101.48,7.56,3.21,1.7,163.7,354.13,84.86,224.99,378.56,52.51,70.37,58,130.96,5.41,178.23,46.02,8.3,224.23,174.64
2.92,123.91,12,101.07,7.57,3.19,1.71,165.71,352.34,84.64,225.65,376.7,51.12,79.12,58.09,135.41,5.44,176.89,45.7,8.33,223.77,172.75
3,127.08,12.15,100.01,7.64,3.26,1.71,163.98,352.09,86.48,230.23,378.95,52.52,74.8,58.37,139.92,5.6,179.68,46.29,8.35,224.63,176.01
3.12,127.2,12.63,100.7,7.64,3.32,1.75,162.63,340.86,87.02,228.71,374.43,51.84,75.82,58.99,139.39,5.78,178.03,46.64,8.36,223.61,179.98
3.12,129.33,12.6,100.31,7.53,3.46,1.76,164.56,337.83,87.18,230.09,373.53,53.08,75.77,60.26,137.9,5.77,179.35,46.49,8.37,222.36,180.64
3.12,130.77,12.79,99.84,7.66,3.5,1.73,166.2,343.93,87.44,233.77,379.65,52.25,74.86,60.7,138.76,5.91,181.55,47.37,8.35,224.8,180.81
3.12,129.1,12.95,100.84,7.67,3.51,1.76,164.27,343.44,87.76,250.38,378.62,52.29,75.32,60.18,139.58,6.13,182.9,47.45,8.33,225.61,179.67
3.18,121.09,12.97,99.98,7.61,3.5,1.76,162.09,350.11,87.78,251.09,381.79,65.28,75.45,61,139.48,6.12,185.08,44.92,8.28,225.93,181.19
3.18,120.16,13.09,99.84,7.5,3.33,1.74,161.05,349.92,87.4,251.74,381.32,64.41,75.97,61.02,139.21,6.26,184.34,45.08,8.23,227.78,180.82
3.29,120.05,13.18,99.27,7.5,3.35,1.77,161.17,351.64,87.52,253.88,386.26,64,76.36,60.73,140.34,5.89,185.25,43.74,8.16,229.66,182.01
3.31,118.66,13.09,98.11,7.53,3.32,1.79,163.29,353.75,87.44,254.61,387.77,64.65,76.97,60.86,140.66,6.06,184.75,43.96,8.08,228.95,181.86
3.25,118.38,13.19,101.55,7.51,3.29,1.76,163.98,355.73,87.36,255.27,390.12,66.69,77.4,61.15,140.8,6.41,185.14,45.09,8,230.24,179.65
3.18,118.78,13.23,102.2,7.53,3.3,1.78,162.55,356.63,88.09,256.86,393.56,67.36,78.45,61.48,141.09,6.52,187.07,46.28,7.91,232.11,181.7
3.2,117.91,12.96,103.79,7.56,3.28,1.79,159.85,356.68,87.95,258,392.73,67.72,79.35,60.7,140.14,6.4,186.58,45.79,7.82,234.19,179.76
3.2,118.72,12.84,104.64,7.59,3.29,1.81,158.53,353.49,87.52,257.26,390.77,68.48,80.82,60.77,139.75,6.45,184.9,45.33,7.73,234.25,180.08
3.05,110.71,12.73,106.09,7.53,3.25,1.8,158.24,353.14,86.46,254.23,392.65,71.99,80.44,61.65,139.63,6.34,184.29,45.1,7.64,235.01,177.1
2.98,107.32,12.59,105.17,7.5,3.22,1.79,160.14,348.28,86.86,250.64,390.22,71.87,77.98,60.97,138.23,6.38,182.91,44.46,7.56,235.2,176.56
3.06,109.51,12.56,104.92,7.55,3.3,1.79,158.61,349.13,87.13,249.81,390.58,72.08,77.34,60.51,136.6,6.47,182.77,44.1,7.49,231.3,176.76
2.93,111.75,12.47,103.79,7.61,3.34,1.74,163.73,349.72,86.96,249.19,389.99,74.33,78.48,60.46,137.88,6.64,182.65,45.19,7.44,239.27,176.51
2.93,112.99,12.57,103.4,7.62,3.34,1.75,164.27,353.72,87.36,249.39,392.49,76.92,78.47,60.84,138.47,6.57,182.02,45.05,7.41,240.14,178.49
3.02,112.14,12.39,103.05,7.57,3.23,1.73,163.41,352.85,87.79,252.64,394.19,75.56,79.17,60.81,138.25,6.73,182.34,45.2,7.39,240.89,179.42
3.07,112.37,12.37,102.59,7.58,3.24,1.75,165.16,354.23,88.1,253.14,394.62,74.21,78.68,60.68,138.37,6.78,182.98,45.6,7.39,240.87,180.06
3.06,111.68,12.24,102.52,7.53,3.21,1.73,162.32,351.57,87.46,251.61,391.23,73.73,77.58,60.11,137.36,6.71,181.7,45.47,7.39,239.4,178.64
3.05,110.55,11.72,99.8,7.37,3.14,1.75,165.71,341.79,85.56,250.04,383.72,73.72,77.26,58.98,135.03,6.61,178.03,44.51,7.4,237.16,174.32
2.96,110.27,11.78,99.22,7.2,3.12,1.75,164.59,343.14,84.79,249.37,381.72,73.83,77.66,58.8,136.05,6.6,177.05,44.14,7.4,235.58,172.51
2.83,112.09,11.95,101.25,7.26,3.16,1.76,164.27,343.27,85.3,254.5,384.64,72.72,77.37,59.6,137.21,6.94,178.08,44.73,7.38,235.82,173.21
2.85,112.67,12.13,101.23,7.23,3.16,1.83,163.55,344.41,85.69,252.02,385.94,72.82,77,59.96,138.52,7.24,182.4,45.28,7.35,236.02,174.08
2.78,112.09,12.24,101.41,7.34,3.23,1.8,161.94,344.79,86.68,253.4,386.78,71.86,78.04,60.51,139.59,7.04,183.51,45.65,7.29,237.1,175.36
2.82,111.86,11.97,100.84,7.31,3.27,1.82,164.33,342.98,86.23,253.18,383.34,72.27,77.85,60.53,140.9,6.84,183.21,46.06,7.23,236.61,174.47
2.84,111.79,12.15,101.27,7.24,3.16,1.8,165.62,344.41,85.75,251.72,384.37,72.64,77.5,60.31,141.38,6.97,180.42,46.38,7.17,236.39,174.04
2.8,111.75,12.07,100.19,7.33,3.17,1.78,167.69,348.71,86.84,253.68,386.17,72.47,77.8,61.65,142.19,7.02,179.26,46.14,7.12,238.49,176.01
2.73,113.04,12.21,99.38,7.49,3.18,1.81,166.11,345.9,88.11,254.54,384.05,71.81,78.12,62,143.09,7.11,180.43,46.74,7.08,239.54,177.41
2.8,113.01,12.14,99.48,7.54,3.09,1.82,163.7,344.58,87.91,251.23,386.39,72.48,78.29,62.35,143.4,7.09,179.02,46.55,7.07,240.39,176.97
2.88,114.63,12.18,103.14,7.64,3.18,1.81,162.98,344.62,88.16,252.3,385.83,73.17,77.91,62.74,142.79,7.11,180.59,46.28,7.09,242.29,176.46
2.82,118.38,12.21,103.72,7.46,3.11,1.81,162.84,345.85,87.66,252.38,386.74,71.37,77.79,62.3,141.41,7.06,181.12,46.54,7.14,242.27,176.65
2.89,118.55,12.29,106.35,7.47,3.15,1.79,162.15,338.66,87.15,251.7,380.48,69.82,77.82,62.32,139.57,7.02,178.46,46.64,7.21,243.82,174.64
2.84,118.55,12.26,105.84,7.48,3.14,1.79,159.47,341.99,87.67,254.15,383.13,70.33,79.02,62.63,140.85,7.1,178.56,47.15,7.29,247.48,176.5
2.84,118.84,12.29,106.76,7.49,3.14,1.78,160.37,345.95,88.18,254.01,386.36,71.25,80.57,63.69,142.82,7.05,178.35,47.18,7.37,250.34,176.4
2.88,119.07,12.43,108.01,7.59,3.18,1.79,160.82,348.22,88.37,255.48,391.86,72.24,81.12,63.44,143.3,7.07,179.75,47.03,7.44,250.5,176.45
2.84,119.47,12.47,107.99,7.6,3.15,1.82,160.82,347.14,88.22,254.07,389.88,73.1,80.79,63.21,143.54,7.09,178.82,47,7.5,250.43,176.32
2.83,119.85,12.41,107.74,7.64,3.15,1.83,160.77,347.77,88.57,253.26,389.99,73.18,80.69,63.21,143.22,7.09,178.27,46.9,7.54,251.22,176.64
2.84,119.87,12.29,107.52,7.68,3.17,1.83,158.67,347.9,88.89,252.52,392.4,72.86,80.52,63.07,142.43,7.08,178.19,46.73,7.56,251.63,176.87
2.82,119.18,12.15,107.25,7.61,3.16,1.83,154.82,346.44,88.63,251.07,393.52,72.89,79.91,62.73,141.74,7.06,177.44,46.59,7.58,250.92,176.46
2.77,118.03,12.05,106.9,7.44,3.1,1.9,154.16,349.09,88.4,251.81,391.9,73.48,79.67,62.65,141.65,7.08,176.03,46.71,7.58,250.85,176.42
2.74,118.17,12.01,106.69,7.42,3.08,1.94,154.22,343.8,88.28,250.87,389.23,73.28,79.88,62.06,140.93,7.13,176.32,47.02,7.59,249.99,176.98
2.71,119.09,12.03,106.65,7.47,3.08,1.98,155.37,343.47,89.3,251.19,390.07,75.12,80.01,62.23,141.77,7.08,177.29,47.14,7.59,250.1,179.39
2.73,119.53,12.07,107.18,7.54,3.07,2.01,155.89,355.62,90.35,255.81,399.27,76.56,80.55,63.62,143.1,7.04,178.43,47.18,7.6,252.17,180.75
2.82,118.49,12.2,108.54,7.63,3.06,2.02,159.39,375,90.41,263.5,413.64,73.92,81.51,65.39,143.3,7.16,180.09,47.58,7.6,255.86,178.81
2.78,117.17,12.54,109.58,7.73,3.05,2.05,161.26,375.61,90.62,264.94,412.85,68.73,80.74,65.25,143.52,7.37,182.09,48.54,7.61,257.83,177.51
2.85,119.18,12.7,109.3,7.75,3.01,2.08,158.96,374.97,90.29,267.46,414.5,69.76,79.38,66.29,145.2,7.28,180.02,48.31,7.62,257.11,177.58
2.76,120.05,13.08,110.89,7.77,3,2.07,158.01,370.24,90.47,268.9,410.94,69.59,79.96,65.66,145,7.3,180.42,49.2,7.63,259.56,177.76
2.89,119.18,13.01,111.21,7.79,3.09,2.13,157.23,372.3,90.6,276.06,414.99,70.17,80.35,65.94,146.03,7.24,181.45,48.73,7.63,262.65,179.03
2.89,118.78,13.07,110.62,7.79,3.08,2.11,156.83,374.38,89.55,270.8,413.75,69.5,80.41,64.78,143.73,7.07,179.5,48.64,7.62,263.07,178.65
