"D.2TP.PB.","BATS.PB.","ID.GUD.PB.","U.VGR.PB.","U.STZ.PB.","U.TPB.PB.","U.RLX.PB.","U.PM.PB."
0.06,38.85,5.66,9.1,204.92,50.5,0,86.78
0.06,39.02,5.61,9.06,203.06,50.85,0,86.21
0.06,39.15,5.63,9.19,204.95,50.14,0,85.74
0.06,39.18,5.58,8.95,204.87,49.78,0,85.49
0.06,38.75,5.56,8.75,206.19,49.42,0,86.21
0.05,39.2,5.61,8.73,198.67,50.42,0,84.65
0.05,38.97,5.67,8.57,195.88,49.88,0,82.6
0.05,37.91,5.45,8.53,194.18,48.82,0,81.4
0.05,36.91,5.68,8.8,188.85,49.25,0,81.14
0.05,37.16,5.77,8.7,187.34,50.4,0,79.59
0.06,36.25,5.68,8.51,176.47,49.22,0,77.13
0.06,36.34,5.59,9.03,177.31,48.98,0,78.57
0.14,37.27,5.55,9.59,184.43,50.93,0,78.49
0.13,37.15,5.53,9.35,187,52.06,0,77.23
0.13,38.29,5.55,9.47,184.36,52.35,0,77.2
0.16,39.58,5.58,9.5,188.43,52.9,0,78.15
0.18,39.67,5.63,9.77,191.98,54.14,0,76.94
0.17,40.32,5.68,9.9,194.96,53.14,0,78.12
0.17,38.56,5.66,9.57,189.32,53.51,0,77.23
0.17,38.31,5.61,9.8,189.35,52.42,0,77.59
0.17,37.89,5.5,9.45,187.63,50.88,0,77.16
0.21,37.3,5.44,9.34,187.28,51.16,0,77.99
0.29,37.55,5.48,9.14,181.99,49.75,0,77.12
0.23,36.77,5.56,9.3,184.3,50.33,0,76.66
0.22,36.77,5.48,9.34,185.77,49.81,0,77.18
0.22,36.73,5.4,9.2,183.84,47.42,0,78.89
0.2,36.54,5.48,8.93,181.22,47.46,0,77.84
0.2,36.92,5.43,9.3,183.85,48.03,0,78.82
0.12,36.87,5.46,9.09,184.98,46.69,0,77.35
0.09,36.11,5.47,9.16,188.29,47.77,0,77.88
0.09,36.1,5.45,9.28,197.06,48.98,0,78.51
0.09,37.59,5.45,9.14,196.1,49.71,0,77.98
0.13,38.09,5.55,9.01,198.74,51.69,0,79.75
0.13,39.04,5.52,9.18,199.77,52.19,0,80.6
0.13,38.97,5.55,9.26,197.82,51.94,0,80.55
0.09,39.19,5.48,9.28,197.49,51.76,0,80.12
0.09,39.8,5.47,9.24,200.07,51.87,0,79.59
0.12,38.94,5.49,8.9,198,52.05,0,79.43
0.12,38.71,5.42,9.11,200.82,53.2,0,80.28
0.12,38.09,5.42,9.1,197.67,52.75,0,81.26
0.08,38.15,5.25,9.13,199.58,52.54,0,81.89
0.08,38.42,5.32,9.26,198.71,51.19,0,81.47
0.08,38.76,5.4,9.27,197.83,52.77,0,81.55
0.09,38.42,5.44,9.18,199.32,52.15,0,81.04
0.09,40.77,5.48,9.24,202.56,54.69,0,87.64
0.09,40.63,5.63,9.08,201.52,53.54,0,88.71
0.1,40.24,5.61,9.12,201.23,47.81,0,86.93
0.1,40.23,5.67,9.19,202.28,46.78,0,86.74
0.1,39.67,5.54,9.31,204.1,46.13,0,85.02
0.1,39.67,5.42,9.12,203.05,41.42,0,85.65
0.09,39.65,5.32,10.61,203.95,41.82,0,85.96
0.08,40.8,5.31,11.08,198.99,42.45,0,86.76
0.08,39.12,5.29,11.48,200.95,40.58,0,86.3
0.08,38.75,5.36,11.01,196.82,37.13,0,83.59
0.1,41.45,5.3,10.55,193.62,37.22,0,82.47
0.1,40.86,5.3,10.46,192.74,38.94,0,84.13
0.1,39.14,5.15,10.1,186.74,38.34,0,80.26
0.1,39.14,5.11,9.97,187.21,39.83,0,81.32
0.1,39.48,5.2,10.34,188.16,39.15,0,81.33
0.09,40.34,5.25,11.09,193.34,38.93,0,82.49
0.09,40.15,5.22,10.72,194.02,38.15,0,82.61
0.12,40.11,5.15,10.93,192.97,37.58,0,82.35
0.13,39.84,5.15,10.96,196.48,37.7,0,83.95
0.12,39.51,5.17,10.85,193.24,36.7,0,83.29
0.12,40.05,5.23,10.83,194.4,36.67,0,84.46
0.12,39.78,5.43,11.15,198.85,36.66,0,84.91
0.12,39.88,5.44,11.33,201.84,37.7,0,84.98
0.14,39.14,5.46,11.3,202.51,37.75,0,82.99
0.15,39.73,5.44,11.62,202.84,37.96,0,83.01
0.16,39.12,5.4,11.99,201.67,38.76,0,82.97
0.17,38.89,5.41,11.94,198.31,36.81,0,81.24
0.17,38.08,5.28,12.07,202.48,36.69,0,77.74
0.17,37.2,5.29,11.36,198.06,34.51,0,71.75
0.18,37.17,5.29,11.04,201.87,35.22,0,74.3
0.17,37.68,5.19,10.9,204.56,35.54,0,72.7
0.17,37.83,4.92,11.11,204.16,35.85,0,72
0.17,38.1,4.71,11.24,205.29,35.87,0,72.19
0.18,38.25,4.8,11.49,208.35,34.57,0,72.7
0.17,38.14,4.83,11.93,210.18,32.07,0,73.02
0.17,38.22,4.77,11.79,204.91,31.78,0,71.96
0.17,38.51,4.81,12,204.69,32.21,0,73
0.16,38.02,4.87,12.17,206.78,30.43,0,73.34
0.17,38.92,4.84,12.34,208.13,28.67,0,74.51
0.17,39.96,4.89,12.79,206.59,26.85,0,75.06
0.17,40.36,4.85,12.88,203.9,28.12,0,74.88
0.17,39.01,4.88,12.93,203.98,26.67,0,73.01
0.17,38.14,3.88,12.14,203.71,24.98,0,72.6
0.17,38.75,3.88,12.01,205.74,26.27,0,71.98
0.17,38.89,3.94,11.87,207.33,25.39,0,71.57
0.17,38.89,3.92,11.39,207.27,23.95,0,71.69
0.17,38.31,3.88,11.28,205.13,24.93,0,71.2
0.17,37.87,3.75,11.53,205.7,24.09,0,71.99
0.17,37.2,3.62,11.6,205.07,24.58,0,71.64
0.17,38.41,3.69,11.65,203.96,23.58,0,75.28
0.17,38.54,3.84,11.74,206.16,23.53,0,75.33
0.17,38.68,3.73,11.81,205.95,22.85,0,75.13
0.17,39.5,3.72,11.9,207.29,23.08,0,75.9
0.17,39.23,3.71,11.4,209.33,23.22,0,77.85
0.18,38.05,3.61,11.04,206.85,23,0,76.72
0.18,36.63,3.64,11.33,194.25,23.25,0,76.77
0.17,36.8,3.51,11.61,193.75,23.85,0,78.25
0.17,37.09,3.51,11.4,188.67,24,0,77.18
0.17,36.87,3.53,11.26,189.5,23.97,0,76.36
0.16,37.01,3.51,11.43,191.46,23.96,0,77.45
0.16,36.9,3.57,11.24,192.72,23.62,0,77.75
0.16,35.58,3.76,11.18,192.93,22.73,0,77.89
0.16,35.69,3.83,11.26,193.02,21.91,0,78.03
0.28,35.42,3.9,11.26,196.77,22.39,0,78.32
0.25,35.37,3.88,11.48,198.47,22.35,0,79.14
0.25,35.22,3.84,11.86,197.26,23.54,0,79.89
0.28,34.98,3.7,11.58,197.02,22.31,0,80.57
0.27,34.78,3.77,12.02,194.58,21.7,0,81.82
0.27,35.04,3.65,12.21,196.81,21.84,0,81.18
0.27,35.68,3.62,12.38,197.63,21,0,81.78
0.27,36.25,3.87,12.18,196.55,20.89,0,81.37
0.27,35.58,3.88,12.2,195.74,21.23,0,81.96
0.22,35.65,3.94,12.22,192.86,21.53,0,82.05
0.22,35.67,3.89,12.37,192.93,21.06,0,81.83
0.22,36.07,3.98,12.31,191.55,20.54,0,81.22
0.22,35.49,3.98,12.2,190.35,20.94,0,81.44
0.22,36,3.81,12.47,190.99,24.43,0,82.96
0.22,36.54,3.73,12.29,193.92,25.45,0,83.47
0.22,36.65,3.83,12.32,191.72,25.52,0,84.21
0.22,37.32,3.88,11.13,193.18,26.31,0,83.69
0.22,37.63,3.74,11.18,190.3,25.18,0,82.24
0.09,37.89,3.79,11.25,187.56,26.67,0,83.55
0.13,38.22,3.77,11.75,184.48,25.79,0,83.72
0.13,38.45,3.86,11.66,183.79,26.31,0,84.46
0.13,38.15,3.85,11.67,184.1,26.25,0,84.72
0.13,38.09,3.83,11.75,182.82,26.41,0,83.66
0.14,37.45,3.79,12.06,179.66,26.45,0,84.76
0.13,37.8,3.77,12.46,174.86,27.51,0,84.74
0.13,37.95,3.81,12.85,180.94,25.51,0,83.47
0.12,37.58,3.81,12.78,185.81,25.91,0,83.48
0.12,39.02,3.78,12.78,186.56,26.44,0,83.45
0.12,39.15,3.78,12.66,181.21,26.65,0,82.38
0.12,39.52,3.7,12.9,183.54,26.81,0,82.32
0.12,39.22,3.49,12.98,184.05,27.56,0,82.27
0.12,40.45,3.57,13.35,185.68,27.45,0,82.48
0.12,40.36,3.58,13.48,186.11,27.61,0,82.9
0.1,40.19,3.57,13.44,185.97,27.61,0,82.97
0.12,40.05,3.67,13.62,186.11,27.02,0,82.63
0.13,39.19,3.77,14.14,184.45,27.03,0,82.94
0.14,39.06,3.76,13.89,184.27,26.74,0,82.04
0.1,38.81,3.75,13.52,182.42,26.58,0,82.38
0.12,39.38,3.75,13.39,183.65,26.25,0,83.25
0.12,39.4,3.82,12.73,181.26,26.77,0,83.6
0.12,39.33,3.78,13.04,180.89,26.88,0,83.9
0.12,39.36,3.71,13.1,181.54,26.37,0,84.95
0.14,39.4,3.68,12.59,179.8,26.05,0,84.03
0.13,39.92,3.69,12.78,182.03,26.12,0,84.67
0.14,41.66,3.75,12.34,182.89,26.01,0,86.29
0.14,41.99,3.74,12.05,183.08,26.01,0,85.9
0.16,42.54,3.72,12.28,183.7,26.62,0,85.68
0.16,42.74,3.7,12.49,185.82,26.34,0,85.96
0.16,43.18,3.7,12.9,188.82,26.58,0,85.27
0.16,43.13,3.8,12.89,188.04,26.87,0,86.01
0.16,42.9,3.85,12.94,186.83,27.33,0,86.11
0.15,42.82,3.82,13.01,188.07,27.28,0,85.94
0.14,42.86,3.79,13.08,189.64,27.23,0,86.03
0.14,42.88,3.78,13.17,189.18,27.57,0,86.28
0.14,42.77,3.75,13.3,188.36,27.61,0,85.7
0.14,42.44,3.74,13.38,189.66,28.58,0,85.02
0.14,42.29,3.75,13.34,189.27,28.56,0,85.1
0.16,42.87,3.79,13.33,188.3,28.01,0,85.22
0.18,44.02,3.84,13.43,189.44,27.88,0,85.05
0.17,43.96,3.86,13.37,190.42,28,0,85.98
0.17,44.68,3.95,13.27,183.76,28.69,0,86.39
0.17,45.53,4.07,13.35,190.4,28.58,0,88.02
0.2,45.42,4.06,13.54,193.57,29,0,88.24
0.22,45.73,4.12,13.28,188.27,28.96,0,87.42
0.24,45.88,4.14,13.33,188.41,29.02,0,87.81
0.29,45.74,4.14,13.21,190.82,28.27,0,87.55
0.3,46.06,4.1,13.57,190.8,27.87,0,88.31
0.3,45.49,4.11,13.62,190.71,28.11,0,88.53
0.3,45.53,4.13,13.45,189.94,27.45,0,88.65
0.3,44.94,4.11,13.34,189.65,27.07,0,88.64
0.3,44.83,4.05,13.31,190.23,27.06,0,88.86
0.3,44.49,4.07,13.31,191.93,26.9,0,88.97
0.3,44.59,4.11,13.25,193.98,26.22,0,87.08
0.3,44.82,4.12,13.25,191.55,25.75,0,86.12
0.3,44.17,4.07,13.13,190.84,25.17,0,84.68
0.3,44.33,4.02,13.22,192.76,24.28,0,84.67
0.3,44.53,4.03,13.2,192.57,24.26,0,83.95
0.3,43.99,3.95,13.22,190.79,23.45,0,84.34
0.31,44.09,3.95,13.13,188.18,22.84,0,82.66
0.31,44.54,3.94,13.33,189.12,22.58,0,82.99
0.31,45.22,3.95,13.36,192.92,21.72,0,83.61
0.31,45.26,3.98,13.54,197.13,21.6,0,83.97
0.31,45.72,4.04,13.55,199.8,22.06,0,86.19
0.31,45.24,4,13.5,200.17,21.52,0,87.44
0.31,45.3,3.95,13.73,200.02,22.15,0,88.75
0.31,45.43,3.95,13.52,199.94,21.98,0,89.44
0.31,44.73,3.92,13.42,198.73,22.15,0,87.89
0.31,44.41,3.92,13.63,201.14,22.14,0,88.81
0.31,43.96,3.87,13.38,203.79,21.71,0,88.47
0.31,43.76,3.9,13.35,203.7,21.77,0,87.61
0.31,43.44,3.91,13.41,203.81,22.52,0,87.47
0.31,44.03,3.92,13.38,206.57,23.47,0,87.87
0.31,43.91,3.95,13.64,208.25,23.47,0,87.44
0.31,44.03,3.97,13.47,207.4,24.22,0,89.62
0.31,42.51,3.92,13.19,201.54,23.81,0,85.5
0.31,41.97,3.92,12.56,195.25,22.61,0,85
0.31,42.27,3.91,12.42,190.97,25.34,0,86.24
0.31,41.54,3.78,11.92,175.55,25.38,0,83.07
0.31,40.23,3.62,11.61,172.37,26.15,0,81.74
0.31,39.4,3.51,11.45,177.13,25.87,0,84.98
0.31,40.71,3.6,11.43,177.39,25.55,0,83.47
0.31,42.08,3.68,11.56,185.96,25.93,0,88.71
0.31,42.61,3.61,11.34,182.67,24.44,0,87.82
0.31,40.8,3.58,11.56,179.16,23.95,0,87.26
0.31,39.12,3.19,11.02,164.17,22.03,0,81.56
0.31,37.95,3.26,11.47,165.32,21.98,0,84.71
0.31,37.86,3.25,11.29,155.17,20.25,0,79.82
0.31,33.95,3.09,10.96,131.43,16.97,0,72.16
0.31,35.18,2.95,11.42,133,18.93,0,79.49
0.31,34.49,2.78,11,124.74,15.42,0,69.55
0.31,35.67,2.68,12.72,124.43,15.67,0,73.98
0.31,35.46,2.51,11.71,121.24,14.83,0,64.69
0.31,34.54,2.34,12.04,122.96,17.29,0,66.42
0.32,33.36,2.8,11,119.66,16.35,0,61.1
0.32,31.28,2.8,10.24,105.63,16.48,0,60
0.32,33.66,2.58,10.38,123.79,19.6,0,63.6
0.32,33.82,2.68,9.78,126.36,21.75,0,66.15
0.32,35.83,2.96,10.03,140.65,21.41,0,70.91
0.32,33.99,3.12,8.91,145.08,20.58,0,69.18
0.32,34.59,3.08,9.13,146.56,21.49,0,72.54
0.32,36.21,2.92,9.41,143.16,21.08,0,72.95
0.32,37.52,2.84,9.4,136.85,20.19,0,71.09
0.32,38.69,3.12,9.32,129.89,19.79,0,74.34
0.32,38.62,3.31,8.67,132.02,20.84,0,73.45
0.32,38.88,3.54,9.13,142.04,20.68,0,75.79
0.33,38.62,3.42,9.22,149.59,21.34,0,74.5
0.33,38.45,3.34,9.62,157.75,20.47,0,74.57
0.33,39.63,3.38,10.44,166.12,21.9,0,75.43
0.33,39.82,3.45,10.34,160.62,22.31,0,73.95
0.33,39.07,3.45,10.07,157.63,21.95,0,73.95
0.33,38.33,3.4,10.37,167.83,21.92,0,77.23
0.33,38.38,3.38,10.03,162.22,21.12,0,75.51
0.33,38.84,3.16,9.65,162.15,20.9,0,75.39
0.34,38.64,3.26,9.56,162.69,20.79,0,77.95
0.34,39.04,3.16,10.15,156.61,20.05,0,76.78
0.34,37.71,3.07,9.78,152.78,19.67,0,72.28
0.34,38,3.15,9.81,155.22,20.02,0,73.05
0.34,38.59,3.15,9.97,153.06,20.11,0,71.78
0.34,38.81,3.04,10.07,158.79,20.65,0,73.67
0.35,38.97,3.09,10.47,163.15,21.51,0,74.91
0.35,41.09,3.12,10.92,167.41,23.1,0,77.27
0.35,41.33,3.19,10.97,169.42,22.1,0,76.5
0.35,40.43,3.21,10.69,164.68,23.39,0,74.42
0.35,38.68,3.15,10.48,161.56,23.32,0,73.28
0.36,38.65,3.12,10.53,163.84,23.29,0,73.31
0.36,39.45,3.16,10.48,163.01,23.14,0,72.2
0.36,39.02,3.14,10.38,165.43,22.92,0,71.5
0.36,39.05,3.11,10.93,164.93,22.55,0,70.14
0.37,39.22,3.13,11.62,166.05,23.79,0,71.99
0.37,40.07,3.19,11.41,163.3,23.42,0,71.27
0.37,41.39,3.22,11.48,160.54,23,0,69.92
0.38,40.16,3.25,11.45,155.31,21.79,0,68.74
0.38,39.27,3.39,10.62,157.95,21.46,0,67.95
0.38,40.03,3.49,10.85,158.5,21.52,0,67.78
0.38,40.68,3.51,10.68,168.5,21.6,0,68.23
0.39,40,3.46,10.54,168.81,21.41,0,68.5
0.39,40.59,3.37,10.7,172.57,22.36,0,70.5
0.39,40.96,3.34,10.93,170.99,22.63,0,70.53
0.4,41.26,3.35,11,172.3,22.95,0,70.44
0.4,41.36,3.37,11.05,174.04,23.2,0,70.83
0.41,41.85,3.37,11.52,176.52,23.76,0,72.12
0.41,43.02,3.34,12.2,179.25,24.87,0,73.9
0.41,43,3.4,11.52,175.43,25.13,0,73.52
0.42,41.89,3.46,11.43,172.64,23.99,0,73.26
0.42,42.35,3.41,11.4,173.31,24.31,0,73.8
0.43,42.06,3.37,11.34,173,24.3,0,73.75
0.43,42.58,3.42,11.58,174.78,23.93,0,74.21
0.44,42.02,3.41,11.94,175.72,24.42,0,75.17
0.44,41.8,3.44,12.09,181.3,25.05,0,75.86
0.44,41.01,3.45,12.34,185.92,25.65,0,77.71
0.45,39.74,3.43,12.04,183.44,25.4,0,75.71
0.45,41.03,3.36,11.93,180.54,24.75,0,75.13
0.46,39.41,3.33,11.24,168.56,24.11,0,71.25
0.46,39.4,3.35,11.43,170.28,24.62,0,70.45
0.47,39.26,3.43,11.94,173.69,25.12,0,72.22
0.48,41.09,3.47,12.02,177.45,25.22,0,74.7
0.48,41.16,3.45,11.99,178.66,25.2,0,74.09
0.49,41.18,3.38,11.92,184.24,25.03,0,74.6
0.49,41.64,3.47,11.76,181.25,25.55,0,72.2
0.5,41.34,3.41,11.14,179.61,24.83,0,72.05
0.5,41.59,3.37,10.51,180.41,24.83,0,71.49
0.51,40.13,3.39,10.34,171.7,24.11,0,70.13
0.52,40.42,3.33,10.4,173.38,24.3,0,70.63
0.52,40.84,3.33,9.85,168.99,23.61,0,68.86
0.53,41.25,3.33,10.09,173.96,24.97,0,70.53
0.58,40.78,3.35,10.06,174.35,24.91,0,69.99
0.71,41.01,3.34,9.92,185.77,24.09,0,70
0.69,41.07,3.33,9.66,185.8,24.95,0,70.46
0.78,40.19,3.34,9.57,186.46,25.15,0,70.05
0.71,41.1,3.32,9.59,186.48,24.51,0,70.58
0.67,40.26,3.31,9.53,182.47,24.47,0,72.93
0.68,40.03,3.34,9.2,183.46,26.53,0,72.33
0.65,38.35,3.35,8.75,182.39,25.81,0,70.11
0.6,37.8,3.33,9.06,184.85,26.17,0,72.95
0.62,38.08,3.34,8.96,179.69,26.51,0,73.5
0.6,38.12,3.34,8.97,179.18,28.53,0,74.33
0.59,37.7,3.33,9.13,182.57,29.17,0,75
0.59,36.72,3.55,8.95,181.24,29.54,0,75.35
0.55,36.57,3.52,8.88,180.61,29.95,0,74.99
0.59,35.53,3.5,8.48,177.56,28.64,0,72.8
0.57,35.65,3.49,8.97,180.69,29.83,0,75.93
0.58,35.3,3.53,8.86,179.48,30.35,0,76
0.57,35.65,3.51,8.87,178.99,30.3,0,76.32
0.54,35.36,3.39,8.47,179.85,29.67,0,76.9
0.58,35.2,3.44,8.43,178.81,30.38,0,78.52
0.57,35.85,3.37,8.68,179.52,33.24,0,77.98
0.55,35.49,3.51,8.68,181.61,33.76,0,78.4
0.55,34.89,3.54,8.79,180.88,33.09,0,77.43
0.57,33.16,3.48,8.82,178.15,32.85,0,76.81
0.68,33.14,3.43,9.04,173.28,32.66,0,76.51
0.63,33.49,3.49,9.12,171.69,31.78,0,77.11
0.59,33.47,3.6,9.15,173.43,31.59,0,76.95
0.58,33.03,3.66,8.97,171.14,31.44,0,77.12
0.58,32.73,3.58,9.31,172.26,30.53,0,77.49
0.6,33.4,3.64,9.72,171.46,29.99,0,78.33
0.6,34.08,3.62,10.03,172.87,29.74,0,78.72
0.62,34.55,3.62,10.2,175.5,29.97,0,79.68
0.62,33.95,3.61,10.23,176.62,29.33,0,78.13
0.67,33.18,3.73,10.41,176.03,28.8,0,77.69
0.66,33.8,3.83,9.84,173.69,30.73,0,78.27
0.62,33.49,3.87,9.83,178.11,31.03,0,79.18
0.62,33.7,3.85,9.98,179.92,30.5,0,78.7
0.6,33.2,3.79,10.08,178.36,29.97,0,78.22
0.6,33.17,3.74,10.07,179.29,29.46,0,78.06
0.62,34.41,3.74,10.16,181.49,29.27,0,79.63
0.62,33.76,3.79,10.31,180.18,28.66,0,79.62
0.62,33.34,3.74,10.08,181.36,28.52,0,79.96
0.59,33.49,3.68,10.19,182.65,28.88,0,80
0.6,33.26,3.5,10.27,185.37,29.32,0,80.72
0.67,32.87,3.37,10.07,184.4,28.9,0,79.74
0.63,33.03,3.37,10.01,185.94,29.05,0,79.04
0.62,33.82,3.37,10.23,188,28.79,0,79.96
0.67,33.58,3.32,10.22,190.53,29.12,0,79.32
0.71,33.55,3.37,10.26,191.44,28.38,0,79.08
0.96,33.85,3.34,10.3,189.13,28.62,0,78.73
0.9,33.82,3.3,10.34,187.76,29.5,0,79.08
0.92,35.05,3.23,10.39,189.81,29.98,0,80.43
0.89,34.41,3.02,10.31,188.66,30.34,0,80.37
0.89,34.77,3.14,10.13,188.86,31.24,0,81.23
0.86,34.7,3.29,10.28,195.21,31.06,0,81.94
0.88,35.52,3.22,10.51,196.58,31.88,0,81.4
0.86,35.25,3.13,10.5,193.2,31.23,0,80.6
0.84,35.46,3.08,10.24,192.19,30.6,0,79.46
1,35.04,3.07,10.11,187.82,29.96,0,78.1
1.05,34.48,3.03,9.5,185.06,29.02,0,77.84
1.34,35.84,2.98,9.31,188.43,28.69,0,77.05
1.43,36.8,2.92,9.15,186.6,27.74,0,75.5
1.41,36.97,2.85,9.58,181.87,28.36,0,76.35
1.43,37.04,2.89,9.72,181.77,28.54,0,75.4
1.43,37.41,2.85,9.92,185.45,28.39,0,76.36
1.51,36.54,2.83,9.69,187.52,27.98,0,74.34
1.8,36.48,2.84,9.69,189.39,27.88,0,74.95
2.25,35.87,2.87,9.8,184.6,26.43,0,74.11
2.4,36.15,2.84,10.01,185.6,27.18,0,74.46
2.88,36.7,2.96,10.1,183.58,30.35,0,75.88
2.2,36.42,2.97,10.46,180.54,29.6,0,75.43
2.39,35.99,3.05,10.7,181.43,30.56,0,79.04
2.18,35.85,3.11,10.83,185.12,29.76,0,78.32
1.89,35.59,3.14,10.89,186.65,30.2,0,78.87
2.14,35.79,3.16,10.89,187.01,30.4,0,79.29
2.14,35.63,3.15,10.53,187.44,30.74,0,79.18
2.16,35.02,3.13,10.38,183.11,31.07,0,78.91
2.03,34.33,3.09,10.54,181.55,31.9,0,79.14
2.19,34.72,3.12,10.48,181.46,31.87,0,79.27
2.19,34.19,3.06,10.17,180.48,31.52,0,77.84
2.03,34.37,2.88,10.08,180.33,31,0,73.33
1.98,33.41,2.9,10.02,179.63,30.65,0,73.82
2.03,33.5,2.84,10.19,178.4,31.42,0,74.86
2.04,33.78,2.91,10.31,179.46,31.68,0,74.45
1.94,33.81,2.88,10.37,174.96,32.93,0,73.69
1.98,33.01,2.91,10.15,172.24,37.23,0,71.32
1.63,32.21,2.92,9.49,165.01,37.73,0,70.05
1.7,32.44,2.9,9.26,165.84,36.83,0,70.64
1.86,32.15,2.88,9.19,165.17,37.47,0,71.11
1.9,32.34,2.88,9.31,176.36,37.05,0,71.61
1.88,32.69,2.9,9.69,184.83,36.74,0,71.82
1.87,33.84,2.88,9.37,180.85,36.41,0,71.51
1.87,32.84,2.93,9.94,183.47,37.58,0,70.87
1.85,32.59,2.96,9.97,185.78,38.4,0,70.44
2.01,33.77,2.94,10.58,200.57,37.8,0,71.63
2,35.35,3.01,11.2,200.56,38.93,0,74.74
2.04,36.45,3,11.25,194.29,39.48,0,75.11
2.01,36.8,2.94,10.81,194.9,37.9,0,74.5
2.03,36.64,2.96,11.24,202,38.78,0,75.86
2.18,37.32,2.96,11.7,205.99,39.35,0,78.63
2.33,37.43,3.01,11.9,205.14,40.52,0,78.38
2.59,37.74,3.04,11.39,203.54,38.54,0,77.46
2.77,36.51,3.19,11.29,204.14,38.7,0,77.49
2.81,36.51,3.13,11.05,200.51,38.43,0,76.74
2.92,35.6,3.13,11.2,201.46,38.43,0,76.63
2.7,35.27,3.17,11.64,207.8,38.99,0,78.01
2.42,35.01,3.1,11.37,204.7,38.38,0,76.89
2.46,35.11,3.15,11.25,203.18,38.69,0,76.13
2.34,35.16,3.15,11.27,204.52,39.13,0,75.94
2.35,34.66,3,11.23,205.79,39.03,0,75.85
2.25,34.94,3.05,11.33,205.73,40.36,0,77
2.08,35.31,3.16,11.26,204.99,39.81,0,78.1
2.35,35.6,3.14,11.35,209.95,39.94,0,78.52
2.24,35.73,3.12,11.68,213.73,40.31,0,80.77
2.18,37.39,3.23,11.9,212.04,40.61,0,81.65
2.27,38.1,3.38,12.15,213,42.44,0,82.64
2.17,38.21,3.27,12.32,209.22,42.6,0,84.55
2.24,38.41,3.04,12.39,207.05,43.2,0,84.97
2.34,38.31,2.94,12.47,205.24,43.84,0,84.99
2.61,37.9,3.05,12.76,206.94,42.46,0,84.37
2.38,37.28,2.98,12.81,212.25,42.03,0,84.29
2.32,37.53,3,12.71,214.77,42.69,0,85.63
2.31,36.71,2.99,12.84,217.8,43.2,0,85.62
2.31,36.58,2.98,12.59,218.65,44.16,0,86.12
2.16,35.58,2.97,11.67,214.46,44.21,0,84.16
2.1,35.77,2.93,11.78,212.87,44.7,0,82.19
2.09,35.64,2.92,11.85,215.48,46.02,0,82.18
2.16,35.86,2.91,11.86,215.84,46.94,0,82.53
2.21,36.28,2.91,12,217.35,47.19,0,82.67
2.05,36.65,2.91,12.02,218.46,46.42,0,82.47
1.75,36.78,2.92,11.78,217.44,44.86,0,81.86
1.88,36.42,2.91,11.69,218.22,44.59,0,81.5
1.98,35.57,2.91,11.65,219.01,44.53,0,82.72
1.98,35.59,2.91,11.65,218.29,43.8,0,82.22
2,36.17,2.91,11.63,216.62,43.02,0,81.5
2.08,36.63,2.89,11.97,216.9,43.58,0,82.34
2.09,36.94,2.86,13.37,224.31,46.76,0,82.5
2.02,36.78,2.86,12.97,228.75,47.77,0,82.97
2.02,36.78,2.93,12.87,230.22,45.52,0,83.1
1.9,36.49,2.93,12.7,226.77,45.1,0,82.31
1.88,35.84,2.88,12.79,228.08,44.29,0,81.01
2.03,36.18,2.93,12.38,224.54,44.39,0,81.2
1.95,36.51,2.9,12.27,223.87,44.57,0,81.16
1.96,36.38,2.9,12.22,219.96,44.18,0,80.94
1.88,36.12,2.92,11.96,219.4,44.53,0,81.41
1.87,35.99,2.92,11.99,222.91,45.08,0,81.89
1.87,36.08,2.92,12.45,227.51,45.04,0,81.7
1.94,36.09,2.92,12.13,228.68,45.04,0,81.33
2.08,35.96,2.9,12.16,226.91,45.22,30,80.66
2.1,35.96,2.86,12.24,222.05,45.08,28.35,81.34
2.02,35.9,2.83,12.07,219.89,46.04,24.02,81.98
1.94,36.55,2.84,11.9,213.32,45.27,23.15,79.86
2,35.96,2.76,11.92,216.58,47.24,24.14,81.26
1.94,34.91,2.68,11.73,210.79,46.92,22.5,79.59
2.66,34.73,2.71,11.64,215.06,51.53,23.05,78.98
2.29,35.37,2.77,12.15,217.87,50.61,25.78,79.21
2.47,35.4,2.75,11.92,216.11,51.86,26.7,80.24
2.57,35.15,2.75,12.46,223.5,53.27,25.15,83.62
2.76,35.1,2.76,12.49,227.75,54.26,24.28,84.28
2.77,35.4,2.75,13.02,228.41,55.62,22.04,86.01
2.94,35.86,2.75,13.21,233.73,56.53,22.5,85.63
3.44,35.56,2.73,13.1,240.35,54.81,22.42,85.95
3.59,35.38,2.75,13.74,236.38,57.4,24.92,85.37
3.51,35.64,2.75,14.32,241.27,58.94,24.46,86.07
4.04,36.64,2.75,14.42,238.74,56.39,23.94,86.11
4.29,36.09,2.73,14.21,231.68,53.43,23.97,85.99
4.22,34.66,2.71,13.93,228.42,52.95,23.7,86.59
3.77,34.07,2.7,13.85,226.19,51.7,22.56,86.35
3.81,33.64,2.68,14.15,223.21,51.41,21.02,85.45
4.13,33.83,2.63,14.09,222.49,49.65,19.84,86.49
3.63,34.23,2.6,13.96,222.38,51.19,20.11,86.44
3.86,33.95,2.61,14.38,223.93,52.02,19.45,87.56
3.62,33.49,2.6,13.97,217.92,50.34,17.13,86.5
