"U.MGM.PA.","U.LVS.PA.","X.WYNN.PA.","X.BJK.PA.","X.GDEN.PA.","U.BYD.PA.","U.BALY.PA.","X.RRR.PA."
25.79,58.72,120.9,35.67,13.77,26.15,31.93,23.1
25.82,58.6,119.92,35.57,13.84,25.65,31.97,22.83
25.36,56.97,113.94,35.23,13.61,25.52,31.74,23.04
25.55,57.45,114.2,35.28,13.33,25.9,31.17,22.93
25.51,57.3,114.34,35.51,13.12,25.84,31.16,22.5
25.33,56.8,114.09,35.5,13.01,25.5,31.25,22.16
25.36,56.68,114.44,35.1,13.01,25.08,31,22
25.35,55.54,111.42,34.94,13.05,24.25,31,21.34
24.84,55.06,107.33,34.9,12.94,23.93,30.16,20.89
23.87,52.96,103.6,34.21,12.57,22.97,30.01,20.67
25.66,55.65,112.88,34.99,13.41,24.04,30.07,21.74
25.97,55.08,110.46,34.99,13.04,23.83,30.01,21.19
26.51,54.63,110.04,35.17,12.8,24.18,29.76,21.16
26.28,56.08,111.03,35.71,13.64,25.08,30.17,21.56
27.43,58.28,116.72,36.53,13.58,25.66,31.04,21.72
27.98,58.68,118.16,36.55,13.89,26.74,31.18,22.48
27.7,57.06,114.74,36.02,13.56,26.01,31.13,22.62
27.72,57.34,117.25,36.07,14.3,26.44,31.08,22.97
27.67,57.28,115.62,35.99,13.84,26.36,31.17,22.82
27.56,57.07,115.72,36.03,14.17,27.11,30.44,22.93
28.23,59.48,122.03,36.64,14.32,27.52,30.42,22.96
27.74,58.98,122.34,37.03,13.89,27.89,28.96,21.78
28.01,59.43,122.46,37.53,13.91,27.91,29.92,21.69
27.71,59.22,121.51,37.26,13.67,27.28,30.31,21.01
27.93,58.79,122.03,36.84,13.53,27.48,29.23,20.95
27.62,57.43,118.97,36.4,13.5,26.59,30.4,20.41
27.88,58.67,121.29,36.61,13.55,26.85,30.22,20.89
28.44,58.81,123.96,37.21,13.94,27.42,30.34,21.39
28.57,59.14,124.06,37.4,13.99,26.96,29.67,21.49
28.69,61.98,131.25,38.06,13.78,27.01,29.14,21.53
28.89,62.15,132.99,38.52,14.15,27.56,29.2,21.52
28.91,62.22,133.49,38.72,14.23,27.88,29.12,21.44
29.16,62.1,133.38,38.64,14.4,27.82,29.09,21.56
29.23,61.83,132.88,38.48,14.51,27.57,29.14,21.67
28.91,62.03,133.07,38.42,14.4,27.36,29.12,21.68
29.23,62.9,133.73,38.32,14.52,27.24,28.9,22.05
29.13,62.25,130.34,38.36,14.51,26.53,28.7,22.04
28.8,62.62,130.65,38.38,14.31,26.06,27.38,21.54
29.02,63.25,133.89,38.25,14.68,26.43,28.96,22.38
29.38,63.95,137.83,38.58,14.78,27.07,28.94,22.49
29.41,64.76,139.34,38.93,15.04,27.22,28.5,22.87
28.86,64.19,135.89,38.72,14.6,26.46,28.32,22.51
28.75,64.33,135.09,38.71,14.32,25.94,28.5,22.55
28.59,63.91,134.65,38.74,14.14,25.48,27.97,22.12
28.35,63.96,133.82,38.5,14.1,25.06,28.1,21.29
29.21,65.25,138.33,38.7,14.27,25.96,28.21,21.15
29.71,64.98,140.88,39,14.47,26.81,28.14,21.99
29.38,62.64,137.9,38.64,14.19,26.37,27.51,21.54
30.48,63.19,139.43,38.7,14.55,27.02,27.66,21.95
30.47,62.36,138.28,38.43,14.52,26.88,26.33,21.5
30.56,61.41,135.61,38.09,14.5,27.94,26.08,21.58
30.02,60.46,130.06,37.69,14.05,26.48,26.41,20.85
29.4,58.81,122.93,37.1,13.93,25.86,26.19,19.8
28.65,56.89,119.74,36.2,13.75,26.08,25.33,19.46
27.94,54.54,111.1,34.81,13.38,25.37,24.6,18.99
28.23,54.51,112,35.18,13.29,24.81,23.53,18.5
28.27,53.99,109.87,34.93,13.09,24.13,23.47,17.56
28.91,55.34,111.51,35.52,13.68,24.62,23.7,18.68
28.85,53.98,108.9,35.15,13.97,24.41,23.41,19.03
28.43,52.26,107.05,34.5,13.26,23.9,20.8,19.58
28.87,53.62,108.94,34.75,13.26,23.66,21.07,19.56
27.73,51.78,104.34,33.78,12.7,22.47,21.3,18.68
27.95,51.4,102.51,33.73,12.56,21.78,21.46,17.98
28.32,52.42,105.57,34.22,13.12,23.01,21.46,18.73
28.77,54.68,112.43,35.09,13.61,23.3,21.82,19.28
28.82,55.16,114.06,35.07,13.74,23.45,22.27,19.41
28.51,55.12,113.56,35.54,14.23,23.4,22.21,19.69
28.51,54.42,110.12,35.3,14.31,23.54,22.26,19.72
27.8,53.11,105.35,34.66,13.53,22.71,21.32,19.17
28.06,53.76,105.46,35.03,13.66,23.04,21.38,20.17
27.89,54.27,104.21,35.33,13.28,22.51,21.57,20.07
28.15,54.52,105.34,35.42,13.64,23.42,21.85,20.71
28.16,55.15,106.33,35.75,14.3,24.11,22.52,21.59
28.06,55.45,110.18,35.59,14.18,24.05,22.68,20.85
27.49,54.79,107.94,35.27,13.6,23.74,22.59,20.22
27.09,54.3,105.33,35.33,13.31,23.44,22.18,20.24
27.48,55.1,108.93,36,13.67,23.46,21.79,20.78
27.98,56.13,111.33,36.66,13.74,24.02,22.79,21.19
28.31,56.21,111.49,36.95,13.5,23.92,22.91,20.88
28.4,58.09,114.65,37.24,14,24.96,22.75,21.72
28.79,59,116.89,37.38,13.98,25.58,23.39,22.2
28.76,59.3,114.33,37.53,14.44,26.5,24.12,22.23
29.18,60.12,117.08,37.77,14.57,26.72,24.03,22.21
29.06,59.33,117.46,38.12,14.74,27.18,24.15,22.5
29.7,59.63,116.64,37.87,14.52,27.16,23.94,22.63
29.6,59.09,113.95,37.55,14.3,26.93,23.74,22.35
29.53,58.4,112.9,37.77,13.99,26.77,23.36,21.87
29.06,57.57,111.47,37.66,13.97,26.37,23.22,21.81
28.83,56.34,108.54,37.4,13.42,25.86,23.08,21.15
28.63,56.22,108.12,37.11,13.98,25.66,23.07,21.89
28.42,55.69,109.42,36.79,13.52,25.09,22.72,20.91
28.27,57.09,111.01,36.63,13.63,24.86,22.44,21.12
27.68,55.92,110.39,36.64,13.28,24.33,22.08,20.47
27.27,57.12,108.25,36.42,13.13,23.69,22.09,20.2
27.74,57.79,108.72,36.39,13.31,23.96,22.84,20.31
27.68,57.24,109.93,36.42,13.2,23.92,22.67,20.18
27.11,56.56,111.22,36.5,13.11,23.87,22.18,19.66
27.28,56,109.85,36.99,12.96,24.03,21.34,19.69
27.29,55.97,108.9,37.05,12.93,24.59,22.08,19.69
27.25,54.94,107.03,36.95,13.01,24.94,22.97,20.06
26.35,53.46,102.58,36.46,12.88,24.72,22.47,19.9
26.81,54.16,104.47,36.53,12.87,25.07,22.59,19.75
27.45,54.79,106.06,36.74,12.83,25.12,22.58,20.18
28.08,57.59,112.79,37.7,13.07,26.02,23.07,20.82
27.96,57.01,112.32,37.73,13.19,26.03,23.23,20.78
27.87,57.33,114.89,37.93,13.52,26.3,23.55,21.1
27.43,57.39,113.82,37.99,13.73,26.23,22.89,20.49
27.65,57.37,114.05,38.15,13.82,26.24,22.91,20.69
27.85,57.44,113.54,37.99,13.69,26.02,23.39,20.84
28,57.96,116.88,38.33,13.65,25.89,23.74,20.9
27.71,58.58,115.7,38.61,13.06,26.17,24.4,21.35
28.04,59.19,115.89,38.36,14,26.84,24.44,21.32
28.22,61.16,117.11,39.01,14.26,26.25,24.3,21.46
28.15,61.22,120.86,39.36,14.68,27,24.2,21.74
28.56,62.42,123.01,39.64,14.68,27.26,24.76,21.47
28.53,62.02,120.23,39.45,14.2,27.36,24.76,21.43
28.68,62.56,123.79,39.63,14.43,27.64,24.55,21.59
28.5,61.87,121.36,39.58,14.49,27.26,25.1,21.8
28.84,63.05,123.22,40,15.09,27.38,25.08,22.81
29.78,64.07,126.72,40.29,15.57,28.11,25.43,22.99
30.4,63.74,126.57,40.35,15.78,27.85,25.18,23.33
30.52,63.16,122.74,39.97,15.33,27.31,25.08,21.49
30.84,63.83,125.5,40.41,15.56,28.11,25.1,21.31
31.42,64.06,126.47,40.39,16.07,28.63,24.9,21.51
31.45,63.12,121.62,40.22,16.64,28.87,24.89,21.65
30.99,62.49,120.74,40.16,16.68,28.91,24.83,21.44
31.05,62.15,118.85,39.65,17,29.06,24.82,21.3
31.1,62.39,118.68,39.78,18.1,29.07,24.34,21.89
31.18,62.67,117.69,40,18.16,29.29,22.81,22.44
31.54,62.14,120.17,40.15,17.94,30.12,23.11,23.13
31.81,61.91,120.26,40.42,17.91,30.4,22.7,23.39
31.82,60.7,117.56,40.33,17.96,30.35,22.57,23.5
31.71,60.36,118.37,40.29,18.06,30.02,22.94,22.8
31.94,61.29,119.17,40.3,18.04,29.89,23.18,22.48
32.05,63.41,123.98,40.74,18.27,29.86,23.25,22.98
31.94,62.98,121.56,40.75,17.99,29.49,23.4,23.25
32.18,63.43,121.97,40.81,18.2,29.83,23.81,23.5
32.12,63.21,121.89,40.6,18.34,29.76,24.24,23.52
31.98,62.76,120.87,40.37,18.17,29.42,24.3,23.42
31.97,62.72,119.42,40.35,17.82,29.28,23.9,23.31
31.63,61.94,116.64,40.17,17.83,29.11,23.73,23.02
31.78,62.7,118.75,40.21,18.08,28.97,23.38,22.99
31.94,63.3,118.27,40.16,17.86,28.68,23.68,22.56
32.17,64.14,121.68,40.66,18.17,29.4,23.88,23.41
31.87,64.16,120.4,40.82,18.41,29,23.63,23.16
32,64.15,119.41,40.3,18.34,29.15,24.01,23.26
32.11,65.44,120.83,40.75,18.43,29.38,24.15,23.34
32.55,68.71,132.34,41.66,18.61,29.9,24.73,23.88
32.76,69.03,129.82,42.26,18.68,29.7,25.21,23.41
32.95,68.1,130.95,42.7,18.69,29.67,25.13,23.78
33.08,68.2,133.61,42.78,18.77,29.7,24.8,23.88
33.27,68.96,138.75,42.87,19.16,30.41,25.85,24.36
33.27,69.16,139.85,42.95,19.25,30.8,25.43,24.4
33.31,68.54,138.01,42.76,19.06,30.34,25.92,23.62
33.5,69.44,140.24,41.67,19.41,30.37,26.12,23.82
33.42,69.33,139.47,41.55,19.36,30.45,25.95,23.71
33.42,69.58,140.11,41.78,19.34,30.59,26.02,23.82
33.55,69.94,140.94,41.93,19.33,30.64,26.15,24
33.6,69.71,139.81,41.96,19.18,30.37,26.03,24
33.32,69.35,139.39,42.01,19.14,29.97,25.72,24.17
33.27,69.03,138.88,41.75,19.22,29.94,25.64,23.99
33.54,70.13,141.62,42.46,19.24,30.11,25.51,24.2
33.66,70.79,143.6,42.93,19,30.06,25.26,24.5
33.29,69.74,141.48,42.16,18.71,29.69,25.19,24.31
32.9,70.12,141.19,42.15,19.18,29.74,25.84,23.66
32.91,70.17,141.86,42.33,18.95,29.53,25.72,23.36
33.24,70.78,142.75,42.56,18.89,29.8,26,23.66
33.44,71.52,142.19,42.67,18.6,29.61,26.17,23.49
33.21,70.91,143.04,42.8,18.42,28.65,26.58,22.99
33.38,72.16,147.25,42.67,18.48,28.68,25.73,23.19
33.29,73.37,150.07,43.1,18.43,28.84,25.65,23.1
33.1,72.78,150.03,43.38,18.78,29.33,25.93,23.28
34.03,73.4,152.21,43.6,19.05,29.83,26.01,24.08
34.54,74.09,151.62,43.79,18.92,29.26,25.81,24
33.67,72.35,147.17,42.94,18.72,28.82,25.64,23.53
32.39,70.07,142.31,42.03,18.44,28.56,25.66,23.11
31.95,69.45,140.09,42,18.25,28.44,25.92,23.24
32.33,69.45,139.11,41.68,18.76,29.21,26.18,24.53
31.57,67.85,134.76,41,18.48,29.52,26.24,24.72
30.35,63.27,123.88,39.99,18.1,28.79,26.27,24.44
30.97,64.4,124.98,40,18.19,29.67,26.65,24.98
31.28,64.7,123.94,40.21,18.16,29.83,26.74,25.29
31.3,66.21,126.64,40.18,17.95,30.89,27.12,24.98
31.06,65.31,126.25,39.7,17.2,29.86,26.65,24.53
31.21,66.58,128.59,40.11,18.13,30.42,26.17,24.82
32.26,67.85,132.64,40.71,18.82,31.31,26.01,26.71
32.37,67.89,132.29,40.95,19.57,32.06,26.45,27.5
32.48,69.48,134.12,41.33,19.64,32.79,26.54,26.77
31.36,66.8,126.92,40.7,19.59,31.71,26.42,26.46
32.12,68.19,127.88,41.25,20.25,32.64,26.64,26.88
32.71,68.85,132,41.77,20.64,33.07,29.55,27.25
33.65,71.13,136.82,42.8,21.09,33.52,29.87,26.79
31.81,69.32,133.62,42.32,20.75,33.45,29.63,27.11
31.52,68.1,132.18,41.99,20.92,33.28,29.73,26.35
31.84,67.66,131.95,41.83,21.07,33.41,29.73,26.29
32.02,68.15,133.46,41.97,21.19,33.71,29.69,26.61
32.1,69.09,136.18,42.33,21.34,34.11,29.72,26.72
32.34,67.45,133.33,41.97,21,34.75,29.65,27.4
31.39,65.6,127.95,41.75,20.55,33.94,29.47,26.87
29.7,62.21,120.3,39.97,19.44,31.46,29.21,25.59
27.9,60.16,113.95,38.68,18.33,29.46,27.8,23.77
26.72,59.16,110.82,38.17,17.25,27.55,27.18,22.14
25.52,58.42,111.14,36.81,16.78,26.63,26.64,21.69
24.56,58.3,108.07,36.53,16.28,26.71,26,20.38
25.06,58.28,107.94,36.33,15.26,26.22,25.88,20.26
23.31,55.9,102.48,38.22,14.41,24.73,25.8,18.91
23.3,57.25,105.72,36.43,14.33,24.74,25.15,19.19
20.59,54.94,95.58,35.04,12.28,22.45,22.89,16.53
20.39,54.89,94.03,34.7,12.28,22.33,22.68,15.71
17.86,49.66,81.91,32.14,10.47,20.17,20.97,12.45
20.8,53.38,90.18,33.75,11.37,21.94,21.07,13.58
18.08,48.64,80.92,31.63,9.81,18.55,19.46,11.29
15.26,44.15,67.99,28.34,7.89,14.55,16.52,8.16
15.44,49.01,72.52,28.6,8.91,15.34,16.55,8.78
10.25,40.39,54.95,24.35,5.21,10.82,12.47,6.15
9.55,40.86,54.38,23.68,5.68,11.13,11.1,5.76
7.14,37.68,43.02,20.6,4.35,7.84,7.67,3.76
7.71,40.36,46.65,21.75,4.39,11.21,8.66,5.74
9.12,43.31,52,23.03,3.81,11.61,7.65,7.08
9.16,43.47,57.57,22.19,4.28,12.17,7.74,7.57
12.19,44.85,66.68,24.84,6.48,15.01,10.71,8.7
12.95,47.43,75.23,26.62,7.74,15.44,13.13,9.84
13.42,48.44,71.48,27.6,8.07,16.93,14.38,10.95
12.19,42.11,63.31,25.73,6.64,15.29,13.23,9.94
11.53,43.52,61.1,25.8,6.08,15.11,12.72,9.32
11.81,42.47,60.16,26,6.6,14.43,12.92,8.56
11.77,40.3,54.01,25,6.05,13.04,11.18,7.82
11.51,40.27,52.67,24.62,5.41,12.1,10.68,7.64
10.58,37.94,48.5,23.93,5.26,11.22,10.23,7.46
12.91,40.7,56.74,26.06,6.25,12.41,12,9.32
13.63,42.67,60.94,26.62,6.03,12.68,12.01,9.4
15.01,46.55,69.11,27.9,6.33,15.59,13.51,9.88
14.55,47.8,70.65,29.15,7.05,15.25,13.91,10.96
13.71,46.78,68.42,29.14,6.81,14.74,13.36,10.88
13.9,46.49,69.3,28.9,6.68,14.87,13.17,10.4
15.04,48.12,74.49,29.26,7.4,14.98,13.56,10.5
14.42,47.14,71.86,28.78,6.96,14.61,12.35,10.3
13.82,45.88,72.39,28.57,6.71,14.5,11.92,9.8
14.06,47.01,78.5,29.95,7.35,15.09,11.85,9.97
13.53,43.13,73.3,29.32,7.52,14.36,11.39,9.43
13.18,40.68,70.48,28.4,7.57,14.15,11.43,9.26
13.29,41.04,70.03,28.59,7.29,14.15,11.36,8.86
13.78,45.99,76.11,29.28,7.48,14.56,11.57,9.47
13.95,43.77,76.61,29.53,7.89,15.48,13.68,9.88
15.22,46.39,82.78,30.61,8.66,16.42,14.07,10.45
15.81,46.59,82.16,30.9,8.89,16.78,14.97,10.34
17.46,48.91,89.02,32.25,9.73,17.57,16,11.1
16.83,47.97,85.55,31.77,9.44,16.7,15.76,10.99
15.01,45.63,80.83,30.64,8.83,16.23,14.96,9.86
14.78,45.45,80.54,30.6,7.71,15.79,14.9,10.24
14.27,46.39,79.67,30.65,7.94,15.48,15.06,10.25
13.92,46.47,79.25,30.53,7.33,15.26,14.83,9.24
14.94,47.36,79.59,31.16,7.88,17.19,15.37,10.2
15.6,50.96,87.04,32.29,8.84,17.99,16.25,10.55
14.66,48.48,82.65,32.16,8.32,17.71,16.47,10.13
13.84,45.98,78.66,31.36,8,16.7,15.99,9.61
12.69,44.41,76.85,30.35,7.48,15.39,15.08,8.35
13.52,45.71,78.31,30.76,7.63,15.43,15.21,8.96
13.86,44.77,77.81,30.78,8.25,16.03,15.45,9.2
15.31,48.39,81.49,32.3,9.07,17.8,17,10.09
15.16,48.24,82.08,32.53,9.08,18.63,17.58,10.73
16.5,50.21,86.87,33.81,10.8,19.82,18.58,11.78
16,48.56,83.18,32.82,10.83,19.77,18.81,12.12
15.92,46.9,78.28,32.71,11.41,19.68,19.11,13.13
16.66,47.77,79.98,33.44,11.44,19.64,19.37,13.32
17.65,49.93,84.89,34.2,11.45,20.38,20.03,13.44
18.1,50.93,86.95,34.47,12.1,21.96,21.05,14.31
17.23,48.56,83.23,34.18,12.1,21.81,20.73,14.21
17.19,47.95,83.29,33.88,12.2,21.39,20.92,13.8
17.81,49.04,86.51,34.94,12.86,22.1,21.8,13.86
18.21,47.76,84.1,35.39,12.55,21.78,22.04,13.6
20.27,51.79,93.51,37.06,13.51,22.91,22.8,15
21.72,52.35,95.39,37.35,13.38,23.43,22.74,15.05
21.71,52.97,101.69,38.19,13.89,24.61,23.92,15.62
23.77,55.65,108.82,38.64,14.8,24.82,24.8,15.81
22.06,53.66,102.75,37.9,13.61,23.69,24.03,14.82
20.51,51.78,98.94,37.2,12.86,22.54,23.83,13.73
17.84,49.12,89.75,34.48,10.51,20.4,21.69,12.5
19.17,49.91,92.31,35.71,11.08,21.12,22.31,13.24
19.47,49.09,92.09,35.67,11.25,21.37,22.55,13.55
19.36,49.42,90.51,35.62,11.19,22.08,23.38,13.82
18.96,48.91,88.7,35.75,10.75,22.17,23.86,13.31
18.59,48.21,88.37,35.4,10.25,21.7,23.46,12.89
18.2,47.18,86.83,35.33,9.83,21.14,23.12,12.08
17.78,46.3,83.33,34.9,10.29,21.31,23.32,12.15
18.46,46.88,84.59,35.47,10.6,22.44,23.78,12.95
16.94,44.93,75.27,34.22,9.45,21.22,21.55,11.77
16.71,44.99,73.56,33.86,8.66,20.29,21.51,10.95
15.71,43.36,69.05,32.88,8.14,19.62,20.86,10.24
16.82,44.68,74.22,33.18,8.85,20.56,21.78,10.79
16.82,45.54,74.5,33.29,8.92,20.9,22.29,10.9
16.78,45.06,73.8,33.62,9.23,20.25,22.17,10.79
16.87,46.37,77.35,34.32,9.13,19.94,22.19,10.79
16.97,47.64,78.87,34.86,9.15,19.85,22.5,10.9
16.72,47.08,76.75,34.51,8.91,19.33,22.06,10.72
16.15,45.04,73.43,33.45,8.22,18.36,20.64,10.21
16.3,45.62,74.18,33.85,8.33,18.51,20.59,10.36
16,44.71,71.16,33.1,8.13,18.4,20,10
16.19,45.73,74.16,33.25,8.43,18.4,20.1,10.07
16.38,48.55,81.27,34.14,8.46,18.19,19.93,10.17
16.18,47.4,79.3,34.28,8.37,18.44,20.04,10.02
18.22,50.26,86.75,35.56,9.41,21.83,22.32,11.9
17.61,49.72,84.62,35.36,9.26,21.27,21.86,11.53
16.82,48.7,82.78,35.35,9.19,21.04,21.25,11.03
16.34,47.27,79.99,34.83,8.75,20.74,20.52,10.66
16.69,48,79.2,35.22,9.35,22,21.39,11.37
16.33,46.82,76.12,34.81,9.09,22.42,21.46,11.13
15.9,44.89,73.97,34.21,8.89,21.89,20.97,10.86
15.8,44.39,73.41,33.83,8.79,22.21,21.08,10.99
14.96,43.49,70.69,33.6,8.36,21.63,20.57,10.56
15.42,44.23,73.38,33.54,8.61,22.11,20.72,11
16.25,44.35,75.24,34.29,9.06,24.54,23.2,11.97
16.65,45.52,76.42,34.68,9.05,24.38,23.16,11.72
16.1,43.64,72.46,34.06,8.57,23.67,21.57,10.98
16.33,44.01,73.04,34.45,8.75,24.92,22,11.69
16.72,43.74,72.83,34.91,9.07,24.88,22.6,12.23
16.72,43.34,71.31,34.92,9.61,24.82,23.01,12.52
18.46,45.25,76.59,35.97,10.49,25.78,23.45,13.45
19.03,44.2,74.15,35.94,10.74,25.69,23.81,13.92
21.66,47.54,81.48,36.69,11.25,26.16,24.27,14.2
21.51,51,88.31,37.57,11.23,26.53,25.3,14.6
21.14,49.06,85.92,37.77,11.81,26.92,25.01,15.24
21.35,48.63,86.68,37.9,11.79,26.87,25.85,15.33
21.82,48.37,85.01,37.67,12.06,27.03,25.59,16.23
21.39,47.72,83.5,37.85,12.14,27.02,25.74,16.42
20.95,47.69,81.64,38,12.01,26.84,25.93,16.32
20.9,47.49,81.27,37.76,12.21,26.7,26.92,16.54
20.84,47.46,80.31,37.83,12.64,26.84,25.63,17.28
21.17,48.53,82.83,38.28,12.02,26.05,24.83,16.86
22.28,49.82,86.86,38.34,12.29,26.33,24.72,16.79
22.1,49.97,86.21,38.89,12.34,26.08,24.81,16.91
22,49.87,84.8,39.05,12.52,26.28,24.89,17.45
22.82,50.54,86.54,39.03,12.69,26.88,25.29,17.62
23.87,52.17,91.55,39.6,13.25,27.78,25.85,18.07
22.51,50.72,87.47,38.85,12.85,26.8,23.96,17.08
22.78,49.67,86.3,39.03,13.88,27.66,24.44,18.41
23.72,51.34,89.33,39.62,13.83,27.64,24.65,18.36
23.07,50.65,87.36,38.54,13.1,26.79,22.63,17.27
23.53,51.96,87.78,38.73,13.24,27.43,22.32,17.55
23.52,52.55,85.52,38.49,13.06,27.08,22.24,17.38
23.17,51.7,82.71,38.2,12.79,26.67,22.35,17.16
23.11,50.84,82.96,38.63,12.91,27.6,23.09,17.61
22.83,52.33,83.33,38.69,12.75,28.18,23.41,17.48
22.73,51.91,82.15,38.81,12.5,27.89,22.96,17.15
23.06,53.09,83.76,39.99,13.24,29.11,23.99,17.89
23.74,51.86,82.28,40.56,13.99,29.18,24.37,18.43
23.02,49.68,79.68,40.32,13.46,28.41,23.92,17.96
22.53,49.08,79.34,39.99,13.02,27.82,23.57,17.78
22.03,48.98,77.7,39.93,13.14,27.34,22.62,17.34
21.11,46.45,72.35,38.14,13,27.28,22.74,16.3
21.63,46.26,73.42,38.44,13.81,28.73,23.9,17.26
21.39,45.05,70.71,37.74,13.24,27.69,23.37,16.65
21.2,45.91,71.07,37.53,13.19,28.18,23.85,16.63
22.1,46.95,72.37,39,14.01,29.8,25.38,17.14
22.64,47.64,73.62,39.61,14.26,30.93,25.76,17.53
21.73,46.74,71,39.19,13.59,30.08,25.63,16.68
21.75,46.65,71.82,39.39,13.83,30.69,26.27,17.1
21.83,46.23,72.08,39.78,14.05,31.45,26.86,17.59
21.67,46.15,73.21,39.72,14.17,31.98,27.53,17.92
21.57,46.22,73.86,39.87,14.16,32.24,26.74,17.94
21.06,46.42,74.38,39.43,13.78,30.94,25.49,17.35
21.49,46.16,75.07,39.7,13.86,31.3,25.96,17.8
21.93,46.11,74.32,39.83,13.86,32.41,25.41,17.91
21.37,45.72,72.69,39.65,13.64,32.28,24.75,17.65
21.41,46.17,74.11,39.6,13.17,32.52,23.4,18
20.97,44.83,71.74,39.29,13.73,32.98,24.21,18.06
21.1,44.99,71.74,39.08,13.57,32.63,24.08,18.2
21.16,45.75,72.7,38.96,13.65,34.1,24.44,18.38
21.25,45.37,71.13,39.01,13.62,35.04,24.11,19.06
20.81,44.97,69.69,38.29,13.01,34.32,23.36,18.39
21.41,46.23,72.44,38.66,13.15,33.76,23.66,18.7
21.42,45.95,72.85,38.53,13.01,33.68,22.43,18.33
22.63,49.85,76.43,39.45,13.17,34.51,23.81,19.48
23.37,50.71,76.6,39.58,13.29,34.71,24.6,20.24
22.14,49.14,73.53,38.45,13.39,34.07,24.68,19.6
21.04,48.29,71.83,37.71,13.02,32.38,23.97,18.78
20.11,46.87,69.01,36.76,12.87,31.24,23.72,17.98
21.27,47.85,72.2,37.29,13.02,31.36,24.37,18.78
20.57,48.08,72.45,36.78,12.9,31.73,24.31,19.14
20.98,49.18,75.85,37.16,13.47,31.52,24.88,19.45
21.75,49.04,74.58,38.05,14.4,32.61,25.75,19.93
21.45,49.93,76.17,39.24,15.65,32.59,26.5,19.94
21.85,52.6,80.2,40.21,16,33.63,28.07,21.13
22.03,52.99,80.15,40.5,16.22,33.24,27.13,21.04
25.32,57.87,102.34,42.53,16.23,34.09,27.9,21.74
24.8,58.57,96.73,42.08,15.89,34.33,28.02,21.21
23.99,56.96,91.71,42.27,15.82,33.75,27,20.54
23.69,55.56,86.67,41.47,14.82,33.47,28.28,19.94
25.91,58.3,92.24,42.6,15.55,34.83,28.9,20.95
26.53,58.38,94.75,43.22,15.94,35.68,29.98,21.05
26.42,57.52,94.31,43.36,16.18,35.73,30.43,21.49
26.91,57.32,95.66,43.45,16.27,36.04,30.64,21.96
27.23,58.56,98.81,44.04,16.5,37.53,37.02,21.99
26.23,55.9,95.37,43.63,16.28,37.55,48.4,21.73
26.18,56.69,95.56,43.43,16.31,38.18,45.55,21.71
28.46,58.08,102.79,44.54,16.7,39.52,45.98,22.74
28.4,56.56,100.46,44.65,16.69,39.41,47.63,22.14
28.48,56.45,100.04,45.04,16.86,39.7,47.92,22.16
28.64,56.66,101.22,44.94,16.92,39.63,46.6,22.31
28.26,55.73,100.62,43.93,16.65,38.5,44.44,21.75
28.81,56.62,102.36,44.55,16.94,38.7,44.27,21.94
29.35,57.63,105.13,44.65,17.08,39.05,44.11,22.17
29.92,58.7,108.55,45.4,17.38,40.17,44.86,22.76
30.73,60.12,113.51,46.04,18.14,42.3,45.71,24.06
29.83,58.95,111.33,45.83,17.84,42.02,48.5,23.63
29.9,58.6,111.32,46.05,18.37,42.39,48.48,24.4
29.94,58,111.17,45.52,18.68,41.99,48.76,24.36
30.93,57.31,112.89,45.93,18.48,41.8,44.38,24.41
30.19,56.77,111.03,45.54,18.07,41.04,44.2,24.08
29.51,56.53,107.5,45.87,17.97,40.75,44.03,24.19
30.75,57.89,114.1,46.7,19.07,42.62,46.45,24.87
30.99,57.64,115.3,47.36,19.82,43.12,46.72,24.12
31.14,57.34,114.81,47.64,19.96,43.06,47.75,24.25
31.66,57.44,115.96,47.39,20.21,42.71,45.5,24.61
30.49,56.88,112.54,46.55,19.45,42.54,44.58,23.96
30.35,56.26,112.62,46.12,19.42,42.52,47.45,24.79
31,57.19,115.31,46.95,19.97,42.6,49.2,25.71
30.74,57.04,114.4,46.94,20.16,42.6,48.98,25.53
31.08,58.14,114.77,46.85,20.03,42.51,48.26,25.46
31.31,58.99,115.47,46.78,19.62,42.05,46.91,25.23
30.77,58.13,114.31,46.66,19.15,41.42,45.68,24.55
31.21,58.76,113.37,46.94,19.46,42.19,48.23,24.71
31.5,59.61,112.82,46.9,19.9,42.93,50.24,25.06
30.54,58.52,109.02,46.33,19.58,42.59,48.18,24.61
29.7,57.97,106.9,46.28,19.3,42.16,46.56,24.5
30.37,59.46,110.19,47.34,20.02,43.03,48.98,25.5
31.19,58.54,110.89,47.78,21.12,45.49,49.71,25.66
30.61,58.16,109.77,47.7,20.58,47.05,48.19,25.41
31.37,57.94,109.04,48.36,20.31,48.02,47.42,25.33
30.78,56.44,108.07,47.71,20.57,47.91,49.52,24.84
30.28,56.62,110.06,48.03,20.84,49.44,51.51,26.15
30.04,55.27,107.94,47.73,20.51,48.09,51.49,24.75
30.28,55.69,109.02,47.95,20.42,49.58,51.65,25.55
29.81,53.48,106.24,46.96,19.48,48.35,52.41,25.07
29.94,53.45,105.16,46.4,19.43,47.27,50.87,24.06
30.54,54.45,107.16,46.89,19.93,47.71,48.72,24.17
31.06,54.43,110.07,47.98,20.07,49.19,48.59,25.69
31.53,55.38,109.18,48.07,20.02,49.81,50.66,25.91
