"D.2TP.PA.","BATS.PA.","ID.GUD.PA.","U.VGR.PA.","U.STZ.PA.","U.TPB.PA.","U.RLX.PA.","U.PM.PA."
0.1,38.85,5.66,9.1,204.94,50.52,0,86.79
0.1,39.04,5.64,9.07,203.11,50.91,0,86.22
0.1,39.16,5.64,9.2,205,50.15,0,85.75
0.1,39.19,5.59,8.96,204.91,49.84,0,85.5
0.1,38.77,5.56,8.76,206.21,49.43,0,86.22
0.09,39.21,5.63,8.74,198.69,50.44,0,84.68
0.09,38.97,5.69,8.58,195.88,49.9,0,82.62
0.09,37.91,5.46,8.54,194.19,48.83,0,81.41
0.09,36.92,5.69,8.81,188.9,49.26,0,81.16
0.09,37.17,5.79,8.71,187.36,50.42,0,79.6
0.1,36.27,5.71,8.52,176.48,49.23,0,77.14
0.1,36.39,5.63,9.04,177.32,49.03,0,78.59
0.18,37.28,5.58,9.6,184.47,50.97,0,78.5
0.17,37.16,5.56,9.36,187.08,52.07,0,77.25
0.17,38.29,5.56,9.48,184.38,52.37,0,77.21
0.21,39.59,5.59,9.5,188.44,52.98,0,78.16
0.23,39.67,5.63,9.78,191.99,54.15,0,76.96
0.22,40.34,5.68,9.9,195,53.19,0,78.13
0.22,38.57,5.67,9.58,189.36,53.56,0,77.24
0.27,38.32,5.61,9.81,189.42,52.51,0,77.63
0.22,37.9,5.5,9.46,187.72,50.98,0,77.19
0.25,37.32,5.45,9.35,187.29,51.19,0,78.01
0.33,37.56,5.48,9.15,182.03,49.76,0,77.15
0.28,36.78,5.56,9.31,184.31,50.34,0,76.68
0.27,36.78,5.48,9.35,185.84,49.84,0,77.19
0.27,36.74,5.4,9.21,183.89,47.43,0,78.91
0.24,36.55,5.48,8.94,181.35,47.47,0,77.86
0.24,36.93,5.43,9.3,183.9,48.04,0,78.83
0.16,36.9,5.47,9.1,185.02,46.7,0,77.37
0.14,36.12,5.48,9.17,188.3,47.78,0,77.89
0.14,36.11,5.46,9.29,197.07,49.04,0,78.52
0.14,37.59,5.45,9.15,196.12,49.72,0,77.99
0.17,38.1,5.55,9.02,198.79,51.71,0,79.77
0.17,39.05,5.52,9.19,199.84,52.32,0,80.62
0.17,38.98,5.55,9.27,197.87,52.04,0,80.57
0.14,39.2,5.48,9.29,197.52,51.77,0,80.14
0.14,39.8,5.48,9.25,200.1,51.88,0,79.6
0.16,38.94,5.49,8.9,198.01,52.08,0,79.44
0.16,38.72,5.43,9.12,200.83,53.21,0,80.29
0.16,38.1,5.42,9.1,197.71,52.79,0,81.27
0.13,38.16,5.26,9.14,199.68,52.55,0,81.9
0.13,38.43,5.32,9.27,198.77,51.23,0,81.48
0.13,38.77,5.42,9.28,197.88,52.78,0,81.57
0.14,38.43,5.45,9.19,199.35,52.16,0,81.07
0.14,40.78,5.48,9.25,202.58,54.74,0,87.66
0.14,40.65,5.63,9.09,201.57,53.55,0,88.73
0.15,40.25,5.64,9.13,201.24,47.82,0,86.94
0.15,40.24,5.67,9.2,202.29,46.79,0,86.75
0.15,39.69,5.54,9.32,204.17,46.15,0,85.03
0.15,39.67,5.43,9.13,203.08,41.43,0,85.66
0.14,39.65,5.32,10.62,204,41.83,0,85.97
0.13,40.8,5.32,11.09,199,42.46,0,86.77
0.13,39.12,5.3,11.49,201,40.59,0,86.31
0.13,38.77,5.37,11.02,196.88,37.14,0,83.6
0.15,41.45,5.3,10.56,193.66,37.24,0,82.48
0.15,40.86,5.31,10.47,192.75,38.95,0,84.16
0.15,39.15,5.15,10.11,186.75,38.36,0,80.28
0.15,39.15,5.12,9.98,187.25,39.84,0,81.33
0.15,39.5,5.21,10.35,188.18,39.16,0,81.36
0.14,40.34,5.26,11.1,193.35,38.94,0,82.52
0.14,40.2,5.23,10.73,194.07,38.16,0,82.63
0.16,40.12,5.16,10.94,192.64,37.41,0,82.37
0.17,39.86,5.15,10.97,196.53,37.71,0,83.98
0.16,39.52,5.17,10.86,193.32,36.71,0,83.32
0.16,40.05,5.24,10.84,194.42,36.68,0,84.49
0.16,39.79,5.43,11.16,198.95,36.7,0,84.92
0.16,39.88,5.44,11.34,201.93,37.71,0,85
0.18,39.16,5.47,11.31,202.52,37.76,0,83
0.2,39.73,5.44,11.63,202.86,37.97,0,83.04
0.21,39.12,5.42,12,201.72,38.79,0,82.98
0.22,38.92,5.43,11.95,198.48,36.82,0,81.26
0.22,38.11,5.29,12.08,202.53,36.7,0,77.76
0.22,37.2,5.29,11.37,198.15,34.52,0,71.76
0.23,37.18,5.29,11.05,201.95,35.23,0,74.32
0.22,37.72,5.2,10.91,204.63,35.58,0,72.71
0.22,37.83,4.93,11.12,204.17,35.87,0,72.01
0.22,38.11,4.72,11.25,205.31,35.9,0,72.22
0.28,38.25,4.8,11.5,208.4,34.61,0,72.74
0.22,38.15,4.84,11.94,210.23,32.09,0,73.04
0.22,38.22,4.78,11.8,204.99,31.8,0,71.97
0.22,38.52,4.81,12.01,204.7,32.22,0,73.02
0.21,38.03,4.88,12.18,206.86,30.44,0,73.36
0.22,38.93,4.85,12.35,208.18,28.68,0,74.55
0.22,39.97,4.9,12.8,206.65,26.87,0,75.07
0.22,40.37,4.85,12.89,203.97,28.13,0,74.89
0.22,39.02,4.88,12.94,204.02,26.7,0,73.04
0.22,38.19,3.88,12.15,203.81,24.99,0,72.61
0.22,38.75,3.88,12.02,205.75,26.29,0,72.02
0.22,38.92,3.94,11.88,207.43,25.41,0,71.58
0.22,38.9,3.92,11.4,207.32,23.96,0,71.7
0.22,38.32,3.88,11.29,205.23,24.94,0,71.22
0.22,37.88,3.75,11.54,205.74,24.1,0,72
0.22,37.22,3.64,11.61,205.12,24.6,0,71.65
0.22,38.42,3.7,11.66,204,23.59,0,75.33
0.22,38.54,3.84,11.75,206.21,23.55,0,75.36
0.22,38.69,3.73,11.82,206.06,22.89,0,75.16
0.22,39.51,3.72,11.91,207.41,23.09,0,75.91
0.22,39.23,3.71,11.41,209.4,23.23,0,77.87
0.23,38.06,3.62,11.05,206.92,23.02,0,76.76
0.23,36.66,3.64,11.34,194.26,23.26,0,76.78
0.22,36.8,3.52,11.62,193.83,23.86,0,78.27
0.22,37.11,3.51,11.41,188.74,24.01,0,77.19
0.22,36.88,3.54,11.27,189.52,23.98,0,76.37
0.21,37.03,3.51,11.44,191.47,24,0,77.46
0.21,36.91,3.58,11.25,192.74,23.64,0,77.76
0.21,35.6,3.76,11.19,192.97,22.74,0,77.9
0.21,35.69,3.83,11.27,193.03,21.92,0,78.04
0.32,35.43,3.91,11.27,196.83,22.4,0,78.33
0.3,35.38,3.88,11.49,198.51,22.38,0,79.19
0.3,35.23,3.84,11.87,197.34,23.55,0,79.9
0.32,34.99,3.7,11.59,197.03,22.32,0,80.58
0.3,34.81,3.77,12.03,194.63,21.73,0,81.84
0.31,35.05,3.65,12.22,196.85,21.86,0,81.2
0.31,35.69,3.62,12.39,197.69,21.01,0,81.81
0.31,36.26,3.87,12.19,196.6,20.91,0,81.39
0.31,35.58,3.88,12.21,195.83,21.24,0,81.98
0.27,35.65,3.95,12.23,192.87,21.54,0,82.07
0.27,35.67,3.89,12.38,192.98,21.07,0,81.84
0.27,36.07,3.98,12.32,191.58,20.55,0,81.23
0.25,35.5,3.98,12.21,190.39,20.95,0,81.45
0.25,36.01,3.81,12.48,191,24.44,0,82.99
0.25,36.61,3.74,12.3,193.94,25.46,0,83.49
0.25,36.66,3.83,12.33,191.76,25.53,0,84.25
0.25,37.33,3.89,11.14,193.21,26.32,0,83.71
0.25,37.64,3.75,11.19,190.31,25.22,0,82.25
0.14,37.9,3.8,11.26,187.65,26.68,0,83.57
0.17,38.23,3.78,11.76,184.49,25.8,0,83.73
0.17,38.45,3.86,11.67,183.83,26.32,0,84.47
0.17,38.16,3.86,11.68,184.11,26.26,0,84.73
0.17,38.1,3.83,11.76,182.85,26.44,0,83.67
0.18,37.46,3.8,12.07,179.69,26.48,0,84.78
0.17,37.8,3.78,12.47,174.88,27.52,0,84.77
0.17,37.95,3.81,12.86,180.95,25.52,0,83.49
0.18,37.59,3.82,12.79,185.85,25.92,0,83.5
0.18,39.03,3.78,12.79,186.57,26.45,0,83.46
0.18,39.16,3.78,12.67,181.22,26.7,0,82.4
0.18,39.53,3.7,12.91,183.57,26.84,0,82.35
0.16,39.23,3.56,12.99,184.06,27.57,0,82.29
0.17,40.46,3.58,13.36,185.75,27.47,0,82.5
0.17,40.36,3.58,13.49,186.19,27.69,0,82.93
0.16,40.19,3.58,13.45,186.01,27.71,0,82.99
0.17,40.06,3.67,13.63,186.12,27.04,0,82.65
0.18,39.21,3.79,14.15,184.48,27.09,0,82.96
0.23,39.08,3.76,13.9,184.29,26.76,0,82.06
0.17,38.82,3.76,13.53,182.46,26.62,0,82.4
0.18,39.38,3.75,13.4,183.67,26.28,0,83.26
0.18,39.42,3.83,12.74,181.28,26.81,0,83.61
0.17,39.34,3.79,13.05,180.93,26.9,0,83.91
0.18,39.36,3.71,13.11,181.58,26.38,0,84.97
0.21,39.4,3.68,12.6,179.85,26.06,0,84.04
0.22,39.92,3.7,12.79,182.06,26.14,0,84.68
0.22,41.67,3.75,12.35,182.92,26.02,0,86.31
0.21,42.02,3.75,12.06,183.12,26.02,0,85.95
0.22,42.54,3.72,12.29,183.75,26.65,0,85.69
0.22,42.76,3.71,12.5,185.88,26.36,0,85.99
0.22,43.19,3.77,12.91,188.9,26.61,0,85.28
0.22,43.14,3.81,12.9,188.05,26.89,0,86.02
0.22,42.97,3.81,12.95,186.87,27.4,0,86.13
0.21,42.91,3.8,13.02,188.1,27.33,0,85.96
0.2,42.91,3.79,13.09,189.66,27.24,0,86.04
0.2,42.9,3.78,13.18,189.23,27.6,0,86.3
0.18,42.77,3.76,13.31,188.38,27.62,0,85.71
0.16,42.45,3.75,13.39,189.74,28.59,0,85.04
0.16,42.31,3.76,13.35,189.36,28.58,0,85.12
0.22,42.88,3.79,13.34,188.37,28.03,0,85.24
0.3,44.03,3.84,13.44,189.51,27.89,0,85.07
0.22,44,3.86,13.38,190.43,28.01,0,85.99
0.22,44.74,3.98,13.28,183.79,28.7,0,86.4
0.22,45.57,4.08,13.36,190.41,28.59,0,88.05
0.28,45.43,4.06,13.55,193.63,29.01,0,88.25
0.3,45.74,4.13,13.29,188.28,28.97,0,87.44
0.31,45.91,4.14,13.34,188.44,29.04,0,87.82
0.33,45.75,4.14,13.22,190.9,28.3,0,87.58
0.35,46.07,4.11,13.58,190.85,27.89,0,88.32
0.35,45.5,4.12,13.63,190.76,28.12,0,88.55
0.36,45.53,4.14,13.46,189.95,27.47,0,88.67
0.37,44.97,4.12,13.35,189.66,27.09,0,88.66
0.37,44.84,4.05,13.32,190.27,27.07,0,88.87
0.38,44.5,4.08,13.32,191.95,26.91,0,88.98
0.38,44.59,4.11,13.26,193.99,26.24,0,87.1
0.38,44.83,4.14,13.26,191.56,25.76,0,86.14
0.39,44.21,4.07,13.14,190.89,25.18,0,84.69
0.39,44.34,4.03,13.23,192.77,24.29,0,84.68
0.39,44.55,4.03,13.21,192.58,24.27,0,83.96
0.4,44,3.96,13.23,190.86,23.48,0,84.35
0.4,44.1,3.96,13.14,188.29,22.87,0,82.68
0.4,44.55,3.94,13.34,189.19,22.59,0,83.01
0.4,45.25,3.95,13.37,192.93,21.75,0,83.63
0.4,45.29,3.99,13.55,197.14,21.62,0,84.03
0.4,45.73,4.05,13.56,199.81,22.07,0,86.2
0.4,45.26,4,13.51,200.19,21.54,0,87.45
0.4,45.31,3.95,13.74,200.07,22.17,0,88.76
0.4,45.45,3.96,13.53,199.95,22,0,89.46
0.39,44.74,3.92,13.43,198.75,22.17,0,87.9
0.39,44.42,3.93,13.64,201.19,22.15,0,88.85
0.39,43.98,3.88,13.39,203.83,21.75,0,88.48
0.39,43.76,3.9,13.36,203.71,21.8,0,87.61
0.38,43.45,3.91,13.42,203.82,22.53,0,87.48
0.38,44.03,3.93,13.39,206.64,23.48,0,87.88
0.38,43.92,3.95,13.65,208.34,23.49,0,87.46
0.37,44.03,3.97,13.48,207.41,24.25,0,89.63
0.37,42.53,3.93,13.2,201.55,23.82,0,85.51
0.37,41.98,3.92,12.57,195.29,22.65,0,85.01
0.36,42.29,3.91,12.43,190.99,25.35,0,86.25
0.36,41.55,3.78,11.93,175.66,25.41,0,83.08
0.35,40.23,3.64,11.62,172.38,26.2,0,81.83
0.35,39.41,3.53,11.46,177.22,25.88,0,84.99
0.34,40.74,3.61,11.44,177.4,25.59,0,83.49
0.34,42.08,3.69,11.57,185.97,25.98,0,88.74
0.33,42.62,3.62,11.35,182.68,24.46,0,87.83
0.32,40.81,3.59,11.57,179.17,23.99,0,87.27
0.32,39.14,3.19,11.03,164.24,22.04,0,81.57
0.31,37.96,3.26,11.48,165.39,21.99,0,84.72
0.31,37.87,3.26,11.31,155.18,20.26,0,79.83
0.3,34.11,3.12,10.97,131.56,17.02,0,72.19
0.29,35.19,2.95,11.44,133.01,19,0,79.5
0.29,34.51,2.79,11.01,124.75,15.43,0,69.57
0.28,35.72,2.59,12.77,124.45,15.69,0,73.99
0.28,35.51,2.51,11.72,121.25,14.86,0,64.7
0.27,34.55,2.34,12.06,123.07,17.3,0,66.43
0.26,33.37,2.8,11,119.7,16.37,0,61.11
0.26,31.29,2.61,10.25,105.69,16.49,0,60.01
0.25,33.68,2.58,10.39,123.82,19.7,0,63.61
0.24,33.85,2.73,9.79,126.43,21.8,0,66.21
0.24,35.9,2.97,10.04,140.68,21.42,0,71
0.23,34.03,3.14,8.92,145.19,20.73,0,69.24
0.22,34.61,2.91,9.14,146.66,21.53,0,72.55
0.22,36.24,2.92,9.42,143.26,21.11,0,72.96
0.21,37.53,2.86,9.41,136.92,20.26,0,71.12
0.21,38.71,3.12,9.33,129.99,19.8,0,74.39
0.2,38.63,3.31,8.68,132.03,20.85,0,73.47
0.19,38.91,3.55,9.14,142.09,20.69,0,75.8
0.19,38.64,3.42,9.23,149.6,21.35,0,74.51
0.18,38.49,3.34,9.63,157.76,20.48,0,74.59
0.18,39.67,3.4,10.45,166.13,21.91,0,75.44
0.17,39.85,3.46,10.35,160.63,22.32,0,73.99
0.17,39.08,3.46,10.08,157.64,21.96,0,74.01
0.16,38.33,3.4,10.38,167.84,21.93,0,77.26
0.16,38.39,3.38,10.04,162.23,21.13,0,75.55
0.16,38.85,3.18,9.66,162.16,20.91,0,75.49
0.15,38.66,3.27,9.57,162.7,20.8,0,77.96
0.15,39.07,3.17,10.17,156.62,20.06,0,76.79
0.14,37.74,3.07,9.79,152.79,19.68,0,72.29
0.14,38.01,3.15,9.82,155.23,20.05,0,73.06
0.14,38.62,3.16,9.98,153.07,20.12,0,71.79
0.13,38.81,3.05,10.08,158.8,20.66,0,73.68
0.13,39.04,3.09,10.48,163.16,21.52,0,74.92
0.13,41.11,3.13,10.93,167.42,23.11,0,77.3
0.13,41.34,3.2,10.98,169.46,22.11,0,76.52
0.13,40.46,3.22,10.7,164.69,23.4,0,74.43
0.13,38.69,3.16,10.49,161.57,23.33,0,73.34
0.13,38.66,3.13,10.54,163.85,23.3,0,73.37
0.13,39.5,3.16,10.49,163.02,23.21,0,72.21
0.13,39.04,3.14,10.39,165.51,22.93,0,71.51
0.13,39.1,3.12,10.94,164.94,22.56,0,70.15
0.13,39.26,3.14,11.63,166.06,23.8,0,72
0.13,40.08,3.19,11.42,163.31,23.43,0,71.28
0.13,41.4,3.22,11.49,160.58,23.01,0,69.93
0.13,40.17,3.25,11.46,155.32,21.8,0,68.75
0.14,39.27,3.39,10.63,157.96,21.47,0,67.96
0.14,40.05,3.5,10.86,158.51,21.53,0,67.85
0.14,40.68,3.51,10.69,168.51,21.61,0,68.24
0.15,40.01,3.5,10.55,168.82,21.42,0,68.51
0.15,40.59,3.38,10.71,172.58,22.42,0,70.51
0.16,40.99,3.32,10.94,171,22.64,0,70.54
0.16,41.28,3.33,11.01,172.31,22.96,0,70.45
0.17,41.37,3.36,11.06,174.14,23.2,0,70.84
0.18,41.87,3.37,11.53,176.65,23.77,0,72.13
0.19,43.02,3.35,12.21,179.26,24.91,0,73.91
0.19,43.01,3.4,11.53,175.44,25.14,0,73.53
0.2,41.89,3.46,11.44,172.7,24,0,73.27
0.21,42.36,3.42,11.41,173.32,24.32,0,73.81
0.22,42.07,3.38,11.35,173.01,24.38,0,73.77
0.23,42.58,3.42,11.59,174.82,23.94,0,74.22
0.24,42.03,3.41,11.95,175.73,24.43,0,75.18
0.26,41.81,3.44,12.1,181.42,25.06,0,75.87
0.27,41.03,3.46,12.35,185.93,25.66,0,77.73
0.28,39.75,3.43,12.05,183.45,25.41,0,75.72
0.3,41.03,3.36,11.94,180.55,24.81,0,75.14
0.31,39.44,3.33,11.25,168.67,24.22,0,71.28
0.33,39.4,3.36,11.45,170.29,24.63,0,70.46
0.34,39.27,3.43,11.95,173.7,25.13,0,72.26
0.36,41.12,3.48,12.03,177.59,25.24,0,74.71
0.38,41.17,3.45,12,178.72,25.21,0,74.1
0.4,41.18,3.41,11.93,184.25,25.08,0,74.61
0.42,41.64,3.48,11.77,181.29,25.56,0,72.26
0.44,41.35,3.42,11.15,179.73,24.87,0,72.07
0.46,41.62,3.4,10.52,180.46,24.95,0,71.51
0.48,40.13,3.39,10.35,171.71,24.12,0,70.15
0.51,40.43,3.34,10.41,173.39,24.34,0,70.69
0.53,40.85,3.33,9.86,169.12,23.62,0,68.87
0.55,41.26,3.33,10.1,174.17,24.99,0,70.56
0.61,40.78,3.35,10.07,174.42,24.95,0,70.01
0.74,41.01,3.34,9.93,185.88,24.1,0,70.02
0.71,41.08,3.33,9.67,185.81,24.96,0,70.47
0.81,40.2,3.35,9.58,186.44,25.16,0,70.06
0.75,41.13,3.32,9.6,186.5,24.52,0,70.6
0.69,40.26,3.31,9.54,182.5,24.48,0,72.94
0.71,40.04,3.34,9.21,183.51,26.55,0,72.34
0.67,38.35,3.36,8.76,182.48,25.82,0,70.12
0.62,37.83,3.33,9.07,184.93,26.18,0,72.96
0.66,38.09,3.34,8.97,179.81,26.56,0,73.52
0.62,38.13,3.34,8.98,179.26,28.55,0,74.35
0.61,37.76,3.34,9.14,182.63,29.18,0,75.01
0.61,36.74,3.55,8.96,181.28,29.58,0,75.36
0.58,36.58,3.52,8.89,180.62,29.96,0,75.03
0.61,35.54,3.5,8.49,177.64,28.68,0,72.88
0.59,35.66,3.53,8.98,180.7,29.86,0,75.94
0.6,35.31,3.53,8.87,179.49,30.36,0,76.01
0.59,35.66,3.51,8.88,179,30.31,0,76.33
0.58,35.38,3.39,8.48,179.86,29.68,0,76.91
0.6,35.25,3.45,8.44,178.9,30.39,0,78.53
0.59,35.86,3.37,8.69,179.56,33.27,0,77.99
0.58,35.51,3.53,8.69,181.62,33.77,0,78.41
0.58,34.91,3.55,8.8,180.92,33.1,0,77.48
0.59,33.24,3.49,8.83,178.22,32.88,0,76.85
0.7,33.15,3.46,9.05,173.29,32.69,0,76.53
0.66,33.5,3.49,9.13,171.7,31.79,0,77.13
0.62,33.47,3.6,9.16,173.47,31.62,0,76.96
0.61,33.03,3.66,8.98,171.17,31.48,0,77.13
0.6,32.76,3.59,9.32,172.34,30.58,0,77.5
0.62,33.41,3.64,9.73,171.57,30,0,78.37
0.63,34.09,3.63,10.04,172.91,29.8,0,78.73
0.66,34.56,3.62,10.21,175.51,30.02,0,79.69
0.66,33.96,3.61,10.24,176.65,29.36,0,78.14
0.69,33.21,3.73,10.42,176.11,28.81,0,77.71
0.69,33.81,3.83,9.85,173.8,30.74,0,78.28
0.66,33.5,3.87,9.84,178.12,31.04,0,79.2
0.65,33.73,3.85,9.99,180,30.55,0,78.71
0.63,33.21,3.79,10.09,178.4,29.98,0,78.24
0.62,33.18,3.74,10.08,179.3,29.48,0,78.07
0.66,34.42,3.74,10.17,181.5,29.28,0,79.64
0.66,33.76,3.79,10.32,180.19,28.67,0,79.63
0.65,33.35,3.74,10.09,181.4,28.55,0,79.97
0.62,33.5,3.69,10.2,182.66,28.89,0,80.01
0.63,33.26,3.5,10.28,185.49,29.33,0,80.74
0.69,32.87,3.38,10.08,184.48,28.92,0,79.79
0.66,33.04,3.38,10.02,185.96,29.06,0,79.05
0.66,33.83,3.38,10.24,188.05,28.81,0,79.98
0.69,33.59,3.32,10.23,190.63,29.13,0,79.34
0.75,33.55,3.37,10.27,191.52,28.39,0,79.09
0.98,33.86,3.34,10.31,189.14,28.65,0,78.74
0.92,33.83,3.31,10.35,187.77,29.53,0,79.1
0.95,35.06,3.24,10.4,189.93,29.99,0,80.47
0.91,34.42,3.02,10.32,188.73,30.39,0,80.41
0.91,34.78,3.14,10.14,188.87,31.26,0,81.24
0.9,34.7,3.29,10.29,195.31,31.07,0,81.95
0.9,35.52,3.22,10.52,196.59,31.89,0,81.42
0.9,35.25,3.13,10.51,193.21,31.3,0,80.63
0.86,35.47,3.08,10.25,192.26,30.61,0,79.47
1.04,35.05,3.08,10.12,187.84,29.97,0,78.11
1.1,34.49,3.03,9.51,185.07,29.03,0,77.88
1.38,35.9,2.98,9.32,188.55,28.7,0,77.06
1.48,36.81,2.92,9.16,186.64,27.75,0,75.51
1.45,36.98,2.85,9.59,181.95,28.37,0,76.38
1.48,37.05,2.89,9.73,181.82,28.58,0,75.41
1.48,37.42,2.85,9.93,185.54,28.4,0,76.38
1.56,36.55,2.84,9.7,187.53,27.99,0,74.35
1.86,36.48,2.84,9.7,189.58,27.89,0,74.98
2.31,35.94,2.87,9.81,184.61,26.45,0,74.14
2.46,36.16,2.84,10.02,185.61,27.19,0,74.49
2.93,36.71,2.96,10.11,183.67,30.36,0,75.91
2.26,36.43,2.97,10.47,180.73,29.61,0,75.49
2.44,36,3.05,10.71,181.48,30.58,0,79.05
2.24,35.86,3.12,10.84,185.15,29.81,0,78.33
1.95,35.6,3.14,10.9,186.66,30.27,0,78.88
2.18,35.81,3.16,10.9,187.05,30.44,0,79.32
2.2,35.65,3.16,10.54,187.53,30.75,0,79.19
2.19,35.02,3.13,10.39,183.12,31.1,0,78.92
2.08,34.36,3.09,10.55,181.61,31.91,0,79.17
2.25,34.73,3.12,10.49,181.48,31.88,0,79.28
2.25,34.2,3.06,10.18,180.64,31.53,0,77.97
2.09,34.38,2.88,10.09,180.34,31.01,0,73.34
2.03,33.41,2.91,10.03,179.64,30.67,0,73.85
2.09,33.51,2.87,10.2,178.45,31.44,0,74.88
2.09,33.8,2.91,10.32,179.5,31.69,0,74.48
1.98,33.82,2.88,10.38,174.97,32.94,0,73.7
2.04,33.07,2.91,10.16,172.32,37.25,0,71.33
1.66,32.21,2.92,9.5,165.15,37.74,0,70.08
1.74,32.44,2.9,9.27,165.85,36.86,0,70.65
1.9,32.15,2.88,9.2,165.23,37.48,0,71.12
1.95,32.35,2.88,9.33,176.38,37.06,0,71.63
1.91,32.69,2.9,9.7,184.84,36.79,0,71.85
1.91,33.85,2.88,9.38,180.9,36.44,0,71.54
1.91,32.84,2.93,9.95,183.48,37.59,0,70.88
1.88,32.59,2.97,9.98,185.84,38.47,0,70.45
2.06,33.78,2.94,10.59,200.75,37.93,0,71.69
2.04,35.36,3.02,11.21,200.64,38.97,0,74.75
2.08,36.51,3,11.26,194.52,39.58,0,75.12
2.06,36.82,2.95,10.82,194.91,37.91,0,74.51
2.05,36.65,2.96,11.25,202.1,38.79,0,75.88
2.24,37.33,2.96,11.71,206.33,39.4,0,78.68
2.39,37.43,3.01,11.91,205.17,40.56,0,78.39
2.66,37.76,3.05,11.4,203.75,38.59,0,77.47
2.81,36.51,3.19,11.3,204.21,38.78,0,77.51
2.88,36.51,3.13,11.06,200.59,38.44,0,76.75
2.99,35.61,3.13,11.21,201.58,38.44,0,76.65
2.77,35.28,3.18,11.65,207.83,39,0,78.02
2.48,35.02,3.11,11.38,204.85,38.47,0,76.9
2.51,35.12,3.16,11.27,203.48,38.81,0,76.17
2.4,35.16,3.15,11.3,204.81,39.21,0,75.99
2.41,34.67,3.01,11.24,205.9,39.08,0,75.86
2.31,34.94,3.06,11.34,205.77,40.41,0,77.02
2.13,35.33,3.16,11.27,205,39.82,0,78.11
2.43,35.65,3.14,11.36,210,39.95,0,78.55
2.31,35.74,3.13,11.69,213.79,40.43,0,80.78
2.27,37.42,3.23,11.91,212.12,40.62,0,81.66
2.35,38.12,3.38,12.16,213.01,42.53,0,82.65
2.25,38.22,3.35,12.33,209.39,42.61,0,84.56
2.33,38.41,3.14,12.4,207.29,43.21,0,85.01
2.42,38.31,2.94,12.48,205.25,43.85,0,85
2.71,37.91,3.05,12.77,206.98,42.5,0,84.39
2.47,37.28,2.98,12.82,212.37,42.04,0,84.3
2.41,37.57,3,12.72,214.83,42.77,0,85.64
2.36,36.72,3,12.85,217.93,43.29,0,85.67
2.39,36.59,2.99,12.6,218.66,44.17,0,86.19
2.23,35.59,2.97,11.68,214.57,44.23,0,84.17
2.18,35.79,2.94,11.79,212.95,44.73,0,82.2
2.17,35.65,2.92,11.86,215.49,46.03,0,82.2
2.22,35.86,2.91,11.87,215.91,47,0,82.58
2.25,36.29,2.91,12.01,217.51,47.29,0,82.71
2.1,36.66,2.91,12.03,218.64,46.51,0,82.49
1.82,36.78,2.92,11.79,217.54,44.93,0,81.88
1.93,36.43,2.91,11.7,218.29,44.68,0,81.51
2.04,35.6,2.91,11.66,219.05,44.56,0,82.73
2.08,35.62,2.92,11.66,218.38,43.78,0,82.25
2.08,36.17,2.91,11.64,216.74,43.04,0,81.53
2.1,36.63,2.89,11.98,216.98,43.67,0,82.35
2.18,36.95,2.87,13.38,224.42,46.77,0,82.51
2.09,36.8,2.87,12.98,228.76,47.78,0,82.98
2.1,36.81,2.93,12.88,230.23,45.59,0,83.11
1.98,36.51,2.93,12.71,226.88,45.21,0,82.32
1.94,35.85,2.88,12.8,228.09,44.36,0,81.04
2.1,36.19,2.94,12.39,224.57,44.4,0,81.21
2.03,36.52,2.9,12.28,223.9,44.58,0,81.18
2.02,36.38,2.9,12.23,220,44.19,0,80.95
1.95,36.13,2.93,11.97,219.48,44.55,0,81.41
1.94,36,2.93,12,223.01,45.09,0,81.9
1.94,36.09,2.92,12.46,227.58,45.05,0,81.73
2.01,36.09,2.92,12.14,228.69,45.1,0,81.35
2.14,35.97,2.9,12.17,226.92,45.23,30.01,80.67
2.17,35.99,2.86,12.25,222.23,45.09,28.59,81.36
2.09,35.9,2.84,12.08,219.9,46.06,24.03,81.99
2.01,36.56,2.84,11.91,213.42,45.34,23.2,79.87
2.06,35.97,2.76,11.93,216.74,47.25,24.15,81.28
2,34.91,2.69,11.74,210.93,46.93,22.51,79.6
2.71,34.74,2.71,11.65,215.19,51.62,23.06,79.02
2.38,35.38,2.78,12.16,217.92,50.71,25.85,79.22
2.56,35.41,2.76,11.93,216.24,51.96,26.72,80.28
2.68,35.16,2.75,12.47,223.51,53.43,25.16,83.63
2.86,35.11,2.76,12.5,227.93,54.27,24.3,84.3
2.86,35.4,2.76,13.03,228.63,55.75,22.05,86.02
3.03,35.87,2.75,13.22,233.84,56.59,22.52,85.66
3.53,35.57,2.74,13.11,240.41,55.03,22.43,85.96
3.68,35.38,2.75,13.75,236.39,57.49,24.94,85.38
3.6,35.65,2.76,14.34,241.42,59,24.48,86.12
4.08,36.65,2.75,14.44,238.99,56.43,23.96,86.15
4.35,36.1,2.73,14.22,231.87,53.44,23.98,86
4.31,34.68,2.71,13.94,228.46,52.98,23.72,86.6
3.85,34.08,2.7,13.86,226.3,51.75,22.61,86.36
3.96,33.65,2.68,14.16,223.28,51.48,21.03,85.47
4.26,33.84,2.64,14.1,222.56,49.82,19.85,86.52
3.77,34.24,2.6,13.97,222.49,51.29,20.12,86.45
3.97,33.95,2.61,14.39,224.05,52.21,19.46,87.57
3.76,33.5,2.61,13.98,217.93,50.55,17.19,86.53
