"A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
1.31,116.23,17,103.37,7.82,4.23,3.03,147.87,296.37,70.68,232.15,308.63,22.87,45.59,60.26,117.3,11.04,206.17,50.05,3,143.25,138.49
1.29,116.23,17.1,103.19,7.8,4.26,3.16,149.91,295.53,70.64,232.83,308.16,22.97,46.41,59.92,118.25,11.01,202.98,49.55,2.5,143.75,138.03
1.29,118.19,17.32,102.69,7.64,4.21,3.09,148.99,294.17,70.85,233.66,306.6,23.03,45.88,60.36,117.85,11.09,201.62,51.5,2.5,142.15,138.77
1.25,117.87,17.14,102.76,7.66,4.23,3.16,150.46,301.36,71.64,234.57,310.86,23.48,50.98,61.35,119.8,11.04,203.82,50.2,2.65,133.45,139.22
1.26,119.44,17.1,103.72,7.76,4.28,3.29,150.23,301.66,71.41,235.07,309.99,23.41,50.38,61.03,119.8,10.95,204.06,50.8,2.65,130,138.8
1.29,119.2,17.01,103.38,7.68,4.3,3.58,149.34,301.86,71.01,236.21,310.08,23.22,49.4,61.03,119.25,10.63,202.37,49.75,2.9,128.1,139.41
1.3,121.4,16.71,103.25,7.61,4.28,3.61,148.3,303.31,71.22,233.35,313.29,22.85,49.41,60.04,119.02,10.76,203.76,50.65,2.9,129.8,140.72
1.3,121.12,16.53,103.71,7.49,4.21,3.66,149.05,303.3,70.94,251.96,315.64,21.43,49.86,60.53,119.25,10.55,202.62,50.05,2.9,129.1,140.61
1.31,114.74,16.27,103.5,7.41,4.12,3.65,148.1,299.14,69.82,242.55,311.08,21.53,49.89,60.19,119.31,10.32,198.87,49.1,2.9,126.3,139.25
1.3,115.28,12.77,103.21,7.3,4.07,3.7,147.93,298.13,69.66,240.66,311.17,21.16,49.66,60.5,118.23,10.44,199.77,49.35,2.9,124.8,139.55
1.35,114.25,12.21,102.63,7.05,3.98,3.91,146.18,298.48,69.05,239.18,312.95,21.12,48.91,60.58,118.26,10.25,200.13,48.85,2.9,124.9,140.48
1.33,116.24,11.62,102.4,7.08,3.96,4.21,145.06,300.46,70.07,237.53,313.74,21.4,48.53,60.84,118.46,10.08,200.22,48.45,2.9,123.45,141.05
1.28,114.97,12.14,102.8,7.1,3.98,3.73,142.39,299.94,69.34,235.56,310.64,21.89,48.26,59.88,117.37,10.25,198.99,48.75,2.9,122.9,140.14
1.29,116.82,11.72,102.22,7.12,3.93,3.01,139.29,300.55,69.53,235.82,312.65,22.39,48.39,59.99,119.26,10.25,199.22,49.5,2.9,125.7,140.63
1.29,118.15,11.68,101.48,7.03,3.9,3.13,140.43,296.85,68.73,232.87,309.7,23.13,48.47,59.92,118.29,10.36,197.77,50.2,2.9,125.2,140.26
1.27,119.2,11.57,101.48,7.15,3.93,3.09,139.92,300.94,68.64,234.35,314.65,23.61,49,60.11,119.88,10.16,198.74,49.05,2.9,126.9,141.65
1.26,121.09,11.9,100.72,7.14,3.91,3.09,140.46,304.31,69.03,236.64,316.94,23.85,49.85,60.8,121.47,10.32,200.1,49.95,2.9,131,143
1.23,117.69,12.22,101.37,7.12,3.9,3.05,143.51,302.02,68.85,234.07,314.87,23.77,49.28,61.04,120.59,10.35,200.04,50.35,2.9,127.9,142.65
1.23,121.7,12.13,102.3,7.14,3.9,2.99,144.94,302.02,68.85,234.07,314.87,23.77,49.28,61.04,120.59,10.35,200.04,50.35,2.9,127.9,142.65
1.35,122.41,11.96,101.34,7.12,3.89,3,147.7,302.72,68.96,234.45,315.82,24.06,49.23,61.05,120.97,10.2,200,49.95,2.9,128.05,143.29
1.28,120.75,11.79,99.95,7.14,3.87,3,146.49,303.63,69.08,235.05,316.7,24.43,48.97,60.28,121.31,10.55,201.07,51.8,2.5,128,144.03
1.26,123.09,11.73,97.66,7.19,3.81,2.79,145.55,307.9,69.43,241.11,319.01,24.87,49.85,61.33,123.75,10.67,204.19,53.6,2.5,129.85,146.26
1.24,123.28,11.57,96.87,7.15,3.77,2.79,141.73,306.69,69.69,239.68,320.76,24.97,50.5,60.96,122.89,10.75,204.17,54.3,2.5,129.85,146.72
1.24,124.78,11.58,97.93,7.25,3.76,3.1,139.06,307.4,71.63,241.67,319.12,24.88,50.98,62.45,124.2,10.78,207.16,54.75,2.5,131.95,149.33
1.26,121.53,11.44,98.07,7.25,3.67,3.07,138.71,299.63,70.85,235.99,313.57,24.48,50.91,61.88,123.73,10.45,202.64,54.05,2.5,131,147.83
1.23,124.82,11.36,98.34,7.3,3.68,3.04,141.12,300.56,70.8,234.31,311.78,24.1,51.37,61.76,121.06,10.81,201.69,55.55,2.5,131.25,147.23
1.21,121.47,11.35,97.16,7.23,3.7,3,139,297.75,70.95,232.79,310.14,24.09,51.03,61.51,122.54,10.98,199.91,55.65,2.5,131.4,146.55
1.2,119.19,11.45,98.05,7.37,3.68,2.94,136.99,300.2,71.49,233.65,311.97,24,50.67,61.29,122.47,10.94,200.21,54.9,2.5,130.35,146.49
1.2,120.97,11.49,98.13,7.27,3.7,2.96,136.3,302.68,72.19,235.86,314.42,24.33,50.33,61.76,123.14,11.47,200.17,55.9,2.5,131.7,146.76
1.24,121.68,11.52,98.77,7.31,3.68,3.12,132.45,305.67,72.44,237.01,315.85,24.5,50.49,61.98,122.31,10.38,201.07,51.45,2.5,133.5,147.12
1.23,120.97,11.53,99.64,7.31,3.64,3.11,136.7,304.56,72.72,234.1,316.17,24.59,49.95,60.96,119.5,10.59,199.64,51.75,2.65,132.3,146.69
1.22,120.33,11.62,99.52,7.3,3.67,3.05,136.41,307.28,72.83,233.54,315.89,25.16,49.91,60.82,119.79,10.83,196.18,52.5,2.7,132.3,147.2
1.23,119.01,11.53,99.28,7.42,3.67,2.99,137.85,308.46,73.31,235.09,317.79,25.6,50.41,60.57,121.34,10.45,196.63,51.55,2.75,133.85,149.17
1.24,119.89,11.47,100.33,7.39,3.61,3.03,133.51,306.91,73,233.88,317.01,25.43,50.07,59.95,120.24,10.27,196.22,51.35,2.87,132.95,146.71
1.27,121.29,11.43,99.5,7.4,3.63,3.07,133.54,310.47,74.42,238.83,322.82,26.35,50.69,60.91,122.43,10.43,198.84,52.5,2.9,134.7,147.69
1.27,123.39,11.77,107.61,7.4,3.75,3.04,134.29,308.4,74.74,238.6,322.76,27,51.7,61.04,124.02,10.75,198.45,54.7,3.02,136.25,148.01
1.28,124.36,11.79,106.46,7.4,3.77,3.01,133.6,307.12,74.78,238,319.97,26.5,50.84,61.04,122.73,10.48,199.83,55.75,3,135.2,147.55
1.32,125.12,11.56,105.21,7.48,3.74,3.02,136.44,306.62,74.91,238.02,317.72,25.8,50.96,61.02,123.29,10.28,201.3,56.25,3.05,135.45,148.15
1.32,125.06,11.56,103.79,7.46,3.74,3,134.66,304.49,75.09,235.38,317.19,26.38,51.06,60.67,123.05,10.16,202.48,56.65,3,134.7,147.18
1.36,124.49,11.43,103.43,7.46,3.75,2.99,135.64,303.78,75.04,237.44,318.03,26.44,50.97,60.83,122.95,9.98,202.64,55.2,3.03,134.1,146.96
1.36,124.49,11.43,103.43,7.46,3.75,3.01,135.27,303.78,75.04,237.44,318.03,26.44,50.97,60.83,122.95,9.98,202.64,55.2,3.03,134.1,146.96
1.36,124.49,11.43,103.43,7.46,3.75,3.01,135.01,303.84,74.99,236.8,318.51,26.47,50.71,60.21,123.01,10.2,201.97,57.15,3,133.65,147.22
1.34,124.1,11.56,103.51,7.47,3.72,2.84,134.4,306.16,75.25,237.59,319.44,26.68,50.66,60.57,122.78,9.93,202.72,55.9,3.04,132.95,147.4
1.35,123.34,11.5,103.35,7.47,3.71,2.84,133.54,308.29,75.57,239.45,322.1,26.93,50.58,60.9,123.08,9.93,203.86,56.1,3.1,133.1,147.57
1.33,121.99,11.44,103.65,7.52,3.71,2.96,133.03,306.91,75.24,235.7,321.05,26.5,50.19,60.49,121.85,9.86,203.45,55.85,3.15,132.35,146.84
1.33,121.99,11.44,103.65,7.52,3.71,2.96,136.13,306.91,75.24,235.7,321.05,26.5,50.19,60.49,121.85,9.86,203.45,55.85,3.15,132.35,146.84
1.34,122.82,11.62,105.13,7.56,3.69,3.06,135.58,305.24,75.59,228.01,318.54,26.55,50.1,60.53,122.69,10.25,200.49,57,3.14,134.15,147.17
1.32,125.35,11.6,104.36,7.55,3.73,2.98,133.74,306.65,76.7,229.39,321.21,26.75,50.49,61.06,122.64,9.32,201.74,52.85,3.14,137.8,145.96
1.37,126.91,11.98,105.1,7.54,3.77,3,133.83,308.55,76.94,232.66,326.72,26.83,51.21,61.06,123.01,9.48,205.21,52.95,3.13,136.6,147.93
1.37,129.85,11.99,105.29,7.51,3.79,3,134.23,308.22,77.6,233.75,329.68,26.85,51.49,61.44,123.3,9.5,204.7,53.35,3.2,137.15,148.96
1.38,128.01,12.19,105.08,7.51,3.81,3.02,133.37,308.26,78.34,236.04,328.16,26.77,52.3,61.98,124.02,9.29,204.7,51.45,3.27,138.25,148.16
1.35,131.46,12.47,105.13,7.52,3.8,2.98,132.94,310.39,79.19,239.2,330.51,26.82,51.91,61.37,125.06,9.08,205.88,50.35,3.24,137.8,149.37
1.35,133.14,12.57,104.78,7.59,3.68,2.95,130.18,307.61,79.57,237.33,331.05,26.56,51.72,61.23,124.96,9.14,204.75,51.15,3.4,137.7,150.41
1.33,129.85,12.54,103.67,7.69,3.71,2.99,130.18,309.55,79.62,239.27,331.13,26.9,52.06,62.23,127.64,9.33,205.51,52.9,3.5,141.35,151.2
1.34,129.16,12.51,103.33,7.74,3.77,2.96,128.63,315.15,80.56,247.43,336.25,27.56,51.9,62.89,128.74,9.36,210.59,54.05,3.69,137.35,152.3
1.35,127.49,12.69,103.05,7.77,3.75,2.88,139,315.15,80.56,247.43,336.25,27.56,51.9,62.89,128.74,9.36,210.59,54.05,3.69,137.35,152.3
1.32,129.1,12.77,103.4,7.79,3.74,3,136.9,312.54,79.02,235.15,330.11,27.29,51.34,61.65,131.1,9.32,206.33,53.9,3.75,137.4,151.17
1.35,129.04,13,103.65,7.78,3.94,2.97,137.88,317.51,79.28,237.24,334.86,27.71,52.14,62.85,132.35,9.19,208.52,52.65,3.8,138.85,151.67
1.35,128.24,12.97,104.83,7.7,3.87,2.98,138.14,314.3,79.39,236.88,333,27.44,51.78,63.36,130.94,9.19,207.8,52.75,4.19,137.45,151.07
1.34,132.04,12.97,105.24,7.72,3.91,2.95,137.82,316.37,80.16,242.12,332,27.48,52.72,63.96,133.31,9.34,209.1,54,4,139.5,151.94
1.36,130.77,13.02,104.9,7.67,3.84,2.97,135.35,315.14,79.75,238.88,329,27.47,52.82,63.59,132.53,9.41,208.2,54.1,4.15,138.7,151.8
1.35,132.68,12.87,104.18,7.66,3.84,2.96,135.55,313.48,80.23,235.04,328.7,27.45,52.37,63.73,131.82,9.52,207.48,54.4,4.15,139.5,152.8
1.35,132.04,12.64,102.47,7.42,3.78,3.18,136.84,313.46,80.03,238.14,330.49,27.21,51.48,63.52,131.51,9.58,219.27,55,4.15,137.75,153.17
1.32,133.19,12.55,101.11,7.43,3.7,3.06,136.33,325,81.25,241.25,334.72,27.52,51.35,64.02,132.43,9.45,226.53,55,4.25,138.95,154.96
1.32,131.29,12.8,103.93,7.61,3.75,3.03,138.02,335.56,81.38,247.76,344.9,27.48,52.19,64.65,133.5,9.72,226.24,54.7,4.2,141.6,157.97
1.34,131.75,13,104.02,7.73,3.78,3.03,142.16,338.34,80.61,247.7,351.42,27.41,52.07,64.49,133.15,9.41,225.5,52.95,4.2,144,154.6
1.35,129.91,11.44,103.3,7.67,3.77,3.07,146.49,339.46,80.51,244.79,350.39,27.36,51.65,63.99,132.62,9.28,224.28,52.8,4.16,140.65,152.21
1.33,131.23,11.21,104.2,7.8,3.82,3.09,148.3,340.53,81.4,237.54,354.85,26.46,52.07,63.44,130.66,9.16,222.48,52.95,3.5,140.55,152.88
1.32,131.75,11.34,103.49,7.79,3.82,3.11,148.42,342.86,81.58,241.47,357.38,25.84,52.31,64.49,131.28,8.79,225.21,51.25,3.07,150.45,152.86
1.31,129.45,11.07,102.57,7.77,3.79,3.06,143.11,336.79,79.39,243.77,352.66,25.82,51.25,63.76,128.86,8.59,221.72,50.65,4,146.8,149.99
1.28,123.1,10.57,101.83,7.69,3.68,3,142.59,322.37,75.05,228.61,336.46,25.03,48.65,60.7,121.35,8.07,211.22,48.85,2.8,142.65,143.78
1.29,126.97,10.28,99.5,7.37,3.59,2.95,138.83,327.5,76.56,227.67,337.59,25.15,48.21,61.71,121.14,8.15,212.46,49.35,3.54,143.55,144.96
1.3,128.58,10.44,100.91,7.55,3.63,2.97,139.49,337.66,77.84,234.82,345.43,25.95,49.09,61.7,122.53,8.25,214.95,50.5,3.54,146.05,144.76
1.3,124.03,10.18,101.5,7.46,3.62,2.88,145.32,324.01,75.19,225.37,334.3,25.32,48.66,59.82,116.56,8.28,206.05,50.2,3.54,142.45,139.81
1.31,120.51,10.02,101.83,7.34,3.57,2.88,144.74,332.69,73.74,230.31,341.42,25.28,49.66,60.89,118.29,7.95,212.1,49.55,3.94,143.95,141.61
1.31,126.04,9.96,100.51,7.43,3.62,2.88,145.32,337.44,75.13,234.93,345.81,25.61,50.92,61.89,119.94,7.85,209.53,48.3,3.45,149.2,143.11
1.27,121.66,9.7,100.47,7.48,3.63,2.84,148.91,343.36,74.18,237.46,350.23,26.84,51.25,61.91,119.32,7.81,211.81,48.75,3.45,148.8,142.18
1.27,122.07,10.15,100.91,7.52,3.6,3.02,150.2,349.62,74.73,241.4,354.66,27.92,51.79,63.47,122.07,8.25,218.25,50.1,3.45,150.75,143.98
1.27,124.89,10.29,102.04,7.77,3.68,2.97,150.43,356.91,76.68,255.39,361,28.4,52.81,64.31,125.49,8.37,225.4,50,3.41,150.5,146.89
1.27,125.7,10.45,103.42,7.85,3.65,2.99,149.71,356,76.24,265.7,360.53,28.74,52.95,64.12,127.25,8.25,224.19,50.3,3.85,150.15,147.48
1.28,125.58,10.46,104.2,7.79,3.64,3,149.34,356,76.24,265.7,360.53,28.74,52.95,64.12,127.25,8.25,224.19,50.3,3.85,150.15,147.48
1.28,125.7,10.47,106.23,7.83,3.68,2.91,148.13,350.36,74.59,266.11,358.69,28.07,52.9,63.64,129.79,7.82,221.83,48.35,4,149.1,147.78
1.28,124.72,10.5,106.35,7.9,3.7,3.02,144.94,350.82,76.24,270.88,357.06,28.1,53.62,63.64,128.91,7.73,220.75,47.3,4,149.1,147.5
1.28,124.03,10.16,106.35,7.68,3.68,2.99,144.25,348.63,78.79,262.83,355.41,28.19,58.77,63.55,135.91,7.77,220.14,49,4.04,150.3,146.79
1.3,126.16,10.25,106.28,7.42,3.67,2.99,146.55,351.51,78.53,265.02,358.69,28.58,58.22,64.23,136.03,7.68,221,49.9,4.05,151.55,148.52
1.29,127.2,10.21,106.03,7.59,3.72,3,144.25,355.09,79.9,266.17,358.7,28.16,58.2,64.82,137.75,7.46,226.78,48.8,4.04,153.2,149.84
1.34,124.6,10.16,105.77,7.52,3.74,2.93,143.59,353.66,78.98,262.76,358.17,27.25,56.21,63.29,136.54,7.14,223.89,46.1,4.04,152.05,147.37
1.34,126.33,10.21,105.56,7.61,3.68,2.9,142.67,350.04,79.47,262.01,352.44,34.83,56.37,62.96,134.98,6.91,222.45,43.05,4,149.05,144.68
1.32,119.36,10.19,105.01,7.61,3.63,2.85,142.67,339.54,76.85,260.31,339.69,37.69,56.51,63.56,130.02,7.23,219.15,45.2,4.03,149.6,140.95
1.31,119.3,9.9,103.21,7.57,3.58,2.82,140.75,343.05,76.64,260.85,341.72,38.75,57.09,63.77,132.17,7.49,223.34,47.6,4.08,150.35,141.84
1.32,121.14,9.96,103.47,7.52,3.59,2.85,138.71,344.79,77.68,260.08,342.36,38.28,57.59,64.42,133.87,7.78,224.64,49.35,4.14,153,142.19
1.31,121.2,10.15,109.95,7.71,3.63,2.83,136.99,341.87,77.63,258.62,339.5,39.09,56.68,63.92,135,8.17,224.81,50.55,4.17,153.3,142.98
1.32,122.18,10.16,109.21,7.69,4.05,2.82,135.61,346.82,77.22,259.55,342.2,39.77,57.94,63.97,135.29,8.03,226.28,50.7,4.18,153.3,144.01
1.32,122.93,10.36,110.73,7.74,4.04,2.81,135.06,346.36,77.42,260.95,341.78,39.79,57.41,64.37,135.6,8.12,226.65,51.1,4.1,154,144.8
1.32,123.1,10.59,111.42,7.9,4.06,2.83,142.73,349.64,79.08,264.03,340.49,39.86,58.45,65.61,139.88,8.2,229.95,50.5,4.1,156,147.65
1.31,122.01,10.68,111.93,7.84,3.99,2.87,136.64,344.72,77.56,258.16,333.1,39.42,55.44,64.61,137.5,8.16,224.64,50.45,4.18,153.5,145.75
1.3,119.82,10.56,112.39,7.63,3.96,2.92,137.07,344.33,76.76,258.67,333.46,39.35,54.83,64.35,136.64,8.13,223.35,50.45,4.35,154.1,145.06
1.29,123.62,10.74,111.86,7.61,3.96,2.88,136.39,340.1,76.43,255.51,331.68,39.01,54.67,63.79,135.59,8.11,221.69,50.1,4.34,154.55,144.02
1.32,128.01,10.99,112.32,7.66,3.99,2.86,137.05,340.82,76.23,253.87,333.23,38.62,53.9,63.37,135.46,7.97,222.6,49.3,4.36,154.15,144.64
1.31,128.18,10.93,111.98,7.68,3.95,2.86,135.7,338.63,75.69,254.09,331.4,37.97,53.09,63.5,137.26,8.04,222.74,50.45,4.37,157.45,145.32
1.31,128.58,10.86,111.98,7.64,3.91,2.84,135.27,344.93,75.02,254,335.25,37.4,54.63,63.32,137.29,8.01,223.9,50.95,4.11,145.6,143.81
1.31,133.66,10.91,111.81,7.69,3.96,2.85,132.68,347.58,75,256.52,335.6,38.36,55.12,64.32,137.58,7.79,225.38,50,4.47,151.65,144.08
1.3,133.14,10.83,111.86,7.65,3.91,2.86,130.67,347.22,74.91,255.67,335.47,38.8,55.23,66.23,138.82,7.88,223.75,50.45,4.49,150.55,144.92
1.33,130.08,10.63,111.58,7.51,3.86,2.84,129.29,338.83,73.18,249.15,327.15,38.55,54.59,65.29,135.77,7.72,218.37,49.6,4.49,147.85,140.63
1.32,127.43,10.84,110.94,7.43,3.77,2.87,125.85,345.77,72.14,253.98,336.31,37.9,53.54,65.28,133.78,7.56,218.81,49.4,4.49,146.75,137.19
1.31,131.29,10.77,111.1,7.36,3.8,2.86,124.78,355.23,74.69,262.24,343.93,38.72,55.63,67.37,138.13,7.38,223.47,49.2,4.5,148.1,140.69
1.33,131.23,10.97,112.55,7.54,3.83,2.84,123.61,349.29,73.89,254.78,338.85,38.63,54.39,65.55,134.47,7.5,221.07,49.2,4.5,148.95,138.2
1.32,130.6,10.84,114.51,7.56,3.83,2.83,120.91,344.71,73.4,253.18,335.33,37.92,54.15,64.5,131.53,7.6,217.28,50.2,4.5,148.9,137.17
1.33,133.6,10.81,114.1,7.64,3.82,2.85,120.91,349.12,74.21,257.76,337.93,39.31,55.47,63.53,135.07,7.93,220.9,52.5,4.5,151.35,138.36
1.33,133.6,10.81,114.1,7.64,3.82,2.87,124.29,349.12,74.21,257.76,337.93,39.31,55.47,63.53,135.07,7.93,220.9,52.5,4.5,151.35,138.36
1.33,133.6,10.81,114.1,7.64,3.82,2.85,122.92,345.52,72.83,253.41,333,39.48,53.93,62.61,131.42,8.24,218.88,53.65,4.75,148.95,136.37
1.33,133.25,10.57,114.93,7.54,3.75,2.81,120.53,346.04,73.67,259.13,334.71,42.4,55.31,63.72,134.56,8.33,220.32,55.35,5,151.4,138.12
1.31,131.93,10.48,114.07,7.58,3.67,2.69,118.32,353.44,74.18,259.91,341.79,41.98,56.56,63.93,136.17,8.23,218.54,55.3,5.24,152.75,138.68
1.34,134.17,10.87,114.17,7.84,3.79,2.65,118.32,360.03,74.18,260.99,346.65,42.86,57.38,65.23,138.93,8.42,221.22,56.3,5.35,154.95,140.17
1.34,133.77,10.92,115.55,7.9,3.8,2.66,119.73,351.72,72.41,256.31,334.66,41.84,57.02,64.59,134.24,8.24,215.74,54.9,5,151.4,136.67
1.32,134.12,10.88,116.82,7.92,3.85,2.58,118.09,347.59,72.09,257.14,335.91,41.31,57.4,64.83,134.58,8.06,214.96,54.15,4.95,151.6,136.75
1.31,135.73,10.98,117.11,7.91,3.89,2.53,116.4,346.74,72.52,254.8,339.36,42.09,58.19,65.34,136.79,8.03,214.45,54.2,5.12,154.35,139.44
1.26,134.35,10.77,117.22,7.84,3.88,2.48,120.91,346.65,72.22,254.52,339.44,42.78,58.53,65.86,136.48,8,216.32,54.2,5.95,153.7,138.14
1.24,134.92,10.89,116.7,7.77,3.86,2.48,123.49,352.05,72.69,257.21,342.88,43.1,59.24,65.99,137.51,8.33,218.22,55.1,5.95,154.8,140.24
1.21,128.24,10.82,116.93,7.8,3.8,2.47,126.08,350.6,72.38,256.67,342.6,42.79,58.9,66.57,137.56,8.36,218.41,54.95,5.99,154,139.9
1.24,129.62,10.99,117.28,7.87,3.85,2.52,127.54,351.75,73.03,258.7,345.7,42.97,59.62,67.53,139.47,8.33,218.4,54.85,6.05,155.4,140.51
1.29,130.08,11.06,118.49,7.89,3.77,2.46,127.14,355.04,73.45,260.99,349.14,43.01,60.53,69.35,140.52,8.49,221.41,55.45,6.02,157.45,142.38
1.28,129.16,11.26,119.47,7.89,3.81,2.52,127.14,357.7,73.61,263.8,351.15,42.74,61.4,69.93,140.4,8.69,225.49,56.2,6,159.25,143.02
1.29,130.43,11.44,118.78,7.78,3.84,2.49,127.14,358.02,73.05,265.59,353.38,42.99,61.14,70.61,142.06,8.58,224.98,56.05,6.02,158.85,141.83
1.32,130.48,11.45,119.24,7.89,3.8,2.48,128.75,355.92,72.59,263.56,351.99,42.7,60.88,70.94,142.03,8.56,223.11,56.25,6.08,158.9,144.17
1.31,131.81,11.51,119.64,7.95,3.74,2.48,126.39,356.12,72.82,264.97,358.6,42.74,60.98,70.78,141.12,8.74,225.96,56.65,6.09,159.25,142.3
1.27,130.08,11.34,120.34,8.12,3.74,2.43,125.5,341.52,72.02,255.78,336.49,42.8,60.33,69.29,135.5,8.68,222.02,56.35,6.09,156.8,140.96
1.27,125.53,11.13,117.86,8.06,3.69,2.36,124.61,332.62,71.63,252.5,329.5,43,59.82,68.89,134.14,8.69,214.53,56.45,5.9,154.4,140.8
1.28,127.43,11.08,119.01,8.03,3.72,2.33,123.89,333.96,72.44,251.5,330.4,42.74,60.26,69.15,131.85,8.53,211.75,56.45,5.89,155.4,140.56
1.28,126.28,10.96,120.22,8.06,3.71,2.49,122.63,321.85,72.23,245.77,322.03,41.61,59.76,68.31,131.49,8.56,203.71,56.4,6,153.35,140.68
1.3,125.53,11.08,121.09,8.03,3.71,2.34,119.61,322.04,70.87,243.21,320.84,41.98,59.09,67.8,128.04,8.45,201.31,55.25,6,151.05,138.53
1.29,125.53,11.08,121.09,8.04,3.71,2.34,120.76,307.22,70.16,234.72,308.46,41.51,57.94,66.94,126.61,8.44,197.3,55.85,5.99,150,138.36
1.29,128.7,11.28,121.37,8.05,3.7,2.33,119.33,307.16,69.89,231.76,305.7,41.99,57.38,66.52,126.49,8.47,195.68,55.95,6.02,147.55,136.9
1.29,125.41,11.22,126.04,8.05,3.67,2.3,118.67,315.68,69.42,207.33,309.93,41.44,54.37,66.31,125.07,8.19,195,56.5,6,152.5,137.26
1.29,133.19,11.2,125.3,8.06,3.69,2.28,120.36,313.85,70.49,210.66,311.44,44.55,52.47,66.5,123.2,8.3,195.07,58.1,6,155.9,137.77
1.29,134.69,11.12,126.97,8.06,3.69,2.26,119.3,317.13,71.3,215.84,317.71,44.93,52.49,67.7,126.44,8.2,196.45,58.1,6.02,157.9,138.03
1.3,135.44,11.13,126.97,8.01,3.73,2.15,117.69,329.27,71.83,221.81,324.19,44.65,53.15,66.59,128.74,8.29,199.62,57.7,6.1,160.1,138.1
1.28,132.85,11.47,128.01,8.06,3.67,2.17,118.21,327.59,72.61,221.54,326.12,54.62,53.28,66.56,131.86,8.32,201.05,60.35,6.1,160.75,139.49
1.27,129.5,11.08,127.95,8.13,3.64,2.18,116.86,326.41,73.2,222.4,324.49,55.44,54.05,67.48,133.66,8.52,201.67,60.4,6.1,162,141.03
1.28,129.5,11.08,127.6,8.33,3.7,2.16,115.62,325.3,73.42,220.17,324.04,57.26,54.1,67.62,134.65,8.67,203.92,61,6.15,163.75,141.09
1.28,128.41,10.87,127.83,8.29,3.65,2.19,116.66,318.72,73.72,218.45,319.08,56.99,52.25,67.53,131.82,8.63,203.07,59.25,6.11,163.2,141.03
1.3,127.77,10.87,127.6,8.37,3.72,2.18,116.05,319.97,73.46,218.32,319.77,54.54,52.07,67.76,131.71,8.68,201.65,59.15,6.11,162.45,141.08
1.29,129.22,10.65,128.06,8.39,3.71,2.2,115.22,321.16,73.6,220.59,319.33,54.33,52.56,68.35,131.68,8.77,200.5,59.35,6.4,163.8,141.27
1.31,131.12,10.66,127.54,8.45,3.71,2.26,116.43,324.52,73.5,220.88,320.42,57.12,52.83,68.37,131.86,8.82,201.76,60,6.4,164.2,140.86
1.32,131.29,10.44,126.85,8.52,3.79,2.23,116.43,329.02,73.84,221.67,320.45,57.95,53.79,68.44,131.89,8.82,202.52,59.9,6.42,164.3,142.03
1.34,131.29,10.19,127.03,8.59,3.81,2.21,115.59,331.36,75.53,222.75,324.28,59.65,53.58,68.59,133.92,8.96,205.77,60.3,6.44,165.2,144.09
1.32,132.04,10.31,125.99,8.49,3.82,2.19,116.68,324.5,75.42,220.74,317.13,61.72,52.89,67.99,131.06,9.02,204.37,60.8,6.47,163.2,144.45
1.34,130.37,10.15,125.7,8.49,3.77,2.19,115.56,328.23,75.25,222.46,325.32,59.8,53.46,68.04,131.81,9.16,205.56,61.5,6.45,163.5,144.88
1.32,128.64,10.17,124.14,8.48,3.75,2.19,115.79,332.81,75.14,227.49,326.35,62.08,53.64,68.1,132.22,9.58,208.73,62.6,6.4,163.25,144.65
1.33,129.33,10.39,126.1,8.45,3.73,2.19,115.39,331.93,74.92,224.73,320.8,63.01,53.35,67.78,130.67,9.62,208.12,63.15,6.47,163.5,144.25
1.35,128.29,10.14,125.64,8.45,3.73,2.19,116.66,331.93,74.92,224.73,320.8,63.01,53.35,67.78,130.67,9.62,208.12,63.15,6.47,163.5,144.25
1.32,123.16,9.59,124.89,8.34,3.66,2.19,120.65,326.48,73.79,219.44,317.2,63.97,53.02,67.25,128.01,9.69,201.81,63.15,6.25,163.95,141.9
1.32,125.06,9.87,123.97,8.4,3.63,2.19,122.49,331.57,74.43,222.69,321.04,63.74,54.39,67.49,131.06,9.95,204.04,63.2,6.25,167.6,144.04
1.35,124.72,10.06,125.58,8.4,3.64,2.19,122.92,327.25,73.62,221.07,314.54,63.68,53.91,66.74,127.25,9.67,201.71,61.25,6.15,166.65,141.62
1.35,127.43,10.36,124.89,8.57,3.7,2.19,123.35,329.99,74.2,223.26,316.63,65.3,54.67,67.45,128.88,9.57,203.47,60.95,5.94,166.55,143.71
1.3,126.85,10.18,124.49,8.56,3.71,2.19,125.5,332.81,74.49,224.28,318.17,66.07,55.55,66.9,128.29,9.44,202.6,59.95,6,167.4,143.75
1.32,125.58,10.15,125.35,8.52,3.68,2.19,127.65,329.19,74.29,222.71,320.02,67.06,55.78,67.17,128.45,9.5,201.1,60.1,6,168.6,143.5
1.29,130.08,10.18,125.01,8.56,3.66,2.19,127.48,335.22,74.8,225.18,319.91,67.9,56.15,67.39,129.15,9.61,201.51,60.5,6.15,168.45,144.58
