"X.AMRS.P.","X.GRWG.P.","U.YOLO.P.","U.CNBS.P.","U.MJ.P.","X.POTX.P.","U.STZ.P.","U.IIPR.P.","X.CARA.P.","X.TLRY.P.","X.SNDL.P.","X.CNTTQ.P."
16.2,57.71,27.69,34.27,24.96,19.02,223.21,214.57,20.03,29.21,1.53,0.72
16.72,52.69,26.81,33.16,24.05,18.17,222.49,211.57,20.13,26.29,1.43,0.74
14.65,50.73,25.94,31.75,23.26,17.26,222.38,208.5,19.69,24.79,1.26,0.71
15.26,50.62,26.76,32.49,24.28,18.16,223.93,220.16,19.82,27.98,1.45,0.72
13.82,45.86,25.04,30.74,22.85,17.04,217.93,188.64,19.26,24.5,1.37,0.69
13.8,45.63,25.09,30.12,22.56,16.53,214.14,195,18.35,24.36,1.33,0.69
15.66,51.82,25.95,31.58,23.47,17.32,217.75,196.1,18.91,25.56,1.35,0.68
19.95,49.12,25.97,31.01,23.19,17.38,218.15,191.04,18.9,25.9,1.38,0.65
17.43,43.47,25.01,29.66,22.36,16.78,216.06,187.77,18.93,25.29,1.3,0.55
16.56,40.05,23.61,27.94,21.2,15.48,211.15,182.16,18.08,22.65,1.16,0.53
16.14,40.4,23,27.37,21.21,15.23,217.01,173.74,18.09,21.63,1.14,0.6
16.83,37.79,22.61,27.42,21.27,15.38,220.63,165.65,18.11,22.42,1.18,0.74
18.87,44.62,24.22,29.29,22.54,16.53,227.1,172.72,18.65,24.41,1.39,0.76
17.39,45.42,23.79,28.95,22.35,16.17,227.06,172.02,18.66,24.1,1.31,0.75
18.02,48.74,25.4,31.12,23.88,17.43,228.61,180.73,19.45,28.2,1.42,0.76
20.65,48.95,25.73,31.16,24.05,17.69,229.39,188.48,19.3,27.57,1.42,0.79
22.34,53.35,26.84,32.73,25,18.71,229.86,194.43,18.92,30.46,1.62,0.79
21.83,51.78,25.63,31.43,23.78,17.71,230.63,192.14,19.84,26.97,1.51,0.84
21.39,54.15,26.11,31.86,24.1,17.87,233.01,194.25,19.54,27.47,1.54,0.93
19.69,50.75,25.06,30.5,23.39,17.29,231.07,178.75,19.12,25.32,1.46,0.93
20.82,54.78,25.16,30.71,23.86,17.36,234.7,178.24,19.63,25.35,1.49,0.94
22.62,55.19,24.57,30.54,23.44,16.91,230.72,175.6,19.77,23.9,1.3,0.93
21.16,52.17,23.81,29.61,22.77,16.11,229.08,172.33,19.9,23.22,1.21,0.88
18.76,45.81,23.04,28.61,22.13,15.7,229.68,172.84,19.44,22.19,1.12,0.83
19.88,45.73,23.33,29.2,22.56,16.1,231.16,178.06,19.57,22.83,1.22,0.82
19.46,44,23.07,28.61,22.47,15.82,235.31,176.77,20.13,22.08,1.13,0.78
18.71,41.65,22.47,27.79,22.05,15.5,235.98,174.06,19.99,21.63,1.12,0.73
20.02,44.34,22.28,27.9,22.36,15.46,233.95,176.75,20.59,22.04,1.14,0.72
19.1,49.69,23.64,29.05,22.9,16.05,228,180.16,21.71,22.73,1.13,0.82
19.37,50.55,23.87,29.54,22.89,16.05,229.62,186.55,21.75,22.34,1.1,0.77
19.37,50.55,23.87,29.54,22.89,16.05,229.62,186.55,21.75,22.34,1.1,0.77
17.88,50.64,23.98,29.49,22.91,15.93,230.28,189.12,23.82,22.07,1.07,0.77
18.23,50.25,23.5,29.08,22.46,15.58,236.3,193.36,27.15,21.14,1.02,0.75
16.87,49,22.68,28.05,21.86,15.02,234.94,189.52,26.53,19.76,1,0.75
16.04,55.28,22.89,28.51,22.3,15.18,224.21,193.68,27.47,19.77,1.01,0.78
16.59,54.02,23.03,28.95,22.31,15.4,224.15,188.99,29.19,19.76,1,0.77
15.54,52.35,21.94,27.5,21.22,14.36,226.31,191.11,28.36,17.19,0.93,0.76
15.36,51.65,22.11,27.82,21.42,14.45,226.57,190.64,27.49,18.32,0.98,0.75
16.06,47.58,21.61,27.17,21.06,14.14,228.82,182.98,28.52,17.4,0.9,0.71
15.69,46.8,21.28,26.61,20.92,13.97,234.6,183.54,28.31,16.94,0.85,0.61
15.06,47.1,21.45,26.73,21.09,14.05,238.86,184.94,28.51,17.2,0.85,0.66
14.44,45.34,21.03,26.49,20.99,14.21,237.6,180.8,27.34,17.44,0.94,0.63
14.41,43.34,20.21,25.39,20.05,13.43,238.31,177.07,27.49,15.89,0.84,0.69
14.98,45.81,21,26.41,20.85,13.9,241.13,179.93,27.99,16.82,0.87,0.7
15.24,44.04,20.74,26.19,20.54,13.95,238.33,178,27.13,16.46,0.83,0.66
15.19,45.13,21.16,26.84,21.15,14.1,240.58,181.96,26.34,17.07,0.83,0.7
15.67,47.08,21.53,27.17,21.5,14.46,238.51,181.78,26.51,17.85,0.87,0.69
15.18,45.05,21.38,26.66,21.24,14.44,238.35,183.38,26.1,17.72,0.9,0.69
15.36,45.83,21.95,27.51,21.95,14.94,237.9,184.81,25.79,19.32,0.94,0.68
14.77,44.61,21.66,27.18,21.51,14.97,241.6,182.99,14.07,18.65,0.9,0.67
14.56,43.6,21.77,26.8,21.38,14.91,240.32,183.13,12.95,18.34,0.86,0.7
14.36,43.78,21.6,26.57,21.05,14.36,243.02,178.69,13.07,17.02,0.83,0.67
14.56,42.18,21.16,26.19,20.86,14.1,240,174.89,12.5,16.1,0.79,0.63
13.61,42.22,21.15,26.14,20.86,14.44,239.7,173.07,12.5,15.9,0.78,0.62
11.41,40.65,20.67,25.38,20.45,13.66,241.62,180.3,12.44,14.15,0.71,0.64
12.22,43.07,21.38,26.08,21.34,14.44,240.92,184.73,12.56,16.18,0.77,0.62
11.44,41.64,20.41,24.86,20.7,13.87,239.19,175.26,12.38,15.04,0.73,0.6
11.57,39.96,20.13,24.67,20.42,13.52,234.04,170.1,13.02,15.66,0.74,0.63
10.82,36.56,19.37,23.75,19.57,12.91,229.75,166.47,13.13,14.53,0.7,0.61
10.99,35.53,18.9,22.81,19.2,12.4,231,166.88,12.88,13.68,0.69,0.58
11.67,39.93,19.63,23.6,19.69,12.56,234.44,175.41,13.2,13.93,0.71,0.6
12.54,39.18,19.82,23.9,19.92,12.75,235.87,172.75,13.38,15.16,0.75,0.61
12.64,38.71,19.76,24.14,20.32,13.3,234.11,169.96,13.35,15.58,0.79,0.6
12.89,38.51,19.37,23.64,19.94,12.8,232.38,169.25,13.36,15.02,0.73,0.56
13.58,38.9,19.48,23.84,20.09,13.09,236.1,174.77,13.46,14.94,0.77,0.56
13.51,37.32,19.65,23.91,20.16,13.22,237.28,173.01,13.27,15.23,0.76,0.58
13.39,36.87,19.67,24.13,20.11,13.14,236.48,177.4,13.36,15.03,0.72,0.56
13.41,38.99,19.93,24.46,20.5,13.45,237.94,178.99,13.29,15.46,0.76,0.58
14.39,42.56,20.5,24.94,21.05,14.08,237.19,183.03,13.6,16.67,0.86,0.59
15.08,42.32,20.7,25.38,21.24,14.38,236.99,181.51,13.66,17.17,0.84,0.59
14.23,44.41,21,26.04,21.58,15.27,239.72,180.23,13.59,16.67,0.97,0.75
14.23,44.41,21,26.04,21.58,15.27,239.72,180.23,13.59,16.67,0.97,0.75
14.55,42.34,20.74,25.47,20.91,14.78,237.35,183.94,13.27,16.98,1,0.71
14.93,43.01,21.41,26.24,21.62,15.52,239.31,184.86,13.24,19,1.13,0.7
14.52,42.22,21.15,26.13,21.39,15.68,238.65,180.23,13.06,19.72,1.29,0.66
14.99,42.05,21.06,25.93,21.06,14.94,239.25,181.27,13,18.8,1.09,0.62
15.96,43.83,21.56,26.6,21.91,15.53,239.08,188.84,13.47,19.72,1.16,0.63
16.12,44.1,21.49,26.64,21.94,15.66,238.37,188.88,13.53,20.22,1.16,0.61
15.94,43.64,21.55,26.59,22.06,15.71,236.67,188.98,13.83,21.43,1.14,0.6
15.63,41.64,21.31,26.26,21.49,15.15,237.17,191.26,13.86,20.05,1.03,0.61
15.85,42.38,21.34,26.47,21.59,15.19,237.89,191.73,13.96,19.89,1.05,0.6
15.66,42.71,21.15,26.19,21.25,14.9,236.37,191.74,14.36,19.16,1.06,0.63
15.24,40,20.6,25.56,20.67,14.51,236.08,189.25,14.18,17.98,1,0.59
15.82,40.81,20.47,25.61,20.63,14.47,233.97,189.76,14.55,18.13,0.99,0.59
16.08,40.8,20.42,25.66,20.42,14.25,229.74,189.77,14.65,17.47,0.96,0.59
15.83,40.29,19.89,25.03,19.94,13.67,221.25,184.37,14.55,16.91,0.92,0.6
16.09,41.12,20.23,25.19,20.32,13.85,225.94,188.61,14.34,17.37,0.91,0.58
15.94,42.16,20.12,24.78,20.13,13.66,224.7,189.19,13.89,17.43,0.89,0.58
16.68,43.97,20.56,25.27,20.43,14.14,224.25,189.98,13.98,17.61,1,0.57
16.75,44.68,21.23,26.11,20.96,14.48,226,193,14.51,18.26,1,0.54
16.5,43.41,21.17,25.78,20.8,14.4,228.6,195.24,14.68,18.2,0.97,0.58
16.73,48.42,21.29,26.09,20.99,14.24,229.39,195.7,14.53,18.63,0.98,0.56
16.42,49.09,21.15,25.93,20.67,13.8,230.98,193.99,14.43,17.86,0.95,0.54
16.37,48.1,21.09,25.79,20.58,13.78,233.89,191.02,14.27,18.08,0.95,0.56
16.99,49.65,21.24,25.92,20.62,13.7,232.03,193.59,14.45,17.84,0.92,0.55
16.62,49.03,21.19,25.56,20.28,13.57,231.42,199.15,14.38,17.23,0.9,0.56
16.62,49.03,21.19,25.56,20.28,13.57,231.42,199.15,14.38,17.23,0.9,0.56
15.99,51.48,20.79,25.12,19.97,13.08,229.46,202.17,14.33,16.72,0.89,0.53
15.37,47.23,20.55,25.1,19.42,12.93,227.08,200,13.85,16.23,0.96,0.52
15.44,45.57,20.23,24.71,19.24,12.7,227.01,197.02,13.81,16.25,0.89,0.52
15.67,45.82,20.63,24.87,19.5,12.85,227.69,203.98,13.91,16.17,0.89,0.52
15.05,46.21,20.69,24.8,19.47,12.79,226.46,207.8,13.93,16.24,0.86,0.52
14.15,45.75,20.74,24.92,19.47,12.9,225.45,208.19,13.45,16.32,0.88,0.44
13.7,40.67,19.84,23.86,18.6,12.22,225.78,202.28,13.11,15.01,0.84,0.42
13.55,39.79,19.55,23.47,18.2,11.93,224.96,203.93,12.94,14.4,0.82,0.42
13.06,38.08,19.11,22.7,17.75,11.6,224.01,209.04,12.99,13.91,0.81,0.5
14.39,38.47,18.44,22.3,17.44,11.46,222.02,202.5,13.02,13.6,0.81,0.4
14.78,39.86,19,22.79,17.79,11.65,225.17,207.99,12.78,14.16,0.84,0.4
15.54,41.69,19.46,23.24,18.27,11.98,225.85,213.7,12.96,14.6,0.87,0.4
15.84,40.62,19.14,22.93,17.81,11.57,223.84,211.09,12.61,13.88,0.82,0.4
15.56,39.91,18.9,22.67,17.71,11.45,224.58,212.35,11.94,13.59,0.8,0.35
14.88,40.21,18.81,22.64,17.83,11.56,224.82,212.6,12.07,13.7,0.82,0.29
14.54,39.7,18.24,22.01,17.44,11.06,226.36,210.86,11.87,12.73,0.79,0.26
15.07,41.92,19.21,23.22,18.54,12,226.42,213.84,12.09,16.01,0.85,0.28
15.11,41.64,19.15,23.05,18.32,11.71,224.57,214.38,12.2,15.42,0.82,0.27
14.58,40.67,18.89,22.77,17.96,11.45,224.34,214.99,11.97,14.61,0.82,0.29
14.46,40.3,18.96,22.75,17.88,11.52,222.79,214.08,12.15,14.61,0.81,0.32
14.4,40.91,18.83,22.49,17.89,11.4,221.34,213.54,11.67,14.25,0.82,0.34
14.15,41.14,18.52,22.13,17.42,11.02,219.39,213.89,11.55,13.96,0.78,0.34
14.46,42.46,19.12,22.92,18.05,11.44,219.51,216.94,12.5,14.47,0.82,0.32
14.54,42.34,19.23,22.76,17.99,11.25,218.8,228.45,12.78,14.42,0.8,0.33
15.04,43.59,19.49,22.94,18.01,11.35,217.19,227.86,12.51,14.71,0.83,0.32
14.68,43.04,19.47,23.23,18.08,11.56,218.06,227.99,12.99,14.79,0.81,0.29
13.64,43.07,19.23,22.73,17.87,11.37,213.4,229.56,13.12,14.3,0.81,0.27
13.37,35.72,18.79,22.14,17.31,11.15,211.94,232.28,13.33,14.1,0.83,0.32
12.95,31.49,18.17,21.65,17.03,10.95,213.64,233.3,13.85,13.3,0.75,0.33
13.81,30.62,17.85,20.89,16.43,10.63,214.05,229.78,12.54,13.12,0.73,0.27
12.98,29.33,17.58,20.65,16.3,10.26,213.31,228.44,12.72,13.12,0.71,0.27
12.5,29.08,17.61,20.92,16.35,10.34,214.43,231.49,13.07,13.26,0.72,0.27
12.13,29.03,17.1,20.18,15.88,9.8,213.88,229.08,12.41,12.68,0.7,0.27
13.99,29.49,17.14,20.23,15.95,9.85,213.83,233.88,13.7,12.83,0.7,0.26
14.45,31.07,17.5,20.88,16.53,10.27,216.01,237.15,14.28,13.37,0.72,0.29
14.48,32.46,17.94,21.26,16.83,10.6,216.83,239.87,14.88,13.8,0.77,0.31
15.38,31.68,17.89,21.24,16.64,10.5,214.98,237.68,14.27,13.54,0.78,0.34
15.24,31.25,17.66,20.82,16.35,10.15,214.35,236.82,13.66,13.25,0.74,0.31
16.05,31.16,17.9,21.07,16.62,10.24,212.42,240.51,14.58,13.42,0.76,0.4
15.16,30.57,17.68,20.79,16.33,10.23,211.79,244.15,14.83,13.13,0.75,0.41
15.05,31.99,17.92,21.22,16.71,10.47,211.14,245.91,15.78,13.69,0.78,0.35
14.86,31.97,17.76,21.07,16.52,10.25,214.91,247.58,16.06,13.57,0.77,0.39
15,31.54,17.83,21.3,16.85,10.5,212.46,249.21,15.74,13.85,0.8,0.36
13.82,31.8,17.95,21.36,16.72,10.4,211.83,252.08,15.24,13.59,0.78,0.39
13.82,31.8,17.95,21.36,16.72,10.4,211.83,252.08,15.24,13.59,0.78,0.39
13.29,31.33,17.72,21.05,16.47,10.26,209.28,249.91,15.62,13.3,0.75,0.35
13.49,30.1,17.24,20.39,15.96,9.86,216.97,248.44,15.54,12.8,0.73,0.35
13.68,30.41,16.96,20.26,15.88,9.87,216.01,243.8,15.56,12.86,0.73,0.34
13.3,29.5,16.58,19.84,15.64,9.66,213.91,234.99,15.27,12.41,0.72,0.35
13.52,28.38,16.37,19.61,15.47,9.4,214.9,228.29,14.9,12.23,0.74,0.35
13.14,25.83,16.02,19.09,14.96,9.29,215.59,228.43,14.63,11.74,0.71,0.35
13.29,26.89,16.75,19.71,15.24,9.24,218.5,238.43,14.77,12.03,0.73,0.32
13.59,26.99,16.79,19.76,15.2,9.36,215.45,235.48,14.93,12.01,0.72,0.32
13.74,26.97,16.7,19.8,15.17,9.33,214.85,232.74,15.25,12.17,0.73,0.33
12.88,26.15,15.97,18.89,14.52,8.83,210.13,233.76,15.31,11.23,0.68,0.32
13.48,25.98,16.3,19.19,14.5,8.91,209.08,233.14,15.6,11.22,0.69,0.33
13.23,26.6,16.8,19.68,14.81,9.07,211.3,239.67,15.63,11.63,0.7,0.34
13.51,27.61,17.21,20.05,15.1,9.3,214.02,245.7,15.85,12.02,0.7,0.34
14.05,25.79,17.06,20,14.67,9.11,212.62,244.88,15.93,11.67,0.67,0.34
14.61,27.02,17.25,20.3,15.03,9.45,211.67,241.53,16.04,12.22,0.73,0.3
13.65,25.77,16.88,19.76,14.74,9.13,209.96,233.9,15.38,11.63,0.69,0.34
13.56,25.01,16.36,19.32,14.44,8.94,211.76,231.19,15.36,11.11,0.68,0.32
13.73,24.67,16.45,19.28,14.39,8.94,210.69,231.17,15.45,11.29,0.68,0.16
13.91,24.73,16.47,19.35,14.43,8.82,213.48,234.18,15.25,11.15,0.67,0.15
12.75,23.18,15.95,18.65,14.11,8.57,213.02,228.48,14.44,10.74,0.63,0.01
12.63,23.4,16.19,18.72,14.32,8.8,213.06,228.79,14.19,11.1,0.64,0.2
12.03,23.4,16.11,18.66,14.25,8.63,211.62,230.84,13.75,10.79,0.63,0.02
12.17,24.21,16.29,18.94,14.48,8.89,216.51,236.86,14.15,11.02,0.65,0.02
11.97,23.54,16.01,18.69,14.29,8.84,219.66,232.53,14.18,10.49,0.68,0.02
12.05,23.17,15.87,18.57,14.07,8.62,219.7,231.07,13.97,10.16,0.68,0.05
12.25,23.75,15.81,18.53,14.26,8.66,218.84,234.27,13.74,10.28,0.66,0.16
12.61,20.92,15.77,18.44,14.22,8.77,219.13,239.61,13.35,10.29,0.66,0.06
13.45,22.01,15.81,18.5,14.4,8.9,220.37,242.84,13.34,10.39,0.66,0.09
13.22,21.91,15.48,18.13,14.15,8.66,218.95,239.05,13.16,10.24,0.66,0.06
13.4,22.1,15.29,17.81,13.91,8.59,215.6,240.82,12.72,10.07,0.65,0.06
13.4,22.95,15.99,18.74,14.62,9.2,216.24,246.31,12.83,11.66,0.69,0.06
13.45,22.91,16.26,18.87,14.63,9.15,218.15,252.68,12.89,11.59,0.68,0.06
14.17,22.9,16.22,18.76,14.64,9.2,218.41,256.69,12.99,11.56,0.7,0.06
14.03,22.03,15.84,18.15,14.21,8.86,219.4,259.71,12.7,11.08,0.66,0.06
14.24,22.58,15.73,18.08,14.29,8.85,217.69,265.14,13.22,11,0.66,0.06
14.24,21.79,15.51,17.86,14.03,8.69,218.21,264.77,14.19,10.71,0.66,0.09
13.96,21.07,14.97,17.4,13.62,8.59,214.95,254.66,16.42,10.3,0.65,0.05
14.85,21.27,15.17,17.44,13.78,8.64,216.77,261.5,16.95,10.5,0.66,0.05
