"X.AMRS.P.","X.GRWG.P.","U.YOLO.P.","U.CNBS.P.","U.MJ.P.","X.POTX.P.","U.STZ.P.","U.IIPR.P.","X.CARA.P.","X.TLRY.P.","X.SNDL.P.","X.CNTTQ.P."
8.05,4.18,0,0,37.42,0,217.77,44.2,18.99,131.95,0,10.24
7.7,4.19,0,0,39.23,0,225.69,42.61,19.34,148.3,0,10.65
7.47,4.39,0,0,42.48,0,223.71,42.99,19.4,165.64,0,11.45
7.56,4.28,0,0,40.9,0,226.96,43.4,20.67,158.38,0,10.43
7.37,4.26,0,0,39.71,0,227.2,43.06,20.37,148.25,0,10.46
7.8,4.08,0,0,39.4,0,225.09,41.84,19.96,152.53,0,10.28
7.54,3.92,0,0,37.5,0,222.93,40.28,19.67,145.3,0,9.25
7.46,3.56,0,0,33.99,0,219.16,40.83,19.27,122.6,0,8.2
7.21,3.59,0,0,33.01,0,214.88,40.49,18.69,120.79,0,7.75
7.09,3.21,0,0,31.43,0,212.18,40.38,17.8,109.29,0,7.73
7.29,3.41,0,0,32.27,0,213.15,41.5,18.92,106.75,0,7.7
7,3.41,0,0,31.99,0,209.96,41.43,18.67,108.08,0,7.58
7.09,3.2,0,0,29.22,0,202.75,40.95,17.98,90.68,0,6.3
7.41,3.2,0,0,29.74,0,198.47,41.3,18.21,90.1,0,6.47
7.45,3.37,0,0,31.02,0,199.23,40.99,18.74,94.79,0,6.99
7.53,3.44,0,0,31.81,0,200.88,41.01,19.81,98.98,0,6.86
7.17,3.6,0,0,32.3,0,201.32,40.89,19.69,99.49,0,6.93
7.26,3.79,0,0,33.42,0,200.3,40.21,19.55,100.98,0,7.17
7.37,3.73,0,0,34.28,0,204,41.56,19.72,106.86,0,7.49
7.41,4.14,0,0,36.7,0,206.75,42.44,19.71,139.6,0,7.71
7.32,4.12,0,0,34.46,0,204.72,45.34,20.43,118.7,0,7.2
6.34,3.85,0,0,32.51,0,203.13,44.51,19.67,108.99,0,6.62
5.86,3.47,0,0,31.87,0,201.97,44.48,18.92,113.44,0,6.18
5.9,3.37,0,0,30.85,0,199.64,45.12,18.9,111.55,0,5.92
4.14,3.2,0,0,29.5,0,197.31,46.78,18.11,102.34,0,5.52
3.87,3.45,0,0,31.17,0,197.44,47.64,18.76,107.27,0,7.07
3.98,3.26,0,0,30.64,0,196.53,50.26,19.04,110.48,0,6.32
3.68,3.03,0,0,29.5,0,193.39,50.97,17.98,106.77,0,6.07
3.56,3.06,0,0,28.9,0,190.72,49.87,17.75,104,0,6.12
3.93,3.19,0,0,29.7,0,194.21,52.08,18.37,109.31,0,6.17
3.93,3.19,0,0,29.7,0,194.21,52.08,18.37,109.31,0,6.17
3.94,3.1,0,0,30.05,0,192.84,54.59,18.58,116.03,0,6.41
4.36,3.04,0,0,29.01,0,194.11,46.75,18.79,114.14,0,6.2
4.41,2.95,0,0,28.65,0,195.8,50.17,18.35,114,0,6.38
4.75,2.98,0,0,29.77,0,201.32,49.66,18.72,110.88,0,6.55
4.81,3.04,0,0,29.29,0,196.21,49.84,18.44,107.2,0,6.25
4.94,3,0,0,29.36,0,195.76,49.35,18.18,102.45,0,6.12
4.83,3,0,0,29.1,0,198.21,50.75,18.71,102.94,0,5.98
4.21,2.88,0,0,28.1,0,191.17,49.5,17.76,100.26,0,5.6
4.21,2.88,0,0,28.1,0,191.17,49.5,17.76,100.26,0,5.6
4.17,2.85,0,0,27.55,0,190.72,49.99,17.1,99,0,5.64
4.34,2.89,0,0,28.92,0,188.61,49.94,16.07,100.25,0,5.83
4.42,2.92,0,0,28.6,0,187.3,50.49,15.83,97.14,0,5.57
4.35,2.98,0,0,29.08,0,188.77,50.47,15.7,94.07,0,6
4.35,3.01,0,0,28.39,0,186.73,50.64,15.54,84.48,0,5.79
4.21,2.8,0,0,27.45,0,182.63,51.75,14.08,75.52,0,5.54
4.09,2.89,0,0,27.23,0,181.27,52.11,14.05,75.13,0,5.46
3.99,2.67,0,0,26.4,0,176.05,50.03,13.98,65.89,0,5.2
3.75,2.5,0,0,26.55,0,172.62,50.97,13.8,76.5,0,5.24
3.58,2.54,0,0,25.85,0,172.09,50.11,13.36,71,0,4.99
3.4,2.32,0,0,25.27,0,166.88,48.88,12.98,78.3,0,4.75
3.02,2.23,0,0,24.18,0,162.18,44.98,12.65,74.87,0,4.51
3.16,2.3,0,0,23.66,0,156.95,43.26,12.45,71.38,0,4.9
3.16,2.3,0,0,23.66,0,156.95,43.26,12.45,71.38,0,4.9
3.07,2.25,0,0,24.18,0,163.42,46.37,13.19,71.5,0,5
3.46,2.19,0,0,24.14,0,163.5,44.77,12.96,71.08,0,4.69
3.53,2.15,0,0,25.15,0,162.86,45.89,12.7,75.15,0,5.05
3.34,2.25,0,0,24.94,0,160.82,45.39,13,70.54,0,4.82
3.34,2.25,0,0,24.94,0,160.82,45.39,13,70.54,0,4.82
3.78,2.37,0,0,26.42,0,164.04,45.91,14.56,70.46,0,5.19
3.86,2.52,0,0,26.44,0,161.6,45.08,14.41,70,0,5.15
3.93,2.61,0,0,27.09,0,166.62,46.3,15.18,69.95,0,5.36
4.05,2.65,0,0,27.84,0,170.12,49.66,15.99,71.9,0,5.47
4.01,2.89,0,0,27.8,0,172.34,51.53,15.45,83.26,0,5.64
4.04,2.8,0,0,28.99,0,150.94,51.47,15.67,79.7,0,6.18
3.94,2.78,0,0,29.59,0,159.93,51.1,15.77,80.4,0,6.18
3.83,2.67,0,0,30.78,0,159.21,51.78,15.83,96,0,6.12
3.74,2.72,0,0,31.29,0,160.86,54.16,15.13,100.15,0,6.28
3.81,2.72,0,0,30.28,0,160.53,53.12,15.2,82.88,0,6
3.68,2.7,0,0,30.68,0,159.88,52.84,15.25,85.61,0,6.24
3.66,2.79,0,0,30.6,0,160.36,55.01,15.39,83.45,0,6.3
3.59,2.96,0,0,31.02,0,164.15,54.32,15.35,77.2,0,6.21
3.59,2.96,0,0,31.02,0,164.15,54.32,15.35,77.2,0,6.21
3.44,3.17,0,0,30.94,0,164.73,55.97,15.34,72.8,0,6.85
3.38,3.12,0,0,30.65,0,165.59,56.93,15.02,71.74,0,6.59
3.33,3.06,0,0,31.21,0,164.79,57.9,14.97,73.96,0,6.53
3.19,3.1,0,0,32,0,166.8,59.94,15.44,75.35,0,6.87
2.94,3.04,0,0,33.8,0,167.9,61.44,14.82,81.93,0,7.1
2.8,3.04,0,0,33.23,0,168.15,58.85,14.68,79.06,0,6.95
3.12,3,0,0,33.81,0,170.61,61.3,15.16,77.48,0,7
3.39,2.99,0,0,35.16,0,173.66,61.92,15.25,80.49,0,7.7
3.19,3.02,0,0,35.86,0,173.75,63.31,15.11,81.91,0,7.48
3.16,3.23,0,0,37.27,0,172.81,65.55,15.37,83.07,0,7.71
5.47,3.16,0,0,36.57,0,174.72,64.89,15.49,83.27,0,7.85
5.48,3.18,0,0,34.65,0,172.29,62.96,15.58,78.15,0,7.49
5.45,3.26,0,0,35.22,0,174.05,62.33,15.23,79.99,0,7.58
5.7,3.24,0,0,34.33,0,175.22,64.31,16.8,79.24,0,7.44
5.01,3.39,0,0,33.53,0,172.77,66.57,16.37,75.42,0,7.26
4.9,3.3,0,0,34.4,0,171.94,65.96,16.56,75.94,0,7.89
4.64,3.35,0,0,34.93,0,174.77,65.44,16.73,77.29,0,7.83
4.59,3.35,0,0,34.94,0,173.96,60.5,16.55,76.62,0,7.91
4.96,3.46,0,0,35.69,0,174.91,64.99,17.05,76.49,0,8.14
4.96,3.46,0,0,35.69,0,174.91,64.99,17.05,76.49,0,8.14
4.53,3.45,0,0,35.63,0,174.72,65.36,16.9,77.03,0,8.65
4.47,3.38,0,0,36.23,0,166.98,64.92,16.54,81.1,0,8.77
4.63,3.35,0,0,36.11,0,165.65,68.6,16.64,79.2,0,9.32
4.93,3.29,0,0,36.54,0,169.06,72.99,16.95,79.07,0,9.6
4.9,3.13,0,0,36.13,0,167.15,78.17,17.14,77.39,0,9.06
4.6,3.01,0,0,36.83,0,169.41,78.21,16.91,78.8,0,9.21
4.66,2.88,0,0,37.08,0,169.25,79.48,17.39,79.3,0,9.26
4.74,2.77,0,0,37.09,0,169.16,78.99,17.05,81.31,0,9.13
4.65,2.7,0,0,37.12,0,171.94,78.06,17.22,79.51,0,9.43
4.8,2.58,0,0,36.65,0,170.63,76.91,17.13,77.25,0,9.02
4.72,2.72,0,0,37.28,0,167.47,75.31,16.64,76.89,0,8.96
4.56,2.6,0,0,36.67,0,166.06,71.35,16.1,75.86,0,8.95
4.37,2.63,0,0,35.63,0,167.64,69.35,16.35,69.72,0,8.31
4.27,2.76,0,0,35.68,0,166.19,69.25,16.6,70,0,8.3
4.4,2.89,0,0,36.32,0,168.33,73.3,17.13,70,0,8.82
4.66,2.88,0,0,36.57,0,168.81,75.53,17.43,72.15,0,8.74
4.4,2.93,0,0,36.9,0,170.66,77.87,19.48,71.8,0,8.9
4.15,2.9,0,0,36.8,0,170.61,77.74,18.95,72.29,0,8.77
3.93,3.06,0,0,37.35,0,170.45,80.29,18.37,72.5,0,8.88
3.81,3.22,0,0,38.34,0,171.08,86.21,19.06,72.24,0,9.5
3.88,3.08,0,0,38.74,0,167.33,89.87,19.52,69.79,0,9.81
3.1,3.19,0,0,38.37,0,164.6,88.36,19.37,70.73,0,9.72
2.78,3.07,0,0,38.44,0,169.39,90.08,19.64,70.25,0,9.96
2.26,3.02,0,0,36.83,0,169.53,87.75,18.3,67.16,0,9.63
2.09,2.99,0,0,37.05,0,168.04,85.48,18.25,67.78,0,9.45
1.88,2.96,0,0,37.3,0,171.71,89.02,18.99,66.95,0,9.79
2.34,2.95,0,0,36.14,0,170.12,87,18.79,64.85,0,10.04
2.1,2.9,0,0,36.05,0,172.5,84.69,19.1,65.94,0,8.11
2.09,3.02,0,0,36.37,0,175.33,81.69,19.62,65.52,0,7.76
2.07,3,0,0,36.63,0,177.59,79.94,19.59,63.01,0,8.01
2.13,3.01,0,0,36.38,0,176.71,76.9,19.61,63.73,0,7.72
2.5,3.11,0,0,35.96,0,179.69,76.98,19.78,63.38,0,7.47
2.9,3.01,0,0,35.92,0,191.45,80.18,19.6,61.09,0,7.36
2.77,3.02,0,0,36.3,0,193.3,82.58,19.67,59.54,0,7.62
2.99,2.99,0,0,35.87,0,192.34,83.43,20.17,56.68,0,7.76
3.55,2.99,0,0,35.27,0,190.89,81.99,20.46,56.42,0,7.4
3.75,3,0,0,35.9,0,190.1,85.02,20.34,57.05,0,7.47
2.89,3,0,0,34.99,0,191.17,84.03,19.47,53.52,0,7.03
2.87,3.01,0,0,35.09,0,190.53,84.7,18.73,52.91,0,7.17
3.45,2.99,0,0,33.9,0,190.92,83.35,19.44,49.24,0,6.87
3.95,3,0,0,34.14,0,190.01,81.74,19.28,50.16,0,6.84
4.18,2.99,0,0,34.09,0,191.58,80.38,18.07,50.68,0,7.27
5.02,2.99,24.93,0,33.88,0,198.8,80.74,18.14,48.97,0,7.11
5.02,2.99,24.93,0,33.88,0,198.8,80.74,18.14,48.97,0,7.11
4.93,2.85,25.44,0,34.91,0,205.46,80.62,17.7,51.82,0,7.35
5.12,2.93,25.51,0,34.85,0,207.48,83.92,18.91,50.26,0,7.26
5.09,2.87,25.8,0,34.94,0,210.14,84.23,19.04,51.3,0,7.56
4.86,2.8,25.54,0,34.62,0,212.16,86.6,19.4,51.27,0,7.52
4.75,2.9,25.68,0,35.31,0,212.16,86.85,19.35,53.15,0,7.3
4.67,2.72,26.24,0,35.9,0,212.54,86.91,19.47,52.73,0,7.2
4.48,2.69,26.02,0,35.66,0,211.67,85.14,19.08,51.33,0,6.76
4.05,2.74,25.59,0,35.48,0,212.09,85.72,18.94,51.95,0,6.44
4.44,2.65,24.71,0,34.86,0,209.12,84.54,19.56,50.23,0,5.59
5.04,2.6,25.12,0,35.43,0,211.4,86.21,19.75,50.22,0,6.05
4.86,2.72,25.29,0,35.51,0,210.41,84.06,20.15,49.79,0,5.98
4.9,3.24,24.56,0,34.76,0,207.87,79.49,19,47.22,0,5.77
4.78,3.12,24.64,0,34.67,0,207.19,80.49,19.13,46.05,0,5.85
4.56,3.03,24.18,0,34.02,0,201.89,79.6,19.28,46.4,0,5.6
4.54,3.02,24.91,0,34.3,0,203.23,81.23,18.81,49.85,0,6
4.25,3.07,23.94,0,32.52,0,201.06,79.99,17.68,46.47,0,5.73
4.27,3.2,24.61,0,33.29,0,205.33,82.14,18.23,48.74,0,6.08
4.39,3.36,25,0,33.85,0,204.99,86.44,18.71,48.9,0,6.21
4.33,3.56,25.18,0,33.88,0,206.8,89.01,19.16,47.59,0,6.08
4.24,3.42,24.93,0,33.67,0,204.79,88.86,19.03,45.66,0,5.98
4.09,3.65,24.65,0,33.25,0,203.05,83.71,18.21,44.18,0,5.83
4.12,3.39,25.01,0,33.89,0,205,85.24,19,44.58,0,5.88
4.24,3.38,25.14,0,34.07,0,204.97,87.41,18.95,46.24,0,5.9
4.21,3.31,24.26,0,33.03,0,206.21,86.61,18.43,44.79,0,5.69
4.02,3.3,24.76,0,33.45,0,198.68,87.29,18.05,43.88,0,5.72
4.02,3.3,24.76,0,33.45,0,198.68,87.29,18.05,43.88,0,5.72
3.75,3.16,24.8,0,33.23,0,194.24,86.48,17.98,42.76,0,5.88
3.74,3.17,24.36,0,32.44,0,188.9,81.7,21.57,40.84,0,5.61
3.55,3.25,24.11,0,31.82,0,187.29,84.06,21.39,39.12,0,5.48
3.39,3.06,23.25,0,30.97,0,176.45,84.03,20.56,38.01,0,5.27
3.57,3.03,22.46,0,30.12,0,177.23,84.12,20.23,34.66,0,5.17
3.72,3.06,23.53,0,31.62,0,184.44,84.7,20.47,36.5,0,5.3
3.68,3.09,23.31,0,31.6,0,187,92.01,20.44,35.59,0,5.24
3.62,3.05,23.06,0,31.48,0,184.16,92.66,20.07,35.7,0,5.21
3.66,3.05,23.77,0,32.08,0,188.4,95.19,20.04,38.8,0,5.25
4.1,3.08,24.19,0,32.94,0,191.96,98.49,20.3,43.14,0,5.37
4.1,3.09,23.7,0,32.55,0,194.96,94.58,19.8,40.49,0,5.31
3.95,3.09,23.7,0,32.48,0,189.32,98.46,19.63,41.82,0,5.24
4.1,3.06,23.15,0,31.95,0,189.34,100.91,19.96,40.7,0,5
3.93,3.02,22.7,0,31.17,0,187.63,108.48,19.37,39.01,0,5
3.96,3.1,22.84,0,31.53,0,187.23,115.89,19.84,40.41,0,5
4.13,3.12,23.03,0,31.55,0,181.97,119.6,19.83,41.05,0,4.93
4.12,3.1,23.11,0,31.98,0,184.32,125.31,19.73,45.47,0,5.37
3.98,3.06,23.56,0,32.53,0,185.74,134.71,20.27,49.71,0,5.21
3.67,3.06,22.91,0,31.98,0,183.73,117.52,20.64,50.45,0,5.09
3.55,3.01,22.6,0,31.69,0,181.26,124.39,19.57,48.03,0,5.17
3.22,3.04,22.17,0,31.19,0,183.9,130.97,19.73,46.81,0,5.02
3.34,3.26,22.4,0,31.3,0,185.02,125.21,20.1,47.2,0,4.97
3.43,3.32,22.85,0,31.7,0,188.21,119.69,21.15,46.35,0,4.98
3.56,3.3,22.99,0,31.68,0,196.94,123.56,21.5,46.56,0,5.02
3.65,3.37,23.26,0,32.1,0,196.09,125.02,22.37,49.3,0,5.12
3.51,3.38,22.89,0,31.62,0,198.66,120.52,22.25,47.39,0,4.97
3.47,3.36,23.15,0,31.83,0,199.9,128.68,22.08,47.74,0,5.08
3.47,3.36,23.15,0,31.83,0,199.9,128.68,22.08,47.74,0,5.08
3.43,3.18,23.13,0,31.74,0,197.49,130.16,21.81,46.98,0,4.94
3.33,3.13,22.69,0,31.26,0,200.1,124.62,21.52,45.45,0,3.83
3.35,3.12,22.52,0,31.24,0,198.04,132.29,22,45.15,0,3.6
3.21,3.39,22.29,0,30.9,0,200.79,132.31,22.44,45.93,0,3.16
3.08,3.49,21.95,0,30.66,0,197.67,137.62,22.71,45.19,0,3.11
3.14,3.35,21,0,29.46,0,199.6,126.08,24.28,43.34,0,2.58
3.12,3.5,21.6,0,30.01,0,198.59,127.42,25.42,44.22,0,3.06
3.08,3.4,21.64,0,30.12,0,197.88,128.47,26.07,44.41,0,2.75
2.95,3.71,21.9,0,30.42,0,199.38,125.68,26.91,44.25,0,2.86
2.92,3.95,21.74,0,30.18,0,202.6,123.6,25.34,43.41,0,2.93
3.01,4.14,21.5,0,29.83,0,201.57,123.32,25.91,43.59,0,2.77
3.09,4.03,20.97,0,29.48,0,201.17,113.15,25.86,42.2,0,2.73
3,3.95,20.42,24.31,29.18,0,202.29,102.98,25.48,42.97,0,2.62
3.07,4.11,20.2,24.13,28.9,0,204.09,104.92,26.27,42.98,0,2.04
2.97,4.36,19.75,23.91,28.41,0,203.01,105.39,22.75,41.83,0,1.95
2.82,4.48,20.19,24.04,28.62,0,203.92,107.73,23.04,42.09,0,2.28
2.82,4.23,20.08,23.72,28.18,0,199,106.95,22.88,40.64,0,2.18
2.96,4.22,20.21,23.9,28.19,0,200.95,108.9,23.75,40.76,0,2.15
3.09,4.45,20.13,23.81,28.08,0,196.82,105.67,23.94,40.82,0,2.35
2.93,4.49,19.7,23.38,27.02,0,193.6,101.84,22.89,40.35,8.48,2.18
2.83,4.52,20.65,24.58,28.33,0,192.74,102.71,22.63,43.24,10.45,2.27
2.82,4.41,20.28,24.12,27.5,0,186.69,98.97,22.33,42.29,11.7,2.17
2.83,4.73,20.49,24.6,28.24,0,187.19,103.44,22.22,42.53,13,2.19
2.87,4.65,20.45,24.57,28.49,0,188.16,105.96,22.63,41.93,12.85,2.17
3.63,4.9,20.62,24.75,28.71,0,193.26,104,24.04,43.89,12.3,2.25
3.59,5.1,20.51,24.4,28.55,0,194.15,102.5,23.37,42.57,11.5,3.17
3.9,4.93,20.17,24.11,28.23,0,193.05,99.61,23.03,42.46,10.44,2.32
3.87,4.95,21.11,24.93,28.92,0,196.53,107.41,23.4,46.02,10.39,2.23
3.59,4.72,20.03,23.82,27.12,0,193.36,103.3,23.03,39.04,11.08,2.12
3.44,4.74,18.84,22.44,25.71,0,194.4,102.56,22.63,35.12,11.08,1.98
3.67,4.58,19.33,22.94,26.25,0,198.79,106.1,23.35,31.31,10.54,2.1
4.41,4.6,19.25,22.78,25.98,0,201.8,110.2,23.78,29.93,10.45,2.02
4.22,4.54,19.18,22.79,25.8,0,202.48,112.74,23.73,29.3,10,1.96
4.32,4.72,19.23,22.64,26.01,0,202.85,112.69,24.25,32.34,10.01,1.86
4.06,4.83,18.77,22.04,25.41,0,201.66,106.34,23.99,29.01,9.62,1.93
4.05,5.03,18.11,21.44,24.78,0,198.51,101.5,22.93,28.29,9.64,1.85
3.97,5.33,18,21.26,24.7,0,202.44,102.67,22.96,28.2,9.53,1.77
3.71,5.15,17.39,20.31,23.8,0,198.19,101.06,22.52,26.49,8.95,1.69
3.67,5.28,17.82,20.79,24.04,0,201.83,102.37,23,27.2,8.75,1.67
3.73,5.35,17.91,20.8,24.26,0,204.63,101.66,23.74,26.74,7.86,1.79
3.78,5.42,17.57,20.59,24.01,0,204.35,89.16,23.44,25.67,7.96,1.74
3.78,5.42,17.57,20.59,24.01,0,204.35,89.16,23.44,25.67,7.96,1.74
3.8,5.68,18.06,20.95,24.65,0,208.35,90.79,22.59,30.1,8.21,1.64
3.97,5.47,18.1,20.95,24.28,0,210.18,85.15,22.97,30,7.85,1.65
4.1,5.23,18.49,21.71,25.33,0,204.93,88.25,23.63,32.08,8.03,1.76
4.15,5.2,18.84,22.17,25.73,0,204.75,83.3,23.55,32.06,7.7,1.78
4.28,4.94,18.48,21.66,25.02,0,206.75,86.04,22.82,30.15,7.71,1.65
4.56,5.09,18.78,21.99,25.49,0,208.18,85.9,23.56,31.13,8.02,1.68
4.81,5.1,18.92,22.09,25.71,0,206.77,90.87,23.88,30.71,8.67,1.66
4.72,5,18.38,21.62,25.08,0,203.97,88.39,23.01,30.57,8.65,1.61
4.8,5.05,18.49,21.78,25.22,0,204.07,91.33,23.3,31.65,8.75,1.61
4.79,5,18.17,21.36,24.59,0,203.84,91.07,23.71,30.79,8.79,1.5
4.56,4.97,17.98,21.14,24.06,0,205.75,94.93,23.73,30.5,8.77,1.29
4.41,5.1,17.85,20.91,24,0,207.33,95.4,23.22,30.48,8.52,1.27
4.38,5.09,17.51,20.45,23.58,0,207.34,97.34,22.94,29.96,7.5,1.37
4.39,4.95,17.28,20.28,23.19,23.91,205.1,95.21,22.16,29,7.07,1.31
4.55,4.9,17.12,20.08,22.99,23.76,205.77,95.53,22.01,28.19,6.7,1.29
4.55,4.62,16.17,19.31,21.94,22.71,205.04,89.79,20.03,26.73,6.19,1.18
4.79,4.33,15.62,19.12,22.09,22.4,204,91.39,20.03,26.6,5.61,1.13
4.74,4.2,15.57,19.05,21.99,22.63,206.07,95.1,18.85,26.71,4.45,1.2
4.76,4.38,15.28,18.56,21.46,21.97,206,95.74,18.64,25.94,4.11,1.2
4.76,4.25,14.56,17.99,20.76,20.93,207.28,92.37,18.28,24.74,4.8,1.12
4.69,4.31,14,17.27,20.26,20,209.41,88.57,17.9,24.18,4.88,1.12
4.57,4.18,14.45,17.35,20.27,20.15,206.79,90.77,18.66,24.05,4.66,1.07
4.35,4.05,14.93,17.97,21.03,20.9,194.26,89.92,19.07,24.88,4.97,1.11
4.4,4.1,14.87,17.96,20.88,20.82,193.74,91.28,19.32,24.06,4.67,1.09
4.31,4,14.55,17.53,20.39,20.26,188.74,89.38,19.04,24.26,4.52,1.08
4,3.9,14.22,17.2,20.04,20,189.52,86.46,18.32,23.94,4.4,1.04
3.6,3.85,14.05,17.14,19.85,19.72,191.46,86.15,18.03,23.87,5.22,1.04
3.46,3.59,13.1,15.97,18.67,18,192.71,76.96,18.62,20.65,4.54,0.9
3.65,3.75,13.23,16.02,18.65,17.85,193.08,78.77,18.84,20.96,4.46,0.92
3.53,3.52,13.1,15.93,18.41,17.77,192.97,77.81,18.86,20.66,4.41,1.04
3.46,3.94,13.8,16.62,19.62,18.74,196.76,78.21,19.38,22.12,4.48,1.38
3.46,3.84,13.55,16.41,19.35,18.35,198.48,77,19.34,21.73,4.1,1.32
3.76,3.97,14.14,16.95,20.06,19.14,197.29,76.53,19.69,22.49,4.2,1.37
3.61,4,13.81,16.6,19.61,18.62,197.02,72.54,19.13,21.37,4.1,1.32
3.8,3.95,13.88,16.63,19.92,18.79,194.58,73.6,19.44,22.44,3.91,1.36
3.71,3.97,13.66,16.52,19.83,18.4,196.81,72.12,19.33,22.15,3.82,1.33
3.73,3.9,13.98,16.87,20.22,18.97,197.54,71.54,19.56,22.63,4.08,1.31
3.71,3.85,13.97,16.95,20.45,19.21,196.69,72.5,19.88,24.38,3.9,1.33
3.69,3.86,14.07,17.06,20.48,19.34,195.84,71.85,20.06,23.67,3.94,1.22
3.69,4.21,14.02,16.8,20.15,19.07,192.92,67.69,20.25,23.09,3.8,1.15
3.7,4.13,13.46,16.18,19.56,18.3,192.98,69.05,20.36,22.15,3.53,1.08
3.42,4.04,13.37,16.05,19.43,18.12,191.54,72.64,20.35,22.21,3.37,1.09
3.32,4.05,13.28,15.88,19.39,17.95,190.33,76,20.76,22.31,3.25,1.13
3.63,4.18,13.35,16.08,19.6,18.14,191,75.54,21.15,21.62,3.19,1.2
4.02,4.15,13.25,15.87,19.59,17.95,193.92,75.89,20.38,22.1,2.97,1.26
4.18,4.16,13.27,16.03,19.64,18.09,191.72,77.13,20.74,22.43,2.93,1.18
3.96,4.12,13.11,15.78,19.25,17.82,193.21,72.6,19.41,22.89,3.21,1.12
3.98,4.42,13.02,15.59,18.82,17.48,190.28,79.83,20.68,22.24,3.51,1.03
4.52,4.77,13.72,16.32,19.64,18.27,187.56,85.22,21.18,23.42,3.8,1.04
4.44,4.6,13.4,15.83,19.15,17.8,184.52,81.64,21.27,21.92,3.88,1.04
4.18,4.43,12.89,15.34,18.56,17.14,183.83,80.03,21.69,21.57,3.81,0.98
3.71,4.18,12.43,14.86,18.01,16.36,184.01,81.98,21.43,20.93,3.61,0.97
3.89,3.81,12.06,14.16,17.19,15.61,182.86,82.55,21.44,19.81,3.26,0.89
3.86,4.06,12.08,13.93,16.8,14.95,179.65,85.48,21.16,19.93,3.13,0.87
3.76,4.02,11.7,13.26,16.07,14.01,174.89,82.84,21.17,19.91,2.81,0.8
3.71,3.88,11.95,13.7,16.63,14.67,180.96,82.75,22.4,19.98,2.88,0.84
3.77,4.02,12.54,14.21,17.18,15.57,185.86,80,22.55,20.92,2.78,0.9
3.72,4.22,13.25,15.23,18.58,17.12,186.63,79.85,23.32,22.43,3.22,0.96
3.75,4.25,12.67,14.56,17.55,16,181.22,77.93,24.07,21.33,2.98,0.9
3.9,4.5,12.42,14.36,17.28,15.51,183.57,77.97,24.45,20.79,2.74,0.91
3.94,4.73,12.23,14.24,16.98,15.05,184.06,78.03,24.55,20.05,2.65,0.84
4,4.69,12.46,14.38,17.27,15.31,185.75,77.04,25.94,20.24,2.55,0.83
4,4.69,12.46,14.38,17.27,15.31,185.75,77.04,25.94,20.24,2.55,0.83
4.02,4.85,12.53,14.39,17.26,15.36,186.06,77.41,25.98,19.84,2.42,0.8
3.9,4.35,12.17,13.99,16.92,15.04,186.08,77.5,25.88,19.01,2.37,0.77
3.94,4.01,12.1,13.82,17.05,15.25,184.49,78.09,16.93,19.55,2.3,0.78
3.65,4.07,11.97,13.68,16.86,15.09,184.29,76.32,17.03,18.76,2.16,0.78
3.4,3.92,11.76,13.51,16.84,14.92,182.46,72.54,16.13,18.39,2.09,0.79
3.24,4.01,11.83,13.4,16.84,14.83,183.65,73.09,16.75,18.2,1.95,0.84
3.15,4.03,12.02,13.57,17.4,15.43,181.27,72.82,16.26,19.2,2.29,0.91
3.34,4.38,11.91,13.36,17.07,15.18,180.93,74.1,16.87,18.55,2.08,0.84
3.24,4.58,11.75,13.19,16.97,15.01,181.62,73.42,16.35,18.2,2.23,0.82
3.5,4.49,12.06,13.61,17.46,15.53,179.79,73.65,16.4,18.93,2.43,0.84
3.26,4.39,12.06,13.63,17.49,15.65,182.06,74.01,16.57,18.6,2.52,0.84
3.36,4.32,12.07,13.62,17.52,15.62,182.89,74,17.02,18.21,2.53,0.86
3.44,4.31,11.71,13.34,17.26,15.19,183.12,73.43,17,17.84,2.55,0.87
3.37,4.32,11.43,12.97,16.88,14.77,183.68,74,16.37,17.16,2.29,0.85
3.24,4.34,11.57,13.16,17.05,14.98,185.82,73.81,16.46,17.31,2.4,0.84
3.34,4.26,11.57,13.11,17.09,14.97,188.9,70.97,16.74,17.31,2.32,0.84
3.24,4.29,11.54,12.98,16.94,14.7,188.04,75.26,16.99,17.03,2.37,0.82
3.19,4.27,11.65,13.16,17.14,14.87,186.83,76,16.98,17.2,2.39,0.82
3.19,4.27,11.65,13.16,17.14,14.87,186.83,76,16.98,17.2,2.39,0.82
3.25,4.29,11.7,12.98,16.73,14.59,189.66,78.35,16.51,16.55,2.39,0.82
3.27,4.23,11.39,12.89,16.7,14.48,189.23,75.34,16.61,16.27,2.27,0.81
3.17,4.13,11.25,12.62,16.21,13.89,188.37,73.44,16.41,15.72,2.48,0.87
3.09,4.1,11.97,13.3,17.12,15.01,189.75,75.87,16.11,17.13,3.01,0.93
3.09,4.1,11.97,13.3,17.12,15.01,189.75,75.87,16.11,17.13,3.01,0.93
3.07,4.21,11.9,13.22,16.9,14.93,188.3,73.63,15.44,16.4,3.03,0.96
3.15,4.24,11.87,13.1,16.73,14.74,189.53,75.11,15.06,16.01,2.89,1.09
3.2,4.15,11.55,12.8,16.45,14.4,190.4,77.53,15.19,15.5,2.97,1.19
3.12,4.02,11.25,12.54,16.24,14.02,183.6,76.33,15.02,15.33,2.84,1.05
3.05,4.29,11.3,12.51,16.39,14.01,190.29,77.02,15.01,15.8,2.71,1.05
