"U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P."
26.53,63.4,127.31,36.6,13.98,26.73,31,23.32
25.89,60.31,121.42,35.98,13.75,26.16,31.19,22.48
25.35,59.22,120.18,35.39,13.55,25.96,31.89,22.19
25.78,58.68,120.87,35.49,13.74,26.15,31.81,23.09
25.82,58.59,119.92,35.57,13.82,25.64,31.96,22.83
25.37,56.97,113.86,35.23,13.57,25.51,31.74,23.03
25.54,57.43,114.2,35.28,13.33,25.89,31.09,22.9
25.54,57.43,114.2,35.28,13.33,25.89,31.09,22.9
25.32,56.84,114.11,35.39,13.01,25.5,31.33,22.17
25.36,56.66,114.39,35.1,12.98,25.08,31,22.03
25.34,55.54,111.43,34.94,13.04,24.25,31,21.34
24.82,55,107.33,34.85,12.9,23.92,30.14,20.88
23.87,52.94,103.57,34.22,12.55,22.97,30.02,20.66
25.64,55.62,112.87,34.99,13.4,24.04,30.11,21.73
25.96,55.07,110.46,35.04,13.04,23.83,30.01,21.19
26.49,54.62,109.98,35.17,12.8,24.17,29.77,21.17
26.28,56.08,111.02,35.54,13.63,25.07,30.08,21.56
27.42,58.13,116.67,36.53,13.58,25.67,31.03,21.72
27.97,58.69,118.15,36.45,13.89,26.74,31.18,22.47
27.7,57.04,114.74,36.01,13.56,26.03,31.12,22.6
27.72,57.32,117.21,36.07,14.29,26.43,31.06,22.95
27.66,57.28,115.61,35.94,13.82,26.36,31.16,22.79
27.55,57.06,115.68,35.95,14.17,27.11,30.45,22.93
28.22,59.48,122,36.64,14.28,27.52,30.38,22.94
27.74,58.98,122.32,37.03,13.88,27.88,28.92,21.78
28.01,59.43,122.45,37.43,13.9,27.91,29.82,21.68
27.7,59.23,121.5,37.08,13.68,27.26,30.29,21.01
27.92,58.75,122.02,36.77,13.52,27.48,29.17,20.94
27.62,57.4,118.96,36.24,13.47,26.59,30.38,20.4
27.87,58.68,121.26,36.55,13.55,26.84,30.21,20.88
28.44,58.78,123.95,37.19,13.94,27.42,30.32,21.39
28.57,59.09,123.99,37.4,14,26.94,29.75,21.48
28.69,61.97,131.25,37.94,13.78,27.02,29.13,21.51
28.88,62.13,132.97,38.4,14.15,27.56,29.19,21.5
28.89,62.22,133.38,38.59,14.19,27.89,29.17,21.4
28.89,62.22,133.38,38.59,14.19,27.89,29.17,21.4
29.23,61.84,132.81,38.44,14.49,27.57,29.13,21.65
28.9,62.02,133.06,38.32,14.4,27.36,29.1,21.66
29.23,62.9,133.73,38.3,14.51,27.24,28.9,22.05
29.13,62.25,130.34,38.35,14.5,26.52,28.7,22.03
28.79,62.6,130.65,38.14,14.29,26.06,27.37,21.54
29.02,63.23,133.89,38.25,14.66,26.43,28.97,22.36
29.38,63.96,137.77,38.58,14.75,27.06,28.95,22.49
29.41,64.73,139.34,38.93,15.04,27.22,28.5,22.86
28.86,64.19,135.89,38.72,14.6,26.45,28.28,22.51
28.76,64.33,135.09,38.71,14.32,25.92,28.5,22.55
28.59,63.92,134.65,38.57,14.15,25.48,27.94,22.12
28.35,63.99,133.81,38.4,14.09,25.05,28.13,21.27
29.2,65.22,138.27,38.7,14.27,25.96,28.2,21.15
29.71,64.93,140.88,39,14.46,26.8,28.13,22
29.37,62.65,137.89,38.42,14.19,26.36,27.52,21.53
30.47,63.16,139.43,38.67,14.52,27,27.63,21.95
30.47,62.36,138.27,38.43,14.49,26.87,26.32,21.49
30.55,61.4,135.61,38.09,14.49,27.94,26.07,21.57
30.02,60.44,130.07,37.53,14.02,26.49,26.39,20.84
29.4,58.8,122.92,36.97,13.9,25.85,26.2,19.83
28.65,56.88,119.7,36.2,13.73,26.1,25.32,19.45
27.94,54.53,111.1,34.81,13.37,25.37,24.6,18.99
28.23,54.49,111.87,35.06,13.29,24.8,23.51,18.5
28.27,53.99,109.9,34.79,13.09,24.12,23.46,17.56
28.9,55.33,111.51,35.49,13.65,24.61,23.68,18.67
28.85,53.97,108.91,34.98,13.95,24.41,23.41,19.03
28.43,52.27,107.06,34.44,13.26,23.89,20.65,19.57
28.86,53.62,108.93,34.66,13.26,23.66,21.07,19.55
27.74,51.79,104.33,33.7,12.67,22.48,21.28,18.68
27.93,51.41,102.5,33.73,12.56,21.78,21.44,17.98
28.31,52.4,105.55,34.22,13.12,23.01,21.46,18.74
28.77,54.67,112.41,35.09,13.61,23.3,21.81,19.27
28.81,55.11,114.01,35.07,13.73,23.45,22.25,19.42
28.51,55.13,113.56,35.43,14.21,23.4,22.2,19.69
28.51,54.41,110.13,35.17,14.28,23.54,22.25,19.7
27.78,53.11,105.33,34.47,13.52,22.7,21.33,19.16
28.04,53.67,105.41,34.9,13.66,23.02,21.35,20.13
27.89,54.29,104.15,35.26,13.28,22.5,21.57,20.07
28.14,54.5,105.32,35.27,13.64,23.42,21.86,20.7
28.15,55.14,106.32,35.68,14.31,24.11,22.5,21.59
28.06,55.47,110.15,35.59,14.18,24.04,22.65,20.85
28.06,55.47,110.15,35.59,14.18,24.04,22.65,20.85
27.09,54.28,105.33,35.23,13.31,23.44,22.19,20.24
27.48,55.07,108.92,35.94,13.67,23.45,21.8,20.77
27.98,56.13,111.33,36.59,13.74,24.01,22.78,21.17
28.3,56.19,111.44,36.84,13.49,23.91,22.91,20.87
28.4,58.08,114.65,37.19,14,24.96,22.75,21.71
28.8,59.01,116.89,37.28,13.97,25.57,23.4,22.19
28.75,59.3,114.32,37.56,14.42,26.5,24.11,22.23
29.17,60.15,117.08,37.77,14.57,26.71,24.08,22.21
29.07,59.34,117.46,38.05,14.74,27.13,24.14,22.5
29.69,59.64,116.6,37.77,14.52,27.17,23.94,22.64
29.6,59.11,113.93,37.6,14.29,26.94,23.72,22.35
29.51,58.38,112.9,37.68,13.99,26.77,23.35,21.85
29.06,57.58,111.48,37.58,13.95,26.38,23.21,21.8
28.85,56.33,108.75,37.3,13.44,25.86,23.1,21.24
28.62,56.19,108.11,37.04,13.97,25.65,23.06,21.88
28.4,55.67,109.36,36.73,13.5,25.08,22.71,20.88
28.27,57.08,111,36.65,13.59,24.86,22.44,21.1
27.68,55.88,110.35,36.48,13.26,24.33,22.07,20.47
27.27,57.11,108.25,36.31,13.12,23.68,22.07,20.19
27.72,57.76,108.72,36.44,13.29,23.95,22.83,20.3
27.68,57.21,109.92,36.37,13.2,23.92,22.66,20.18
27.11,56.5,111.19,36.5,13.11,23.86,22.18,19.65
27.25,55.95,109.86,36.92,12.98,24.02,21.38,19.69
27.29,56,108.91,36.98,12.92,24.58,22.08,19.7
27.25,54.95,107.02,36.84,13.01,24.93,22.96,20.05
26.35,53.47,102.57,36.21,12.88,24.69,22.44,19.89
26.8,54.17,104.42,36.42,12.87,25.1,22.57,19.75
27.43,54.79,106.06,36.74,12.83,25.11,22.56,20.18
28.08,57.58,112.78,37.7,13.07,26.02,23.08,20.82
27.97,57.01,112.32,37.58,13.19,26.02,23.23,20.77
27.87,57.31,114.88,37.86,13.5,26.29,23.54,21.1
27.43,57.41,113.83,37.98,13.71,26.23,22.89,20.49
27.64,57.35,114.05,38.07,13.83,26.24,22.91,20.69
27.87,57.46,113.52,37.89,13.68,26.02,23.39,20.82
28,57.97,116.87,38.26,13.65,25.89,23.74,20.89
27.71,58.62,115.7,38.48,13.06,26.16,24.4,21.35
28.03,59.22,115.86,38.36,13.99,26.8,24.45,21.32
28.22,61.16,117.11,39,14.25,26.24,24.3,21.44
28.15,61.22,120.85,39.23,14.67,26.98,24.2,21.72
28.55,62.4,123,39.59,14.69,27.25,24.78,21.46
28.53,62,120.22,39.39,14.19,27.35,24.71,21.43
28.63,62.54,123.72,39.45,14.42,27.62,24.54,21.58
28.5,61.84,121.34,39.44,14.48,27.25,25.1,21.78
28.83,63.05,123.19,40,15.09,27.39,25.1,22.81
29.77,64.05,126.72,40.18,15.57,28.11,25.43,23.04
30.39,63.73,126.6,40.35,15.78,27.85,25.18,23.34
30.52,63.15,122.56,39.83,15.33,27.3,25.08,21.46
30.82,63.81,125.49,40.37,15.56,28.1,25.1,21.31
31.41,64.08,126.47,40.27,16.06,28.62,24.88,21.52
31.44,63.14,121.62,40.11,16.61,28.87,24.9,21.64
30.99,62.48,120.74,39.99,16.66,28.9,24.81,21.44
31.04,62.16,118.84,39.56,16.97,29.06,24.78,21.3
31.1,62.39,118.68,39.78,18.1,29.07,24.28,21.89
31.18,62.67,117.7,39.9,18.15,29.28,22.81,22.43
31.53,62.14,120.15,40.15,17.94,30.11,23.11,23.13
31.81,61.91,120.25,40.32,17.9,30.41,22.7,23.38
31.82,60.69,117.55,40.3,17.95,30.35,22.57,23.49
31.7,60.35,118.35,40.17,18.03,30.02,22.93,22.8
31.94,61.3,119.16,40.2,18.05,29.9,23.17,22.48
32.05,63.41,123.97,40.58,18.27,29.86,23.25,22.98
31.95,62.98,121.55,40.66,17.96,29.49,23.4,23.23
32.18,63.42,121.97,40.81,18.18,29.8,23.81,23.49
32.18,63.42,121.97,40.81,18.18,29.8,23.81,23.49
31.95,62.75,120.85,40.29,18.12,29.41,24.3,23.4
31.96,62.69,119.39,40.3,17.82,29.25,23.89,23.31
31.62,61.93,116.6,39.92,17.82,29.1,23.73,23
31.77,62.69,118.74,40.19,18.08,28.96,23.39,22.98
31.93,63.27,118.27,40.19,17.86,28.67,23.65,22.55
32.17,64.15,121.68,40.63,18.17,29.38,23.88,23.39
31.86,64.17,120.39,40.56,18.41,29,23.6,23.14
31.99,64.15,119.41,40.23,18.34,29.15,23.99,23.26
32.11,65.44,120.83,40.47,18.43,29.38,24.12,23.31
32.54,68.7,132.27,41.5,18.61,29.9,24.71,23.86
32.75,69.04,129.78,42.18,18.65,29.7,25.2,23.38
32.95,68.1,130.94,42.67,18.66,29.66,25.18,23.78
33.08,68.21,133.5,42.63,18.77,29.7,24.8,23.88
33.26,68.97,138.71,42.83,19.15,30.41,25.84,24.36
33.26,69.18,139.84,42.9,19.25,30.78,25.39,24.4
33.3,68.53,138.05,42.73,19.06,30.34,25.86,23.63
33.49,69.42,140.23,41.56,19.4,30.35,26.12,23.83
33.42,69.29,139.44,41.38,19.36,30.41,25.94,23.71
33.42,69.29,139.44,41.38,19.36,30.41,25.94,23.71
33.53,69.94,140.94,41.8,19.33,30.63,26.14,23.99
33.59,69.74,139.81,41.84,19.18,30.37,26.03,24
33.32,69.3,139.38,41.94,19.12,29.97,25.72,24.14
33.27,69.04,138.87,41.75,19.22,29.94,25.65,23.95
33.27,69.04,138.87,41.75,19.22,29.94,25.65,23.95
33.66,70.8,143.6,42.83,18.99,30.05,25.28,24.48
33.29,69.72,141.47,42,18.68,29.68,25.19,24.31
32.89,70.09,141.19,42.1,19.18,29.73,25.83,23.65
32.91,70.16,141.86,42.25,18.95,29.53,25.72,23.36
33.24,70.8,142.75,42.54,18.89,29.79,26,23.66
33.44,71.52,142.15,42.57,18.61,29.61,26.17,23.49
33.21,70.91,143.01,42.74,18.42,28.64,26.57,22.99
33.37,72.16,147.21,42.59,18.48,28.68,25.76,23.16
33.29,73.36,150.03,43.02,18.4,28.82,25.65,23.09
33.09,72.77,150.02,43.26,18.77,29.32,25.91,23.28
34.02,73.4,152.21,43.55,19.04,29.83,25.99,24.04
34.54,74.06,151.62,43.71,18.92,29.26,25.81,24
34.54,74.06,151.62,43.71,18.92,29.26,25.81,24
32.39,70.06,142.31,41.9,18.44,28.55,25.64,23.1
31.95,69.45,140.09,42.19,18.24,28.42,25.9,23.24
32.32,69.45,139.11,41.58,18.75,29.2,26.15,24.52
31.57,67.85,134.75,40.99,18.46,29.51,26.22,24.7
30.35,63.27,123.89,39.88,18.1,28.78,26.27,24.42
30.97,64.41,124.97,39.96,18.19,29.67,26.66,24.98
31.27,64.7,123.85,40,18.15,29.83,26.74,25.28
31.3,66.2,126.62,40.09,17.95,30.88,27.11,24.98
31.06,65.31,126.16,39.62,17.16,29.85,26.65,24.51
31.21,66.56,128.58,40.06,18.06,30.42,26.16,24.81
32.25,67.84,132.7,40.67,18.82,31.31,26,26.71
32.37,67.89,132.28,40.91,19.57,32.06,26.44,27.5
32.48,69.47,134.19,41.31,19.6,32.79,26.53,26.76
31.36,66.8,126.91,40.58,19.58,31.71,26.41,26.45
32.11,68.16,127.88,41.13,20.2,32.64,26.64,26.9
32.71,68.85,131.99,41.65,20.62,33.06,29.54,27.22
33.66,71.13,136.82,42.76,20.99,33.5,29.87,26.78
31.8,69.31,133.62,42.23,20.75,33.44,29.6,27.11
31.52,68.07,132.14,41.9,20.89,33.28,29.73,26.35
31.52,68.07,132.14,41.9,20.89,33.28,29.73,26.35
32.02,68.16,133.46,41.88,21.16,33.7,29.7,26.6
32.09,69.1,136.17,42.24,21.34,34.09,29.72,26.72
32.34,67.44,133.33,41.84,21,34.74,29.61,27.39
31.39,65.6,127.95,41.62,20.55,33.91,29.49,26.87
29.7,62.21,120.17,39.8,19.41,31.46,29.21,25.59
27.89,60.16,113.89,38.62,18.31,29.5,27.83,23.76
26.71,59.16,110.75,38.07,17.25,27.55,27.19,22.13
25.52,58.43,111.16,36.65,16.74,26.63,26.64,21.68
24.56,58.31,107.98,36.34,16.28,26.71,26,20.61
25.05,58.26,107.94,36.22,15.26,26.21,25.89,20.25
23.3,55.9,102.44,35.8,14.39,24.73,25.86,18.94
23.3,57.25,105.66,36.37,14.33,24.73,25.15,19.19
20.6,54.94,95.58,35.02,12.3,22.45,22.89,16.53
20.39,54.86,94.03,34.6,12.27,22.33,22.68,15.7
17.88,49.66,81.93,31.69,10.48,20.17,21,12.48
20.79,53.38,90.17,33.56,11.37,21.95,21.07,13.61
18.08,48.63,80.87,31.6,9.81,18.56,19.49,11.29
15.26,44.15,68.02,28.18,7.89,14.54,16.53,8.16
15.44,49.01,72.52,27.95,8.86,15.34,16.55,8.8
10.25,40.39,54.8,24.3,5.25,10.84,12.47,6.15
9.55,40.86,54.38,23.62,5.75,11.13,11.14,5.76
7.14,37.68,43.02,20.58,4.34,7.84,7.67,3.76
7.7,40.36,46.58,21.65,4.39,11.21,8.67,5.78
9.11,43.31,51.97,22.9,3.78,11.6,7.65,7.05
9.15,43.45,57.57,22,4.27,12.17,7.78,7.54
12.18,44.84,66.56,24.58,6.48,15.01,10.76,8.71
12.95,47.35,75.06,26.44,7.74,15.38,13.03,9.83
13.45,48.36,71.51,27.45,8.09,16.92,14.38,10.94
12.19,42.1,63.31,25.65,6.64,15.3,13.15,9.93
11.53,43.49,61.1,25.78,6.08,15.11,12.65,9.31
11.8,42.47,60.19,25.88,6.61,14.42,13.01,8.55
11.77,40.3,54,24.87,6,13.02,11.08,7.82
11.51,40.27,52.67,24.39,5.41,12.1,10.67,7.65
10.58,37.92,48.5,23.74,5.26,11.22,10.23,7.46
12.91,40.7,56.73,25.92,6.24,12.4,12,9.34
13.63,42.7,60.85,26.62,6.02,12.68,12.08,9.4
15,46.55,69.07,27.86,6.3,15.58,13.6,9.89
14.55,47.86,70.65,29.01,7.05,15.28,13.97,10.96
14.55,47.86,70.65,29.01,7.05,15.28,13.97,10.96
13.91,46.49,69.3,28.66,6.66,14.87,13.16,10.43
15.04,48.13,74.48,29.19,7.39,14.98,13.56,10.5
14.42,47.1,71.85,28.75,6.96,14.61,12.35,10.3
13.82,45.9,72.29,28.53,6.72,14.5,11.92,9.8
14.08,47.01,78.46,29.89,7.35,15.08,11.85,9.97
13.53,43.13,73.29,29.2,7.51,14.4,11.36,9.46
13.19,40.69,70.4,28.22,7.55,14.15,11.43,9.25
13.29,41.03,70.03,28.54,7.28,14.12,11.36,8.87
13.78,45.96,76.05,29.23,7.48,14.57,11.57,9.47
13.94,43.78,76.61,29.34,7.89,15.46,13.72,9.88
15.23,46.38,82.77,30.54,8.66,16.44,14.1,10.47
15.81,46.58,82.16,30.81,8.87,16.87,14.93,10.31
17.46,48.89,89.03,32.25,9.74,17.57,16,11.1
16.83,48.02,85.53,31.71,9.44,16.69,15.78,10.96
15.01,45.61,80.83,30.62,8.83,16.23,14.98,9.86
14.78,45.45,80.45,30.53,7.71,15.76,14.94,10.24
14.27,46.39,79.67,30.51,7.92,15.46,15.01,10.24
13.91,46.44,79.25,30.38,7.34,15.25,14.82,9.24
14.93,47.37,79.6,31.01,7.86,17.19,15.38,10.2
15.59,50.94,86.94,32.27,8.79,17.98,16.25,10.56
14.65,48.5,82.67,32,8.29,17.69,16.46,10.11
13.84,45.96,78.66,31.3,8,16.7,16.03,9.61
12.68,44.42,76.77,30.3,7.47,15.38,15.01,8.34
13.52,45.68,78.3,30.57,7.62,15.45,15.18,8.96
13.85,44.76,77.7,30.71,8.23,16.02,15.45,9.2
15.31,48.39,81.47,32.3,9.07,17.81,17,10.09
15.16,48.25,82.03,32.35,9.08,18.65,17.58,10.74
16.5,50.17,86.86,33.75,10.79,19.84,18.55,11.75
15.99,48.57,83.15,32.77,10.83,19.77,18.79,12.11
15.9,46.9,78.25,32.55,11.4,19.69,19.1,13.11
15.9,46.9,78.25,32.55,11.4,19.69,19.1,13.11
17.65,49.93,84.89,34.17,11.45,20.38,20.03,13.44
18.11,50.93,86.93,34.37,12.1,21.96,21.04,14.3
17.23,48.55,83.2,34,12.09,21.8,20.67,14.21
17.18,47.94,83.28,33.78,12.2,21.38,20.91,13.8
17.8,49.03,86.47,34.9,12.82,22.08,21.79,13.85
18.2,47.79,84.1,35.33,12.55,21.77,22.01,13.6
20.26,51.79,93.5,36.9,13.51,22.9,22.79,14.99
21.72,52.35,95.38,37.29,13.38,23.43,22.74,15.05
21.72,52.97,101.61,38,13.88,24.61,23.88,15.62
23.76,55.64,108.8,38.56,14.79,24.8,24.79,15.8
22.06,53.66,102.76,37.76,13.61,23.69,24.02,14.82
20.51,51.77,98.93,37.2,12.86,22.54,23.83,13.72
17.84,49.09,89.74,34.48,10.51,20.4,21.69,12.5
19.17,49.87,92.31,35.5,11.08,21.12,22.31,13.24
19.45,49.06,92,35.5,11.25,21.35,22.55,13.55
19.35,49.4,90.51,35.48,11.19,22.07,23.35,13.82
18.97,48.9,88.7,35.66,10.75,22.16,23.86,13.31
18.58,48.2,88.37,35.38,10.25,21.69,23.45,12.89
18.21,47.19,86.79,35.23,9.82,21.14,23.12,12.07
17.77,46.29,83.32,34.84,10.26,21.3,23.31,12.15
18.46,46.88,84.51,35.38,10.6,22.43,23.77,12.94
16.93,44.94,75.21,34.01,9.45,21.21,21.55,11.77
16.7,44.99,73.56,33.76,8.66,20.29,21.51,10.94
15.72,43.33,69.05,32.77,8.14,19.63,20.88,10.25
16.82,44.65,74.22,33.08,8.85,20.55,21.78,10.78
16.8,45.54,74.49,33.3,8.92,20.9,22.29,10.91
16.77,45.04,73.79,33.69,9.22,20.25,22.19,10.79
16.86,46.34,77.32,34.28,9.13,19.94,22.15,10.79
16.86,46.34,77.32,34.28,9.13,19.94,22.15,10.79
16.71,47.07,76.7,34.5,8.91,19.33,22.03,10.7
16.14,45.03,73.37,33.43,8.22,18.36,20.65,10.21
16.3,45.61,74.18,33.65,8.33,18.51,20.58,10.34
16,44.68,71.13,33.09,8.12,18.39,20,9.98
16.2,45.72,74.13,33.23,8.42,18.39,20.1,10.06
16.38,48.53,81.26,34.33,8.45,18.19,19.93,10.16
16.16,47.39,79.3,34.19,8.37,18.43,20.04,10.02
18.2,50.25,86.74,35.55,9.4,21.84,22.3,11.89
17.6,49.71,84.6,35.36,9.24,21.26,21.85,11.53
16.81,48.69,82.76,35.32,9.18,21.03,21.2,11.03
16.33,47.28,79.97,34.66,8.75,20.74,20.5,10.65
16.69,48,79.19,35.04,9.33,21.99,21.38,11.36
16.33,46.84,76.1,34.81,9.09,22.4,21.46,11.14
15.89,44.88,73.9,34.09,8.87,21.88,20.93,10.86
15.79,44.36,73.41,33.83,8.78,22.2,21.04,10.98
14.96,43.48,70.69,33.44,8.37,21.63,20.56,10.55
15.41,44.22,73.37,33.47,8.6,22.11,20.7,11
16.25,44.32,75.29,34.2,9.05,24.54,23.17,11.97
16.64,45.5,76.42,34.68,9.04,24.38,23.16,11.72
16.09,43.64,72.43,33.85,8.55,23.67,21.56,10.96
16.32,44,73.05,34.4,8.75,24.92,21.99,11.69
16.72,43.73,72.75,34.88,9.07,24.87,22.6,12.24
16.72,43.34,71.28,34.9,9.61,24.81,22.99,12.52
18.46,45.22,76.57,35.9,10.49,25.76,23.45,13.45
19.03,44.2,74.1,35.91,10.72,25.65,23.82,13.92
21.65,47.52,81.48,36.69,11.25,26.15,24.26,14.19
21.5,51,88.29,37.54,11.2,26.52,25.3,14.59
21.13,49.07,85.8,37.74,11.82,26.91,25.01,15.25
21.34,48.62,86.67,37.77,11.78,26.85,25.83,15.32
21.81,48.37,84.98,37.63,12.06,27.02,25.58,16.22
21.38,47.72,83.5,37.82,12.11,27.01,25.7,16.42
20.95,47.69,81.63,37.99,12.01,26.83,25.89,16.32
20.9,47.47,81.26,37.67,12.21,26.68,26.91,16.54
20.83,47.46,80.28,37.71,12.6,26.83,25.62,17.29
21.16,48.52,82.79,38.1,12.04,26.04,24.83,16.86
22.27,49.81,86.79,38.35,12.26,26.32,24.71,16.79
22.09,49.96,86.21,38.9,12.3,26.07,24.79,16.91
21.99,49.86,84.8,38.92,12.51,26.27,24.85,17.42
22.81,50.53,86.52,39.02,12.7,26.88,25.29,17.61
23.86,52.16,91.55,39.5,13.23,27.77,25.85,18.07
22.5,50.71,87.45,38.79,12.84,26.78,23.93,17.08
22.77,49.65,86.28,38.97,13.86,27.65,24.4,18.41
23.72,51.33,89.33,39.56,13.83,27.65,24.65,18.35
23.07,50.63,87.36,38.44,13.1,26.78,22.6,17.26
23.52,51.96,87.72,38.6,13.23,27.41,22.32,17.55
23.52,51.96,87.72,38.6,13.23,27.41,22.32,17.55
23.17,51.67,82.68,38,12.78,26.65,22.3,17.15
23.11,50.84,82.95,38.52,12.88,27.59,23.05,17.61
22.84,52.32,83.33,38.73,12.73,28.18,23.41,17.48
22.73,51.91,82.11,38.79,12.47,27.88,22.94,17.15
23.06,53.1,83.8,39.92,13.24,29.1,23.98,17.9
23.74,51.85,82.28,40.49,13.99,29.17,24.37,18.42
23.01,49.67,79.66,40.05,13.46,28.41,23.9,17.96
22.52,49.08,79.3,40.03,13.02,27.8,23.57,17.78
22.02,49,77.7,39.7,13.13,27.31,22.64,17.33
21.09,46.44,72.3,38.1,12.99,27.27,22.74,16.3
21.62,46.25,73.42,38.3,13.82,28.72,23.9,17.26
21.38,45.04,70.69,37.58,13.23,27.68,23.36,16.64
21.19,45.91,71.07,37.3,13.18,28.17,23.84,16.62
22.1,46.96,72.36,38.92,14.01,29.79,25.34,17.13
22.63,47.62,73.62,39.4,14.22,30.92,25.75,17.53
21.72,46.72,70.98,38.95,13.59,30.07,25.61,16.68
21.75,46.66,71.81,39.13,13.83,30.69,26.27,17.1
21.82,46.22,72.07,39.65,14.04,31.44,26.85,17.58
21.66,46.15,73.2,39.64,14.17,31.97,27.52,17.91
21.55,46.22,73.85,39.67,14.14,32.23,26.73,17.92
21.05,46.42,74.32,39.29,13.78,30.91,25.48,17.34
21.5,46.18,75.06,39.64,13.86,31.29,25.95,17.77
21.93,46.11,74.32,39.83,13.85,32.4,25.39,17.9
21.36,45.72,72.67,39.49,13.62,32.28,24.75,17.64
21.4,46.17,74.11,39.53,13.16,32.51,23.39,18
20.97,44.81,71.74,39.2,13.71,32.98,24.2,18.06
21.09,44.98,71.7,39.16,13.57,32.63,24.05,18.19
21.16,45.74,72.7,38.96,13.65,34.09,24.44,18.38
21.24,45.37,71.12,39,13.61,35.03,24.1,19.04
20.8,44.96,69.67,38.29,13.01,34.31,23.36,18.39
21.41,46.2,72.44,38.55,13.15,33.76,23.65,18.68
21.41,45.94,72.85,38.53,13.01,33.67,22.41,18.32
22.62,49.81,76.42,39.49,13.15,34.49,23.79,19.46
23.36,50.68,76.56,39.38,13.28,34.7,24.59,20.23
22.13,49.13,73.52,38.26,13.36,34.06,24.64,19.57
21.04,48.29,71.83,37.71,13,32.34,23.95,18.75
20.1,46.86,69.01,36.55,12.81,31.24,23.75,17.98
21.29,47.84,72.19,37.32,13.02,31.36,24.34,18.78
20.57,48.06,72.43,36.56,12.86,31.72,24.27,19.12
20.97,49.17,75.85,37.15,13.47,31.5,24.88,19.45
21.75,49.02,74.57,38.06,14.4,32.6,25.75,19.93
21.44,49.91,76.12,39,15.65,32.57,26.5,19.91
21.84,52.6,80.13,40.21,16,33.64,28.05,21.13
22.02,52.98,80.07,40.33,16.17,33.23,27.14,21.04
25.3,57.87,102.24,42.47,16.18,34.09,27.9,21.73
24.78,58.57,96.66,41.92,15.89,34.28,27.93,21.21
23.98,56.95,91.71,42.24,15.82,33.74,27,20.54
23.69,55.56,86.67,41.3,14.82,33.46,28.28,19.94
25.9,58.28,92.19,42.49,15.52,34.81,28.89,20.95
26.51,58.38,94.74,42.97,15.94,35.64,30,21.05
26.42,57.5,94.23,43.2,16.15,35.69,30.41,21.49
26.91,57.33,95.64,43.45,16.24,36.05,30.61,21.95
27.24,58.56,98.75,43.91,16.5,37.54,37.01,21.98
26.21,55.9,95.29,43.56,16.28,37.55,48.4,21.72
26.15,56.69,95.48,43.27,16.31,38.1,45.54,21.71
28.45,58.08,102.76,44.42,16.7,39.53,46,22.73
28.39,56.54,100.4,44.41,16.69,39.4,47.51,22.13
28.39,56.54,100.4,44.41,16.69,39.4,47.51,22.13
28.62,56.59,101.22,44.94,16.8,39.54,46.6,22.3
28.25,55.71,100.5,44,16.65,38.49,44.43,21.75
28.81,56.62,102.36,44.57,16.9,38.7,44.27,21.94
29.35,57.61,105.13,44.64,17.07,39.03,44.11,22.16
29.91,58.66,108.49,45.41,17.38,40.14,44.86,22.75
30.72,60.11,113.5,46.04,18.11,42.3,45.71,24.04
29.83,58.94,111.32,45.58,17.81,42.02,48.5,23.63
29.89,58.58,111.31,45.99,18.36,42.39,48.48,24.4
29.94,57.99,111.16,45.36,18.63,41.98,48.76,24.35
30.93,57.3,112.88,45.9,18.45,41.79,44.38,24.4
30.18,56.75,110.98,45.41,18.07,41.03,44.19,24.08
29.51,56.53,107.54,45.89,17.91,40.72,44.02,24.17
30.76,57.87,114.1,46.69,19.05,42.62,46.45,24.87
30.98,57.64,115.23,47.36,19.8,43.11,46.8,24.08
31.12,57.34,114.81,47.62,19.92,43.05,47.75,24.24
31.67,57.43,115.93,47.34,20.25,42.69,45.49,24.62
30.49,56.88,112.54,46.41,19.45,42.54,44.5,23.93
30.35,56.25,112.61,45.93,19.4,42.55,47.48,24.79
30.98,57.19,115.3,46.75,19.97,42.59,49.14,25.7
30.74,57.01,114.39,46.94,20.16,42.6,48.82,25.53
30.74,57.01,114.39,46.94,20.16,42.6,48.82,25.53
31.29,58.98,115.47,46.76,19.6,42.03,46.9,25.21
30.77,58.11,114.31,46.61,19.15,41.47,45.65,24.52
31.19,58.74,113.4,46.95,19.45,42.19,48.16,24.7
31.51,59.6,112.83,46.84,19.89,42.92,50.23,25.04
31.51,59.6,112.83,46.84,19.89,42.92,50.23,25.04
29.7,57.95,106.9,46.12,19.26,42.12,46.5,24.5
30.36,59.44,110.19,47.17,20.02,43.01,48.98,25.5
31.18,58.54,110.85,47.9,21.12,45.45,49.63,25.67
30.6,58.15,109.75,47.64,20.51,47.03,48.18,25.41
31.36,57.92,109.03,48.35,20.3,48.02,47.36,25.33
30.79,56.41,108.03,47.92,20.51,47.9,49.52,24.84
30.29,56.62,110,47.8,20.84,49.44,51.51,26.16
30.04,55.3,107.9,47.68,20.5,48.08,51.43,24.74
30.28,55.68,109,47.95,20.44,49.58,51.62,25.51
29.8,53.44,106.23,46.96,19.45,48.34,52.41,25.03
29.8,53.44,106.23,46.96,19.45,48.34,52.41,25.03
