"D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.STZ.P.","U.TPB.P.","U.RLX.P.","U.PM.P."
0.07,32.84,5.94,30.52,9.27,160.82,27.22,0,66.76
0.07,32.84,5.94,30.52,9.27,160.82,27.22,0,66.76
0.12,32.56,5.95,30.38,9.39,164.04,27.46,0,67.31
0.08,32.64,5.9,30.66,9.47,161.6,27.29,0,66.44
0.12,33.93,5.93,31.28,9.89,166.62,29.06,0,69.55
0.12,32.5,5.88,30,10.06,170.12,28.39,0,67.42
0.13,32.92,5.85,30.28,10.35,172.34,29.74,0,67.87
0.21,32.8,5.74,31.09,10.3,150.94,29.51,0,67.91
0.17,32.9,5.85,31.15,10.25,159.93,29.35,0,68.15
0.27,33.45,5.91,31.69,10.3,159.21,29.29,0,69.5
0.21,32.84,5.94,31.36,10.21,160.86,28.95,0,69.62
0.23,32.89,5.96,31.74,10.11,160.53,30.94,0,70.5
0.17,32.47,5.99,30.94,9.88,159.88,32.13,0,70.75
0.17,33,5.97,31.42,10.1,160.36,31.65,0,72.52
0.15,33.38,5.96,32.38,10.27,164.15,33.01,0,73.79
0.17,33.69,5.88,32.38,10.27,164.15,33.01,0,73.79
0.17,33.22,5.88,32.34,10,164.73,32.98,0,72.81
0.16,32.6,5.81,32.64,9.89,165.59,33.08,0,74
0.15,31.85,5.86,32.12,9.34,164.79,32.27,0,71.55
0.15,31.42,6.01,32.27,9.48,166.8,32.21,0,72.73
0.16,31.2,6.01,31.8,9.57,167.9,32.23,0,74.35
0.13,32.97,5.88,32.17,9.86,168.15,32.46,0,74.41
0.12,34.57,5.89,32.92,10.11,170.61,33.95,0,74.48
0.12,35.29,5.94,33.53,10.48,173.66,35.41,0,76.72
0.12,35.6,5.89,33.92,10.37,173.75,36.54,0,75.73
0.1,35.21,5.75,33.24,10.47,172.81,36.44,0,76.05
0.12,36.52,5.75,33.74,10.62,174.72,35.83,0,75.81
0.15,35.9,5.79,33.42,10.5,172.29,34.83,0,75.51
0.15,35.95,5.77,33.67,10.32,174.05,34.38,0,76.73
0.15,35.32,5.74,33.3,10.84,175.22,37.07,0,79.98
0.15,36.13,5.75,33.48,10.77,172.77,37.51,0,79.05
0.12,36.09,5.74,33.59,10.78,171.94,38.17,0,80.6
0.12,36.95,5.86,34.06,10.94,174.77,38.6,0,81.3
0.12,37.09,5.89,34.02,11.09,173.96,38.37,0,81.85
0.12,37.55,5.96,34.42,11.31,174.91,38.76,0,83.46
0.1,37.01,6.04,34.42,11.31,174.91,38.76,0,83.46
0.1,36.9,6.04,34.8,11.34,174.72,38.56,0,83.39
0.14,37.44,5.94,35.92,11.68,166.98,40.13,0,85.04
0.09,37.31,5.89,34.2,11.73,165.65,40.69,0,85.58
0.09,37.72,5.81,34.41,11.86,169.06,41,0,87.15
0.09,38.01,5.86,34.4,11.36,167.15,40.15,0,86.6
0.09,37.23,6,34.17,11.13,169.41,39.59,0,86.51
0.09,36.71,6.15,34.14,10.91,169.25,39.92,0,87.27
0.06,36.23,6.06,33.59,11.16,169.16,40.89,0,86.94
0.09,37.6,6.51,33.8,11.3,171.94,40.82,0,87.51
0.05,37.72,6.7,33.95,10.8,170.63,39.65,0,87.28
0.07,38.1,6.4,34.28,10.86,167.47,44.72,0,86.98
0.07,40.06,6.53,34.75,10.68,166.06,42.1,0,87.02
0.08,40.42,6.53,34.58,10.67,167.64,43.59,0,86.97
0.09,40.44,6.39,34.34,10.59,166.19,44.02,0,87.45
0.09,40.19,6.43,34.85,10.9,168.33,47.08,0,89.24
0.09,40.53,6.51,34.53,10.68,168.81,46.89,0,88.8
0.09,39.14,6.5,34.39,10.7,170.66,47.69,0,89.5
0.09,39.38,6.45,34.26,10.52,170.61,48.56,0,89.79
0.09,40.45,6.54,34.8,10.7,170.45,48.01,0,90.85
0.09,41.51,6.53,35.17,10.52,171.08,49.7,0,90.73
0.27,42,6.38,35.15,10.48,167.33,48.9,0,90.5
0.16,41.83,6.39,34.62,10.29,164.6,47.63,0,90.74
0.16,41.77,6.25,34.42,10.18,169.39,47.1,0,91.91
0.16,40.54,6.1,34.23,10.08,169.53,44.71,0,91.17
0.16,40.37,5.81,33.92,10.08,168.04,45.5,0,88.27
0.16,40.5,5.98,34.36,10.29,171.71,45.33,0,88.59
0.16,40.59,5.98,34.22,10.29,170.12,44.37,0,87.03
0.16,41.4,5.98,34.55,10.3,172.5,45.46,0,87.28
0.16,41.95,5.91,34.57,10.28,175.33,46.09,0,88.39
0.16,41.18,5.88,34.59,10.35,177.59,46.56,0,88.2
0.16,41.75,5.88,34.27,10.18,176.71,46,0,88.01
0.16,40.97,5.88,33.2,10.09,179.69,44.55,0,85.81
0.16,41.07,5.76,33.53,10.27,191.45,43.35,0,86.07
0.12,40.98,5.66,33.61,10.33,193.3,43.26,0,85.44
0.12,40.87,5.59,33.44,10.12,192.34,43.31,0,85.31
0.13,40.85,5.63,33.23,9.92,190.89,42.99,0,85.84
0.13,40.7,5.55,33.38,9.97,190.1,43.62,0,85.71
0.12,40.53,5.5,32.79,9.97,191.17,43.68,0,85.51
0.1,40.57,5.5,32.93,9.9,190.53,44.58,0,85.77
0.1,41.03,5.64,32.98,9.97,190.92,45.11,0,86.19
0.08,41.07,5.85,32.7,10.27,190.01,45.24,0,86.21
0.08,40.72,5.85,32.83,10.27,191.58,44.03,0,85.48
0.1,40.15,5.62,32.58,10.08,198.8,42.67,0,84.49
0.1,40.15,5.62,32.58,10.08,198.8,42.67,0,84.49
0.12,40.15,5.42,32.6,10.1,205.46,43.8,0,84.29
0.12,40.57,5.59,32.15,10.2,207.48,43.6,0,84.91
0.12,39.98,5.8,31.73,9.63,210.14,43,0,84.45
0.12,39.17,5.68,31,8.86,212.16,41.07,0,83.59
0.12,39.3,5.89,31.41,9.16,212.16,41.35,0,84.76
0.12,39.55,5.91,31.47,9.11,212.54,41.55,0,84.9
0.12,39.27,6,32,9.08,211.67,42.77,0,86.56
0.12,38.45,6,31.38,9.12,212.09,50.45,0,85.78
0.12,37.83,5.8,30.84,9.1,209.12,51.86,0,84.92
0.12,38.06,5.74,30.93,9.19,211.4,52.19,0,85.7
0.12,38.06,5.72,30.87,9.32,210.41,53.24,0,85.12
0.12,37.74,5.82,30.44,9.1,207.87,52.95,0,84.43
0.12,37.37,5.82,28.43,9,207.19,52.45,0,83.81
0.06,37.9,5.97,29,9.23,201.89,52.75,0,83.93
0.03,37.29,5.92,28.32,9.14,203.23,47.7,0,84.54
0.03,37.63,5.83,28.1,9.05,201.06,47.96,0,83.7
0.03,37.75,5.79,27.76,9.05,205.33,50.02,0,84.09
0.03,38.16,5.73,27.36,9.12,204.99,50.06,0,85.34
0.06,38.45,5.72,27.16,9.06,206.8,51.35,0,85.51
0.06,38.85,5.66,27.5,9.1,204.79,50.54,0,86.81
0.06,39.04,5.61,27.87,9.06,203.05,50.91,0,86.23
0.06,39.16,5.64,27.46,9.19,205,50.15,0,85.76
0.06,39.18,5.58,26.9,8.95,204.97,49.83,0,85.49
0.06,38.77,5.56,26.54,8.76,206.21,49.4,0,86.24
0.06,39.2,5.61,26.29,8.74,198.68,50.44,0,84.64
0.05,39.2,5.67,26.29,8.74,198.68,50.44,0,84.64
0.05,37.91,5.45,25.34,8.53,194.24,48.85,0,81.55
0.05,36.91,5.69,24.9,8.81,188.9,49.27,0,81.14
0.05,37.16,5.69,24.53,8.71,187.29,50.4,0,79.6
0.06,36.25,5.71,24.14,8.52,176.45,49.23,0,77.13
0.06,36.34,5.71,23.68,9.03,177.23,49,0,78.61
0.07,37.28,5.71,24.69,9.59,184.44,50.99,0,78.5
0.13,37.15,5.71,25.05,9.35,187,52.06,0,77.25
0.13,38.29,5.71,26.33,9.48,184.16,52.36,0,77.2
0.15,39.59,5.71,26.41,9.5,188.4,52.92,0,78.17
0.15,39.67,5.63,25.9,9.78,191.96,54.19,0,76.96
0.18,40.34,5.68,26.07,9.9,194.96,53.19,0,78.14
0.17,38.56,5.66,25.6,9.57,189.32,53.53,0,77.21
0.17,38.32,5.61,25.48,9.8,189.34,52.52,0,77.59
0.17,37.9,5.5,24.89,9.46,187.63,50.98,0,77.2
0.17,37.3,5.44,24.41,9.35,187.23,51.24,0,77.99
0.24,37.56,5.48,23.9,9.16,181.97,49.73,0,77.11
0.29,36.78,5.56,24,9.31,184.32,50.33,0,76.65
0.23,36.78,5.48,23.68,9.35,185.74,49.79,0,77.18
0.22,36.74,5.4,23.69,9.21,183.73,47.42,0,79.22
0.22,36.54,5.48,23.59,8.94,181.26,47.48,0,77.83
0.2,36.92,5.43,23.7,9.3,183.9,48.08,0,78.82
0.2,36.9,5.46,23.81,9.1,185.02,46.69,0,77.38
0.09,36.12,5.47,23.94,9.17,188.21,47.74,0,77.92
0.09,36.11,5.46,23.53,9.29,196.94,48.98,0,78.53
0.09,37.59,5.45,23.88,9.15,196.09,49.71,0,77.98
0.09,38.1,5.55,24.41,9.02,198.66,51.69,0,79.75
0.12,39.05,5.52,25.02,9.19,199.9,52.19,0,80.63
0.13,38.97,5.55,25.02,9.19,199.9,52.19,0,80.63
0.13,39.19,5.48,24.77,9.28,197.49,51.76,0,80.12
0.09,39.8,5.48,25.12,9.25,200.1,51.88,0,79.61
0.09,38.94,5.49,24.84,8.9,198.04,52.02,0,79.44
0.12,38.71,5.42,25.23,9.11,200.79,53.24,0,80.28
0.12,38.09,5.42,25.46,9.1,197.67,52.8,0,81.26
0.12,38.16,5.25,25.64,9.13,199.6,52.54,0,81.89
0.08,38.43,5.32,25.51,9.26,198.59,51.23,0,81.47
0.08,38.77,5.42,25.52,9.28,197.88,52.74,0,81.58
0.08,38.42,5.44,26.1,9.18,199.38,52.15,0,81.05
0.09,40.78,5.48,27.18,9.24,202.6,54.69,0,87.71
0.09,40.63,5.63,26.83,9.09,201.57,53.55,0,88.73
0.09,40.25,5.61,26.71,9.13,201.17,47.82,0,86.95
0.1,40.24,5.67,26.71,9.19,202.29,46.8,0,86.75
0.1,39.67,5.54,26.88,9.31,204.09,46.11,0,85.02
0.1,39.67,5.42,26.81,9.12,203.01,41.43,0,85.63
0.1,39.65,5.32,26.7,10.62,203.92,41.86,0,85.98
0.08,40.8,5.31,26.79,11.08,199,42.48,0,86.76
0.08,39.12,5.29,25.5,11.48,200.95,40.57,0,86.3
0.08,38.77,5.36,25.48,11,196.82,37.13,0,83.61
0.08,41.45,5.3,25.95,10.57,193.6,37.25,0,82.45
0.09,40.86,5.31,26.11,10.47,192.74,38.97,0,84.17
0.1,39.14,5.15,25.23,10.11,186.69,38.3,0,80.26
0.1,39.14,5.11,25.05,9.99,187.19,39.91,0,81.32
0.1,39.48,5.2,25.23,10.35,188.16,39.15,0,81.36
0.1,40.34,5.25,25.78,11.08,193.26,38.9,0,82.48
0.09,40.15,5.23,25.44,10.73,194.15,38.17,0,82.59
0.09,40.11,5.15,25.2,10.93,193.05,37.63,0,82.38
0.1,39.84,5.15,25.5,10.97,196.53,37.71,0,83.95
0.13,39.52,5.17,25.25,10.85,193.36,36.67,0,83.33
0.12,40.05,5.24,25.4,10.83,194.4,36.68,0,84.49
0.12,39.79,5.43,25.4,11.15,198.79,36.69,0,84.91
0.12,39.88,5.44,25.57,11.33,201.8,37.71,0,85.01
0.12,39.14,5.47,25.24,11.3,202.48,37.74,0,83
0.2,39.73,5.44,25.59,11.62,202.85,37.95,0,83.05
0.16,39.12,5.4,25.1,11.99,201.66,38.74,0,82.95
0.16,38.89,5.43,25.08,11.94,198.51,36.82,0,81.22
0.17,38.89,5.29,25.16,12.07,202.44,36.68,0,77.73
0.17,37.2,5.29,25.28,11.37,198.19,34.54,0,71.7
0.17,37.17,5.29,25.25,11.05,201.83,35.22,0,74.32
0.18,37.72,5.19,25.63,10.91,204.63,35.5,0,72.72
0.17,37.83,4.93,25.99,11.12,204.35,35.85,0,72.09
0.17,38.11,4.71,25.99,11.12,204.35,35.85,0,72.09
0.17,38.25,4.8,26.1,11.5,208.35,34.54,0,72.66
0.17,38.15,4.84,26.28,11.93,210.18,32.11,0,73.02
0.17,38.22,4.78,26.45,11.79,204.93,31.77,0,71.95
0.17,38.51,4.81,26.24,12,204.75,32.26,0,72.97
0.17,38.03,4.87,26.38,12.19,206.75,30.46,0,73.3
0.16,38.93,4.85,26.91,12.34,208.18,28.68,0,74.5
0.17,39.97,4.9,27.29,12.8,206.77,26.88,0,75.07
0.17,40.36,4.85,27.17,12.88,203.97,28.13,0,74.9
0.17,39.01,4.88,27.09,12.94,204.07,26.7,0,73.05
0.17,38.14,3.88,26.73,12.15,203.84,24.99,0,72.6
0.17,38.75,3.88,27.05,12.02,205.75,26.27,0,72.02
0.17,38.89,3.94,26.89,11.89,207.33,25.41,0,71.56
0.17,38.9,3.92,27.2,11.41,207.34,23.96,0,71.71
0.17,38.32,3.88,26.58,11.31,205.1,24.99,0,71.2
0.17,37.88,3.75,26.06,11.53,205.77,24.08,0,72
0.17,37.2,3.62,25.12,11.6,205.04,24.58,0,71.56
0.17,38.41,3.69,25.5,11.66,204,23.54,0,75.28
0.17,38.54,3.84,22.15,11.74,206.07,23.53,0,75.29
0.17,38.68,3.73,21.75,11.81,206,22.85,0,75.13
0.17,39.5,3.72,22.6,11.91,207.28,23.06,0,75.93
0.17,39.23,3.71,22.75,11.4,209.41,23.22,0,77.83
0.17,38.05,3.61,22.65,11.05,206.79,23,0,76.72
0.17,36.63,3.64,22.79,11.33,194.26,23.26,0,76.77
0.18,36.8,3.51,22.44,11.62,193.74,23.86,0,78.28
0.17,37.09,3.51,22.53,11.41,188.74,24.01,0,77.17
0.17,36.87,3.53,22.6,11.27,189.52,23.99,0,76.37
0.16,37.03,3.51,22.72,11.43,191.46,23.99,0,77.45
0.16,36.91,3.58,23.15,11.25,192.71,23.62,0,77.75
0.16,35.6,3.76,23.46,11.19,193.08,22.73,0,77.95
0.16,35.69,3.83,23.14,11.27,192.97,21.91,0,78.03
0.16,35.42,3.9,23.58,11.27,196.76,22.38,0,78.32
0.27,35.38,3.88,23.53,11.48,198.48,22.34,0,79.1
0.25,35.23,3.84,23.54,11.86,197.29,23.54,0,79.85
0.25,34.98,3.7,24.08,11.59,197.02,22.3,0,80.55
0.27,34.78,3.77,24.18,12.03,194.58,21.72,0,81.8
0.27,35.04,3.65,23.79,12.22,196.81,21.84,0,81.17
0.27,35.68,3.62,23.91,12.39,197.54,21,0,81.78
0.27,36.26,3.87,23.9,12.19,196.69,20.89,0,81.45
0.27,35.58,3.88,23.41,12.21,195.84,21.25,0,81.98
0.27,35.65,3.95,22.87,12.23,192.92,21.53,0,82.09
0.22,35.67,3.89,22.63,12.38,192.98,21.07,0,81.85
0.22,36.07,3.98,22.62,12.32,191.54,20.55,0,81.21
0.22,35.49,3.98,22,12.2,190.33,20.87,0,81.44
0.22,36.01,3.81,22.03,12.48,191,24.43,0,82.97
0.22,36.61,3.73,22.39,12.3,193.92,25.45,0,83.44
0.22,36.66,3.83,22.53,12.33,191.72,25.53,0,84.2
0.22,37.33,3.89,22.99,11.14,193.21,26.31,0,83.7
0.22,37.63,3.74,22.63,11.19,190.28,25.21,0,82.25
0.22,37.9,3.8,22.83,11.25,187.56,26.67,0,83.57
0.13,38.23,3.78,23.1,11.75,184.52,25.8,0,83.74
0.13,38.45,3.86,23.06,11.66,183.83,26.32,0,84.46
0.13,38.16,3.86,22.72,11.7,184.01,26.25,0,84.73
0.14,38.09,3.83,22.71,11.75,182.86,26.42,0,83.64
0.13,37.46,3.8,22.43,12.08,179.65,26.45,0,84.79
0.13,37.8,3.77,22.81,12.46,174.89,27.51,0,84.79
0.13,37.95,3.81,23.06,12.85,180.96,25.52,0,83.46
0.13,37.58,3.82,23.69,12.78,185.86,25.91,0,83.48
0.17,39.03,3.78,22.16,12.78,186.63,26.46,0,83.46
0.12,39.15,3.78,21.74,12.66,181.22,26.7,0,82.38
0.12,39.53,3.7,21.61,12.9,183.57,26.83,0,82.37
0.12,39.22,3.49,21.48,12.98,184.06,27.57,0,82.27
0.12,40.45,3.58,22.05,13.35,185.75,27.46,0,82.48
0.12,40.36,3.58,22.05,13.35,185.75,27.46,0,82.48
0.12,40.19,3.58,22.08,13.44,186.06,27.61,0,82.93
0.1,40.06,3.67,22.31,13.63,186.08,27.02,0,82.6
0.13,39.21,3.79,22.11,14.14,184.49,27.05,0,82.97
0.13,39.08,3.76,22.26,13.9,184.29,26.74,0,82.1
0.14,38.82,3.76,22.19,13.53,182.46,26.59,0,82.38
0.12,39.38,3.75,22.41,13.4,183.65,26.25,0,83.25
0.13,39.4,3.82,22.32,12.74,181.27,26.77,0,83.59
0.12,39.33,3.78,22.02,13.05,180.93,26.89,0,83.9
0.12,39.36,3.71,21.94,13.11,181.62,26.37,0,84.84
0.13,39.4,3.68,21.88,12.6,179.79,26.06,0,84.05
0.14,39.92,3.69,23.58,12.79,182.06,26.12,0,84.67
0.14,41.66,3.75,23.96,12.34,182.89,26.02,0,86.25
0.14,42.02,3.74,23.21,12.06,183.12,26.03,0,85.95
0.16,42.54,3.72,23.7,12.28,183.68,26.64,0,85.7
0.22,42.76,3.7,23.66,12.5,185.82,26.36,0,85.99
0.16,43.19,3.77,24,12.9,188.9,26.58,0,85.27
0.16,43.13,3.8,24.16,12.89,188.04,26.85,0,86.02
0.16,42.97,3.8,24.18,12.95,186.83,27.4,0,86.11
0.16,42.97,3.8,24.18,12.95,186.83,27.4,0,86.11
0.16,42.97,3.79,24.23,13.09,189.66,27.22,0,86.03
0.14,42.9,3.78,24.39,13.17,189.23,27.57,0,86.31
0.14,42.77,3.76,24.57,13.3,188.37,27.62,0,85.7
0.14,42.44,3.76,24.8,13.39,189.75,28.6,0,85.09
0.14,42.44,3.76,24.8,13.39,189.75,28.6,0,85.09
0.16,42.88,3.79,24.83,13.33,188.3,28.01,0,85.19
0.17,44.03,3.84,25.2,13.44,189.53,27.89,0,85.03
0.23,44,3.86,25.37,13.37,190.4,28,0,86.02
0.17,44.74,3.98,25.62,13.27,183.6,28.71,0,86.4
0.17,45.57,4.08,25.91,13.35,190.29,28.58,0,88.04
0.2,45.43,4.06,25.82,13.54,193.59,29,0,88.28
0.17,45.74,4.13,25.7,13.29,188.38,28.97,0,87.46
0.23,45.91,4.14,25.86,13.33,188.44,29.05,0,87.82
0.28,45.75,4.14,26.05,13.21,190.83,28.3,0,87.58
0.3,46.06,4.11,26.46,13.58,190.85,27.86,0,88.32
0.3,45.49,4.12,26.56,13.63,190.86,28.12,0,88.56
0.3,45.53,4.14,26.76,13.46,189.95,27.48,0,88.69
0.3,44.94,4.12,26.76,13.46,189.95,27.48,0,88.69
0.3,44.83,4.05,26.04,13.31,190.23,27.07,0,88.87
0.3,44.5,4.07,25.75,13.31,191.94,26.91,0,88.98
0.3,44.59,4.11,25.58,13.25,193.97,26.22,0,87.08
0.3,44.82,4.14,25.67,13.25,191.56,25.76,0,86.15
0.3,44.17,4.07,25.24,13.14,190.9,25.17,0,84.71
0.3,44.33,4.02,25.24,13.22,192.75,24.29,0,84.68
0.3,44.55,4.03,25.38,13.2,192.58,24.26,0,83.96
0.3,43.99,3.95,25.39,13.22,190.79,23.45,0,84.33
0.3,44.1,3.96,25.74,13.14,188.3,22.84,0,82.7
0.3,44.54,3.94,25.21,13.33,189.12,22.58,0,83
0.3,45.25,3.95,25.49,13.37,192.89,21.72,0,83.6
0.3,45.29,3.99,23.69,13.54,197.14,21.62,0,83.94
0.3,45.73,4.05,23.88,13.55,199.8,22.06,0,86.18
0.3,45.24,4,23.54,13.51,200.34,21.53,0,87.45
0.3,45.31,3.95,23.89,13.74,200.07,22.15,0,88.75
0.3,45.43,3.95,24.3,13.53,199.94,21.98,0,89.44
0.3,44.74,3.92,24,13.42,198.72,22.15,0,87.9
0.3,44.42,3.92,24.21,13.63,201.19,22.14,0,88.82
0.3,43.96,3.87,23.89,13.38,203.83,21.75,0,88.5
0.3,43.76,3.9,23.89,13.38,203.83,21.75,0,88.5
0.3,43.45,3.91,23.65,13.42,203.82,22.53,0,87.44
0.3,44.03,3.92,24.01,13.39,206.64,23.47,0,87.88
0.3,43.92,3.95,22.27,13.64,208.34,23.47,0,87.44
0.3,44.03,3.97,22.59,13.47,207.4,24.25,0,89.64
0.3,42.51,3.92,21.97,13.2,201.54,23.82,0,85.57
0.3,41.97,3.92,21.87,12.57,195.29,22.64,0,85
0.3,42.29,3.91,21.56,12.43,190.97,25.35,0,86.25
0.3,41.54,3.78,20.99,11.94,175.66,25.41,0,83.07
0.3,40.23,3.62,20.11,11.62,172.38,26.15,0,81.87
0.3,39.41,3.51,20.2,11.46,177.22,25.88,0,84.97
0.3,40.71,3.61,20.22,11.44,177.59,25.59,0,83.5
0.3,42.08,3.68,21.37,11.57,185.96,25.93,0,88.74
0.3,42.62,3.62,21.45,11.36,182.77,24.46,0,87.86
0.3,40.8,3.58,21.49,11.57,179.07,23.96,0,87.27
0.3,39.12,3.19,20.18,11.03,164.24,22.02,0,81.63
0.3,37.95,3.26,19.86,11.48,165.32,21.98,0,84.73
0.3,37.87,3.25,18.67,11.29,155.07,20.29,0,79.84
0.3,33.95,3.12,17.31,10.97,131.43,17.09,0,72.25
0.3,35.18,2.95,17.94,11.44,132.98,18.95,0,79.5
0.3,34.51,2.78,15.94,11.01,124.75,15.43,0,69.6
0.3,35.72,2.59,15.76,12.77,124.45,15.69,0,73.99
0.3,35.46,2.51,15.28,11.72,121.25,14.85,0,64.91
0.3,34.55,2.34,15.27,12.05,123.06,17.3,0,66.43
0.3,33.37,2.8,15.04,11,119.7,16.35,0,61.09
0.3,31.29,2.61,14.7,10.25,105.64,16.49,0,59.98
0.3,33.66,2.58,15.55,10.39,123.82,19.68,0,63.6
0.3,33.85,2.58,15.96,9.78,126.61,21.8,0,66.07
0.3,35.9,2.97,16.46,10.04,140.69,21.41,0,71.16
0.3,33.99,3.12,16.45,8.93,144.88,20.58,0,69.15
0.3,34.61,2.91,16.65,9.14,146.44,21.52,0,72.55
0.3,36.24,2.92,18.37,9.42,143.36,21.11,0,72.96
0.3,37.52,2.84,18.86,9.4,136.88,20.24,0,71.12
0.3,38.69,3.12,19.57,9.33,131.22,19.83,0,74.34
0.3,38.62,3.31,19.25,8.7,132.17,20.85,0,73.46
0.3,38.91,3.54,19.07,9.14,142.26,20.81,0,75.68
0.3,38.64,3.42,19.15,9.23,149.59,21.36,0,74.51
0.3,38.49,3.34,19.62,9.63,157.77,20.48,0,74.66
0.3,39.67,3.4,20.76,10.46,166.24,21.94,0,75.34
0.3,39.67,3.4,20.76,10.46,166.24,21.94,0,75.34
0.3,39.67,3.45,20.7,10.08,157.63,22.01,0,73.95
0.3,38.33,3.4,20.65,10.37,167.83,21.98,0,77.18
0.3,38.38,3.38,19.84,10.04,162.36,21.13,0,75.44
0.3,38.85,3.16,19.62,9.65,162.15,20.99,0,75.39
0.3,38.66,3.27,19.73,9.56,162.7,20.83,0,77.96
0.3,39.07,3.17,19.18,10.15,156.62,20.05,0,76.86
0.3,37.71,3.07,18.86,9.78,153.02,19.68,0,72.28
0.3,38,3.15,18.95,9.82,155.22,20.05,0,73.06
0.3,38.62,3.15,18.94,9.98,153.05,20.14,0,71.78
0.3,38.81,3.04,19.3,10.09,158.83,20.69,0,73.67
0.3,39.04,3.09,19.72,10.48,163.15,21.62,0,74.92
0.3,41.11,3.13,20.28,10.93,167.43,23.03,0,77.25
0.3,41.34,3.2,21.6,10.97,169.42,22.14,0,76.5
0.3,40.46,3.22,21.14,10.7,164.69,23.3,0,74.6
0.3,38.69,3.22,20.58,10.48,161.57,23.4,0,73.28
0.3,38.66,3.12,20.57,10.53,163.75,23.29,0,73.31
0.3,39.5,3.16,20.49,10.47,163.01,23.13,0,72.2
0.3,39.02,3.14,19.94,10.37,165.48,22.97,0,71.5
0.3,39.1,3.14,20.13,10.93,164.77,22.56,0,70.14
0.3,39.1,3.13,20.47,11.63,166.06,23.87,0,72
0.3,40.07,3.19,20.06,11.41,163.3,23.42,0,71.28
0.3,41.4,3.22,20.59,11.49,160.52,23,0,69.87
0.3,40.17,3.25,19.91,11.47,155.32,21.81,0,68.79
0.3,39.27,3.39,19.49,10.63,157.96,21.46,0,67.96
0.3,40.05,3.5,19.9,10.86,158.49,21.52,0,67.78
0.3,40.68,3.51,20.3,10.68,168.51,21.63,0,68.25
0.3,40.01,3.5,18.91,10.54,168.9,21.45,0,68.51
0.3,40.59,3.37,18.77,10.71,172.47,22.4,0,70.47
0.3,40.99,3.37,18.74,10.93,171,22.63,0,70.5
0.3,41.28,3.37,18.46,11.01,172.31,22.96,0,70.45
0.3,41.28,3.37,18.46,11.01,172.31,22.96,0,70.45
0.3,41.87,3.37,18.53,11.52,176.41,23.76,0,72.13
0.3,43.02,3.35,18.61,12.2,179.38,24.87,0,73.91
0.3,43,3.4,18.44,11.52,175.44,25.13,0,73.51
0.3,41.89,3.46,18.26,11.43,172.7,23.99,0,73.36
0.3,42.35,3.46,18.7,11.4,173.25,24.31,0,73.79
0.3,42.06,3.37,18.61,11.34,173.23,24.3,0,73.73
0.3,42.58,3.42,19.05,11.58,174.82,23.94,0,74.21
0.3,42.03,3.41,18.7,11.94,175.73,24.42,0,75.19
0.3,41.8,3.44,19.01,12.09,181.42,25.05,0,75.91
0.3,41.01,3.45,19.23,12.34,185.93,25.65,0,77.7
0.3,39.75,3.43,19.1,12.04,183.4,25.4,0,75.65
0.3,41.03,3.36,19.61,11.93,180.3,24.71,0,75.14
0.3,39.41,3.33,18.6,11.24,168.67,24.1,0,71.25
0.3,39.4,3.35,18.59,11.45,170.28,24.6,0,70.42
0.3,39.27,3.43,18.66,11.94,173.69,25.13,0,72.2
0.3,41.12,3.47,19.36,12.02,177.46,25.2,0,74.66
0.3,41.17,3.45,19.01,11.99,178.71,25.21,0,74.09
0.3,41.18,3.38,18.79,11.91,184.25,25.03,0,74.6
0.3,41.64,3.48,19.01,11.77,181.41,25.56,0,72.2
0.3,41.34,3.41,19.17,11.15,179.71,24.83,0,72.04
0.3,41.59,3.37,19.4,10.52,180.46,24.83,0,71.49
0.3,40.13,3.39,18.81,10.34,171.66,24.15,0,70.09
0.3,40.42,3.33,19.01,10.41,173.33,24.34,0,70.67
0.3,40.84,3.33,18.75,9.86,168.99,23.59,0,68.87
0.55,41.25,3.33,18.8,10.1,174.17,24.99,0,70.51
0.6,40.78,3.35,19.04,10.06,174.95,24.91,0,70.06
0.74,41.01,3.34,18.96,9.93,185.88,24.1,0,69.99
0.73,41.07,3.33,18.83,9.67,185.8,24.96,0,70.46
0.78,40.2,3.35,18.83,9.67,185.8,24.96,0,70.46
0.77,41.13,3.32,18.9,9.6,186.49,24.48,0,70.6
0.66,40.26,3.31,18.4,9.54,182.46,24.42,0,72.94
0.71,40.04,3.34,18.16,9.21,183.48,26.46,0,72.3
0.65,38.35,3.35,17.73,8.76,182.39,25.82,0,70.14
0.6,37.8,3.33,17.75,9.07,184.93,26.17,0,72.96
0.61,38.09,3.34,17.45,8.96,179.69,26.51,0,73.5
0.6,38.12,3.34,18.16,8.97,179.18,28.53,0,74.31
0.61,37.7,3.34,17.88,9.13,182.63,29.13,0,75
0.61,36.73,3.55,17.77,8.95,181.24,29.53,0,75.35
0.58,36.58,3.52,17.83,8.89,180.61,29.95,0,75.03
0.61,35.54,3.5,17.88,8.49,177.6,28.65,0,72.89
0.61,35.65,3.49,17.6,8.97,180.77,29.83,0,75.92
0.58,35.3,3.53,17.54,8.87,179.49,30.36,0,76
0.61,35.66,3.51,17.63,8.88,179,30.31,0,76.3
0.58,35.36,3.39,17.81,8.48,179.85,29.67,0,76.85
0.6,35.2,3.44,17.92,8.43,178.89,30.38,0,78.54
0.6,35.86,3.37,18.15,8.68,179.52,33.24,0,77.97
