"","A:ASBX(FFNOSH)","D:RHM(FFNOSH)","I:LDO(FFNOSH)","F:CSF(FFNOSH)","BA.(FFNOSH)","RR.(FFNOSH)","TK:AES(FFNOSH)","IS:ESLT(FFNOSH)","U:NOC(FFNOSH)","U:RTX(FFNOSH)","U:HII(FFNOSH)","U:LMT(FFNOSH)","@AXON(FFNOSH)","@MANT(FFNOSH)","U:BWXT(FFNOSH)","U:CW(FFNOSH)","@SWBI(FFNOSH)","U:GD(FFNOSH)","U:RGR(FFNOSH)","@POWW(FFNOSH)","U:CACI(FFNOSH)","@HON(FFNOSH)"
"10/07/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/10/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/11/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/12/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/13/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/14/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/17/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/18/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/19/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/20/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/21/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/24/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/25/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/26/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/27/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/28/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"10/31/16","209645","43559","390558","104385","2983716","1648325",NA,"23155","176262","823406","40530","266584","40562","19436","99233","36620","53125","238933","15286","101","18978","762125"
"11/01/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/02/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/03/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/04/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/07/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/08/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/09/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/10/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/11/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/14/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/15/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/16/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/17/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/18/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/21/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/22/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/23/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/24/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/25/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/28/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/29/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"11/30/16","227079","43559","390558","104385","2984167","1745570",NA,"23155","176262","823406","40530","266584","40562","19444","99233","36620","53180","238933","15286","101","18978","762125"
"12/01/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/02/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/05/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/06/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/07/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/08/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/09/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/12/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/13/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/14/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/15/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/16/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/19/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/20/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/21/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/22/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/23/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/26/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/27/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/28/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/29/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"12/30/16","230495","43559","390558","104385","2984428","1745579",NA,"23165","176262","823406","40055","267312","39526","19060","99233","36219","52367","239068","13697","577","20307","762125"
"01/02/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/03/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/04/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/05/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/06/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/09/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/10/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/11/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/12/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/13/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/16/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/17/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/18/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/19/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/20/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/23/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/24/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/25/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/26/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/27/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/30/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"01/31/17","248125","43559","390558","104385","2984835","1838816",NA,"23165","174599","805862","40055","264650","39526","19060","99233","36519","52367","237291","13414","577","20322","761194"
"02/01/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/02/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/03/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/06/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/07/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/08/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/09/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/10/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/13/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/14/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/15/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/16/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/17/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/20/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/21/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/22/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/23/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/24/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/27/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"02/28/17","248125","43559","390558","104385","2985556","1746882",NA,"23165","174599","801687","39720","264158","39578","19262","99451","36519","52393","237291","12830","577","20322","760718"
"03/01/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/02/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/03/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/06/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/07/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/08/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/09/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/10/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/13/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/14/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/15/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/16/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/17/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/20/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/21/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/22/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/23/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/24/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/27/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/28/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/29/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/30/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"03/31/17","248125","43559","390558","104385","2986632","1840134",NA,"23165","174812","801228","39626","263648","37570","20773","94345","35826","51982","237936","11428","1077","20179","762338"
"04/03/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/04/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/05/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/06/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/07/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/10/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/11/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/12/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/13/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/14/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/17/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/18/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/19/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/20/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/21/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/24/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/25/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/26/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/27/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"04/28/17","248125","43559","390558","104385","2991875","1737505",NA,"23168","174573","801228","39374","264028","37701","20773","93627","35764","51982","236251","11428","1077","20241","762338"
"05/01/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/02/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/03/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/04/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/05/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/08/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/09/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/10/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/11/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/12/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/15/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/16/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/17/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/18/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/19/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/22/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/23/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/24/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/25/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/26/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/29/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/30/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"05/31/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","801228","39374","264028","37701","20779","93627","35764","51982","236251","11428","17976","20241","762338"
"06/01/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/02/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/05/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/06/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/07/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/08/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/09/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/12/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/13/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/14/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
