"","@IMBBY(FFNOSH)","D:2TP(FFNOSH)","BATS(FFNOSH)","ID:GUD(FFNOSH)","U:VGR(FFNOSH)","U:STZ(FFNOSH)","U:TPB(FFNOSH)","U:RLX(FFNOSH)","U:PM(FFNOSH)"
"04/21/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/24/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/25/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/26/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/27/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/28/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"05/01/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/02/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/03/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/04/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/05/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/08/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/09/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/10/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/11/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/12/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/15/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/16/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/17/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/18/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/19/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/22/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/23/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/24/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/25/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/26/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/29/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/30/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"05/31/17","958711","19405","1731558","470499","107098","171904","17105","0","1553143"
"06/01/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/02/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/05/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/06/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/07/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/08/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/09/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/12/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/13/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/14/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/15/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/16/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/19/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/20/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/21/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/22/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/23/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/26/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/27/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/28/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/29/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"06/30/17","958711","20155","1731573","470499","107098","171963","17105","0","1553143"
"07/03/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/04/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/05/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/06/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/07/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/10/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/11/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/12/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/13/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/14/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/17/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/18/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/19/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/20/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/21/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/24/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/25/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/26/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/27/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/28/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"07/31/17","958711","20155","2136311","470499","107098","171963","17105","0","1553188"
"08/01/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/02/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/03/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/04/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/07/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/08/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/09/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/10/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/11/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/14/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/15/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/16/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/17/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/18/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/21/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/22/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/23/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/24/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/25/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/28/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/29/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/30/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"08/31/17","958711","22484","2136315","470499","106371","171963","17289","0","1553188"
"09/01/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/04/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/05/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/06/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/07/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/08/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/11/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/12/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/13/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/14/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/15/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/18/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/19/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/20/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/21/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/22/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/25/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/26/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/27/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/28/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"09/29/17","955351","22749","2136336","470499","99934","172271","17289","0","1553188"
"10/02/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/03/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/04/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/05/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/06/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/09/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/10/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/11/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/12/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/13/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/16/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/17/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/18/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/19/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/20/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/23/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/24/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/25/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/26/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/27/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/30/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"10/31/17","955051","23160","2136412","470499","99934","172271","17289","0","1553203"
"11/01/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/02/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/03/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/06/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/07/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/08/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/09/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/10/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/13/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/14/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/15/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/16/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/17/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/20/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/21/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/22/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/23/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/24/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/27/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/28/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/29/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"11/30/17","954088","27592","2136426","470499","106371","172271","17470","0","1553203"
"12/01/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/04/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/05/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/06/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/07/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/08/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/11/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/12/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/13/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/14/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/15/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/18/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/19/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/20/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/21/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/22/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/25/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/26/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/27/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/28/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"12/29/17","953737","27592","2136436","470499","106371","171381","17470","0","1553203"
"01/01/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/02/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/03/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/04/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/05/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/08/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/09/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/10/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/11/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/12/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/15/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/16/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/17/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/18/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/19/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/22/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/23/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/24/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/25/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/26/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/29/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/30/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"01/31/18","953737","27666","2136442","470499","106371","171381","17470","0","1553230"
"02/01/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/02/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/05/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/06/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/07/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/08/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/09/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/12/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/13/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/14/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/15/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/16/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/19/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/20/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/21/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/22/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/23/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/26/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/27/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"02/28/18","953737","28111","2028530","470499","106081","171381","17470","0","1553230"
"03/01/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/02/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/05/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/06/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/07/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/08/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/09/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/12/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/13/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/14/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/15/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/16/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/19/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/20/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/21/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/22/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/23/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/26/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/27/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/28/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/29/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"03/30/18","953737","28862","2028409","470499","106081","171381","19223","0","1554465"
"04/02/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/03/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/04/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/05/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/06/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/09/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/10/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/11/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/12/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/13/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/16/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/17/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/18/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/19/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/20/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/23/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/24/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/25/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/26/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/27/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"04/30/18","953737","28862","2028410","470499","106081","168058","19223","0","1554474"
"05/01/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/02/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/03/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/04/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/07/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/08/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/09/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/10/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/11/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/14/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/15/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/16/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/17/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/18/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/21/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/22/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/23/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/24/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/25/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/28/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/29/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/30/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"05/31/18","953737","29017","2028463","470499","106081","168012","19238","0","1554474"
"06/01/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/04/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/05/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/06/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/07/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/08/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/11/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/12/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/13/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/14/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/15/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/18/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/19/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/20/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/21/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/22/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/25/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/26/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/27/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/28/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"06/29/18","953737","27671","2011782","470499","106081","167864","19238","0","1554474"
"07/02/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/03/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/04/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/05/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/06/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/09/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/10/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/11/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/12/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/13/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/16/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/17/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/18/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/19/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/20/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/23/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/24/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/25/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/26/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/27/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/30/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"07/31/18","953737","27671","2011798","470499","106081","167864","19238","0","1554507"
"08/01/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/02/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/03/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/06/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/07/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/08/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/09/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/10/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/13/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/14/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/15/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/16/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/17/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/20/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/21/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/22/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/23/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/24/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/27/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/28/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/29/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/30/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"08/31/18","953737","27671","2006181","470499","105921","167864","19314","0","1554507"
"09/03/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/04/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/05/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/06/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/07/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/10/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/11/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/12/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/13/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/14/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/17/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/18/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/19/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/20/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/21/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/24/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/25/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/26/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/27/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"09/28/18","953737","27671","2006185","470499","97367","166138","19314","0","1554507"
"10/01/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/02/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/03/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/04/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/05/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/08/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/09/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/10/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/11/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
