"","A:TWEX(P)","A:TWEX(EPS)","A:TWEX(PA)","A:TWEX(PB)","B:ABI(P)","B:ABI(EPS)","B:ABI(PA)","B:ABI(PB)","H:HB(P)","H:HB(EPS)","H:HB(PA)","H:HB(PB)","F:RCD(P)","F:RCD(EPS)","F:RCD(PA)","F:RCD(PB)","I:CPR(P)","I:CPR(EPS)","I:CPR(PA)","I:CPR(PB)","DGE(P)","DGE(EPS)","DGE(PA)","DGE(PB)","K:BBCA(P)","K:BBCA(EPS)","K:BBCA(PA)","K:BBCA(PB)","K:CHRE(P)","K:CHRE(EPS)","K:CHRE(PA)","K:CHRE(PB)","DK:CAB(P)","DK:CAB(EPS)","DK:CAB(PA)","DK:CAB(PB)","DK:RBR(P)","DK:RBR(EPS)","DK:RBR(PA)","DK:RBR(PB)","CN:KCM(P)","CN:KCM(EPS)","CN:KCM(PA)","CN:KCM(PB)","CN:YWU(P)","CN:YWU(EPS)","CN:YWU(PA)","CN:YWU(PB)","CN:JYB(P)","CN:JYB(EPS)","CN:JYB(PA)","CN:JYB(PB)","CN:TTB(P)","CN:TTB(EPS)","CN:TTB(PA)","CN:TTB(PB)","IN:MLC(P)","IN:MLC(EPS)","IN:MLC(PA)","IN:MLC(PB)","IN:UBB(P)","IN:UBB(EPS)","IN:UBB(PA)","IN:UBB(PB)","MX:BEC(P)","MX:BEC(EPS)","MX:BEC(PA)","MX:BEC(PB)","BR:AVS(P)","BR:AVS(EPS)","BR:AVS(PA)","BR:AVS(PB)","CL:CVZ(P)","CL:CVZ(EPS)","CL:CVZ(PA)","CL:CVZ(PB)","U:STZ(P)","U:STZ(EPS)","U:STZ(PA)","U:STZ(PB)","U:BF.B(P)","U:BF.B(EPS)","U:BF.B(PA)","U:BF.B(PB)","U:TAP(P)","U:TAP(EPS)","U:TAP(PA)","U:TAP(PB)","U:SAM(P)","U:SAM(EPS)","U:SAM(PA)","U:SAM(PB)"
"10/10/17",10.24,0.27,10.4,10.19,120.62,2.13,120.68,120.62,98.49,3.69,98.52,98.48,140.69,6.08,140.69,140.63,7.19,0.21,7.19,7.18,33.57,1.39,33.57,33.57,0,0,0,0,2.87,0.05,2.87,2.87,109.96,4.99,109.96,109.88,56.33,2.38,56.36,56.18,562.48,15.89,562.62,562.6,61.64,2.16,61.65,61.64,107.17,4.36,107.17,106.84,32.48,0.86,32.5,32.47,6.76,0.02,6.76,6.76,12.13,0.12,12.13,12.12,3.14,0.09,3.15,3.14,5.7,0.2,5.7,5.7,12.58,0.48,12.56,12.55,207.96,7.81,207.98,207.96,43.94,1.54,43.96,43.95,83.97,4.13,84.02,84,168,6.72,167.95,167.9
"10/11/17",10.32,0.27,10.37,10.27,120.8,2.13,120.86,120.8,99,3.69,99.01,98.97,140.4,6.08,140.46,140.4,7.29,0.21,7.29,7.28,33.61,1.39,33.61,33.61,0,0,0,0,2.81,0.05,2.81,2.8,110.66,4.99,110.73,110.66,56.27,2.38,56.21,56.15,568.18,15.89,568.31,568.14,63.72,2.16,63.72,63.71,112.48,4.36,112.48,112.47,32.75,0.86,32.77,32.76,6.85,0.02,6.88,6.86,12.03,0.12,12.02,12.01,3.13,0.09,3.13,3.13,5.71,0.2,5.72,5.71,12.5,0.48,12.53,12.43,207.74,7.81,207.75,207.74,44.24,1.54,44.23,44.22,84.14,4.13,84.16,84.14,171.15,6.72,171.15,171.05
"10/12/17",10.45,0.27,10.46,10.4,120.74,2.13,120.86,120.74,98.69,3.69,98.69,98.68,140.4,6.08,140.46,140.34,7.51,0.21,7.51,7.51,33.74,1.39,33.75,33.74,0,0,0,0,2.81,0.05,2.82,2.81,109.65,4.99,109.57,109.49,56.49,2.38,56.47,56.36,566.67,15.89,567.24,567.1,63.33,2.16,63.38,63.33,110.27,4.36,110.4,110.27,32.59,0.86,32.59,32.58,6.96,0.02,6.96,6.96,12.12,0.12,12.11,12.11,3.1,0.09,3.11,3.1,5.71,0.2,5.79,5.79,12.59,0.48,12.61,12.55,207.4,7.81,207.5,207.49,44.14,1.54,44.15,44.14,84.35,4.13,84.37,84.36,172.3,6.72,172.4,172.35
"10/13/17",10.51,0.27,10.56,10.43,122.41,2.13,122.47,122.35,98.9,3.69,98.9,98.89,140.34,6.08,140.46,140.34,7.5,0.21,7.51,7.5,33.51,1.39,33.51,33.51,0,0,0,0,2.79,0.05,2.79,2.78,110.19,4.99,110.04,109.96,56.35,2.38,56.46,56.32,579.24,15.89,579.59,579.5,64.18,2.16,64.18,64.17,110.3,4.36,110.33,110.3,34.21,0.86,34.22,34.21,6.95,0.02,6.92,6.92,12.04,0.12,12.03,12.03,3.1,0.09,3.1,3.1,5.85,0.2,5.85,5.84,12.62,0.48,12.66,12.5,208.56,7.81,208.56,208.54,44.2,1.54,44.21,44.2,83.59,4.13,83.55,83.53,173.75,6.72,173.85,173.8
"10/16/17",10.57,0.27,10.61,10.57,122.53,2.13,122.53,122.47,99.08,3.69,99.12,99.06,140.11,6.08,140.11,140.06,7.67,0.21,7.67,7.66,33.38,1.39,33.38,33.38,0,0,0,0,2.82,0.05,2.82,2.81,110.66,4.99,110.73,110.66,56.36,2.38,56.32,56.24,583.96,15.89,584.03,583.97,62.13,2.16,62.14,62.13,108.82,4.36,108.83,108.82,33.95,0.86,33.95,33.86,6.9,0.02,6.91,6.9,11.97,0.12,11.95,11.94,3.07,0.09,3.08,3.07,5.79,0.2,5.79,5.79,12.56,0.48,12.61,12.51,210.45,7.81,210.46,210.45,44.34,1.54,44.36,44.35,82.75,4.13,82.73,82.72,176.7,6.72,176.75,176.7
"10/17/17",10.57,0.27,10.64,10.53,122.99,2.13,122.99,122.93,98.83,3.69,98.88,98.83,139.88,6.08,139.94,139.88,7.49,0.21,7.5,7.49,33.34,1.39,33.35,33.34,0,0,0,0,2.79,0.05,2.8,2.79,110.81,4.99,110.89,110.81,55.62,2.38,55.71,55.64,579.84,15.89,579.8,579.79,62.59,2.16,62.59,62.58,109.73,4.36,109.73,109.72,33.43,0.86,33.53,33.45,7.1,0.02,7.14,7.12,11.85,0.12,11.85,11.85,3.14,0.09,3.16,3.15,5.75,0.2,5.75,5.74,12.55,0.48,12.6,12.51,213.64,7.81,213.63,213.6,44.86,1.54,44.86,44.85,82.7,4.13,82.72,82.71,178.85,6.72,178.9,178.85
"10/18/17",10.45,0.27,10.57,10.43,123.62,2.13,123.62,123.51,99.67,3.69,99.67,99.52,140.92,6.08,140.98,140.92,7.47,0.21,7.47,7.47,33.71,1.39,33.71,33.7,0,0,0,0,2.81,0.05,2.81,2.81,113.75,4.99,113.36,113.29,56.43,2.38,56.55,56.46,583.99,15.89,584.39,584.29,63.9,2.16,63.91,63.9,115.22,4.36,115.23,115.22,33.36,0.86,33.42,33.33,7.14,0.02,7.15,7.15,11.98,0.12,12.02,12.01,3.14,0.09,3.15,3.14,5.75,0.2,5.76,5.75,12.78,0.48,12.88,12.79,211.79,7.81,211.83,211.8,44.61,1.54,44.62,44.61,82.6,4.13,82.59,82.58,178.6,6.72,178.6,178.55
"10/19/17",10.79,0.27,10.84,10.53,122.59,2.13,122.64,122.47,99.5,3.69,99.5,99.48,145.65,6.08,145.76,145.65,7.36,0.21,7.36,7.36,33.77,1.39,33.77,33.75,0,0,0,0,2.82,0.05,2.82,2.81,113.29,4.99,113.44,113.36,55.65,2.38,55.7,55.58,606.78,15.89,606.79,606.75,65.62,2.16,65.62,65.6,121.42,4.36,121.43,121.42,34.01,0.86,34.01,33.98,7.04,0.02,7.03,7.02,11.92,0.12,11.94,11.86,3.14,0.09,3.15,3.14,5.77,0.2,5.77,5.76,12.83,0.48,12.92,12.78,211.98,7.81,211.99,211.98,44.61,1.54,44.63,44.62,83.58,4.13,83.6,83.59,178.15,6.72,178.25,178.15
"10/20/17",10.99,0.27,11.04,10.96,122.87,2.13,122.93,122.87,99.43,3.69,99.43,99.39,147.55,6.08,147.61,147.32,7.45,0.21,7.45,7.44,33.72,1.39,33.72,33.72,0,0,0,0,2.82,0.05,2.82,2.81,115.14,4.99,115.14,115.07,55.71,2.38,55.81,55.68,598.17,15.89,598.44,598.35,65.1,2.16,65.12,65.1,118.72,4.36,118.72,118.71,33.56,0.86,33.54,33.53,7.04,0.02,7.06,7.05,11.92,0.12,11.93,11.87,3.17,0.09,3.17,3.16,5.69,0.2,5.69,5.69,13.09,0.48,13.19,12.92,211.25,7.81,211.25,211.23,44.86,1.54,44.88,44.87,83.25,4.13,83.24,83.23,172.85,6.72,172.9,172.85
"10/23/17",11.13,0.27,11.16,11.08,123.16,2.13,123.22,123.16,98.98,3.69,98.98,98.96,147.73,6.08,147.78,147.73,7.52,0.21,7.52,7.52,33.87,1.39,33.87,33.86,0,0,0,0,2.8,0.05,2.8,2.8,114.52,4.99,114.6,114.52,55.81,2.38,55.79,55.73,597.21,15.89,597.5,597.31,65.2,2.16,65.2,65.19,121.17,4.36,121.19,121.05,33.77,0.86,33.8,33.76,7.13,0.02,7.14,7.13,11.95,0.12,11.98,11.96,3.09,0.09,3.09,3.08,5.63,0.2,5.63,5.62,13.26,0.48,13.28,13.23,211.71,7.81,211.72,211.71,45.09,1.54,45.1,45.1,83.61,4.13,83.62,83.61,175.55,6.72,175.65,175.6
"10/24/17",10.9,0.27,11,10.89,121.78,2.13,121.84,121.78,97.99,3.69,98,97.95,147.78,6.08,147.78,147.67,7.5,0.21,7.51,7.5,33.7,1.39,33.72,33.7,0,0,0,0,2.87,0.05,2.87,2.87,112.59,4.99,112.51,112.44,55.62,2.38,55.84,55.7,590.88,15.89,591.14,591.05,66.23,2.16,66.23,66.22,122.86,4.36,122.87,122.86,33.83,0.86,33.84,33.83,7.17,0.02,7.16,7.15,12.21,0.12,12.22,12.19,3.07,0.09,3.07,3.07,5.63,0.2,5.64,5.63,13.13,0.48,13.24,13.09,212.65,7.81,212.69,212.67,44.73,1.54,44.74,44.73,83.57,4.13,83.61,83.6,178,6.72,178.1,178.05
"10/25/17",10.94,0.27,10.97,10.84,118.84,2.13,118.9,118.78,94.68,3.69,94.69,94.68,145.3,6.08,145.48,145.3,7.46,0.21,7.48,7.46,33.36,1.39,33.38,33.36,0,0,0,0,2.88,0.05,2.88,2.87,111.51,4.99,111.51,111.35,55.45,2.38,55.45,55.37,589.15,20.09,589.47,589.39,65.64,2.16,65.64,65.63,120.69,4.36,120.69,120.61,33.63,0.86,33.63,33.62,7.24,0.02,7.24,7.23,13.13,0.12,13.2,13.18,3.06,0.09,3.06,3.04,5.6,0.2,5.6,5.6,12.99,0.48,13.01,12.97,212.48,7.81,212.5,212.48,44.53,1.54,44.53,44.52,82.26,4.13,82.25,82.24,180,6.72,180.05,180
"10/26/17",11.1,0.27,11.12,11.01,118.03,2.13,118.09,118.03,94.99,3.69,95.02,94.9,146,6.08,146.05,145.82,7.71,0.21,7.71,7.7,33.69,1.39,33.7,33.69,0,0,0,0,2.91,0.05,2.92,2.91,111.58,4.99,111.35,111.27,55.73,2.38,55.7,55.61,630.21,20.09,631.68,631.21,67.76,2.37,67.77,67.76,120.83,4.36,120.97,120.83,33.79,0.86,33.81,33.78,7.34,0.02,7.4,7.39,13.43,0.12,13.42,13.4,3.03,0.09,3.03,3.02,5.56,0.15,5.57,5.56,12.96,0.48,13.07,12.27,211.74,7.81,211.77,211.75,45.06,1.54,45.08,45.07,80.37,4.13,80.37,80.36,176.05,6.72,176.35,176.1
"10/27/17",11.36,0.27,11.38,11.19,119.3,2.13,119.3,119.18,96.1,3.69,96.11,95.93,147.67,6.08,147.67,147.49,7.74,0.21,7.74,7.73,34.26,1.39,34.26,34.26,0,0,0,0,2.83,0.05,2.83,2.83,113.05,4.99,112.98,112.9,56.21,2.38,56.41,56.27,676.6,20.09,675.42,674.95,70.81,2.37,70.82,70.81,121.87,4.54,121.87,121.86,34.16,0.86,34.17,34.16,8.63,0.02,8.67,8.66,14.07,0.12,14.05,14.04,3.2,0.09,3.2,3.2,5.52,0.15,5.52,5.52,12.96,0.48,13.26,12.31,211.9,7.81,211.9,211.87,44.7,1.54,44.7,44.69,78.43,4.13,78.43,78.42,167.25,6.72,167.25,167.2
"10/30/17",11.3,0.27,11.36,11.25,119.53,2.8,119.53,119.47,95.95,3.69,95.99,95.91,148.47,6.08,148.53,148.36,7.82,0.21,7.84,7.81,33.99,1.39,33.99,33.99,0,0,0,0,2.86,0.05,2.86,2.85,112.51,4.99,112.44,112.36,56.27,2.38,56.27,56.23,647.9,20.09,648.83,647.83,69.78,2.37,69.79,69.78,117.68,4.54,117.68,117.59,34.9,0.82,34.9,34.89,8.77,0.02,8.76,8.76,14.85,0.12,14.97,14.89,3.19,0.09,3.2,3.19,5.54,0.15,5.54,5.54,13.25,0.48,13.36,13.22,213,7.81,213.02,213,44.57,1.54,44.56,44.55,78.95,4.13,78.96,78.95,172,7.29,172,171.9
"10/31/17",11.45,0.27,11.54,11.39,121.14,2.8,121.2,121.14,96.48,3.69,96.5,96.48,148.47,6.08,148.47,148.42,7.93,0.21,7.93,7.92,33.78,1.39,33.78,33.78,0,0,0,0,2.89,0.05,2.89,2.89,112.9,4.99,112.98,112.9,56.92,2.38,57.18,57.01,643.68,20.09,645.15,645.07,69.39,2.37,69.4,69.39,114.82,4.54,114.82,114.81,36,0.82,36.02,36,8.7,0.02,8.7,8.7,14.65,0.12,14.67,14.63,3.25,0.09,3.24,3.24,5.52,0.15,5.52,5.52,13.34,0.48,13.24,12.32,219.09,7.81,219.07,219.05,45.62,1.54,45.62,45.61,80.87,4.13,80.86,80.84,178.05,7.29,178.1,178.05
"11/01/17",11.38,0.27,11.39,11.34,121.55,2.8,121.61,121.55,96.78,3.69,96.83,96.78,148.71,6.08,148.71,148.65,7.84,0.21,7.84,7.84,33.42,1.39,33.43,33.42,0,0,0,0,2.9,0.05,2.9,2.89,113.05,4.99,113.13,113.05,57.14,2.38,57.18,57.08,648.87,20.09,649.67,649.3,69.8,2.37,69.8,69.79,117.9,4.54,117.94,117.9,35.55,0.82,35.56,35.55,8.71,0.02,8.72,8.71,15.03,0.12,15.03,15,3.3,0.09,3.32,3.3,5.48,0.15,5.49,5.48,13.34,0.48,13.04,12.18,216,7.81,216,215.99,44.34,1.54,44.35,44.34,81.04,4.13,81.05,81.04,178.3,7.29,178.4,178.3
"11/02/17",11.27,0.27,11.52,11.25,119.64,2.8,119.64,119.59,96.68,3.69,96.7,96.64,148.3,6.08,148.36,148.24,7.7,0.21,7.7,7.7,33.78,1.39,33.78,33.78,0,0,0,0,2.83,0.05,2.84,2.83,113.83,4.99,113.83,113.75,56.74,2.38,56.69,56.61,652.94,20.09,653.04,653.01,70.43,2.37,70.44,70.43,118.95,4.54,118.96,118.95,35.35,0.82,35.33,35.32,8.86,0.02,8.86,8.85,15.4,0.12,15.36,15.35,3.3,0.09,3.4,3.38,5.48,0.15,5.46,5.44,12.75,0.48,12.85,12.72,214.32,7.81,214.35,214.33,44.74,1.54,44.74,44.73,79.08,4.13,79.08,79.07,174.7,7.29,174.75,174.7
"11/03/17",11.19,0.27,11.25,11.16,121.32,2.8,121.37,121.26,97.79,3.69,97.81,97.71,148.82,6.08,148.88,148.76,7.91,0.21,7.91,7.9,34.07,1.39,34.08,34.07,0,0,0,0,2.85,0.05,2.86,2.85,116.38,4.99,116.54,116.38,56.43,2.38,56.5,56.44,665.7,20.09,665.99,665.53,71.17,2.37,71.18,71.17,117.79,4.54,117.81,117.79,34.84,0.82,34.86,34.81,8.84,0.02,8.86,8.84,16,0.12,16.11,16.04,3.42,0.09,3.44,3.43,5.44,0.15,5.44,5.43,12.74,0.48,12.75,12.68,215.91,7.81,215.94,215.93,44.49,1.54,44.49,44.48,79.76,4.13,79.77,79.76,173.5,7.29,173.6,173.5
"11/06/17",11.43,0.27,11.49,11.41,121.37,2.8,121.37,121.26,97.41,3.69,97.58,97.39,149.28,6.08,149.34,149.28,7.7,0.21,7.71,7.7,34.12,1.39,34.13,34.12,0,0,0,0,2.9,0.05,2.91,2.9,116.23,4.99,116.15,116.07,56.35,2.38,56.33,56.3,680.17,20.09,680.31,680.13,73.06,2.37,73.07,73.06,121.86,4.54,121.87,121.86,35.36,0.82,35.36,35.35,8.84,0.02,8.85,8.84,16.28,0.12,16.23,16.21,3.4,0.09,3.4,3.4,5.43,0.15,5.43,5.42,12.67,0.48,12.74,12.63,215.8,7.81,215.76,215.75,44.08,1.54,44.08,44.07,78.89,4.13,78.9,78.89,172.95,7.29,173.1,173
"11/07/17",11.65,0.27,11.7,11.62,118.72,2.8,118.84,118.72,96.73,3.69,96.75,96.71,147.96,6.08,148.36,147.96,7.73,0.21,7.74,7.73,33.64,1.39,33.65,33.64,0,0,0,0,2.93,0.05,2.94,2.93,114.99,4.99,115.07,114.91,56.41,2.38,56.46,56.32,668.72,20.09,669.07,668.96,73.95,2.37,73.97,73.95,119.95,4.54,119.96,119.95,36.54,0.82,36.54,36.52,8.72,0.02,8.71,8.7,16.37,0.12,16.43,16.42,3.39,0.09,3.39,3.38,5.34,0.15,5.34,5.33,12.43,0.48,12.74,12.18,215.48,7.81,215.38,215.37,44.59,1.54,44.59,44.58,78.88,4.13,78.9,78.89,173.65,7.29,173.55,173.5
"11/08/17",11.64,0.27,11.71,11.52,117.57,2.8,117.57,117.51,97.88,3.69,97.9,97.75,148.88,6.08,148.94,148.88,7.78,0.21,7.78,7.77,33.76,1.39,33.76,33.75,0,0,0,0,2.98,0.05,2.98,2.97,115.92,4.99,115.84,115.76,57.48,2.38,57.42,57.28,677.38,20.09,677.5,677.49,73.4,2.37,73.41,73.4,116.95,4.54,116.95,116.94,35.9,0.82,35.91,35.9,8.71,0.02,8.76,8.76,16.21,0.12,16.32,16.31,3.38,0.09,3.38,3.37,5.36,0.15,5.36,5.36,12.41,0.51,12.62,12.38,217.63,7.81,217.7,217.67,45.17,1.54,45.17,45.16,79.63,4.13,79.64,79.63,174.75,7.29,174.8,174.75
"11/09/17",11.69,0.27,11.73,11.63,117.05,2.8,117.11,117.05,98.38,3.69,98.4,98.38,148.01,6.08,148.01,147.96,7.54,0.21,7.54,7.53,33.76,1.39,33.76,33.76,0,0,0,0,3.01,0.05,3.01,3.01,115.69,4.99,115.92,115.76,57.08,2.38,57.08,57.03,677.05,20.09,677.38,677.29,74.1,2.37,74.11,74.1,117.67,4.54,117.67,117.66,36.23,0.82,36.23,36.2,8.89,0.02,8.87,8.87,15.7,0.12,15.68,15.66,3.31,0.09,3.32,3.29,5.34,0.15,5.35,5.34,12.48,0.51,12.46,12.47,218.13,7.81,218.12,218.08,45.42,1.54,45.38,45.38,80.53,4.13,80.53,80.52,176.1,7.29,176.2,176.15
"11/10/17",11.55,0.27,11.71,11.5,115.78,2.8,115.9,115.78,97.79,3.69,97.79,97.78,147.15,6.08,147.32,147.15,7.46,0.21,7.47,7.46,33.62,1.39,33.62,33.61,0,0,0,0,2.97,0.05,2.97,2.96,115.69,4.99,116.15,116.07,56.75,2.38,56.89,56.72,706.09,20.09,706.16,706.14,77.7,2.37,77.71,77.7,120.71,4.54,120.71,120.7,37.04,0.82,37.04,37.03,8.64,0.02,8.64,8.63,15.89,0.12,15.88,15.86,3.31,0.09,3.31,3.31,5.34,0.15,5.34,5.34,12.67,0.51,12.7,12.67,218.67,7.81,218.65,218.64,45.82,1.54,45.84,45.83,80.34,4.13,80.34,80.33,176.4,7.29,176.45,176.4
"11/13/17",11.57,0.27,11.6,11.52,115.9,2.8,115.95,115.9,97.87,3.69,97.87,97.86,146,6.08,146,145.88,7.43,0.21,7.45,7.43,33.89,1.39,33.9,33.89,0,0,0,0,2.96,0.05,2.97,2.96,116.69,4.99,116.85,116.69,56.6,2.38,56.6,56.5,716.43,20.09,716.56,716.55,77.53,2.37,77.53,77.52,119.76,4.54,119.77,119.76,36.7,0.82,36.7,36.69,8.55,0.02,8.53,8.51,15.77,0.12,15.85,15.83,3.32,0.09,3.31,3.31,5.34,0.15,5.36,5.34,12.6,0.51,12.69,12.56,220.76,7.81,220.73,220.7,46.54,1.54,46.54,46.54,80.84,4.13,80.84,80.82,173.2,7.29,173.35,173.3
"11/14/17",11.43,0.27,11.57,11.41,112.61,2.8,112.68,112.61,97.7,3.69,97.7,97.66,145.59,6.08,145.82,145.59,7.61,0.21,7.61,7.6,33.96,1.39,33.97,33.96,0,0,0,0,2.97,0.05,2.98,2.97,116.77,4.99,116.69,116.61,57.25,2.38,57.25,57.18,706.92,20.09,707.06,706.93,75.19,2.37,75.2,75.19,114.56,4.54,114.57,114.56,36.11,0.82,36.13,36.12,8.61,0.02,8.61,8.61,15.88,0.12,15.92,15.92,3.29,0.09,3.3,3.29,5.34,0.15,5.34,5.33,12.5,0.51,12.74,12.34,218.09,7.81,218.15,218.11,47.3,1.54,47.3,47.29,80.52,4.13,80.52,80.51,173,7.29,173.05,173
"11/15/17",11.41,0.27,11.57,11.38,111,2.8,111,110.98,96.89,3.69,96.97,96.89,145.76,6.08,145.76,145.71,7.37,0.21,7.37,7.37,33.64,1.39,33.65,33.64,0,0,0,0,2.88,0.05,2.89,2.88,115.14,4.99,115.07,114.99,56.44,2.38,56.49,56.36,716.64,20.09,716.54,716.35,77.9,2.37,77.92,77.9,116.73,4.54,116.75,116.73,35.62,0.82,35.64,35.61,8.5,0.02,8.49,8.48,15.49,0.12,15.58,15.54,3.31,0.09,3.32,3.31,5.34,0.15,5.36,5.36,12.48,0.51,12.5,12.48,217.16,7.81,217.21,217.19,46.01,1.54,46,45.99,78.79,4.13,78.8,78.79,170.2,7.29,170.25,170.2
"11/16/17",11.47,0.27,11.57,11.46,112.75,2.8,112.76,112.75,96.77,3.69,96.77,96.75,147.26,6.08,147.32,147.21,7.43,0.21,7.43,7.42,33.87,1.39,33.87,33.87,0,0,0,0,2.85,0.05,2.86,2.85,115.38,4.99,115.61,115.45,55.84,2.38,55.81,55.76,748.96,20.09,748.81,748.79,79.36,2.37,79.37,79.36,119.87,4.54,119.87,119.86,36.13,0.82,36.13,36.1,8.89,0.02,8.92,8.91,16.04,0.12,16.17,16.17,3.3,0.09,3.31,3.29,5.4,0.15,5.4,5.4,12.48,0.51,12.54,12.45,217.34,7.81,217.37,217.36,46.68,1.54,46.67,46.66,79.49,4.13,79.49,79.48,171.9,7.29,172,171.95
"11/17/17",11.58,0.27,11.67,11.52,112.31,2.8,112.31,112.28,96.68,3.69,96.68,96.62,147.78,6.08,147.78,147.73,7.44,0.21,7.44,7.43,33.82,1.39,33.82,33.82,0,0,0,0,2.78,0.05,2.79,2.78,114.22,4.99,114.29,114.22,55.53,2.38,55.61,55.54,718.9,20.09,718.88,718.85,77.97,2.37,77.97,77.96,120.36,4.54,120.36,120.35,34.13,0.82,34.06,34.05,9.08,0.02,9.1,9.08,15.71,0.12,15.6,15.58,3.33,0.09,3.32,3.32,5.43,0.15,5.43,5.43,12.39,0.51,12.45,12.39,216.29,7.81,216.39,216.38,46.84,1.54,46.85,46.84,79.68,4.13,79.7,79.69,174.6,7.29,174.65,174.6
"11/20/17",11.54,0.27,11.6,11.43,113.12,2.8,113.13,113.12,96.92,3.69,96.95,96.92,147.55,6.08,147.61,147.55,7.5,0.21,7.5,7.5,34.01,1.39,34.01,33.99,0,0,0,0,2.78,0.05,2.8,2.78,114.29,4.99,114.22,114.14,55.54,2.38,55.54,55.48,707.34,20.09,707.52,707.37,75.96,2.37,75.97,75.96,118.73,4.54,118.74,118.73,34.57,0.82,34.6,34.54,9.25,0.02,9.29,9.28,15.34,0.12,15.33,15.31,3.33,0.09,3.33,3.32,5.43,0.15,5.46,5.46,11.84,0.51,12.02,11.62,217.58,7.81,217.54,217.53,47.08,1.54,47.09,47.08,79.2,4.13,79.2,79.19,176.5,7.29,176.55,176.5
"11/21/17",11.52,0.27,11.57,11.49,113.28,2.8,113.35,113.28,97.47,3.69,97.5,97.41,148.42,6.08,148.42,148.36,7.46,0.21,7.46,7.45,34.16,1.39,34.17,34.16,0,0,0,0,2.81,0.05,2.81,2.81,114.37,4.99,114.37,114.29,54.6,2.38,54.62,54.51,705.36,20.09,705.1,705.09,77.02,2.37,77.03,77.02,126.34,4.54,126.36,126.34,35.04,0.82,34.99,34.98,9.13,0.02,9.12,9.11,15.27,0.12,15.27,15.24,3.34,0.09,3.34,3.33,5.5,0.15,5.5,5.49,12.31,0.51,12.31,12.27,219.76,7.81,219.84,219.81,47.1,1.54,47.1,47.09,79.32,4.13,79.32,79.31,178.55,7.29,178.6,178.55
"11/22/17",11.62,0.27,11.67,11.61,112.77,2.8,112.81,112.76,97.87,3.69,97.93,97.86,148.59,6.08,148.65,148.59,7.33,0.21,7.33,7.32,33.91,1.39,33.91,33.88,0,0,0,0,2.78,0.05,2.78,2.78,114.52,4.99,114.37,114.29,54.55,2.38,54.93,53.84,677.52,20.09,677.92,677.89,74.88,2.37,74.89,74.88,120.4,4.54,120.4,120.38,34.73,0.82,34.8,34.73,9.41,0.02,9.4,9.4,15.83,0.12,15.89,15.88,3.35,0.09,3.35,3.35,5.5,0.15,5.51,5.5,12.25,0.51,12.29,12.2,220.45,7.81,220.45,220.43,46.94,1.54,46.96,46.95,79.54,4.13,79.54,79.52,177.15,7.29,177.25,177.2
"11/23/17",11.6,0.27,11.71,11.54,113.53,2.8,113.54,113.53,98.43,3.69,98.43,98.38,148.88,6.08,148.88,148.82,7.36,0.21,7.37,7.36,34.35,1.39,34.35,34.32,0,0,0,0,2.76,0.05,2.77,2.76,113.91,4.99,113.83,113.75,57.26,2.38,57.56,57.37,660.04,20.09,659.8,659.78,70.37,2.37,70.39,70.37,116.37,4.54,116.37,116.36,33.59,0.82,33.66,33.6,9.32,0.02,9.34,9.31,15.39,0.12,15.33,15.33,3.33,0.09,3.33,3.32,5.47,0.15,5.47,5.46,11.87,0.51,11.98,11.85,220.45,7.81,221.68,221.66,46.94,1.54,46.9,46.89,79.54,4.13,79.7,79.69,177.15,7.29,177.28,177.15
"11/24/17",11.58,0.27,11.68,11.55,113.46,2.8,113.51,113.46,98.51,3.69,98.52,98.51,149.51,6.08,149.57,149.4,7.46,0.21,7.46,7.45,34.45,1.39,34.45,34.45,0,0,0,0,2.73,0.05,2.73,2.73,113.75,4.99,113.83,113.75,53.98,2.38,54.03,54.01,656.19,20.09,656.33,655.17,71.3,2.37,71.3,71.29,116.74,4.54,116.75,116.74,33.35,0.82,33.36,33.35,9.3,0.02,9.28,9.27,15.49,0.12,15.47,15.46,3.33,0.09,3.33,3.32,5.45,0.15,5.46,5.45,12.02,0.51,12.1,11.99,221.88,7.81,221.82,221.8,47.07,1.54,47.1,47.1,79.67,4.13,79.66,79.65,177.7,7.29,177.85,177.7
"11/27/17",11.65,0.27,11.71,11.62,113.28,2.8,113.31,113.28,97.65,3.69,97.68,97.64,149.11,6.08,149.17,149.11,7.44,0.21,7.44,7.44,34.24,1.39,34.26,34.24,0,0,0,0,2.72,0.05,2.72,2.71,113.29,4.99,113.36,113.29,54.11,2.38,54.03,53.93,647.08,20.09,647.86,647.85,70.4,2.37,70.41,70.4,113.24,4.54,113.24,113.23,32.46,0.82,32.48,32.47,9.45,0.02,9.43,9.43,15.55,0.12,15.51,15.51,3.3,0.09,3.31,3.3,5.48,0.15,5.48,5.47,12.07,0.51,12.07,12.01,220.12,7.81,220.14,220.13,47.55,1.54,47.55,47.54,79.38,4.13,79.37,79.35,178.05,7.29,178.05,178
