"","A:TWEX(P)","A:TWEX(EPS)","A:TWEX(PA)","A:TWEX(PB)","B:ABI(P)","B:ABI(EPS)","B:ABI(PA)","B:ABI(PB)","H:HB(P)","H:HB(EPS)","H:HB(PA)","H:HB(PB)","F:RCD(P)","F:RCD(EPS)","F:RCD(PA)","F:RCD(PB)","I:CPR(P)","I:CPR(EPS)","I:CPR(PA)","I:CPR(PB)","DGE(P)","DGE(EPS)","DGE(PA)","DGE(PB)","K:BBCA(P)","K:BBCA(EPS)","K:BBCA(PA)","K:BBCA(PB)","K:CHRE(P)","K:CHRE(EPS)","K:CHRE(PA)","K:CHRE(PB)","DK:CAB(P)","DK:CAB(EPS)","DK:CAB(PA)","DK:CAB(PB)","DK:RBR(P)","DK:RBR(EPS)","DK:RBR(PA)","DK:RBR(PB)","CN:KCM(P)","CN:KCM(EPS)","CN:KCM(PA)","CN:KCM(PB)","CN:YWU(P)","CN:YWU(EPS)","CN:YWU(PA)","CN:YWU(PB)","CN:JYB(P)","CN:JYB(EPS)","CN:JYB(PA)","CN:JYB(PB)","CN:TTB(P)","CN:TTB(EPS)","CN:TTB(PA)","CN:TTB(PB)","IN:MLC(P)","IN:MLC(EPS)","IN:MLC(PA)","IN:MLC(PB)","IN:UBB(P)","IN:UBB(EPS)","IN:UBB(PA)","IN:UBB(PB)","MX:BEC(P)","MX:BEC(EPS)","MX:BEC(PA)","MX:BEC(PB)","BR:AVS(P)","BR:AVS(EPS)","BR:AVS(PA)","BR:AVS(PB)","CL:CVZ(P)","CL:CVZ(EPS)","CL:CVZ(PA)","CL:CVZ(PB)","U:STZ(P)","U:STZ(EPS)","U:STZ(PA)","U:STZ(PB)","U:BF.B(P)","U:BF.B(EPS)","U:BF.B(PA)","U:BF.B(PB)","U:TAP(P)","U:TAP(EPS)","U:TAP(PA)","U:TAP(PB)","U:SAM(P)","U:SAM(EPS)","U:SAM(PA)","U:SAM(PB)"
"08/22/17",10.11,0.27,10.13,9.88,114.78,2.13,114.79,114.78,100.55,3.69,100.56,100.55,134.92,5.51,135.04,134.92,7.07,0.21,7.08,7.06,33.89,1.39,33.89,33.87,0,0,0,0,2.55,0.05,2.55,2.55,109.73,4.99,109.57,109.49,50.65,2.38,50.82,50.73,507.44,15.89,507.2,507.04,56.32,2.05,56.32,56.31,90.92,4.03,90.98,90.92,33.8,0.84,33.8,33.79,7.11,0.02,7.14,7.13,11.48,0.12,11.46,11.44,3.37,0.09,3.38,3.37,5.22,0.2,5.22,5.22,13.07,0.48,13.14,12.75,196.74,7.23,196.76,196.75,40.71,1.54,40.71,40.7,89.02,4.13,89.01,89,146.55,6.72,146.55,146.45
"08/23/17",10.15,0.27,10.21,10.04,113.45,2.13,113.5,113.44,100.58,3.69,100.63,100.51,134.41,5.51,134.58,134.35,7.03,0.21,7.06,7.03,33.87,1.39,33.88,33.87,0,0,0,0,2.55,0.05,2.58,2.57,111.04,4.99,111.04,110.97,52.16,2.38,52.16,52.11,514.52,15.89,514.57,514.52,57.06,2.05,57.06,57.05,92.69,4.03,92.69,92.68,33.43,0.84,33.43,33.42,7.04,0.02,7.04,7.04,11.48,0.12,11.45,11.45,3.34,0.09,3.35,3.34,5.24,0.2,5.24,5.24,12.93,0.48,12.95,12.87,196.73,7.23,196.8,196.74,40.42,1.54,40.44,40.43,89.39,4.13,89.4,89.39,146.05,6.72,146.05,146
"08/24/17",10.21,0.27,10.21,10.15,113.58,2.13,113.58,113.54,100.29,3.69,100.47,100.28,134.46,5.51,134.58,134.41,7.05,0.21,7.05,7.05,33.75,1.39,33.76,33.75,0,0,0,0,2.56,0.05,2.56,2.56,111.58,4.99,111.58,111.51,51.98,2.38,51.94,51.91,513.27,15.89,513.36,513.33,56.3,2.05,56.31,56.3,91.79,4.03,91.8,91.79,33.26,0.84,33.26,33.24,7.32,0.02,7.32,7.32,11.59,0.12,11.61,11.59,3.34,0.09,3.34,3.34,5.23,0.2,5.23,5.23,12.9,0.48,12.95,12.78,196.88,7.23,196.9,196.88,39.96,1.54,39.98,39.97,89.81,4.13,89.79,89.77,145.25,6.72,145.25,145.1
"08/25/17",10.21,0.27,10.24,10.18,113.28,2.13,113.29,113.28,100.19,3.69,100.31,100.19,134.58,5.51,134.64,134.52,7.02,0.21,7.03,7.02,33.73,1.39,33.73,33.72,0,0,0,0,2.55,0.05,2.56,2.55,111.51,4.99,111.74,111.66,52.48,2.38,52.39,52.37,513.45,15.89,513.46,513.45,56.35,2.05,56.35,56.34,92.85,4.03,92.85,92.8,33.51,0.84,33.52,33.51,7.32,0.02,7.41,7.41,11.59,0.12,11.75,11.71,3.32,0.09,3.33,3.32,5.24,0.2,5.24,5.24,12.76,0.48,13.06,12.67,198.32,7.23,198.34,198.32,40.33,1.54,40.34,40.33,91,4.13,91.01,91,148.25,6.72,148.25,148.15
"08/28/17",10.34,0.27,10.39,10.24,111.75,2.13,111.85,111.75,99.64,3.69,99.69,99.61,133.94,5.51,133.94,133.89,6.95,0.21,6.97,6.95,33.73,1.39,33.58,33.57,0,0,0,0,2.53,0.05,2.54,2.53,110.97,4.99,111.04,110.89,51.78,2.38,51.89,51.81,512.46,15.89,512.59,512.53,57.73,2.16,57.73,57.72,93.23,4.36,93.27,93.23,33.69,0.84,33.68,33.67,7.33,0.02,7.33,7.32,11.69,0.12,11.66,11.62,3.35,0.09,3.34,3.34,5.24,0.2,5.24,5.24,12.68,0.48,13,12.7,197.88,7.23,197.73,197.7,40.03,1.54,40.02,40,89.49,4.13,89.47,89.45,148.8,6.72,148.8,148.7
"08/29/17",10.32,0.27,10.33,10.29,111.99,2.13,112,111.99,99.29,3.69,99.31,99.24,133.31,5.51,133.31,133.25,6.91,0.21,6.92,6.91,33.45,1.39,33.45,33.43,0,0,0,0,2.51,0.05,2.51,2.51,110.19,4.99,110.04,109.88,51.64,2.38,51.72,51.66,509.76,15.89,510.03,509.57,57.48,2.16,57.49,57.48,95.19,4.36,95.19,95.18,33.68,0.84,33.71,33.69,7.31,0.02,7.29,7.28,11.44,0.12,11.38,11.36,3.32,0.09,3.33,3.33,5.26,0.2,5.26,5.26,12.77,0.48,12.9,12.73,198.4,7.23,198.4,198.39,40.96,1.54,40.98,40.96,89.39,4.13,89.42,89.41,151.8,6.72,151.8,151.7
"08/30/17",10.44,0.27,10.61,10.28,114.2,2.13,114.2,114.04,100.27,3.69,100.28,100.27,134.98,5.51,134.98,134.87,7.07,0.21,7.07,7.05,33.59,1.39,33.59,33.59,0,0,0,0,2.51,0.05,2.51,2.51,110.5,4.99,110.19,110.11,52.68,2.38,52.62,52.56,513.43,15.89,513.46,513.43,58.58,2.16,58.58,58.57,95.28,4.36,95.28,95.12,33.68,0.86,33.69,33.67,7.29,0.02,7.27,7.27,11.43,0.12,11.42,11.41,3.33,0.09,3.33,3.33,5.25,0.2,5.26,5.25,12.7,0.48,12.76,12.66,199.54,7.23,199.47,199.46,42.51,1.54,42.51,42.5,89.63,4.13,89.64,89.63,150.5,6.72,150.5,150.4
"08/31/17",10.59,0.27,10.97,10.39,114.77,2.13,114.8,114.77,101.63,3.69,101.63,101.62,132.39,6.08,132.39,132.27,7.01,0.21,7.02,7.01,34.05,1.39,34.05,34.03,0,0,0,0,2.52,0.05,2.52,2.52,110.97,4.99,111.12,110.97,53.02,2.38,53.07,52.99,511.54,15.89,511.38,511.28,57.79,2.16,57.8,57.79,93.06,4.36,93.09,93.06,33.39,0.86,33.39,33.38,7.25,0.02,7.25,7.24,11.24,0.12,11.28,11.27,3.32,0.09,3.33,3.31,5.25,0.2,5.25,5.25,12.44,0.48,12.63,12.4,200.1,7.23,200.13,200.1,42.43,1.54,42.44,42.43,89.75,4.13,89.74,89.73,149,6.72,149.05,149
"09/01/17",10.63,0.27,10.97,10.53,115.19,2.13,115.26,115.15,101.49,3.69,101.5,101.49,130.66,6.08,130.77,130.6,7,0.21,7,6.99,34.01,1.39,34.03,34.01,0,0,0,0,2.51,0.05,2.52,2.51,111.74,4.99,112.05,111.97,52.77,2.38,52.73,52.6,515.73,15.89,515.76,515.72,57.8,2.16,57.8,57.79,91.55,4.36,91.55,91.53,33.43,0.86,33.44,33.43,7.27,0.02,7.26,7.25,11.47,0.12,11.52,11.49,3.33,0.09,3.34,3.32,5.22,0.2,5.22,5.22,12.47,0.48,13.02,12.46,200.23,7.23,200.03,200,42.7,1.54,42.7,42.69,90.03,4.13,90,89.99,148.35,6.72,148.35,148.2
"09/04/17",10.61,0.27,10.67,10.59,114.49,2.13,114.49,114.57,100.96,3.69,101.18,100.92,130.54,6.08,130.6,130.54,6.99,0.21,6.99,6.99,33.92,1.39,33.93,33.92,0,0,0,0,2.49,0.05,2.5,2.49,111.27,4.99,111.2,111.12,53.02,2.38,53.02,52.87,512.86,15.89,512.93,512.91,56.46,2.16,56.47,56.46,91.39,4.36,91.41,91.39,33.34,0.86,33.34,33.32,7.33,0.02,7.33,7.32,11.42,0.12,11.42,11.39,3.36,0.09,3.36,3.36,5.21,0.2,5.21,5.21,12.44,0.48,12.49,12.43,200.23,7.23,200.12,200.05,42.7,1.54,42.78,42.77,90.03,4.13,89.52,89.51,148.35,6.72,148.72,148.56
"09/05/17",10.48,0.27,10.53,10.39,115.11,2.13,115.15,115.1,100.57,3.69,100.66,100.56,131.7,6.08,131.75,131.64,7.06,0.21,7.06,7.05,33.85,1.39,33.89,33.85,0,0,0,0,2.51,0.05,2.51,2.5,110.97,4.99,110.97,110.89,52.82,2.38,52.81,52.77,510.33,15.89,510.33,510.28,56.52,2.16,56.53,56.52,92.37,4.36,92.38,92.3,33.36,0.86,33.36,33.35,7.3,0.02,7.3,7.3,11.43,0.12,11.43,11.41,3.36,0.09,3.37,3.37,5.24,0.2,5.24,5.22,12.38,0.48,12.46,12.36,201.09,7.23,201.06,200.98,42.85,1.54,42.85,42.84,88.88,4.13,88.89,88.88,149.5,6.72,149.5,149.4
"09/06/17",10.53,0.27,10.64,10.46,115.38,2.13,115.38,115.15,100.76,3.69,100.77,100.54,132.45,6.08,132.56,132.33,7.03,0.21,7.05,7.02,33.69,1.39,33.69,33.68,0,0,0,0,2.47,0.05,2.48,2.47,110.89,4.99,110.81,110.66,52.46,2.38,52.43,52.36,505.11,15.89,505.18,504.98,56.06,2.16,56.07,56.06,91.44,4.36,91.44,91.43,33.41,0.86,33.41,33.4,7.24,0.02,7.24,7.24,11.37,0.12,11.39,11.35,3.35,0.09,3.36,3.35,5.32,0.2,5.33,5.32,12.27,0.48,12.28,12.27,202.52,7.23,202.51,202.47,43.23,1.54,43.23,43.22,88.72,4.13,88.64,88.63,149.55,6.72,149.5,149.45
"09/07/17",10.5,0.27,10.64,10.39,116.19,2.13,116.24,116.19,100.81,3.69,100.94,100.81,131.46,6.08,131.75,131.46,7.05,0.21,7.05,7.04,33.89,1.39,33.89,33.88,0,0,0,0,2.62,0.05,2.62,2.62,111.58,4.99,111.51,111.43,52.2,2.38,52.22,52.19,501.25,15.89,501.08,500.97,55.36,2.16,55.37,55.36,90.78,4.36,90.86,90.78,33.21,0.86,33.24,33.21,7.24,0.02,7.23,7.22,11.18,0.12,11.22,11.21,3.35,0.09,3.36,3.36,5.32,0.2,5.34,5.34,12.45,0.48,12.46,12.19,202.21,7.23,202.22,202.2,43.41,1.54,43.41,43.4,87.94,4.13,87.94,87.93,148.6,6.72,148.55,148.5
"09/08/17",10.52,0.27,10.61,10.46,116.65,2.13,116.7,116.59,101.4,3.69,101.4,101.3,133.14,6.08,133.14,133.14,7.12,0.21,7.12,7.1,34.06,1.39,34.06,34.06,0,0,0,0,2.67,0.05,2.67,2.66,111.97,4.99,111.97,111.82,52.25,2.38,52.23,52.12,494.06,15.89,493.97,493.95,54,2.16,54,53.99,89.47,4.36,89.48,89.47,33.14,0.86,33.15,33.14,7.23,0.02,7.21,7.21,11.19,0.12,11.22,11.21,3.36,0.09,3.36,3.36,5.31,0.2,5.31,5.31,12.41,0.48,12.41,12.34,202.39,7.23,202.47,202.43,43.46,1.54,43.48,43.46,88.25,4.13,88.27,88.26,150.45,6.72,150.45,150.35
"09/11/17",10.69,0.27,10.72,10.62,116.93,2.13,116.93,116.88,102.32,3.69,102.36,102.29,134.58,6.08,134.69,134.58,7.17,0.21,7.17,7.16,33.97,1.39,33.98,33.97,0,0,0,0,2.64,0.05,2.64,2.64,112.51,4.99,112.51,112.36,52.39,2.38,52.39,52.36,498.17,15.89,498.26,498.25,55.06,2.16,55.06,55.05,90.04,4.36,90.04,90.03,32.98,0.86,33,32.97,7.36,0.02,7.37,7.37,11.11,0.12,11.14,11.12,3.37,0.09,3.37,3.36,5.35,0.2,5.36,5.35,12.45,0.48,12.47,12.4,203.7,7.23,203.7,203.66,43.72,1.54,43.71,43.7,89.41,4.13,89.41,89.38,152.35,6.72,152.35,152.3
"09/12/17",10.61,0.27,10.64,10.57,117.28,2.13,117.34,117.28,102.04,3.69,102.06,102.02,133.48,6.08,133.66,133.43,7.09,0.21,7.1,7.09,33.89,1.39,33.89,33.89,0,0,0,0,2.63,0.05,2.64,2.63,112.05,4.99,111.97,111.82,52.67,2.38,52.74,52.7,505.04,15.89,504.82,504.74,55.82,2.16,55.82,55.81,91.18,4.36,91.18,91.17,32.8,0.86,32.81,32.8,7.43,0.02,7.47,7.46,11.13,0.12,11.15,11.14,3.38,0.09,3.39,3.37,5.55,0.2,5.56,5.55,12.4,0.48,12.39,12.29,204.62,7.23,204.62,204.58,43.5,1.54,43.51,43.5,89.7,4.13,89.7,89.68,154.35,6.72,154.4,154.35
"09/13/17",10.49,0.27,10.51,10.46,118.03,2.13,118.03,117.97,102.23,3.69,102.27,102.23,134.64,6.08,134.64,134.58,7.1,0.21,7.11,7.1,33.63,1.39,33.64,33.63,0,0,0,0,2.64,0.05,2.64,2.64,111.74,4.99,111.97,111.82,52.77,2.38,52.73,52.68,512.04,15.89,512.21,512.11,57.24,2.16,57.24,57.23,92.76,4.36,92.76,92.49,32.91,0.86,32.92,32.9,7.57,0.02,7.59,7.57,11.14,0.12,11.12,11.11,3.37,0.09,3.37,3.36,5.6,0.2,5.6,5.59,12.39,0.48,12.47,12.37,204.45,7.23,204.48,204.47,43.42,1.54,43.42,43.41,88.58,4.13,88.59,88.58,154.1,6.72,154.15,154.1
"09/14/17",10.43,0.27,10.49,10.32,118.09,2.13,118.09,118.03,102.08,3.69,102.17,102.07,133.94,6.08,133.94,133.83,7.03,0.21,7.06,7.03,32.9,1.39,32.9,32.89,0,0,0,0,2.69,0.05,2.69,2.67,112.13,4.99,112.13,111.97,53.01,2.38,52.96,52.93,511.08,15.89,510.86,510.79,57.07,2.16,57.07,57.06,91.57,4.36,91.58,91.57,32.7,0.86,32.71,32.69,7.49,0.02,7.49,7.49,11.18,0.12,11.19,11.17,3.37,0.09,3.37,3.36,5.6,0.2,5.6,5.6,12.36,0.48,12.36,12.27,204.38,7.23,204.41,204.37,43.37,1.54,43.36,43.35,87.77,4.13,87.76,87.75,153.5,6.72,153.5,153.45
"09/15/17",10.32,0.27,10.5,10.25,116.7,2.13,116.7,116.65,101.07,3.69,101.24,101.07,132.73,6.08,132.79,132.68,7.01,0.21,7.02,7.01,32.68,1.39,32.69,32.68,0,0,0,0,2.69,0.05,2.7,2.69,110.11,4.99,110.11,110.04,52.91,2.38,52.67,52.62,510.17,15.89,510.21,509.71,57.21,2.16,57.21,57.2,91.52,4.36,91.57,91.52,32.57,0.86,32.58,32.57,7.55,0.02,7.54,7.54,11.28,0.12,11.29,11.29,3.28,0.09,3.27,3.27,5.67,0.2,5.67,5.66,12.25,0.48,12.44,12.23,203.4,7.23,203.47,203.43,43.13,1.54,43.17,43.16,87.25,4.13,87.26,87.25,152.2,6.72,152.2,152.15
"09/18/17",10.45,0.27,10.49,10.28,116.07,2.13,116.13,116.01,101.01,3.69,101.01,100.93,133.25,6.08,133.31,133.14,7.03,0.21,7.05,7.03,32.94,1.39,32.94,32.93,0,0,0,0,2.69,0.05,2.69,2.69,110.04,4.99,110.11,110.04,52.39,2.38,52.45,52.43,519.68,15.89,519.71,519.62,58.76,2.16,58.76,58.75,91.82,4.36,91.82,91.81,32.94,0.86,32.94,32.93,7.61,0.02,7.61,7.6,11.38,0.12,11.39,11.38,3.27,0.09,3.27,3.27,5.6,0.2,5.6,5.59,12.25,0.48,12.51,12.23,203.9,7.23,203.95,203.94,43.38,1.54,43.38,43.38,86.13,4.13,86.14,86.13,152.75,6.72,152.75,152.7
"09/19/17",10.53,0.27,10.57,10.5,115.84,2.13,115.84,115.78,97.2,3.69,97.32,97.19,132.62,6.08,132.68,132.56,7.06,0.21,7.07,7.06,32.78,1.39,32.8,32.78,0,0,0,0,2.69,0.05,2.7,2.69,109.49,4.99,109.49,109.42,51.04,2.38,51.1,51.09,517.58,15.89,517.28,517.22,58.81,2.16,58.82,58.81,93.22,4.36,93.22,93.17,32.6,0.86,32.62,32.61,7.62,0.02,7.63,7.62,11.41,0.12,11.45,11.43,3.28,0.09,3.28,3.27,5.65,0.2,5.66,5.65,12.25,0.48,12.49,12.24,202.33,7.23,202.28,202.26,43.4,1.54,43.38,43.37,85.47,4.13,85.5,85.49,152.45,6.72,152.5,152.45
"09/20/17",10.52,0.27,10.57,10.28,113.72,2.13,113.75,113.72,97.45,3.69,97.45,97.26,130.77,6.08,130.89,130.77,7.04,0.21,7.06,7.04,31.87,1.39,31.88,31.87,0,0,0,0,2.8,0.05,2.81,2.8,109.42,4.99,109.26,109.19,51.38,2.38,51.43,51.38,516.8,15.89,516.9,516.8,58.87,2.16,58.88,58.87,98.94,4.36,98.94,98.84,32.78,0.86,32.79,32.77,7.5,0.02,7.47,7.47,11.45,0.12,11.45,11.43,3.27,0.09,3.28,3.27,5.68,0.2,5.68,5.67,12.28,0.48,12.36,12.25,201.77,7.23,201.76,201.75,43.46,1.54,43.46,43.44,83.48,4.13,83.47,83.46,152.6,6.72,152.7,152.6
"09/21/17",10.29,0.27,10.39,10.18,113.07,2.13,113.07,113.03,96.66,3.69,96.73,96.66,132.27,6.08,132.39,132.16,7.04,0.21,7.05,7.04,31.79,1.39,31.79,31.79,0,0,0,0,2.76,0.05,2.76,2.76,108.49,4.99,108.57,108.49,51.75,2.38,51.74,51.69,519.47,15.89,519.36,519.3,58.03,2.16,58.04,58.03,100.86,4.36,100.87,100.86,32.27,0.86,32.26,32.25,7.31,0.02,7.31,7.31,11.45,0.12,11.52,11.45,3.2,0.09,3.2,3.2,5.64,0.2,5.65,5.64,12.23,0.48,12.23,12.24,201.02,7.23,201.05,201.02,43.19,1.54,43.19,43.18,82.81,4.13,82.84,82.83,151.6,6.72,151.65,151.6
"09/22/17",10.25,0.27,10.39,10.18,112.45,2.13,112.45,112.44,96.52,3.69,96.55,96.49,133.02,6.08,133.08,133.02,7.05,0.21,7.06,7.05,32,1.39,32,32,0,0,0,0,2.78,0.05,2.78,2.78,107.72,4.99,107.95,107.79,51.75,2.38,51.81,51.77,520.68,15.89,520.7,520.49,58.41,2.16,58.41,58.4,100.85,4.36,100.86,100.85,32.07,0.86,32.06,32.05,7.03,0.02,7.05,7.05,11.53,0.12,11.59,11.56,3.19,0.09,3.19,3.19,5.69,0.2,5.7,5.69,12.2,0.48,12.34,12.16,201.81,7.23,201.69,201.68,43.38,1.54,43.38,43.37,82.81,4.13,82.76,82.75,154.25,6.72,154.25,154.15
"09/25/17",10.25,0.27,10.31,10.24,113.86,2.13,113.86,113.83,96.67,3.69,96.68,96.59,133.83,6.08,133.89,133.83,7.08,0.21,7.08,7.07,32,1.39,32.02,32,0,0,0,0,2.68,0.05,2.69,2.68,107.95,4.99,108.02,107.95,52.16,2.38,52.09,52.03,528.3,15.89,528.23,528.16,59.8,2.16,59.81,59.8,104.6,4.36,104.6,104.59,31.86,0.86,31.85,31.84,6.97,0.02,6.98,6.97,12.23,0.12,12.33,12.29,3.18,0.09,3.18,3.18,5.68,0.2,5.69,5.68,12.12,0.48,12.2,12.04,200.61,7.23,200.55,200.54,43.44,1.54,43.46,43.46,82.22,4.13,82.2,82.19,153,6.72,153.1,153.05
"09/26/17",10.07,0.27,10.21,10.02,114.54,2.13,114.55,114.54,96.58,3.69,96.64,96.57,135.33,6.08,135.33,135.27,7.18,0.21,7.18,7.18,31.9,1.39,31.9,31.89,0,0,0,0,2.65,0.05,2.65,2.65,107.87,4.99,108.18,108.1,52.19,2.38,52.28,52.25,530.43,15.89,530.44,530.34,59.25,2.16,59.26,59.25,104.23,4.36,104.23,104.21,31.78,0.86,31.8,31.79,7.03,0.02,7.02,7.02,12.11,0.12,12.06,12.04,3.18,0.09,3.18,3.18,5.6,0.2,5.6,5.6,12.19,0.48,12.19,11.91,200.45,7.23,200.45,200.41,43.17,1.54,43.16,43.15,82.35,4.13,82.38,82.36,161.65,6.72,161.7,161.65
"09/27/17",10,0.27,10.21,9.95,115.2,2.13,115.22,115.2,95.61,3.69,95.62,95.57,134.23,6.08,134.69,134.17,7.19,0.21,7.2,7.18,31.77,1.39,31.79,31.77,0,0,0,0,2.67,0.05,2.67,2.67,106.48,4.99,106.63,106.48,51.77,2.38,51.85,51.78,529.31,15.89,529.15,529.09,59.05,2.16,59.05,59.04,104.46,4.36,104.47,104.46,31.83,0.86,31.84,31.83,6.86,0.02,6.87,6.86,11.75,0.12,11.86,11.83,3.23,0.09,3.23,3.22,5.57,0.2,5.58,5.57,12.39,0.48,12.47,12.37,199.8,7.23,199.84,199.83,42.79,1.54,42.79,42.78,81.86,4.13,81.88,81.87,161.9,6.72,161.9,161.85
"09/28/17",9.97,0.27,10.02,9.95,116.36,2.13,116.42,116.36,95.8,3.69,95.82,95.58,134.52,6.08,134.58,134.46,7.18,0.21,7.18,7.18,32.06,1.39,32.06,32.06,0,0,0,0,2.67,0.05,2.68,2.67,106.94,4.99,107.02,106.94,52.51,2.38,52.57,52.53,539.98,15.89,539.9,539.82,59.83,2.16,59.85,59.83,107.7,4.36,107.76,107.7,31.86,0.86,31.87,31.84,6.85,0.02,6.87,6.87,12.14,0.12,12.11,12.09,3.24,0.09,3.25,3.24,5.56,0.2,5.57,5.56,12.4,0.48,12.48,12.37,199.3,7.23,199.29,199.28,43.53,1.54,43.52,43.51,81.35,4.13,81.35,81.34,159,6.72,159.05,159
"09/29/17",10.02,0.27,10.13,9.95,116.82,2.13,116.82,116.7,96.47,3.69,96.48,96.35,134.98,6.08,134.98,134.81,7.08,0.21,7.09,7.08,32.22,1.39,32.23,32.22,0,0,0,0,2.71,0.05,2.72,2.71,106.63,4.99,106.79,106.63,53.39,2.38,53.36,53.35,539.13,15.89,538.99,538.98,59.66,2.16,59.66,59.61,105.71,4.36,105.71,105.7,32.09,0.86,32.09,32.08,6.84,0.02,6.85,6.84,11.71,0.12,11.7,11.69,3.24,0.09,3.24,3.24,5.56,0.2,5.56,5.56,12.51,0.48,12.56,12.46,199.45,7.23,199.46,199.44,43.44,1.54,43.43,43.42,81.64,4.13,81.64,81.63,156.2,6.72,156.25,156.2
"10/02/17",10.16,0.27,10.24,10.12,116.82,2.13,116.82,116.7,97.31,3.69,97.32,97.13,136.88,6.08,136.94,136.77,7.12,0.21,7.12,7.11,32.39,1.39,32.4,32.39,0,0,0,0,2.71,0.05,2.74,2.73,107.87,4.99,107.72,107.56,53.86,2.38,53.75,53.72,539.13,15.89,534.73,534.67,59.66,2.16,59.92,59.86,105.71,4.36,103.08,103.2,32.09,0.86,32.28,32.29,6.84,0.02,6.97,6.95,11.71,0.12,11.74,11.73,3.24,0.09,3.24,3.23,5.47,0.2,5.48,5.47,12.47,0.48,12.59,12.44,199.35,7.23,199.45,199.44,42.93,1.54,42.98,42.98,82.02,4.13,82.1,82.09,157.8,6.72,157.8,157.7
"10/03/17",10.03,0.27,10.24,9.95,117.4,2.13,117.4,117.34,97.1,3.69,97.19,97.08,137,6.08,137.06,136.94,7.16,0.21,7.16,7.16,32.55,1.39,32.56,32.55,0,0,0,0,2.73,0.05,2.73,2.73,107.79,4.99,107.72,107.56,54,2.38,54.01,54,539.13,15.89,531.88,531.67,59.66,2.16,60.33,60.29,105.71,4.36,101.63,101.89,32.09,0.86,32.39,32.41,6.99,0.02,7.02,7,11.94,0.12,12.03,12.03,3.23,0.09,3.24,3.23,5.66,0.2,5.66,5.65,12.87,0.48,12.89,12.7,199.08,7.23,199.13,199.11,43.15,1.54,43.14,43.13,81.92,4.13,81.93,81.92,161.5,6.72,161.45,161.4
"10/04/17",10.14,0.27,10.22,9.99,118.49,2.13,118.55,118.49,97.21,3.69,97.23,97.17,137.87,6.08,137.92,137.75,7.17,0.21,7.18,7.17,32.87,1.39,32.87,32.86,0,0,0,0,2.71,0.05,2.71,2.71,108.02,4.99,107.79,107.72,54.35,2.38,54.37,54.28,539.13,15.89,531.21,530.82,59.66,2.16,60.72,60.7,105.71,4.36,101.17,101.54,32.09,0.86,32.44,32.46,6.84,0.02,6.86,6.85,12.01,0.12,12.06,12.06,3.2,0.09,3.2,3.2,5.6,0.2,5.6,5.6,12.7,0.48,12.81,12.66,201.18,7.23,201.28,201.08,43.32,1.54,43.31,43.3,83.18,4.13,83.19,83.18,167.15,6.72,167.15,167.1
"10/05/17",10.12,0.27,10.22,10.08,120.39,2.13,120.45,120.39,97.68,3.69,97.69,97.41,138.33,6.08,138.38,138.33,7.14,0.21,7.14,7.13,33.18,1.39,33.18,33.18,0,0,0,0,2.71,0.05,2.76,2.75,108.57,4.99,108.49,108.41,55.96,2.38,56.1,55.98,539.13,15.89,533.44,532.92,59.66,2.16,60.97,60.96,105.71,4.36,101.56,101.95,32.09,0.86,32.44,32.46,6.83,0.02,6.83,6.82,11.97,0.12,12.06,12.01,3.2,0.09,3.21,3.21,5.61,0.2,5.61,5.61,12.53,0.48,12.5,12.47,209.25,7.23,209.3,209.26,43.62,1.54,43.64,43.63,83.11,4.13,83.12,83.11,167.6,6.72,167.6,167.55
"10/06/17",10.3,0.27,10.32,10.23,119.47,2.13,119.53,119.47,97.45,3.69,97.45,97.39,137.63,6.08,137.69,137.58,7.13,0.21,7.14,7.13,33.3,1.39,33.3,33.28,0,0,0,0,2.81,0.05,2.81,2.8,108.57,4.99,108.41,108.26,55.65,2.38,55.75,55.64,539.13,15.89,539.32,538.8,59.66,2.16,61.7,61.69,105.71,4.36,102.61,102.88,32.09,0.86,32.42,32.42,6.73,0.02,6.72,6.72,12.21,0.12,12.19,12.15,3.18,0.09,3.19,3.19,5.57,0.2,5.57,5.56,12.4,0.48,12.4,12.38,210.11,7.23,210.11,210.08,43.62,1.54,43.62,43.62,83.18,4.13,83.2,83.19,165.2,6.72,165.25,165.2
"10/09/17",10.39,0.27,10.4,10.35,120.51,2.13,120.51,120.39,98.24,3.69,98.24,98.1,139.31,6.08,139.31,139.02,7.18,0.21,7.18,7.17,33.39,1.39,33.39,33.38,0,0,0,0,2.81,0.05,2.82,2.81,108.64,4.99,108.49,108.41,55.71,2.38,55.7,55.59,549.68,15.89,549.6,549.29,60.97,2.16,60.97,60.96,104.15,4.36,104.15,104.11,32.39,0.86,32.39,32.38,6.71,0.02,6.72,6.72,12.01,0.12,11.98,11.96,3.19,0.09,3.19,3.19,5.57,0.2,5.57,5.56,12.4,0.48,12.48,12.4,208.19,7.81,208.19,208.16,43.43,1.54,43.45,43.43,82.26,4.13,82.26,82.25,166.8,6.72,166.8,166.75
