"","U:MGM(FFNOSH)","U:LVS(FFNOSH)","@WYNN(FFNOSH)","@BJK(FFNOSH)","@GDEN(FFNOSH)","U:BYD(FFNOSH)","U:BALY(FFNOSH)","@RRR(FFNOSH)"
"10/28/15","364744","402490","67968","702","10155","76906","0","0"
"10/29/15","364744","402490","67968","702","10155","76906","0","0"
"10/30/15","364744","402490","67968","702","10155","76906","0","0"
"11/02/15","364997","400947","67979","702","10915","77033","0","0"
"11/03/15","364997","400947","67979","702","10915","77033","0","0"
"11/04/15","364997","400947","67979","702","10915","77033","0","0"
"11/05/15","364997","400947","67979","702","10915","77033","0","0"
"11/06/15","364997","400947","67979","702","10915","77033","0","0"
"11/09/15","364997","400947","67979","702","10915","77033","0","0"
"11/10/15","364997","400947","67979","702","10915","77033","0","0"
"11/11/15","364997","400947","67979","702","10915","77033","0","0"
"11/12/15","364997","400947","67979","702","10915","77033","0","0"
"11/13/15","364997","400947","67979","702","10915","77033","0","0"
"11/16/15","364997","400947","67979","702","10915","77033","0","0"
"11/17/15","364997","400947","67979","702","10915","77033","0","0"
"11/18/15","364997","400947","67979","702","10915","77033","0","0"
"11/19/15","364997","400947","67979","702","10915","77033","0","0"
"11/20/15","364997","400947","67979","702","10915","77033","0","0"
"11/23/15","364997","400947","67979","702","10915","77033","0","0"
"11/24/15","364997","400947","67979","702","10915","77033","0","0"
"11/25/15","364997","400947","67979","702","10915","77033","0","0"
"11/26/15","364997","400947","67979","702","10915","77033","0","0"
"11/27/15","364997","400947","67979","702","10915","77033","0","0"
"11/30/15","364997","400947","67979","702","10915","77033","0","0"
"12/01/15","363054","400947","66970","659","10915","76569","0","0"
"12/02/15","363054","400947","66970","659","10915","76569","0","0"
"12/03/15","363054","400947","66970","659","10915","76569","0","0"
"12/04/15","363054","400947","66970","659","10915","76569","0","0"
"12/07/15","363054","400947","66970","659","10915","76569","0","0"
"12/08/15","363054","400947","66970","659","10915","76569","0","0"
"12/09/15","363054","400947","66970","659","10915","76569","0","0"
"12/10/15","363054","400947","66970","659","10915","76569","0","0"
"12/11/15","363054","400947","66970","659","10915","76569","0","0"
"12/14/15","363054","400947","66970","659","10915","76569","0","0"
"12/15/15","363054","400947","66970","659","10915","76569","0","0"
"12/16/15","363054","400947","66970","659","10915","76569","0","0"
"12/17/15","363054","400947","66970","659","10915","76569","0","0"
"12/18/15","363054","400947","66970","659","10915","76569","0","0"
"12/21/15","363054","400947","66970","659","10915","76569","0","0"
"12/22/15","363054","400947","66970","659","10915","76569","0","0"
"12/23/15","363054","400947","66970","659","10915","76569","0","0"
"12/24/15","363054","400947","66970","659","10915","76569","0","0"
"12/25/15","363054","400947","66970","659","10915","76569","0","0"
"12/28/15","363054","400947","66970","659","10915","76569","0","0"
"12/29/15","363054","400947","66970","659","10915","76569","0","0"
"12/30/15","363054","400947","66970","659","10915","76569","0","0"
"12/31/15","363054","400947","66970","659","10915","76569","0","0"
"01/01/16","363054","400903","66871","609","10915","76569","0","38951"
"01/04/16","363054","400903","66871","609","10915","76569","0","38951"
"01/05/16","363054","400903","66871","609","10915","76569","0","38951"
"01/06/16","363054","400903","66871","609","10915","76569","0","38951"
"01/07/16","363054","400903","66871","609","10915","76569","0","38951"
"01/08/16","363054","400903","66871","609","10915","76569","0","38951"
"01/11/16","363054","400903","66871","609","10915","76569","0","38951"
"01/12/16","363054","400903","66871","609","10915","76569","0","38951"
"01/13/16","363054","400903","66871","609","10915","76569","0","38951"
"01/14/16","363054","400903","66871","609","10915","76569","0","38951"
"01/15/16","363054","400903","66871","609","10915","76569","0","38951"
"01/18/16","363054","400903","66871","609","10915","76569","0","38951"
"01/19/16","363054","400903","66871","609","10915","76569","0","38951"
"01/20/16","363054","400903","66871","609","10915","76569","0","38951"
"01/21/16","363054","400903","66871","609","10915","76569","0","38951"
"01/22/16","363054","400903","66871","609","10915","76569","0","38951"
"01/25/16","363054","400903","66871","609","10915","76569","0","38951"
"01/26/16","363054","400903","66871","609","10915","76569","0","38951"
"01/27/16","363054","400903","66871","609","10915","76569","0","38951"
"01/28/16","363054","400903","66871","609","10915","76569","0","38951"
"01/29/16","363054","400903","66871","609","10915","76569","0","38951"
"02/01/16","363076","399688","66211","559","10919","77255","0","38951"
"02/02/16","363076","399688","66211","559","10919","77255","0","38951"
"02/03/16","363076","399688","66211","559","10919","77255","0","38951"
"02/04/16","363076","399688","66211","559","10919","77255","0","38951"
"02/05/16","363076","399688","66211","559","10919","77255","0","38951"
"02/08/16","363076","399688","66211","559","10919","77255","0","38951"
"02/09/16","363076","399688","66211","559","10919","77255","0","38951"
"02/10/16","363076","399688","66211","559","10919","77255","0","38951"
"02/11/16","363076","399688","66211","559","10919","77255","0","38951"
"02/12/16","363076","399688","66211","559","10919","77255","0","38951"
"02/15/16","363076","399688","66211","559","10919","77255","0","38951"
"02/16/16","363076","399688","66211","559","10919","77255","0","38951"
"02/17/16","363076","399688","66211","559","10919","77255","0","38951"
"02/18/16","363076","399688","66211","559","10919","77255","0","38951"
"02/19/16","363076","399688","66211","559","10919","77255","0","38951"
"02/22/16","363076","399688","66211","559","10919","77255","0","38951"
"02/23/16","363076","399688","66211","559","10919","77255","0","38951"
"02/24/16","363076","399688","66211","559","10919","77255","0","38951"
"02/25/16","363076","399688","66211","559","10919","77255","0","38951"
"02/26/16","363076","399688","66211","559","10919","77255","0","38951"
"02/29/16","363076","399688","66211","559","10919","77255","0","38951"
"03/01/16","361469","399688","66397","568","11291","77713","0","38951"
"03/02/16","361469","399688","66397","568","11291","77713","0","38951"
"03/03/16","361469","399688","66397","568","11291","77713","0","38951"
"03/04/16","361469","399688","66397","568","11291","77713","0","38951"
"03/07/16","361469","399688","66397","568","11291","77713","0","38951"
"03/08/16","361469","399688","66397","568","11291","77713","0","38951"
"03/09/16","361469","399688","66397","568","11291","77713","0","38951"
"03/10/16","361469","399688","66397","568","11291","77713","0","38951"
"03/11/16","361469","399688","66397","568","11291","77713","0","38951"
"03/14/16","361469","399688","66397","568","11291","77713","0","38951"
"03/15/16","361469","399688","66397","568","11291","77713","0","38951"
"03/16/16","361469","399688","66397","568","11291","77713","0","38951"
"03/17/16","361469","399688","66397","568","11291","77713","0","38951"
"03/18/16","361469","399688","66397","568","11291","77713","0","38951"
"03/21/16","361469","399688","66397","568","11291","77713","0","38951"
"03/22/16","361469","399688","66397","568","11291","77713","0","38951"
"03/23/16","361469","399688","66397","568","11291","77713","0","38951"
"03/24/16","361469","399688","66397","568","11291","77713","0","38951"
"03/25/16","361469","399688","66397","568","11291","77713","0","38951"
"03/28/16","361469","399688","66397","568","11291","77713","0","38951"
"03/29/16","361469","399688","66397","568","11291","77713","0","38951"
"03/30/16","361469","399688","66397","568","11291","77713","0","38951"
"03/31/16","361469","399688","66397","568","11291","77713","0","38951"
"04/01/16","361752","400220","66438","518","11369","77713","0","38951"
"04/04/16","361752","400220","66438","518","11369","77713","0","38951"
"04/05/16","361752","400220","66438","518","11369","77713","0","38951"
"04/06/16","361752","400220","66438","518","11369","77713","0","38951"
"04/07/16","361752","400220","66438","518","11369","77713","0","38951"
"04/08/16","361752","400220","66438","518","11369","77713","0","38951"
"04/11/16","361752","400220","66438","518","11369","77713","0","38951"
"04/12/16","361752","400220","66438","518","11369","77713","0","38951"
"04/13/16","361752","400220","66438","518","11369","77713","0","38951"
"04/14/16","361752","400220","66438","518","11369","77713","0","38951"
"04/15/16","361752","400220","66438","518","11369","77713","0","38951"
"04/18/16","361752","400220","66438","518","11369","77713","0","38951"
"04/19/16","361752","400220","66438","518","11369","77713","0","38951"
"04/20/16","361752","400220","66438","518","11369","77713","0","38951"
"04/21/16","361752","400220","66438","518","11369","77713","0","38951"
"04/22/16","361752","400220","66438","518","11369","77713","0","38951"
"04/25/16","361752","400220","66438","518","11369","77713","0","38951"
"04/26/16","361752","400220","66438","518","11369","77713","0","38951"
"04/27/16","361752","400220","66438","518","11369","77713","0","38951"
"04/28/16","361752","400220","66438","518","11369","77713","0","38951"
"04/29/16","361752","400220","66438","518","11369","77713","0","38951"
"05/02/16","361761","400220","66438","518","11393","77850","0","41449"
"05/03/16","361761","400220","66438","518","11393","77850","0","41449"
"05/04/16","361761","400220","66438","518","11393","77850","0","41449"
"05/05/16","361761","400220","66438","518","11393","77850","0","41449"
"05/06/16","361761","400220","66438","518","11393","77850","0","41449"
"05/09/16","361761","400220","66438","518","11393","77850","0","41449"
"05/10/16","361761","400220","66438","518","11393","77850","0","41449"
"05/11/16","361761","400220","66438","518","11393","77850","0","41449"
"05/12/16","361761","400220","66438","518","11393","77850","0","41449"
"05/13/16","361761","400220","66438","518","11393","77850","0","41449"
"05/16/16","361761","400220","66438","518","11393","77850","0","41449"
"05/17/16","361761","400220","66438","518","11393","77850","0","41449"
"05/18/16","361761","400220","66438","518","11393","77850","0","41449"
"05/19/16","361761","400220","66438","518","11393","77850","0","41449"
"05/20/16","361761","400220","66438","518","11393","77850","0","41449"
"05/23/16","361761","400220","66438","518","11393","77850","0","41449"
"05/24/16","361761","400220","66438","518","11393","77850","0","41449"
"05/25/16","361761","400220","66438","518","11393","77850","0","41449"
"05/26/16","361761","400220","66438","518","11393","77850","0","41449"
"05/27/16","361761","400220","66438","518","11393","77850","0","41449"
"05/30/16","361761","400220","66438","518","11393","77850","0","41449"
"05/31/16","361761","400220","66438","518","11393","77850","0","41449"
"06/01/16","364890","400220","66454","550","11393","77673","0","30992"
"06/02/16","364890","400220","66454","550","11393","77673","0","30992"
"06/03/16","364890","400220","66454","550","11393","77673","0","30992"
"06/06/16","364890","400220","66454","550","11393","77673","0","30992"
"06/07/16","364890","400220","66454","550","11393","77673","0","30992"
"06/08/16","364890","400220","66454","550","11393","77673","0","30992"
"06/09/16","364890","400220","66454","550","11393","77673","0","30992"
"06/10/16","364890","400220","66454","550","11393","77673","0","30992"
"06/13/16","364890","400220","66454","550","11393","77673","0","30992"
"06/14/16","364890","400220","66454","550","11393","77673","0","30992"
"06/15/16","364890","400220","66454","550","11393","77673","0","30992"
"06/16/16","364890","400220","66454","550","11393","77673","0","30992"
"06/17/16","364890","400220","66454","550","11393","77673","0","30992"
"06/20/16","364890","400220","66454","550","11393","77673","0","30992"
"06/21/16","364890","400220","66454","550","11393","77673","0","30992"
"06/22/16","364890","400220","66454","550","11393","77673","0","30992"
"06/23/16","364890","400220","66454","550","11393","77673","0","30992"
"06/24/16","364890","400220","66454","550","11393","77673","0","30992"
"06/27/16","364890","400220","66454","550","11393","77673","0","30992"
"06/28/16","364890","400220","66454","550","11393","77673","0","30992"
"06/29/16","364890","400220","66454","550","11393","77673","0","30992"
"06/30/16","364890","400220","66454","550","11393","77673","0","30992"
"07/01/16","364890","400220","66454","550","11393","77673","0","30992"
"07/04/16","364890","400220","66454","550","11393","77673","0","30992"
"07/05/16","364890","400220","66454","550","11393","77673","0","30992"
"07/06/16","364890","400220","66454","550","11393","77673","0","30992"
"07/07/16","364890","400220","66454","550","11393","77673","0","30992"
"07/08/16","364890","400220","66454","550","11393","77673","0","30992"
"07/11/16","364890","400220","66454","550","11393","77673","0","30992"
"07/12/16","364890","400220","66454","550","11393","77673","0","30992"
"07/13/16","364890","400220","66454","550","11393","77673","0","30992"
"07/14/16","364890","400220","66454","550","11393","77673","0","30992"
"07/15/16","364890","400220","66454","550","11393","77673","0","30992"
"07/18/16","364890","400220","66454","550","11393","77673","0","30992"
"07/19/16","364890","400220","66454","550","11393","77673","0","30992"
"07/20/16","364890","400220","66454","550","11393","77673","0","30992"
"07/21/16","364890","400220","66454","550","11393","77673","0","30992"
"07/22/16","364890","400220","66454","550","11393","77673","0","30992"
"07/25/16","364890","400220","66454","550","11393","77673","0","30992"
"07/26/16","364890","400220","66454","550","11393","77673","0","30992"
"07/27/16","364890","400220","66454","550","11393","77673","0","30992"
"07/28/16","364890","400220","66454","550","11393","77673","0","30992"
"07/29/16","364890","400220","66454","550","11393","77673","0","30992"
"08/01/16","364892","400255","66454","550","11679","77865","0","30992"
"08/02/16","364892","400255","66454","550","11679","77865","0","30992"
"08/03/16","364892","400255","66454","550","11679","77865","0","30992"
"08/04/16","364892","400255","66454","550","11679","77865","0","30992"
"08/05/16","364892","400255","66454","550","11679","77865","0","30992"
"08/08/16","364892","400255","66454","550","11679","77865","0","30992"
"08/09/16","364892","400255","66454","550","11679","77865","0","30992"
"08/10/16","364892","400255","66454","550","11679","77865","0","30992"
"08/11/16","364892","400255","66454","550","11679","77865","0","30992"
"08/12/16","364892","400255","66454","550","11679","77865","0","30992"
"08/15/16","364892","400255","66454","550","11679","77865","0","30992"
"08/16/16","364892","400255","66454","550","11679","77865","0","30992"
"08/17/16","364892","400255","66454","550","11679","77865","0","30992"
"08/18/16","364892","400255","66454","550","11679","77865","0","30992"
"08/19/16","364892","400255","66454","550","11679","77865","0","30992"
"08/22/16","364892","400255","66454","550","11679","77865","0","30992"
"08/23/16","364892","400255","66454","550","11679","77865","0","30992"
"08/24/16","364892","400255","66454","550","11679","77865","0","30992"
"08/25/16","364892","400255","66454","550","11679","77865","0","30992"
"08/26/16","364892","400255","66454","550","11679","77865","0","30992"
"08/29/16","364892","400255","66454","550","11679","77865","0","30992"
"08/30/16","364892","400255","66454","550","11679","77865","0","30992"
"08/31/16","364892","400255","66454","550","11679","77865","0","30992"
"09/01/16","376048","359773","68871","503","11679","77245","0","31040"
"09/02/16","376048","359773","68871","503","11679","77245","0","31040"
"09/05/16","376048","359773","68871","503","11679","77245","0","31040"
"09/06/16","376048","359773","68871","503","11679","77245","0","31040"
"09/07/16","376048","359773","68871","503","11679","77245","0","31040"
"09/08/16","376048","359773","68871","503","11679","77245","0","31040"
"09/09/16","376048","359773","68871","503","11679","77245","0","31040"
"09/12/16","376048","359773","68871","503","11679","77245","0","31040"
"09/13/16","376048","359773","68871","503","11679","77245","0","31040"
"09/14/16","376048","359773","68871","503","11679","77245","0","31040"
"09/15/16","376048","359773","68871","503","11679","77245","0","31040"
"09/16/16","376048","359773","68871","503","11679","77245","0","31040"
"09/19/16","376048","359773","68871","503","11679","77245","0","31040"
"09/20/16","376048","359773","68871","503","11679","77245","0","31040"
"09/21/16","376048","359773","68871","503","11679","77245","0","31040"
"09/22/16","376048","359773","68871","503","11679","77245","0","31040"
"09/23/16","376048","359773","68871","503","11679","77245","0","31040"
"09/26/16","376048","359773","68871","503","11679","77245","0","31040"
"09/27/16","376048","359773","68871","503","11679","77245","0","31040"
"09/28/16","376048","359773","68871","503","11679","77245","0","31040"
"09/29/16","376048","359773","68871","503","11679","77245","0","31040"
"09/30/16","376048","359773","68871","503","11679","77245","0","31040"
"10/03/16","376048","359773","68821","503","11679","77245","0","11437"
"10/04/16","376048","359773","68821","503","11679","77245","0","11437"
"10/05/16","376048","359773","68821","503","11679","77245","0","11437"
"10/06/16","376048","359773","68821","503","11679","77245","0","11437"
"10/07/16","376048","359773","68821","503","11679","77245","0","11437"
"10/10/16","376048","359773","68821","503","11679","77245","0","11437"
"10/11/16","376048","359773","68821","503","11679","77245","0","11437"
"10/12/16","376048","359773","68821","503","11679","77245","0","11437"
"10/13/16","376048","359773","68821","503","11679","77245","0","11437"
"10/14/16","376048","359773","68821","503","11679","77245","0","11437"
"10/17/16","376048","359773","68821","503","11679","77245","0","11437"
"10/18/16","376048","359773","68821","503","11679","77245","0","11437"
"10/19/16","376048","359773","68821","503","11679","77245","0","11437"
"10/20/16","376048","359773","68821","503","11679","77245","0","11437"
"10/21/16","376048","359773","68821","503","11679","77245","0","11437"
"10/24/16","376048","359773","68821","503","11679","77245","0","11437"
"10/25/16","376048","359773","68821","503","11679","77245","0","11437"
"10/26/16","376048","359773","68821","503","11679","77245","0","11437"
"10/27/16","376048","359773","68821","503","11679","77245","0","11437"
"10/28/16","376048","359773","68821","503","11679","77245","0","11437"
"10/31/16","376048","359773","68821","503","11679","77245","0","11437"
"11/01/16","376580","359748","68821","503","11695","77438","0","11437"
"11/02/16","376580","359748","68821","503","11695","77438","0","11437"
"11/03/16","376580","359748","68821","503","11695","77438","0","11437"
"11/04/16","376580","359748","68821","503","11695","77438","0","11437"
"11/07/16","376580","359748","68821","503","11695","77438","0","11437"
"11/08/16","376580","359748","68821","503","11695","77438","0","11437"
"11/09/16","376580","359748","68821","503","11695","77438","0","11437"
"11/10/16","376580","359748","68821","503","11695","77438","0","11437"
"11/11/16","376580","359748","68821","503","11695","77438","0","11437"
"11/14/16","376580","359748","68821","503","11695","77438","0","11437"
"11/15/16","376580","359748","68821","503","11695","77438","0","11437"
"11/16/16","376580","359748","68821","503","11695","77438","0","11437"
"11/17/16","376580","359748","68821","503","11695","77438","0","11437"
"11/18/16","376580","359748","68821","503","11695","77438","0","11437"
"11/21/16","376580","359748","68821","503","11695","77438","0","11437"
"11/22/16","376580","359748","68821","503","11695","77438","0","11437"
"11/23/16","376580","359748","68821","503","11695","77438","0","11437"
"11/24/16","376580","359748","68821","503","11695","77438","0","11437"
"11/25/16","376580","359748","68821","503","11695","77438","0","11437"
"11/28/16","376580","359748","68821","503","11695","77438","0","11437"
"11/29/16","376580","359748","68821","503","11695","77438","0","11437"
"11/30/16","376580","359748","68821","503","11695","77438","0","11437"
"12/01/16","389266","400231","69201","550","11695","76469","0","8557"
"12/02/16","389266","400231","69201","550","11695","76469","0","8557"
"12/05/16","389266","400231","69201","550","11695","76469","0","8557"
"12/06/16","389266","400231","69201","550","11695","76469","0","8557"
"12/07/16","389266","400231","69201","550","11695","76469","0","8557"
"12/08/16","389266","400231","69201","550","11695","76469","0","8557"
"12/09/16","389266","400231","69201","550","11695","76469","0","8557"
"12/12/16","389266","400231","69201","550","11695","76469","0","8557"
"12/13/16","389266","400231","69201","550","11695","76469","0","8557"
"12/14/16","389266","400231","69201","550","11695","76469","0","8557"
"12/15/16","389266","400231","69201","550","11695","76469","0","8557"
"12/16/16","389266","400231","69201","550","11695","76469","0","8557"
"12/19/16","389266","400231","69201","550","11695","76469","0","8557"
"12/20/16","389266","400231","69201","550","11695","76469","0","8557"
"12/21/16","389266","400231","69201","550","11695","76469","0","8557"
"12/22/16","389266","400231","69201","550","11695","76469","0","8557"
"12/23/16","389266","400231","69201","550","11695","76469","0","8557"
"12/26/16","389266","400231","69201","550","11695","76469","0","8557"
"12/27/16","389266","400231","69201","550","11695","76469","0","8557"
"12/28/16","389266","400231","69201","550","11695","76469","0","8557"
"12/29/16","389266","400231","69201","550","11695","76469","0","8557"
"12/30/16","389266","400231","69201","550","11695","76469","0","8557"
"01/02/17","389266","400207","69201","550","11695","76469","0","38275"
"01/03/17","389266","400207","69201","550","11695","76469","0","38275"
"01/04/17","389266","400207","69201","550","11695","76469","0","38275"
"01/05/17","389266","400207","69201","550","11695","76469","0","38275"
"01/06/17","389266","400207","69201","550","11695","76469","0","38275"
"01/09/17","389266","400207","69201","550","11695","76469","0","38275"
"01/10/17","389266","400207","69201","550","11695","76469","0","38275"
"01/11/17","389266","400207","69201","550","11695","76469","0","38275"
"01/12/17","389266","400207","69201","550","11695","76469","0","38275"
"01/13/17","389266","400207","69201","550","11695","76469","0","38275"
"01/16/17","389266","400207","69201","550","11695","76469","0","38275"
"01/17/17","389266","400207","69201","550","11695","76469","0","38275"
"01/18/17","389266","400207","69201","550","11695","76469","0","38275"
"01/19/17","389266","400207","69201","550","11695","76469","0","38275"
"01/20/17","389266","400207","69201","550","11695","76469","0","38275"
"01/23/17","389266","400207","69201","550","11695","76469","0","38275"
"01/24/17","389266","400207","69201","550","11695","76469","0","38275"
"01/25/17","389266","400207","69201","550","11695","76469","0","38275"
"01/26/17","389266","400207","69201","550","11695","76469","0","38275"
"01/27/17","389266","400207","69201","550","11695","76469","0","38275"
"01/30/17","389266","400207","69201","550","11695","76469","0","38275"
"01/31/17","389266","400207","69201","550","11695","76469","0","38275"
"02/01/17","409341","399407","70463","550","11695","76995","0","38275"
"02/02/17","409341","399407","70463","550","11695","76995","0","38275"
"02/03/17","409341","399407","70463","550","11695","76995","0","38275"
"02/06/17","409341","399407","70463","550","11695","76995","0","38275"
"02/07/17","409341","399407","70463","550","11695","76995","0","38275"
"02/08/17","409341","399407","70463","550","11695","76995","0","38275"
"02/09/17","409341","399407","70463","550","11695","76995","0","38275"
"02/10/17","409341","399407","70463","550","11695","76995","0","38275"
"02/13/17","409341","399407","70463","550","11695","76995","0","38275"
"02/14/17","409341","399407","70463","550","11695","76995","0","38275"
"02/15/17","409341","399407","70463","550","11695","76995","0","38275"
"02/16/17","409341","399407","70463","550","11695","76995","0","38275"
"02/17/17","409341","399407","70463","550","11695","76995","0","38275"
"02/20/17","409341","399407","70463","550","11695","76995","0","38275"
"02/21/17","409341","399407","70463","550","11695","76995","0","38275"
"02/22/17","409341","399407","70463","550","11695","76995","0","38275"
"02/23/17","409341","399407","70463","550","11695","76995","0","38275"
"02/24/17","409341","399407","70463","550","11695","76995","0","38275"
"02/27/17","409341","399407","70463","550","11695","76995","0","38275"
"02/28/17","409341","399407","70463","550","11695","76995","0","38275"
"03/01/17","427076","399407","71069","501","11715","76734","0","38275"
"03/02/17","427076","399407","71069","501","11715","76734","0","38275"
"03/03/17","427076","399407","71069","501","11715","76734","0","38275"
"03/06/17","427076","399407","71069","501","11715","76734","0","38275"
"03/07/17","427076","399407","71069","501","11715","76734","0","38275"
"03/08/17","427076","399407","71069","501","11715","76734","0","38275"
"03/09/17","427076","399407","71069","501","11715","76734","0","38275"
"03/10/17","427076","399407","71069","501","11715","76734","0","38275"
"03/13/17","427076","399407","71069","501","11715","76734","0","38275"
"03/14/17","427076","399407","71069","501","11715","76734","0","38275"
"03/15/17","427076","399407","71069","501","11715","76734","0","38275"
"03/16/17","427076","399407","71069","501","11715","76734","0","38275"
"03/17/17","427076","399407","71069","501","11715","76734","0","38275"
"03/20/17","427076","399407","71069","501","11715","76734","0","38275"
"03/21/17","427076","399407","71069","501","11715","76734","0","38275"
"03/22/17","427076","399407","71069","501","11715","76734","0","38275"
"03/23/17","427076","399407","71069","501","11715","76734","0","38275"
"03/24/17","427076","399407","71069","501","11715","76734","0","38275"
"03/27/17","427076","399407","71069","501","11715","76734","0","38275"
"03/28/17","427076","399407","71069","501","11715","76734","0","38275"
"03/29/17","427076","399407","71069","501","11715","76734","0","38275"
"03/30/17","427076","399407","71069","501","11715","76734","0","38275"
"03/31/17","427076","399407","71069","501","11715","76734","0","38275"
"04/03/17","427343","399094","71515","501","11717","76734","0","40099"
"04/04/17","427343","399094","71515","501","11717","76734","0","40099"
"04/05/17","427343","399094","71515","501","11717","76734","0","40099"
"04/06/17","427343","399094","71515","501","11717","76734","0","40099"
"04/07/17","427343","399094","71515","501","11717","76734","0","40099"
"04/10/17","427343","399094","71515","501","11717","76734","0","40099"
"04/11/17","427343","399094","71515","501","11717","76734","0","40099"
"04/12/17","427343","399094","71515","501","11717","76734","0","40099"
"04/13/17","427343","399094","71515","501","11717","76734","0","40099"
"04/14/17","427343","399094","71515","501","11717","76734","0","40099"
"04/17/17","427343","399094","71515","501","11717","76734","0","40099"
"04/18/17","427343","399094","71515","501","11717","76734","0","40099"
"04/19/17","427343","399094","71515","501","11717","76734","0","40099"
"04/20/17","427343","399094","71515","501","11717","76734","0","40099"
"04/21/17","427343","399094","71515","501","11717","76734","0","40099"
"04/24/17","427343","399094","71515","501","11717","76734","0","40099"
"04/25/17","427343","399094","71515","501","11717","76734","0","40099"
"04/26/17","427343","399094","71515","501","11717","76734","0","40099"
"04/27/17","427343","399094","71515","501","11717","76734","0","40099"
"04/28/17","427343","399094","71515","501","11717","76734","0","40099"
"05/01/17","446837","399094","71515","651","11717","76742","0","59705"
"05/02/17","446837","399094","71515","651","11717","76742","0","59705"
"05/03/17","446837","399094","71515","651","11717","76742","0","59705"
"05/04/17","446837","399094","71515","651","11717","76742","0","59705"
"05/05/17","446837","399094","71515","651","11717","76742","0","59705"
"05/08/17","446837","399094","71515","651","11717","76742","0","59705"
"05/09/17","446837","399094","71515","651","11717","76742","0","59705"
"05/10/17","446837","399094","71515","651","11717","76742","0","59705"
"05/11/17","446837","399094","71515","651","11717","76742","0","59705"
"05/12/17","446837","399094","71515","651","11717","76742","0","59705"
"05/15/17","446837","399094","71515","651","11717","76742","0","59705"
"05/16/17","446837","399094","71515","651","11717","76742","0","59705"
"05/17/17","446837","399094","71515","651","11717","76742","0","59705"
"05/18/17","446837","399094","71515","651","11717","76742","0","59705"
"05/19/17","446837","399094","71515","651","11717","76742","0","59705"
"05/22/17","446837","399094","71515","651","11717","76742","0","59705"
"05/23/17","446837","399094","71515","651","11717","76742","0","59705"
"05/24/17","446837","399094","71515","651","11717","76742","0","59705"
"05/25/17","446837","399094","71515","651","11717","76742","0","59705"
"05/26/17","446837","399094","71515","651","11717","76742","0","59705"
"05/29/17","446837","399094","71515","651","11717","76742","0","59705"
"05/30/17","446837","399094","71515","651","11717","76742","0","59705"
"05/31/17","446837","399094","71515","651","11717","76742","0","59705"
"06/01/17","449298","399094","72382","581","11717","76836","0","60661"
"06/02/17","449298","399094","72382","581","11717","76836","0","60661"
"06/05/17","449298","399094","72382","581","11717","76836","0","60661"
"06/06/17","449298","399094","72382","581","11717","76836","0","60661"
"06/07/17","449298","399094","72382","581","11717","76836","0","60661"
"06/08/17","449298","399094","72382","581","11717","76836","0","60661"
"06/09/17","449298","399094","72382","581","11717","76836","0","60661"
"06/12/17","449298","399094","72382","581","11717","76836","0","60661"
"06/13/17","449298","399094","72382","581","11717","76836","0","60661"
"06/14/17","449298","399094","72382","581","11717","76836","0","60661"
"06/15/17","449298","399094","72382","581","11717","76836","0","60661"
"06/16/17","449298","399094","72382","581","11717","76836","0","60661"
"06/19/17","449298","399094","72382","581","11717","76836","0","60661"
"06/20/17","449298","399094","72382","581","11717","76836","0","60661"
"06/21/17","449298","399094","72382","581","11717","76836","0","60661"
"06/22/17","449298","399094","72382","581","11717","76836","0","60661"
"06/23/17","449298","399094","72382","581","11717","76836","0","60661"
"06/26/17","449298","399094","72382","581","11717","76836","0","60661"
"06/27/17","449298","399094","72382","581","11717","76836","0","60661"
"06/28/17","449298","399094","72382","581","11717","76836","0","60661"
"06/29/17","449298","399094","72382","581","11717","76836","0","60661"
"06/30/17","449298","399094","72382","581","11717","76836","0","60661"
"07/03/17","449298","399094","72584","231","11717","76389","0","61087"
"07/04/17","449298","399094","72584","231","11717","76389","0","61087"
"07/05/17","449298","399094","72584","231","11717","76389","0","61087"
"07/06/17","449298","399094","72584","231","11717","76389","0","61087"
"07/07/17","449298","399094","72584","231","11717","76389","0","61087"
"07/10/17","449298","399094","72584","231","11717","76389","0","61087"
"07/11/17","449298","399094","72584","231","11717","76389","0","61087"
"07/12/17","449298","399094","72584","231","11717","76389","0","61087"
"07/13/17","449298","399094","72584","231","11717","76389","0","61087"
"07/14/17","449298","399094","72584","231","11717","76389","0","61087"
"07/17/17","449298","399094","72584","231","11717","76389","0","61087"
"07/18/17","449298","399094","72584","231","11717","76389","0","61087"
"07/19/17","449298","399094","72584","231","11717","76389","0","61087"
"07/20/17","449298","399094","72584","231","11717","76389","0","61087"
"07/21/17","449298","399094","72584","231","11717","76389","0","61087"
"07/24/17","449298","399094","72584","231","11717","76389","0","61087"
"07/25/17","449298","399094","72584","231","11717","76389","0","61087"
"07/26/17","449298","399094","72584","231","11717","76389","0","61087"
"07/27/17","449298","399094","72584","231","11717","76389","0","61087"
"07/28/17","449298","399094","72584","231","11717","76389","0","61087"
"07/31/17","449298","399094","72584","231","11717","76389","0","61087"
"08/01/17","449751","398149","72584","231","11788","76389","0","61087"
"08/02/17","449751","398149","72584","231","11788","76389","0","61087"
"08/03/17","449751","398149","72584","231","11788","76389","0","61087"
"08/04/17","449751","398149","72584","231","11788","76389","0","61087"
"08/07/17","449751","398149","72584","231","11788","76389","0","61087"
