"","A:TWEX(FFNOSH)","B:ABI(FFNOSH)","H:HB(FFNOSH)","F:RCD(FFNOSH)","I:CPR(FFNOSH)","DGE(FFNOSH)","K:BBCA(FFNOSH)","K:CHRE(FFNOSH)","DK:CAB(FFNOSH)","DK:RBR(FFNOSH)","CN:KCM(FFNOSH)","CN:YWU(FFNOSH)","CN:JYB(FFNOSH)","CN:TTB(FFNOSH)","IN:MLC(FFNOSH)","IN:UBB(FFNOSH)","MX:BEC(FFNOSH)","BR:AVS(FFNOSH)","CL:CVZ(FFNOSH)","U:STZ(FFNOSH)","U:BF.B(FFNOSH)","U:TAP(FFNOSH)","U:SAM(FFNOSH)"
"03/20/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/21/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/22/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/25/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/26/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/27/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/28/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"03/29/19","649306","898168","238276","178771","569184","2123750","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","548106","4393907","147801","166548","308047","174664","6560"
"04/01/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/02/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/03/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/04/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/05/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/08/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/09/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/10/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/11/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/12/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/15/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/16/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/17/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/18/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/19/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/22/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/23/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/24/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/25/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/26/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/29/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"04/30/19","649743","898168","238276","178771","569184","2112224","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4393907","147801","166883","308047","174665","6573"
"05/01/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/02/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/03/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/06/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/07/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/08/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/09/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/10/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/13/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/14/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/15/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/16/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/17/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/20/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/21/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/22/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/23/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/24/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/27/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/28/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/29/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/30/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"05/31/19","649743","898168","238276","178771","569184","2103140","0","1560099","105655","43085","477426","1753237","523282","290781","328577","75958","513707","4394344","147801","167209","308289","174665","6573"
"06/03/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/04/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/05/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/06/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/07/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/10/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/11/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/12/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/13/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/14/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/17/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/18/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/19/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/20/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/21/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/24/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/25/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/26/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/27/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"06/28/19","649743","898168","238276","177939","569184","2100054","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308490","174665","6428"
"07/01/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/02/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/03/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/04/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/05/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/08/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/09/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/10/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/11/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/12/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/15/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/16/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/17/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/18/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/19/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/22/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/23/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/24/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/25/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/26/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/29/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/30/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"07/31/19","649743","898168","238276","177939","569184","2099584","13243400","1560099","105655","42185","477426","1753237","523282","290781","328577","75958","513707","4394584","147801","158442","308500","174708","6957"
"08/01/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/02/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/05/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/06/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/07/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/08/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/09/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/12/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/13/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/14/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/15/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/16/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/19/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/20/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/21/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/22/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/23/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/26/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/27/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/28/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/29/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"08/30/19","650387","898168","238276","177939","569184","2094136","13243400","1560099","105655","42185","477426","1753237","523282","290781","325267","75958","513707","4390852","147801","158442","308500","174708","6957"
"09/02/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/03/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/04/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/05/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/06/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/09/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/10/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/11/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/12/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/13/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/16/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/17/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/18/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/19/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/20/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/23/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/24/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/25/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/26/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/27/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"09/30/19","650387","898168","238276","177939","569184","2088485","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4394936","147801","158426","308500","174708","6876"
"10/01/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/02/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/03/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/04/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/07/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/08/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/09/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/10/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/11/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/14/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/15/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/16/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/17/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/18/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/21/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/22/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/23/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/24/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/25/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/28/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/29/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/30/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"10/31/19","650588","898168","238276","177939","569184","2078641","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308500","174726","6907"
"11/01/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/04/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/05/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/06/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/07/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
