"","A:TWEX(FFNOSH)","B:ABI(FFNOSH)","H:HB(FFNOSH)","F:RCD(FFNOSH)","I:CPR(FFNOSH)","DGE(FFNOSH)","K:BBCA(FFNOSH)","K:CHRE(FFNOSH)","DK:CAB(FFNOSH)","DK:RBR(FFNOSH)","CN:KCM(FFNOSH)","CN:YWU(FFNOSH)","CN:JYB(FFNOSH)","CN:TTB(FFNOSH)","IN:MLC(FFNOSH)","IN:UBB(FFNOSH)","MX:BEC(FFNOSH)","BR:AVS(FFNOSH)","CL:CVZ(FFNOSH)","U:STZ(FFNOSH)","U:BF.B(FFNOSH)","U:TAP(FFNOSH)","U:SAM(FFNOSH)"
"05/25/16","681465","814809","215771","182070","569184","2369825","0","1170074","98328","44402","477426","1667595","523282","290781","65715","92841","0","4434474","27157","166999","281045","149631","7448"
"05/26/16","681465","814809","215771","182070","569184","2369825","0","1170074","98328","44402","477426","1667595","523282","290781","65715","92841","0","4434474","27157","166999","281045","149631","7448"
"05/27/16","681465","814809","215771","182070","569184","2369825","0","1170074","98328","44402","477426","1667595","523282","290781","65715","92841","0","4434474","27157","166999","281045","149631","7448"
"05/30/16","681465","814809","215771","182070","569184","2369825","0","1170074","98328","44402","477426","1667595","523282","290781","65715","92841","0","4434474","27157","166999","281045","149631","7448"
"05/31/16","681465","814809","215771","182070","569184","2369825","0","1170074","98328","44402","477426","1667595","523282","290781","65715","92841","0","4434474","27157","166999","281045","149631","7448"
"06/01/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/02/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/03/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/06/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/07/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/08/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/09/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/10/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/13/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/14/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/15/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/16/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/17/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/20/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/21/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/22/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/23/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/24/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/27/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/28/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/29/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"06/30/16","681465","814809","215771","184083","569184","2370149","0","1170074","98328","44547","477426","1667595","523282","290781","65715","92841","0","4434474","27361","166975","281045","149673","7774"
"07/01/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/04/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/05/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/06/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/07/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/08/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/11/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/12/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/13/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/14/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/15/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/18/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/19/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/20/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/21/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/22/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/25/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/26/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/27/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/28/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"07/29/16","681465","814809","215771","184083","569184","2370631","0","1981118","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/01/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/02/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/03/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/04/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/05/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/08/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/09/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/10/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/11/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/12/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/15/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/16/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/17/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/18/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/19/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/22/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/23/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/24/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/25/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
"08/26/16","681465","814809","215771","184083","569184","2370631","0","1560099","98328","44547","477426","1667595","523282","290781","65715","92841","0","4423943","27361","166975","281045","149785","7821"
