"A.ASBX.PA.","D.RHM.PA.","I.LDO.PA.","F.CSF.PA.","BA..PA.","RR..PA.","TK.ASE.PA.","IS.ESLT.PA.","U.NOC.PA.","U.RTX.PA.","U.HII.PA.","U.LMT.PA.","X.AXON.PA.","X.MANT.PA.","U.BWXT.PA.","U.CW.PA.","X.SWBI.PA.","U.GD.PA.","U.RGR.PA.","X.POWW.PA.","U.CACI.PA.","X.HON.PA."
1.39,91.31,10.26,129.91,7.06,3.6,2.57,124.93,270.76,76.02,213.58,303.39,49.62,56.58,43.86,107.77,10.56,179.81,57.03,6.26,176.66,147.57
1.38,90.73,9.93,129.16,7,3.6,2.59,124.04,272.43,76.52,215.12,305.54,49.58,56.9,43.48,110.27,10.74,182.33,56.96,6.24,180.67,147.84
1.39,88.22,9.76,128.81,6.93,3.58,2.53,125.79,272.73,76.71,216.47,301.24,49.95,57.2,44.91,109,10.42,183.16,56.2,6.23,180.43,148.59
1.39,87.85,9.61,127.08,6.82,3.54,2.51,126.13,269.34,75.43,211.88,294.57,47,55.46,43.31,106.44,10.15,179.37,56.03,6.22,176,147.47
1.38,86.79,9.49,125.81,6.69,3.49,2.42,125.18,266.75,74.32,209.82,293.91,45.22,54.97,41.8,105.68,10.14,175.94,55.9,6.22,174.49,144.02
1.38,89.6,9.51,127.14,6.78,3.62,2.47,127.68,267.81,74.16,210.43,294.36,46.74,55.14,43.2,107.18,10.32,176.78,56,6.22,176.79,144.12
1.39,91.01,9.53,125.87,6.66,3.56,2.44,128.32,267.36,75.09,210.27,295.09,47.1,54.82,43.49,107.63,10.27,177.45,56.04,6.24,175.64,143.95
1.38,91.59,9.68,125.01,6.65,3.61,2.44,128.89,266.67,76.1,211.79,295.6,46.69,55.14,42.88,107.77,10.18,178.32,55.98,6.26,175.17,143.33
1.39,97.45,9.89,126.33,6.73,3.73,2.45,131.53,265.97,75.49,212.94,295.17,46.89,56.24,42.75,107.86,10.2,179.69,55.7,6.28,177.15,143.22
1.39,91.91,9.94,124.89,6.61,3.72,2.47,131.01,260.34,72.37,204.05,295.33,46.53,55.47,43.3,105.64,9.9,178.68,55.01,6.3,170.54,142.96
1.39,92.6,9.85,124.03,6.44,3.7,2.53,132.39,263.2,72.38,214.02,300.05,45.38,57.41,44.98,108.62,9.79,182.04,55,6.33,170.93,144.33
1.35,95.35,9.98,123.85,6.44,3.77,2.53,130.81,260.72,71.48,214.93,302.49,44.07,56.22,45.04,108.48,9.38,182.21,53.04,6.35,168.32,145.77
1.38,94.68,10.04,124.89,6.45,3.78,2.48,133.83,259.58,71.89,215.41,300.33,43.48,56.35,45.24,110.45,9.35,184.87,53.66,6.36,164.97,146.76
1.4,101.27,10.31,126.56,6.58,3.93,2.45,134.89,261.51,72.91,213.88,296.81,45.18,57.01,45.17,110.76,9.39,181.56,54.02,6.37,164.38,149.02
1.43,94.86,10.1,123.05,6.22,3.81,2.43,133.57,249.85,71.34,203.65,286.82,43.65,53.9,43.04,107.71,9.09,173.23,51.89,6.38,157.06,142.72
1.39,96.55,9.99,122.24,6.05,3.69,2.46,134.66,251.2,71.36,201.84,285.57,43.89,52.98,42.65,105.98,8.78,171.52,52.03,6.38,156.86,141.14
1.38,90.39,9.55,119.88,5.85,3.53,2.46,130.35,256.96,71.66,202.66,286.41,44.51,53.54,42.83,104.99,9.38,170.98,53.1,6.38,159.03,141.55
1.43,89.44,9.6,120.11,5.91,3.51,2.47,130.81,257.54,70.45,198.51,285.38,43.52,53.67,41.86,103.56,10.82,167.41,52.79,6.38,157.17,138.66
1.39,87.71,9.29,118.15,5.96,3.38,2.42,131.1,270.75,70.43,199.57,298.4,44.31,54.9,41.56,103.19,10.4,172.24,52.64,6.37,159.25,137.95
1.39,86.63,9.48,120.74,5.98,3.47,2.4,134.69,268.01,70.17,200.61,292.3,44.21,54.49,41.13,102.47,10.19,172.28,53.02,6.36,159.1,136.82
1.39,92.16,9.53,124.43,6.02,3.63,2.31,135.64,270.25,70.59,202.65,292.61,45.61,55.41,42.06,105.7,10.02,171.26,53.73,6.34,163.09,138.32
1.39,92.12,9.43,122.18,6.02,3.64,2.31,134.98,267.97,70.34,199.76,292.18,45.13,55.25,42.18,104.24,9.81,171.04,52.71,6.33,161.24,138.81
1.39,90.46,9.42,120.05,5.99,3.59,2.22,132.85,262.92,70.06,198.28,287.77,44.65,55.26,41.83,103.39,9.79,169.03,53.13,6.31,159.27,136.49
1.41,88.64,9.25,119.01,5.98,3.59,2.17,133.4,257.24,68.02,197.43,279.25,43.81,53.34,41.16,101.52,9.73,163.48,53.06,6.3,153,134.45
1.46,90.73,9.4,119.36,6.02,3.61,2.18,133.4,256.93,68.3,197.19,279.54,44.46,53.79,40.75,103.86,9.75,162.83,53.32,6.29,152.24,135.18
1.46,90.53,9.52,118.72,5.99,3.65,2.23,135.04,253.35,67.13,188.75,273.94,44.86,52.91,40.11,101.56,9.76,158.99,52.56,6.29,151.61,133.22
1.43,88.24,9.23,117.74,5.98,3.57,2.19,130.67,243.62,64.64,185.27,265.25,41.37,51.99,38.77,100.04,9.69,154.57,52.45,6.29,147.59,130.64
1.4,89.42,8.93,116.59,5.97,3.6,2.26,126.36,235.56,62.56,179.58,256.52,41.82,49.7,37.2,99.28,9.61,150.57,51.09,6.29,141.85,129.48
1.42,90.32,8.75,114.88,5.93,3.57,2.27,122.34,226.57,60.24,177.03,245.49,39.79,48.99,36.79,97.17,9.44,148.33,50.64,6.3,139.41,124.98
1.42,90.09,8.68,113.66,5.9,3.55,2.23,125.04,226.29,60.92,179.25,244.38,39.9,49.49,37.2,97.29,9.48,149.17,51.49,6.31,141.12,125.62
1.41,89.39,8.68,113.42,5.91,3.56,2.24,123.58,232.74,62.51,183.83,251.6,41.8,50.72,37.56,99.45,9.6,152.17,52.29,6.32,143.25,129.56
1.42,88.84,8.75,114.42,5.98,3.6,2.24,122.51,239.57,62.36,187.57,259.77,43.01,52.02,37.24,101.4,9.62,155.11,52.18,6.34,143.14,131.63
1.46,89.42,8.85,116.36,6.07,3.63,2.22,123.78,242.25,62.13,188.17,261.26,43.03,51.98,36.94,100.72,9.69,155.32,52.59,6.36,143.95,130.74
1.46,92.3,8.99,117.63,6.05,3.69,2.24,123.15,244.88,62.8,190.36,261.94,43.76,52.3,38.22,102.13,9.88,157.21,53.16,6.39,144.02,132.12
1.43,94.83,9.04,118.6,6.08,3.69,2.24,123.61,248.27,64.36,193.39,265.55,45.24,52.28,39.18,104.19,10,158.96,54.03,6.42,143.55,133.11
1.41,93.32,8.88,117.28,6.11,3.6,2.19,122.66,246.37,63.88,192.66,264.68,45.13,51.6,38.9,103.13,10.02,157.26,54,6.46,142,131.81
1.41,88.96,8.66,114.54,6.11,3.51,2.1,124.55,239.9,61,188.94,258,43.29,51.06,38.11,99.46,9.97,153.33,52.63,6.5,140.82,130
1.4,93.78,9.02,117.91,6.21,3.67,2.13,127.8,247.86,63.11,195.48,265.01,46.01,52.52,39.62,102.9,9.97,157.75,52.85,6.56,144.61,134.54
1.4,95.69,9.01,115.38,6.12,3.6,2.14,129.87,249.83,63.09,195.98,268.23,48.14,52.72,39.82,102.61,10.12,158.65,53.89,6.62,143.13,135.36
1.45,96.02,9.15,117.05,6.24,3.78,2.13,130.15,250.88,64.23,194.74,269.89,49.42,54.14,40.33,104.78,10.35,158.62,54.63,6.69,147.16,135.05
1.45,97.45,9.28,119.41,6.39,3.84,2.13,132.11,252.17,64.47,192.28,270.56,50.26,54.33,40.65,105.42,10.33,160.9,54.75,6.76,148.47,135.72
1.45,96.78,9.22,119.53,6.46,3.82,2.19,130.38,257.65,65.11,192.54,277.46,49.69,53.9,40.64,107.49,10.28,162.39,54.88,6.83,148.66,137.74
1.44,95.53,9.18,118.66,6.53,3.87,2.16,129.15,256.05,64.86,194.53,277.73,49.45,54.38,40.65,107.4,10.43,163.81,55.59,6.9,149.58,137.34
1.44,96.92,8.96,116.59,6.52,3.84,2.15,126.76,259.95,65.37,195.99,277.55,49.85,53.41,40.56,106.39,10.35,164.52,55.78,6.95,147.78,137.59
1.46,96.59,8.62,116.76,6.64,3.94,2.17,129.15,258.95,65.53,197.52,276.06,49.34,53.94,41.09,107.99,10.22,163.18,55.36,6.99,149.19,137.75
1.48,96.92,8.79,114.72,6.64,3.94,2.21,131.53,255.74,65.38,195.62,272.35,49.64,54.12,42.01,108.87,10.31,163.59,55.86,7,150.26,138.04
1.51,96.13,8.76,114.28,6.54,3.84,2.19,128.6,264.08,66.51,197.18,278.79,50.23,55.45,43.05,110.99,10.25,165.76,56.35,7,153.56,139.9
1.55,97.93,9.1,115.2,6.7,3.98,2.25,130.44,267.82,67.19,200.34,282.93,50.19,55.82,44.22,112.1,10.25,168.61,56.04,6.98,155.01,141.75
1.54,98.62,9.32,116.47,6.76,4,2.25,129.78,265.17,65.58,199.14,281.04,49.58,55.49,44.29,110.3,10.21,168.23,55.44,6.95,154.65,140.9
1.54,98.18,9.21,116.65,6.72,3.96,2.26,130.61,264.73,65.61,196.5,279.81,48.7,54.91,43.59,108.7,10.08,167.24,55.28,6.93,154.21,139.83
1.54,99.94,9.2,113.47,6.69,3.88,2.3,131.19,270.21,69.05,196.65,283.65,48.06,54.62,43.21,109.74,9.8,168.81,55.39,6.9,154.85,140.78
1.57,104.66,9.44,110.94,6.74,3.88,2.34,129.81,269.79,68.19,199.14,285.31,48.44,55.34,44.25,110.47,9.36,170.76,53.97,6.89,156.04,141.19
1.57,104.48,9.52,110.82,6.71,3.86,2.34,129.66,272.82,68.29,202.13,287.04,49.1,55.06,45.08,112.17,9.29,171.21,54.21,6.88,157.46,141.71
1.55,104.76,9.57,111.26,6.63,3.81,2.33,129.23,274.31,67.88,204.7,287.85,49.15,54.19,45.2,112.29,9.23,172.18,54.14,6.89,156.05,140.47
1.51,105.68,9.59,110.73,6.74,3.87,2.37,129.03,280.18,69.5,206.53,292.07,49.04,54.62,45.61,112.82,9.1,176.06,53.4,6.9,157.77,141.75
1.49,106.14,9.63,112.78,6.75,3.94,2.45,128.69,280.82,70.26,208.85,291.67,49.76,55.12,45.95,113.69,9.22,170.92,53.37,6.93,158.78,143.28
1.49,105.15,9.75,111.49,6.72,3.93,2.39,129.23,275.64,69.66,206.45,289.65,51.01,56.39,46.42,113.58,9.27,171.14,54.51,6.95,167.33,143.67
1.49,105.52,9.86,113.98,6.78,4,2.31,129.72,272.89,70.16,206.34,290.55,50.65,56.85,46.81,113,9.26,169.02,54,6.98,168.43,144.49
1.59,104.94,9.98,114.65,6.74,3.99,2.26,127.94,278.74,70.29,211.36,298.84,52.95,58.49,48.08,114.22,9.29,174.56,54.97,7.01,172.43,147.91
1.59,105.54,10.09,117.74,6.86,4.07,2.23,129.52,278.31,71.2,211.78,299.36,52.5,59.17,48.4,116.21,9.93,172.22,57.1,7.04,175.31,148.67
1.57,106.99,10.19,117.97,6.87,4.04,2.21,130.33,280.49,71.6,211.11,299.9,52.13,58.64,48.54,116.16,9.62,172.76,57.15,7.06,175.59,148.89
1.62,105.1,9.85,114.93,6.81,4.02,2.21,131.36,278.62,71.24,210.23,300.16,51.97,58.19,48.59,115.72,9.45,173.61,56.27,7.08,175.59,148.14
1.6,105.01,9.86,115.55,6.83,4.01,2.21,131.47,280.59,72.26,209.29,301.5,51.44,58.01,48.42,116.5,9.27,172.06,55.97,7.1,175.51,148.64
1.61,103.72,10,116.01,6.84,4.07,2.28,132.54,281.31,72.38,210.49,300.09,53.13,57.27,48.62,115.77,9.31,170.93,56.4,7.1,174.06,148.47
1.62,105.84,10.1,115.9,6.77,4.06,2.2,132.68,284.07,73.11,214.31,304.09,53.28,57.39,49.14,117.49,9.45,172.75,57.23,7.1,174.04,150.36
1.64,107.18,10.2,116.93,6.8,4.18,2.17,133.83,283.29,73.38,216.03,304.42,53.73,57.19,49.39,117.98,9.41,173.46,57.39,7.08,176.92,151.5
1.66,107.76,10.13,120.16,6.91,4.22,2.23,135.24,280.57,73.22,214.43,300.97,54.6,57.19,50.08,118.12,9.5,172.1,57.78,7.06,178.21,150.53
1.68,106.9,10.27,123.22,6.92,4.32,2.26,136.84,286.98,75.38,219.72,307.25,55.46,58.67,51.44,120.19,9.74,175.35,59.02,7.03,180.1,153.32
1.7,108.61,10.3,123.74,6.9,4.32,2.28,136.24,288.58,76.12,219.31,307.2,55.74,58.25,51.69,120.32,9.85,175.82,59.05,6.99,179.85,153.6
1.68,108.08,10.15,123.33,6.72,4.34,2.26,137.07,287.36,75.89,217.99,305.11,55.83,57.92,51.54,120.07,9.88,174.79,59.06,6.96,180.14,153.29
1.72,109.55,10.29,123.85,6.64,4.4,2.28,138.42,288.33,75.76,220.83,307.2,56,58.47,51.85,121.23,9.9,174.53,59.56,6.93,182.67,154.63
1.74,108.31,9.98,123.51,6.11,4.36,2.34,138.25,287.58,74.51,217.02,304.57,55.51,54.05,51.88,120.96,9.79,171.63,57.77,6.9,182.11,152.64
1.73,108.56,10.1,124.2,6.18,4.36,2.39,138.02,288.68,75.35,217.12,307.15,55.78,53.24,53.03,121.39,9.85,172.58,59.23,6.88,183.99,153.22
1.73,110.68,10.23,125.81,6.25,4.34,2.34,138.83,287.05,75.65,213.61,305.84,58.06,53.89,52.91,121.62,9.66,173.15,58.85,6.87,182.63,154.04
1.74,109.53,10.3,124.43,6.21,4.34,2.38,140.35,286.56,75.02,212.13,305.83,60.22,53.32,53.08,119.2,9.63,170,57.9,6.85,179.7,153.94
1.74,108.61,10.31,123.57,6.17,4.37,2.28,138.48,286.82,74.87,210.24,307.6,55.46,54.44,53.14,124.27,9.83,169.39,58.16,6.84,180.98,154.62
1.62,109.44,10.23,124.95,6.12,4.24,2.28,137.28,290.01,74.13,209.38,309.41,53.83,54.36,52.35,123.29,9.64,170.22,56.95,6.82,182.29,154.06
1.61,118.72,10.17,123.68,6.18,4.02,2.22,137.28,287.06,74.19,210.06,309.63,54.47,54.99,51.75,122.66,9.95,169.34,57.54,6.79,184.31,155.68
1.6,117.05,10.04,124.08,6.25,3.98,2.24,138.71,283.27,74.19,206.42,304.83,51.21,54.83,50.47,121.09,9.02,166.8,53.8,6.75,182.87,154.55
1.61,119.13,10.12,126.28,6.26,4.06,2.26,138.25,282.91,74.3,206.5,305.84,51.44,54.39,50.42,120.4,8.75,168.11,52.26,6.7,181.58,154.17
1.68,118.43,10.13,125.12,6.27,4,2.22,137.71,280.47,73.97,204.57,303.38,50.02,53.46,49.08,117.44,8.59,166.51,51.63,6.66,179.26,153.77
1.72,115.49,9.95,123.45,6.2,4,2.14,137.79,276.51,73.41,201.44,303.01,48.47,53.21,49.29,115.93,8.74,166.35,51.69,6.61,179.34,152.51
1.72,113.59,9.78,124.6,6.11,3.92,2.11,137.1,276.05,73.15,200.12,300.95,46.87,54.01,48.71,114.57,7.66,166.15,51.14,6.58,179.44,151.61
1.7,114.47,9.96,124.08,6.12,3.94,2.07,138.63,279.29,74.33,200.52,304.38,47.99,54.23,49.06,114.37,7.41,169.54,50.62,6.55,182.14,153.19
1.71,113.75,10.06,123.22,6.14,3.94,2.15,136.13,275.25,73.57,203.78,301.92,48.34,53.77,49.65,114.32,7.37,168.81,50.83,6.55,180.7,153.51
1.72,115.07,9.97,123.57,6.08,3.95,2.11,135.81,279.2,74.69,207.93,303.39,47.63,53.44,49.55,115.05,7.2,171.73,50.6,6.57,183.58,155.04
1.72,114.14,11.27,126.22,6.18,3.99,2.14,133.74,274.75,74.84,207.36,298.55,47.05,54.03,49.09,114.63,7.19,169.61,50.05,6.6,185.5,155.29
1.72,115.67,11.47,127.31,6.28,3.99,2.16,135.09,271.25,74.31,204.33,296.23,47.99,53.48,49.36,112.32,7.41,169.61,50.34,6.64,183.56,155.36
1.71,116.24,11.79,127.54,6.39,4.04,2.18,135.04,274.95,74.85,207.45,297.66,50.02,54.73,50.4,115.14,7.36,171.65,51.31,6.68,184.68,156.95
1.68,118.26,11.99,126.97,6.37,4.08,2.18,133.92,271.07,74.67,205.13,296.66,52.07,53.72,50.02,114.05,7.45,170.76,51.66,6.72,183.44,157.31
1.68,115.38,11.99,124.89,6.36,4.1,2.14,135.01,270.53,73.9,204.75,296.05,52.66,53.49,49.59,115.58,7.31,168.49,50.97,6.74,181.81,156.3
1.67,114.26,11.97,124.83,6.39,4.11,2.12,135.08,272.53,74.84,207.87,299.07,54.55,53.86,49.85,116.37,7.25,169.83,52.03,6.75,185.86,158.48
1.68,109.69,11.69,122.07,6.17,4.02,2.07,133.03,268.39,73.84,203.11,294.11,52.06,51.92,48.1,112.9,7.16,165.85,50.85,6.74,180.31,155.81
1.68,109.19,11.65,121.78,6.01,3.98,2.08,130.84,268.72,73.99,203.34,294.14,52.93,52.55,48.53,112.45,7.34,166.65,51.6,6.73,182.17,155.96
1.65,108.65,11.81,122.35,5.96,3.96,2.03,133.89,265.91,74.39,203.27,294.98,53.39,53.08,48.79,111.99,7.28,166.95,52.09,6.71,183.33,157.48
1.59,108.7,11.66,121.03,6.13,3.96,1.87,134.37,263.97,74.51,202.97,293.98,52.53,53.05,48.22,112.48,7.31,166.59,53.06,6.71,181.47,157.11
1.59,105.84,11.83,121.32,6.17,4,1.91,134.63,267.09,75.08,205.18,295.64,53.85,53.75,49.44,113.12,7.27,167.79,53.04,6.72,182.51,158.54
1.65,107.64,11.95,123.28,6.34,4.02,1.98,135.27,269.71,76.04,207.28,300.19,54.41,54.06,49.6,113.33,7.18,169.3,53,6.76,182.02,158.96
1.65,111.54,12.03,125.87,6.34,4.08,1.97,137.65,274.08,78.56,212.44,304.25,55.29,54.38,50.83,112.49,7.11,172.3,52.9,6.83,185.9,161.47
1.67,112.14,11.96,124.72,6.36,4.03,1.93,140.69,273.37,77.81,210.89,303.13,54.38,53.38,50.19,111.98,7.05,169.94,52.53,6.93,181.67,161.05
1.68,113.96,12.08,124.37,6.51,4.04,1.94,139.8,266.76,77.44,208.59,297.3,55.37,53.77,49.96,110.08,7.19,167.75,53.27,7.04,182.68,160.32
1.71,113.41,12.11,124.95,6.52,4.02,2,137.85,271.05,78.29,209.59,299.67,55.12,53.42,50.49,112.46,7.38,169.18,53.8,7.14,182.73,161.1
1.72,111.75,12.16,124.95,6.62,4.12,2.03,140.43,276.3,78.87,212.8,302.58,57.76,54.8,50.91,113.01,7.48,171.12,54.45,7.24,184.42,161.73
1.72,112.94,12.11,124.43,6.62,4.05,1.98,140.43,277,78.77,214.32,305.76,60.35,54.8,51.16,113.2,7.4,172.36,55.72,7.31,184.22,162.04
1.72,110.5,11.85,121.66,6.62,3.99,2,143.79,273.52,78.03,212.96,302.82,58.68,54.38,50.46,110.7,7.32,169.19,54.17,7.34,181.45,160.88
1.72,109.85,11.79,120.57,6.61,3.95,1.97,147.07,270.58,77.71,212.23,299.23,60.12,54.79,50.72,110.16,7.45,169.4,54.19,7.33,183.6,159.99
1.73,110.5,11.8,122.35,6.66,3.91,1.97,147.01,277.49,78.35,217.56,305.55,60.93,55.79,51.2,111.89,7.53,171.45,54.42,7.28,185.39,160.91
1.78,113.94,12.1,122.59,6.68,3.96,1.95,150.14,283.04,79.8,219.27,309.75,61.87,55.63,52.06,112.17,7.43,174.97,54.45,7.22,186.44,162.5
1.78,116.13,12.32,123.57,6.62,3.96,1.95,148.99,280.26,79.36,219.06,308.71,60.75,55.51,52.15,112.42,7.38,172.1,54.73,7.15,186.93,162.02
1.81,116.36,12.33,124.03,6.7,4.01,1.97,147.73,281.61,79.82,221.1,310.07,61.54,55.48,52.18,112.77,7.34,173.73,54.83,7.09,187,162.9
1.83,116.59,12.32,122.59,6.72,4.03,1.99,145.66,278.79,80.08,219.96,310.29,61.5,55.43,51.44,110.53,7.5,174.57,54.24,7.03,186.27,162.92
1.87,117.63,12.26,124.26,6.46,4.03,1.97,142.82,281.22,80.82,220.97,314.31,59.82,55.58,51.95,112.41,7.5,176.83,54.7,7,186.42,169.05
1.9,117.58,12.25,124.51,6.35,4.04,1.97,143.59,279.7,80.53,218.76,311.34,59.37,55.44,51.73,112.29,7.43,176.16,54.29,6.99,186.42,169.28
1.93,116.98,12.28,123.71,6.41,4.05,1.96,142.01,282.89,80.8,219.09,315.36,60.79,55.95,51.71,112.21,7.42,177.07,53.76,7,187.51,168.24
1.92,117.17,12.26,124.37,6.48,4.07,1.98,143.42,292.62,82.6,225.74,333,62.88,57.74,52.7,114.71,7.51,182.36,54.52,7.03,190.43,171.81
1.9,118.32,12.18,127.14,6.48,4.1,1.99,143.51,280.1,82.33,225.42,330.16,62.59,58.96,51.97,114.12,7.55,180.74,56.07,7.07,190.76,171.28
1.91,117.8,12.15,127.77,6.47,4.15,1.95,141.8,279.13,82.4,223.32,328.86,62.92,59.51,51.06,113.53,7.57,176.88,56.51,7.11,187.8,170.42
1.92,118.09,12.11,129.1,6.51,4.1,1.98,141.87,283.17,83.03,221.5,328.4,62.86,60.21,50.94,114.75,7.67,178.04,57.39,7.17,189.62,172.25
1.89,119.36,12.02,129.56,6.53,4.13,1.93,144.74,285.98,83.81,220.93,328.56,63.4,61.29,51.14,115.09,7.57,179.21,56.63,7.22,190.68,172.56
1.95,118.49,11.9,122.76,6.49,4.1,1.9,144.02,289.9,84.12,222.54,333.28,63.52,62.01,51.15,113.94,7.57,178.69,55.97,7.28,194.97,173.61
2.05,117.41,11.82,120.21,6.46,4.1,1.88,144.74,289.3,83.51,223.25,331.85,63.79,62.26,50.73,114.37,7.56,176.39,55.26,7.32,190.06,170.96
2.02,117.97,11.75,121.32,6.34,4.13,1.87,142.65,289.99,82.46,207.63,332.55,64.27,63.01,49.72,114.57,7.55,174.57,55.74,7.36,202.59,171.39
1.92,119.18,11.62,121.72,6.33,4.19,1.89,143.56,292.03,83.54,212.03,334.02,65.29,63.86,49.74,115.85,7.57,176.68,55.75,7.39,204.83,173.53
1.9,114.37,11.41,120.45,6.27,4.14,1.86,141.21,291.43,82.7,210.63,335.86,65.84,63.01,50.54,115.86,7.57,175.37,55.6,7.39,204.45,172.63
1.89,110.48,11.27,118.49,6.2,4.09,1.89,141.78,288.44,79.89,208.6,330.9,64.65,62.7,50.01,113.3,7.57,170.52,54.54,7.38,199.5,169.91
1.87,114.65,11.28,117.91,6.17,4.1,1.81,143.1,290.62,80.84,206.81,334.08,67,62.75,50.24,113.58,7.23,168.29,50.91,7.35,200.07,170.36
1.87,118.26,11.57,116.13,6.18,4.09,1.75,143.51,295,80.72,207.44,339.35,66.72,63.03,49.89,113.63,7.24,172.06,51.11,7.31,203.02,170.36
1.87,119.36,11.6,116.07,6.16,4.11,1.72,142.44,300.8,80.92,208.55,341.26,63.73,62.98,49.95,115.06,7.18,173.1,51.7,7.26,203.96,171.59
1.92,113.47,11.05,114.24,6.06,4.02,1.65,140.72,295.58,77.82,205.19,335.46,64.78,61.44,48.25,109.33,7.17,167.94,51.88,7.22,197.08,166.77
1.94,117.51,11.16,113.94,6.11,4.07,1.69,142.3,295.69,79.02,205.82,336.17,66.36,62.02,48.93,112.87,7.25,168.54,53.29,7.2,198.35,168.2
1.92,119.01,11.37,115.61,6.11,4.1,1.65,143.31,294.57,79.05,205.06,334.06,65.41,62.12,48.83,114.12,7.19,167.75,53.3,7.19,202.22,169.42
1.97,119.47,11.57,117.86,6.1,4.19,1.65,141.9,304.61,79.79,209.04,339.37,68.18,62.92,48.96,117.7,7.21,169.85,53.03,7.21,205.72,170.79
2,117.8,11.56,117.57,6.12,4.2,1.76,142.53,306.69,78.85,206.98,337.95,68.01,62.22,48.11,116.17,7.07,166.36,51.92,7.25,203.92,169.96
2.01,115.9,11.47,117.11,6.03,4.22,1.65,142.93,314.55,78.73,210.08,341.98,65.42,61.36,47.54,115.2,6.96,169.27,51.59,7.3,203.41,168.61
2.01,117.74,11.66,117.22,6.06,4.11,1.64,145.6,316.27,80.23,212.02,343.95,67.84,62.66,48.65,117.61,6.81,171.51,51.68,7.35,205.53,169.64
2.08,118.38,11.76,116.65,6.04,4.12,1.54,147.67,316.58,79.87,210.01,341.29,68.3,62.74,48.08,117.06,6.86,169.28,52.05,7.4,208.87,169.34
2.13,114.97,11.59,114.37,5.95,3.99,1.56,146.18,311.1,76.98,204.32,340.06,67.05,61.1,47.68,115.79,7.05,163.64,52.23,7.43,205.02,166.43
2.11,114.9,11.64,114.31,5.91,3.98,1.6,148.19,312.21,77.52,205.59,338.78,67.14,61.57,47.81,115.32,6.92,164.09,51.87,7.44,205.49,166.69
2.11,115.44,11.39,114.03,5.9,3.97,1.58,146.29,311.76,77.45,205.96,337.69,68.06,62.11,47.88,114.95,6.86,164.63,51.89,7.43,204.97,166.55
2.13,116.47,11.15,113.8,5.88,3.92,1.61,147.47,308.15,76.65,204.72,337.54,68.51,62.14,47.96,114.22,6.8,163.62,51.83,7.4,202.9,165.25
2.16,111.7,10.87,112.37,5.83,3.87,1.62,147.61,305.92,76.36,204.27,339.36,68.05,61.94,47.91,113.35,6.65,162.33,51.34,7.37,201.44,164.31
2.14,111.91,11.29,113.87,5.83,3.9,1.68,149.05,309.85,75.75,204.92,342.06,68.05,61.77,46.88,113.19,6.64,162.23,51.19,7.35,202,165.45
2.16,110.06,11.47,113.68,5.94,3.85,1.7,146.81,303.33,74.51,205.04,338.6,66.78,61.37,46.52,111.47,6.44,160.84,49.7,7.34,203.52,164.29
2.13,109.9,11.73,114.81,6.07,3.89,1.69,151.18,306.88,74.78,207.82,344.54,67.47,60.91,46.86,112.62,6.42,163.15,49.92,7.36,201.47,166.43
2.13,114.54,11.94,113.38,6.13,3.94,1.68,155.25,312.38,76.32,211.14,349.35,67.63,62.74,48,117.38,6.47,167.75,50.61,7.41,205.02,168.16
2.15,115.27,11.94,114.63,6.11,3.96,1.68,152.21,316.84,77.47,215.82,352.78,68.04,62.66,47.98,117.1,6.43,171.94,50.39,7.5,204.36,169.41
2.14,114.49,12.01,115.38,6.13,4.01,1.7,150.46,314.89,77.71,214.72,352.58,67.97,62.8,48.35,117.73,6.48,172,50.45,7.61,206.73,170.29
2.1,116.36,12.15,118.55,6.25,4.07,1.74,151.82,318.32,77.94,218.32,355.2,69.19,63.51,48.45,118.08,6.41,173.92,50.91,7.72,208.2,172.29
2.11,117.63,12.24,119.18,6.37,4.03,1.77,153.79,311.28,75.51,214.73,351.53,71.92,63.14,48.82,118.36,6.54,173.35,51.78,7.82,206.39,171.24
2.13,118.26,12.39,119.93,6.35,4.04,1.71,154.08,300.73,72.53,209.36,344,70.44,63.29,49.09,115.32,6.51,169.76,51.74,7.89,202.83,171.66
2.14,119.3,12.29,121.14,6.33,4.01,1.73,154.25,304.96,73.23,210.94,345.59,70.35,63.45,49.08,115.57,6.53,170.08,51.82,7.93,203.72,172.91
2.19,119.53,12.55,122.87,6.34,4.02,1.66,158.3,307.77,73.64,215.03,349.22,71.13,64.18,50.09,117.97,6.87,171.93,52.5,7.93,204,173.24
2.25,116.42,12.43,121.72,6.37,4,1.64,160.57,309.54,73.93,214.83,350.24,70.72,63.31,50,117.55,6.94,171.25,52.63,7.89,202.83,172.82
2.33,117.91,12.45,124.66,6.42,4.06,1.68,159.59,309.43,73.27,216.03,348.6,68.17,63.82,49.81,116.87,6.94,171.81,51.94,7.84,203,172.33
2.32,119.76,12.56,124.89,6.46,4.14,1.71,160.62,313.31,74.72,219.16,353.45,66.04,64.22,50.78,119.63,6.95,173.61,52.24,7.78,204.05,175.8
2.37,122.47,12.64,123.91,6.46,4.07,1.66,164.01,315.14,74.79,221.78,355.85,69.91,64.35,50.42,119.4,7.04,173.65,52.06,7.75,206.17,175.42
2.36,122.82,12.86,123.39,6.35,4.09,1.67,162.61,324.03,76.71,224.77,362.95,73.24,64.75,51.75,121.07,7.25,178.01,52.53,7.74,209.67,176.28
