"A.TWEX.PA.","B.ABI.PA.","H.HB.PA.","F.RCD.PA.","I.CPR.PA.","DGE.PA.","K.BBCA.PA.","K.CHRE.PA.","DK.CAB.PA.","DK.RBR.PA.","CN.KCM.PA.","CN.YWU.PA.","CN.JYB.PA.","CN.TTB.PA.","IN.MLC.PA.","IN.UBB.PA.","MX.BEC.PA.","BR.AVS.PA.","CL.CVZ.PA.","U.STZ.PA.","U.BF.B.PA.","U.TAP.PA.","U.SAM.PA."
7.62,65.81,102.22,179.96,10.95,38.47,3.55,7.64,143.65,100.38,1807.02,271.41,183.57,91.58,7.95,14.96,5.1,3.82,8.27,203.48,81.12,46.5,905.43
5.78,66.03,102.91,184.28,11.02,38.54,3.57,7.64,144.8,100.5,1810.09,273.19,189.05,92.9,7.8,14.73,5.08,3.79,8.02,204.81,81.19,46.7,904.57
6.29,64.44,102.1,184.57,11.19,37.83,3.42,7.41,143.99,101,1785.15,264.55,185.91,94.78,7.88,15.13,5.02,3.7,7.89,205.9,80.83,45.97,931.53
6.16,65.04,103.26,186.47,10.91,38.45,3.52,7.67,143.81,100.94,1809.1,268.71,185.29,94.88,8.08,15.51,5,3.88,8.42,205.77,81.6,46.26,966.54
6.36,64.75,103.93,183.76,10.93,38.41,3.58,7.9,144.95,101.34,1811.18,271.38,186.43,94.88,8.13,15.22,5.07,3.93,8.21,205,79.88,45.29,921.25
6.46,65.71,103.77,183.24,10.92,38.09,3.55,8.09,144.77,101.56,1821.6,272.5,190.21,97.09,8.16,15.31,5.04,3.89,8.34,210,78.6,46.67,933.1
6.66,66.93,105.13,182.21,10.95,38.52,3.47,8.21,145.38,102.14,1868.3,278.28,205.05,100.22,8.27,15.54,5.06,3.9,8.54,213.79,79.79,47.54,934.98
6.74,66.8,105.01,181.57,10.96,39.11,3.44,8.04,144.36,101.68,1887.63,281.47,203.82,102.62,8.39,15.66,5.11,3.96,8.29,212.12,80.54,47.67,937.37
6.77,66.9,103.77,181.05,10.89,38.65,3.36,8.05,143.99,102.86,1926.79,283.3,205.38,102.28,8.37,15.83,5.19,3.99,8.22,213.01,78.96,47.93,940.01
6.8,67.16,104.55,181.63,10.76,38.87,3.39,8.39,147.18,103.44,1916.38,280.92,203.44,102.16,8.33,16.31,5.09,4.03,8.27,209.39,76.75,48.09,937.39
6.66,67.32,105.91,183.19,10.93,39.44,3.39,8.27,146,103.17,1908.98,278.79,208.82,102.78,8.47,16.27,5.09,4.15,8.19,207.29,76.24,48.22,949
6.91,65.97,104.87,182.84,10.82,39.52,3.44,8.46,146.25,104.25,1895.55,278.62,208.97,105.34,8.46,16.51,5.01,4.1,8.1,205.25,76.4,47.3,939.98
6.91,66.44,106.07,185.26,10.81,39.33,3.44,8.65,147.77,105.52,1904.93,284.5,209.83,111.99,8.5,16.51,5.2,4.05,8.05,206.98,75.54,45.92,927.3
6.77,66.82,103.49,182.21,10.56,38.61,3.41,8.52,146.65,105.21,1891.92,282.05,206.82,111.2,8.47,16.55,5.17,4.12,8.04,212.37,76.6,46.04,930.59
6.92,66.46,103.44,182.67,10.62,38.77,3.46,8.57,146.87,104.47,1916.39,285.73,212.63,111.49,8.46,16.45,5.19,4.19,8.06,214.83,77.79,46.28,952.41
7.02,67.76,103.37,182.67,10.69,38.6,3.33,8.57,149.72,105.05,1943.22,289.35,222.37,108.22,8.31,16.26,5.15,4.25,8.09,217.93,78.87,45.97,958.37
6.93,67.07,103.07,181.51,10.67,38.73,3.31,8.52,149.44,104.81,1923.48,288.36,220.99,105.19,8.39,16.22,5.22,4.19,8.11,218.66,79.42,45.51,964.51
6.87,65.34,101.11,178.75,10.63,38.47,3.28,8.52,146.19,103.57,1918.98,293.62,223.92,103.96,7.92,15.51,5.32,4.08,8.11,214.57,78.72,44.59,964.78
6.72,66.21,101.85,180.99,10.61,38.99,3.23,8.55,146.87,105.08,1959.41,294.1,232.65,104.79,7.93,15.63,5.23,4.1,8.06,212.95,77.7,44.42,1023.92
6.83,67.52,102.27,181.4,10.6,38.52,3.18,8.77,146.99,106.17,1918.1,289.85,228.09,103.95,8.05,16.21,5.32,4.1,7.92,215.49,77.58,45.4,1026.84
6.9,67.17,103.4,181.92,10.58,38.27,3.23,8.91,147.31,106.44,1906.46,286.76,227.78,101.98,8.13,16.15,5.32,4.1,7.7,215.91,78.03,45.5,1014.93
6.91,67.08,102.68,182.27,10.6,38.83,3.23,8.98,148.49,106.75,1905.97,287.38,228.41,102.07,8.25,16.41,5.33,4.12,7.64,217.51,78.11,45.42,1006.94
6.91,67.4,102.63,183.47,10.73,39.64,3.17,9.02,150.58,107.93,1950.75,297.83,236.42,102.19,8.27,16.64,5.35,4.17,7.72,218.64,78.35,45.48,993.99
6.91,67.57,105.13,185.78,10.91,40,3.14,9.11,152.6,109.79,1945.33,292.67,234.91,103.24,8.14,16.38,5.33,4.21,7.76,217.54,78.95,45.54,979.89
6.92,66.93,105.19,184.63,10.77,39.29,3.25,9.25,151.39,109.57,2013.3,298.79,241.63,103.8,8.23,16.54,5.33,4.14,7.7,218.29,78.68,45.25,997.41
6.88,65.78,105.22,181.05,10.72,37.97,3.3,9.19,149.73,109.23,2080.93,303.97,245.79,103.53,8.24,16.93,5.31,4.07,7.68,219.05,79.43,45.19,996.03
6.93,65.77,105.35,181.99,10.73,38.08,3.23,9.29,148.92,109.19,2078.85,303.79,247.2,103.67,8.28,16.88,5.3,4.06,7.74,218.38,78.96,45.25,969.63
7.01,65.97,104.96,183.01,10.63,38.73,3.23,9.49,149.44,109.08,2080.93,310.42,257.24,106.73,8.33,16.9,5.3,4.1,7.83,216.74,78.04,45.66,954.51
7.01,65.95,104.13,179.21,10.36,38.69,3.37,9.59,150.18,107.87,2144.94,333.26,274.73,112.48,8.29,16.87,5.3,4.18,7.92,216.98,77.91,47,969.99
6.91,67.77,104.48,176.61,10.26,38.73,3.32,9.47,147.18,104.43,2187.17,341.94,267.3,113.48,8.38,17.46,5.29,4.25,7.97,224.42,77.54,49.25,974.85
6.73,67.36,105.84,179.55,10.21,39.27,3.28,9.25,145.97,104.06,2228.84,343.7,266.64,114.2,8.78,17.85,5.35,4.25,7.98,228.76,77.56,49.16,1004.85
6.87,66.76,107.27,182.21,10.21,39.9,3.38,9.68,145.32,103.47,2176.75,330.16,252.55,110.92,9.02,17.82,5.35,4.37,8.03,230.23,78.43,49.51,1002.5
6.78,65.28,105.79,180.88,10.07,38.85,3.29,9.32,141.55,101.46,2186.89,313.71,237.71,108.84,9.14,17.82,5.34,4.26,8.2,226.88,77.24,49.69,933.79
6.69,65.17,103.23,180.07,10.01,38.41,3.28,9,140.99,99.95,2250.6,322.88,238.96,108.84,9.18,17.94,5.32,4.44,8.41,228.09,76.06,51.85,918.65
6.59,65.14,103.19,182.26,10.12,38.5,3.2,8.77,142.88,99.3,2254.02,318,224.67,104.67,9.12,18.46,5.27,4.27,8.54,224.57,75.65,52.3,923
6.72,65.69,104.2,180.07,10.08,38.43,3.17,8.94,142.88,98.71,2222.58,301.42,219.76,101,9.11,18.34,5.23,4.3,8.63,223.9,73.54,53.51,912.35
6.8,65.46,103.3,179.44,10.08,38.14,3.13,8.75,143.03,97.78,2168.48,299.64,216.63,97,9.01,18.48,5.14,4.21,8.73,220,73.95,52.55,908.58
6.83,65.85,103.33,179.21,10.21,38.06,3.13,8.81,146.22,97.28,2148.7,296.37,208.59,95.77,8.92,18.18,5.3,4.3,8.86,219.48,74.53,52.16,912.16
6.85,64.99,102.93,180.3,10.15,38.44,3.22,9.12,143.84,97.47,2093.09,293.2,198.52,91.66,8.95,18.3,5.23,4.3,8.9,223.01,74.22,52.03,918.56
6.78,64.86,103.23,177.82,10.13,38.56,3.23,9.25,146.62,99.33,2125.72,296.67,198.72,94.44,8.83,18.02,5.19,4.24,8.76,227.58,73.34,51.14,922.53
6.83,63.8,102.54,177.19,10.25,38.22,3.14,9.02,144.67,96.88,2155.92,309.28,202.21,94.44,9.03,17.85,5.18,4.14,8.62,228.69,73.19,50.65,920.52
6.84,63.18,101.57,176.56,10.17,38.2,3.1,8.87,143.84,97.31,2166.31,307.84,200.86,97.33,8.89,17.81,5.19,4.01,8.64,226.92,72.84,50.52,930.2
6.84,61.33,100.47,175.29,10.19,38.03,3.17,9,143.06,96.73,2265.29,328.79,217.04,101.04,9.07,17.86,5.04,4.02,8.72,222.23,71.97,51.66,947.63
6.76,61.27,101.07,177.54,10.33,38.25,3.19,9.11,143.25,97.66,2230.8,318.48,228.1,100.16,9.35,18.35,4.98,4.08,8.79,219.9,73.19,53.33,975.01
6.87,60.89,99.82,176.38,10.28,37.48,3.31,8.87,140.43,94.37,2176.55,304.74,214.43,96.7,9.19,18.68,4.79,4.07,8.82,213.42,73.32,55.02,914.88
7.28,61.89,101.34,182.09,10.33,38.66,3.46,8.62,141.98,96.66,2174.67,297.87,210.87,92.19,8.48,18.46,4.61,4.11,8.79,216.74,74.12,51.98,927.78
7.35,59.94,99.11,179.61,10.24,38.73,3.34,8.8,139.84,94.25,2204.87,303.24,212.49,92.49,8.26,18.56,4.67,3.99,8.78,210.93,71.63,50.13,919.57
7.22,60.66,100.47,181.05,10.24,38.65,3.29,8.95,141.05,96.29,2196.88,304.44,210.04,98.44,8.18,18.31,4.75,4.12,8.9,215.19,72.15,49.51,974.74
7.53,62.93,103.35,184.28,10.54,39.98,3.32,9.3,143.43,97.59,2234.04,316.74,217.68,100.94,8.3,18.41,4.78,4.13,9.07,217.92,72.96,48.89,1073.38
7.64,62.35,103.07,182.78,10.59,39.13,3.23,9.34,142.88,96.82,2280.84,321.57,212.57,101.03,8.24,18.43,4.77,4.14,9.22,216.24,73.06,49.37,1069.98
7.39,62.78,104.46,185.38,10.68,39.3,3.17,9.15,144.42,97.59,2417.19,326.63,211.12,98.97,8.43,18.38,4.74,4.12,9.26,223.51,73.69,49.07,1083.62
7.3,63.2,104.64,188.26,11.15,39.44,3.14,9.3,149.04,98.68,2409.18,333.04,219.48,101.8,8.28,18.21,4.64,4.12,9.21,227.93,74.57,48.98,1126.38
7.35,62.46,102.22,187.05,11.13,39.02,3.12,9.19,151.85,98.31,2467.21,333.28,226.97,98.19,8.27,18.18,4.63,3.95,9.23,228.63,75.89,48.74,1154.52
7.43,61.66,102.7,188.84,11.23,39.56,3.28,9.16,150.37,98.27,2558.39,343.18,229.18,101.09,8.09,18.24,4.82,3.96,9.32,233.84,76.59,48.68,1146.98
7.58,61.43,98.05,188.09,11.16,39.15,3.35,9.29,148.39,96.01,2708.98,356.88,238.32,99.76,8.18,17.91,4.98,3.97,9.41,240.41,76.9,49.05,1128.32
7.51,60.7,99.68,183.82,11.22,39.76,3.36,9.16,149.97,97.44,2786.91,358.51,243.24,97.65,8.14,18.05,4.79,3.95,9.44,236.39,76.43,44.5,1124.97
7.46,60.66,99.27,183.7,11.28,39.54,3.36,8.96,148.94,97.66,2779.55,350.3,242.06,96.55,8.08,17.88,4.86,3.91,9.38,241.42,76.85,44.01,1168.99
7.45,62.33,99.87,185.95,11.36,40.26,3.38,8.81,153.09,98.58,2720.7,340.34,237.32,96.12,8.12,18.19,4.75,3.97,9.26,238.99,76.82,44.2,1157.78
7.24,61.42,99.06,188.26,11.45,39.97,3.42,8.73,153.22,98.43,2644.2,334.21,231.57,96.06,8.1,18.21,4.77,4.06,9.14,231.87,76.25,44.55,1171.4
7.45,61.48,99.04,188.38,11.27,40.05,3.46,8.73,156.08,97.35,2583.88,337.46,227.33,96.04,8.06,18.13,4.66,4.05,9,228.46,75.99,45.41,1233.78
8.72,60.69,99.91,189.99,11.27,39.82,3.42,8.81,155.3,97.66,2573.57,347.35,227.14,95.75,7.99,17.91,4.56,3.91,8.89,226.3,76.69,44.54,1119.4
8.27,61.55,99.75,188.89,11.17,39.36,3.49,8.96,155.61,96.79,2562.12,358.72,225.39,94.79,7.93,17.37,4.47,3.94,8.85,223.28,75.44,44.42,1113.96
8.19,61.33,98.78,185.61,10.99,38.69,3.49,8.4,152.84,96.08,2385.05,326.07,206.09,92.9,7.76,17.11,4.34,3.85,8.68,222.56,74.71,45.12,1029.61
8.11,61.29,98.62,185.09,11.09,38.66,3.47,8.36,153.65,98.18,2403.79,328.09,208.31,90.83,7.85,16.8,4.29,3.88,8.71,222.49,75.03,46.98,1044.66
8.33,61.37,98.99,185.15,11.14,38.69,3.49,7.98,152.63,100.78,2280.86,305.27,206.74,87.79,7.79,16.81,4.43,3.88,8.77,224.05,75.06,47.04,1081.77
8.21,57.56,97.12,185.32,11.15,38.09,3.23,7.93,153.34,98.96,2239.24,300.9,206.81,85.31,7.76,17.1,4.34,3.75,8.9,217.93,73.72,45.85,1035.19
8.03,54.74,94.24,181.51,10.82,36.96,3.04,7.51,150.8,98.58,2212.17,291.63,197.16,82.95,7.6,16.59,4.59,3.7,9.1,214.14,71.58,44.45,1030.91
8.06,57.17,95.65,183.13,10.98,37.76,3.06,7.91,153.31,99.73,2247.58,301.03,194.97,82.49,7.8,17.01,4.59,3.64,9.3,217.75,72.89,44.86,1094.48
7.88,56.35,94.38,181.74,10.96,37.64,3.01,7.63,150.99,99.98,2144.45,292.4,189.01,81.31,7.87,17.23,4.77,3.71,9.44,218.15,72.08,44.98,1067.73
7.73,57.01,94.1,181.05,10.81,37.8,3.02,7.58,149.69,97.81,2228.83,297.15,194.24,81.97,8.1,17.54,4.7,3.74,9.48,216.1,69.62,44.96,1022.67
7.62,58.63,99.11,183.3,11.07,38.53,2.91,7.35,152.29,97.35,2117.39,277.37,187.15,79.12,8.03,17.58,4.79,3.9,9.45,211.15,68.44,45.36,1031.41
7.58,58.23,100.56,182.67,10.96,38.64,2.96,7.55,153.18,102.7,2146.03,277.56,187.43,80.1,7.86,17.18,4.81,3.99,9.39,217.01,71.13,46.16,1088.44
8.08,59.82,102.52,181.28,11.19,38.61,2.87,7.28,153.62,100.81,2042.14,254.65,173.63,79.36,7.9,17.28,4.83,3.88,9.42,220.63,69.85,47.67,1074.97
8.14,60.35,103.74,181.05,11.37,38.88,2.97,7.19,156.16,102.76,2017.39,252.58,167.51,78.14,7.89,17.57,4.87,4.01,9.76,227.15,70.69,46.38,1106.81
8.37,61.29,105.15,185.43,11.66,39.5,3.02,7.4,157.01,104.59,2052.81,263.1,171.02,77.86,7.87,17.56,4.87,4.04,9.65,227.11,72.06,46.86,1100.95
8.45,60.2,103.93,185.2,11.33,39.21,3.02,7.59,156.16,103.51,2133.01,276.05,173.83,81.72,7.85,17.44,4.9,3.99,9.55,228.47,71.66,45.99,1118.96
8.21,60.46,104.6,185.43,11.31,39.37,2.98,7.41,156.08,103.01,2110.1,275.43,172.47,80.21,7.75,17.27,4.94,3.98,9.62,229.45,71.97,46.62,1086.01
8.12,60.3,105.43,185.26,11.21,39.54,2.93,7.25,156,103.23,2057.5,261.44,164.43,77.23,7.59,17.21,4.98,4.05,9.6,229.86,72.38,47.64,1109.66
8.12,60.17,104.85,186.76,11.32,40.09,2.95,7.51,152.07,102.82,2094.06,273.31,169.67,78.29,7.68,17.42,4.99,3.98,9.58,230.78,72.62,48.42,1107.04
8.08,61.57,104.92,187.45,11.26,40.01,3.08,8.1,152.1,102.14,2114.65,275.28,168.38,81.45,7.65,16.95,4.95,4.07,9.68,233.26,71.76,48.67,1101.34
8.19,61.47,103.95,186.3,11.19,39.84,3.14,8.02,153.37,101.83,2155.61,281.62,174.09,84.1,7.48,16.82,4.88,4.04,9.68,231.16,70.7,49.17,1060
8.1,61.82,103.83,184.74,11.1,39.36,3.15,7.91,153.49,101.62,2093.43,271.62,166.35,83.04,7.64,17.47,4.87,4.1,9.77,234.72,68.73,49.2,1105.74
8.14,61.11,102.91,183.36,11.07,39.43,3.03,7.62,153.12,101.09,2072.59,270.31,167.27,82.08,7.73,17.78,4.79,4.11,9.75,230.77,69.18,49.85,1070.53
8.01,61.36,102.66,183.82,11.05,39.5,3.09,7.76,153.25,100.94,2078.86,273.14,167.34,83.12,7.91,18.19,4.81,3.99,9.74,229.12,69.86,48.8,1063.27
7.99,61.05,101.55,182.67,10.94,39.52,2.98,7.52,152.16,102.36,2071.57,271.64,164.32,82.24,7.86,17.97,4.88,3.92,9.7,229.8,69.08,48.36,1050.97
8.01,60.24,100.17,183.42,11.06,39.13,3,7.57,149.5,102.14,2052.81,266.62,166.65,83.28,7.81,17.39,4.79,3.96,9.61,231.22,68.99,50.1,1073.64
7.89,61.19,100.88,181.98,11.09,39.18,3.02,7.81,150.46,103.07,2096.58,277,169.97,84.88,7.9,17.6,4.88,4.01,9.64,235.31,69.38,51.37,1163.94
7.78,62.75,102.04,184.28,11.18,39.76,3.01,7.81,152.13,103.69,2119.18,283.38,171.73,87.28,7.89,17.65,4.96,4.05,9.62,236.13,70.41,52.92,1166.02
7.63,63.26,102.17,186.01,11.17,39.8,3.01,7.87,152.97,104.19,2141.72,284.81,172.89,87.28,7.87,17.55,4.97,4.12,9.39,234.01,70.04,52.36,1199.99
7.64,62,101.07,184.74,11.03,39.29,2.98,7.82,151.14,102.79,2095.52,279.1,171.54,88.16,7.94,17.62,4.97,4.05,9.2,228.11,69.03,51.16,1211.56
7.59,62.01,101.92,186.24,11.04,39.5,3.01,7.93,151.01,102.14,2129.39,284.43,178.75,87.95,7.96,17.74,4.97,3.98,9.29,229.7,69.67,51.91,1184.68
7.52,62.47,103.2,189.06,11.15,39.97,3.01,7.9,152.66,102.62,2252.65,296.37,181.34,87.95,7.83,17.25,4.96,3.98,9.35,229.36,70.17,52.62,1187.28
7.51,62.68,104.1,191.42,11.24,40.35,3,7.74,154.57,103.69,2278.82,302.57,179.46,88.26,7.7,16.43,4.98,4.03,9.34,230.33,70.56,52.76,1211.09
7.59,62.31,104.39,192.12,11.23,40.45,3.01,7.64,155.23,104.77,2214.32,296.58,173.34,87.45,7.71,15.9,5.03,4.07,9.33,236.43,70.98,52.41,1226.54
7.72,61.78,104.27,191.78,11.14,40.59,3.08,7.76,154.84,105.95,2146.56,282.1,165.77,86.07,7.73,16.13,5.11,4.02,9.37,235.13,70.39,51.73,1237.5
7.72,62.93,105.03,194.49,11.31,41.86,3.2,8.04,158.25,108.27,2156.09,284.42,166.64,89.23,7.78,16.07,4.99,4.08,9.5,224.3,71.1,51.59,1278.28
7.54,63.23,105.82,194.37,11.25,41.81,3.15,7.84,162.11,108.46,2103.85,276.33,162.4,89.58,7.66,15.78,5.01,4.07,9.6,224.27,71.04,50.01,1253.11
7.53,63.08,105.06,194.03,11.17,41.53,3.08,7.71,161.8,107.41,2092.29,271.83,159.93,89.07,7.36,15.43,5.02,4.11,9.58,226.48,72.44,50.63,1262.45
7.54,62.25,104.55,194.89,11.51,41.45,3.07,8.02,162.42,108.09,2104.89,273.81,157.28,90.63,7.49,15.71,5.08,4.13,9.59,226.72,72.25,51.75,1268.84
7.57,62.81,104.55,195.53,11.32,41.46,3.1,8.14,161.73,108.21,2132.02,274.73,159.36,92.06,7.53,15.81,5.13,4.18,9.82,229.11,72.57,51.17,1255.47
7.64,65.17,106.56,196.74,11.44,42.35,3.07,8.06,164.44,110.25,2099.68,266.42,156.72,90.57,7.44,15.71,5.13,4.19,9.93,234.8,73.49,52.94,1293.58
7.59,65.47,106.49,197.2,11.52,42.43,3.12,8.22,163.58,111.37,2140.28,272.67,166.34,91.55,7.39,15.69,5.15,4.18,9.98,238.86,74.27,53.49,1294.93
7.54,65.8,107.2,198.24,11.6,42.31,3.14,8.27,164.13,112.39,2174.68,276.71,167.88,91.75,7.39,15.87,4.98,4.16,9.58,237.67,74.87,54.02,1290.01
7.54,64.27,106.19,198.06,11.37,42.01,3.15,8.41,162.11,111.83,2181.75,278.88,169.78,93.74,7.44,16.15,4.95,4.13,9.5,238.4,75.97,52.44,1308.04
7.46,66.64,111.35,199.62,11.57,42.41,3.14,8.29,167.3,113.6,2166.45,282.09,172.45,97.16,7.42,16.17,5.09,4.16,9.61,241.11,77.17,53.21,1257.32
7.49,67.67,113.01,202.16,11.68,43.56,3.22,8.56,168.07,115.98,2141.24,282.46,175.9,98.22,7.4,16.11,5.16,4.2,9.63,238.43,77.2,52.29,1250.83
7.54,67.43,111.68,200.02,11.61,43.29,3.3,8.5,167.45,114.62,2196.48,291.63,178.68,96.44,7.44,16.21,5.1,4.19,9.7,240.56,77.09,52.28,1283.89
7.46,67.3,110.45,197.72,11.52,42.24,3.22,8.25,165.21,114.49,2164.08,286.41,176.55,95.92,7.4,16.33,4.98,4.12,9.73,238.63,76.01,52.94,1233.99
7.46,66.98,110.43,196.97,11.44,42.42,3.16,8.24,164.28,114.12,2181.44,293.53,178.35,96.68,7.43,16.62,5.24,4.04,9.69,238.43,75.82,52.07,1217.14
7.51,68.06,111.01,197.83,11.42,42.67,3.13,8.24,166.91,119.63,2126.99,297.47,181.23,96.77,7.65,17.21,5.23,4.02,9.64,237.94,76.21,51.88,1210.23
7.45,68.33,112.34,200.48,11.41,42.96,3.26,8.32,167.92,116.78,2110.49,301.52,190.81,96.35,7.49,17.28,5.22,4.03,9.61,241.72,78.09,55.53,1213.89
7.39,67.84,111.24,196.97,11.34,42.71,3.15,8.05,168.89,116.67,2090.08,296.83,200.5,94.79,7.39,17.35,5.15,3.95,9.63,240.41,76.28,54.91,1218.88
7.29,68.22,112.62,198.98,11.44,42.65,3.14,7.99,169.78,118.67,2080.53,291.54,202.16,93.74,7.48,17.24,5.21,3.91,9.58,243.03,77.62,57.15,1193.85
7.57,67.69,111.95,198.98,11.74,42.67,3.12,8.14,169.62,118.73,2079.49,289.72,197.95,93.47,7.5,17.15,5.2,3.87,9.5,240.05,76.83,56.47,1135.67
7.52,67.69,112.55,200.2,11.88,42.56,3.12,7.99,169.31,119.38,2071.29,288.78,192.62,93.73,7.72,17.25,5.17,3.93,9.67,239.73,75.96,56.96,1099.2
7.5,71.2,114.9,201.12,11.99,42.84,3.27,8.18,171.94,120.03,2040.32,287.91,190.91,94.21,7.76,17.37,5.09,4.28,9.68,241.62,76.78,59.45,1113.56
7.45,70.69,114.72,200.89,11.85,43.13,3.35,8.34,173.41,120.22,1981.99,283.41,193.82,94.99,7.82,17.37,5.09,4.29,9.6,240.99,76.69,59.52,1118.14
7.39,71.6,114.86,200.77,11.81,42.88,3.37,8.33,173.18,122.39,1957.09,274.97,193.36,96.85,7.88,17.25,5.09,4.36,9.58,239.33,77.75,59.56,1139.98
7.46,70.22,112.64,197.08,11.61,41.91,3.36,8.29,170.08,119.2,2040.33,286.88,194.77,98.32,7.93,17.27,5.07,4.46,9.55,234,77.71,57.82,1080.92
7.28,71.14,113.66,199.45,11.72,43.32,3.41,8.43,173.49,120.65,2066.4,289.03,191.1,98.54,8,17.21,5.06,4.46,9.32,229.71,76.23,57.39,1053.95
7.5,71.42,113.59,200.31,11.67,43.4,3.42,8.29,175.2,121.4,2053.86,287.48,193.5,103.48,8.05,17.15,5.09,4.46,9.36,230.95,77.47,58.24,1067.14
7.94,71.94,114.1,202.27,11.66,44.05,3.52,8.44,174.38,120.47,2093.28,298.92,193.44,106.12,8.05,17.25,5.04,4.54,9.68,234.55,78.33,58.21,1108.57
8.17,71.44,113.89,203.89,11.68,44.15,3.43,8.76,173.64,119.57,2143.38,309.54,196.26,106.13,8.06,17.54,5.03,4.6,9.1,235.94,77.97,57.93,1121.96
8.08,70.84,114.01,203.42,11.64,44.01,3.46,8.77,173.64,120.1,2144.79,311.94,193.72,107.28,8.17,17.8,5.01,4.61,9.53,234.19,78.18,55.48,1061.71
8.05,70.21,113.96,201.87,11.64,43.97,3.43,8.73,171.4,121.8,2134.05,315.37,188.51,104.26,8.14,18.33,5.01,4.64,9.27,232.38,78.06,55.59,1049
8.18,71.11,114.54,204.64,11.95,44.69,3.36,8.77,173.57,123.04,2144.34,316.11,194.25,105.62,8.17,18.32,5.07,4.64,9.17,236.2,79.56,56.49,1048.22
8.21,71.83,114.4,206.42,12.08,44.38,3.33,8.77,173.57,123.5,2126.87,308.92,205.3,106.05,8.16,18.24,5.1,4.65,9.36,237.43,79.78,57.15,1047.7
8.1,71.83,113.94,207.92,12.16,44.53,3.39,8.58,173.06,122.98,2158.01,317.68,214.97,108.87,8.19,18.14,5.11,4.66,9.47,236.58,79.59,57.78,1054.72
8.38,71.42,112.94,207.81,12.18,44.63,3.49,8.78,172.64,122.6,2285.6,336.44,220.81,109.36,8.39,18.51,5.08,4.65,9.36,237.94,79.79,58.07,1095.03
8.41,71.64,113.71,207.75,12.1,44.78,3.48,8.82,172.1,122.97,2312.15,332.25,220.44,108.59,8.44,18.61,5.14,4.62,9.44,237.19,80.37,57.37,1107.27
8.5,71.68,112.67,207.17,12.05,44.48,3.46,8.96,172.56,122.39,2342.35,331.62,227.65,108.01,8.62,18.5,5.21,4.67,9.43,237.11,79.87,57.37,1038.57
8.63,71.94,113.2,209.25,12.15,44.72,3.42,8.82,173.8,122.39,2322.57,330.05,227.23,109.23,8.71,18.2,5.32,4.72,9.44,239.84,80.39,58.33,1058.16
8.55,71.01,112.58,207.75,12.21,44.76,3.39,8.93,172.64,121.67,2310.08,328.21,226.85,109.3,8.76,17.88,5.34,4.74,9.5,238.72,80.3,58,1072.73
8.56,71.95,112.9,208.84,12.2,44.75,3.38,8.92,172.56,121.95,2334.02,328.8,243.24,106.02,8.73,17.88,5.37,4.96,9.55,237.35,80.17,58.21,1065.94
8.61,73.08,113.36,208.61,12.25,44.92,3.36,8.79,172.41,121.95,2314.23,324.79,232.12,106.29,8.78,17.69,5.48,5.12,9.55,239.32,80.87,60.11,1068.79
8.63,72.44,112.05,206.37,12.25,44.67,3.34,8.74,170.55,120.75,2314.49,326.63,234.67,104.58,8.76,18.04,5.46,5.13,9.51,238.75,81.1,59.8,1102.39
8.78,72.49,112.58,207.46,12.34,44.64,3.31,9.11,171.09,121.33,2344.96,328.39,239.49,107.13,8.98,19.12,5.5,5.12,9.52,239.34,80.7,60.11,1109.25
8.76,73.87,113.36,209.02,12.56,44.86,3.37,9.46,171.94,121.58,2365.27,325.91,241.69,115.72,9.02,19.26,5.64,5.18,9.52,239.07,79.96,60.66,1092.12
8.76,74.62,113.89,207.86,12.63,44.86,3.3,9.14,172.72,123.38,2281.96,310.32,227.89,114.77,9.11,19.57,5.64,5.18,9.5,238.46,79.68,60.73,1092.02
8.76,74.69,113.82,208.67,12.84,45.45,3.33,9.21,174.34,123.93,2290.8,308.85,237.59,115.45,9.03,19.7,5.64,5.1,9.51,236.82,75.1,60.74,1040
8.75,74.42,113.2,207.29,12.85,45.41,3.3,9.11,175.35,124.09,2331.42,315.64,244.49,114.15,9.18,19.85,5.63,5.11,9.63,237.33,75.54,60.72,1028.49
8.75,74.45,113.01,206.08,12.87,45.11,3.37,9.14,175.73,123.19,2273.11,314.09,220.06,112.07,9.21,19.58,5.66,5.01,9.66,237.97,75.57,59.96,1028.08
8.74,74.54,113.31,204.64,12.85,45.11,3.43,9.18,176.58,123.81,2272.17,314.12,210.16,112.94,9.23,19.55,5.64,5.15,9.71,236.48,75.75,59.78,1022
8.78,75.2,113.24,206.37,12.86,45.69,3.35,9.07,178.29,123.9,2284.03,311.69,212.48,112.66,9.28,19.58,5.63,5.06,9.89,236.24,75.79,58.14,1007.78
8.86,75.42,114.79,208.9,12.89,45.79,3.19,8.93,183.01,125.08,2247.58,304.45,212.47,109.36,9.3,19.49,5.6,5.05,9.88,234.09,75.2,57.79,994.39
8.84,74.97,115.14,208.27,12.89,45.83,3.23,9.18,180.45,121.77,2246.45,306.43,213.26,112.4,9.45,20.03,5.63,5.02,9.86,229.69,74.82,56.16,970.14
9.06,73.11,113.89,206.6,12.79,45.45,3.17,9.23,179.53,122.73,2177.73,303.08,208.14,113.6,9.59,19.47,5.64,4.96,10.02,220.97,73.06,54.23,970.06
