"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)","U:NOC(P)","U:NOC(EPS)","U:NOC(PA)","U:NOC(PB)","U:RTX(P)","U:RTX(EPS)","U:RTX(PA)","U:RTX(PB)","U:HII(P)","U:HII(EPS)","U:HII(PA)","U:HII(PB)","U:LMT(P)","U:LMT(EPS)","U:LMT(PA)","U:LMT(PB)","@AXON(P)","@AXON(EPS)","@AXON(PA)","@AXON(PB)","@MANT(P)","@MANT(EPS)","@MANT(PA)","@MANT(PB)","U:BWXT(P)","U:BWXT(EPS)","U:BWXT(PA)","U:BWXT(PB)","U:CW(P)","U:CW(EPS)","U:CW(PA)","U:CW(PB)","@SWBI(P)","@SWBI(EPS)","@SWBI(PA)","@SWBI(PB)","U:GD(P)","U:GD(EPS)","U:GD(PA)","U:GD(PB)","U:RGR(P)","U:RGR(EPS)","U:RGR(PA)","U:RGR(PB)","@POWW(P)","@POWW(EPS)","@POWW(PA)","@POWW(PB)","U:CACI(P)","U:CACI(EPS)","U:CACI(PA)","U:CACI(PB)","@HON(P)","@HON(EPS)","@HON(PA)","@HON(PB)"
"11/15/19",3.23,0.13,3.27,3.18,118.72,8.38,119.24,118.78,13.24,1.43,13.24,13.23,102.59,5.87,102.61,102.2,752.88,65.67,752.88,752.62,743.43,5.32,743.56,743.43,330.48,5.82,330.48,330.39,1.78,0.21,1.78,1.78,356.66,19.35,356.64,356.63,88.09,3.97,88.12,88.09,256.86,14.5,256.92,256.86,393.55,20.9,393.63,393.56,67.37,0.26,67.37,67.36,78.46,2.33,78.46,78.45,61.5,1.99,61.5,61.48,141.12,7.03,141.12,141.09,6.53,0.12,6.53,6.52,187.08,11.54,187.08,187.07,46.26,2.06,46.32,46.28,1.12,0,7.92,7.91,232.11,10.1,232.16,232.11,181.75,7.97,181.72,181.7
"11/18/19",3.26,0.13,3.31,3.2,118.61,8.38,118.78,117.91,12.96,1.43,12.96,12.96,103.79,5.87,103.81,103.79,756.56,65.67,756.56,756.3,731.08,5.32,731.61,731.08,328.41,5.82,328.41,328.32,1.79,0.21,1.79,1.79,356.7,19.35,356.73,356.68,87.95,3.97,87.98,87.95,258.06,14.5,258.02,258,392.76,20.9,392.76,392.73,67.72,0.26,67.74,67.72,79.37,2.33,79.44,79.35,60.73,1.99,60.72,60.7,140.24,7.03,140.24,140.14,6.4,0.12,6.41,6.4,186.58,11.54,186.62,186.58,45.8,2.06,45.8,45.79,1.27,0,7.83,7.82,234.19,10.1,234.28,234.19,179.8,7.97,179.8,179.76
"11/19/19",3.28,0.13,3.32,3.2,119.47,8.38,119.47,118.72,12.84,1.43,12.84,12.84,104.64,5.87,104.66,104.64,759.98,65.67,759.98,759.19,726.35,5.32,726.35,725.04,328.68,5.82,328.78,328.68,1.81,0.21,1.81,1.81,353.54,19.35,353.5,353.49,87.51,3.97,87.53,87.52,257.31,14.5,257.3,257.26,390.81,20.9,390.81,390.77,68.48,0.26,68.49,68.48,80.82,2.33,80.83,80.82,60.79,1.99,60.79,60.77,139.78,7.03,139.78,139.75,6.44,0.12,6.46,6.45,184.95,11.54,184.91,184.9,45.39,2.06,45.37,45.33,1.25,0,7.74,7.73,234.23,10.1,234.41,234.25,180.12,7.97,180.12,180.08
"11/20/19",3.07,0.13,3.26,3.05,110.71,8.38,111.21,110.71,12.73,1.43,12.78,12.73,106.19,5.87,106.19,106.09,753.41,65.67,753.41,753.15,723.72,5.32,724.51,723.72,324.53,5.82,324.63,324.53,1.8,0.21,1.8,1.8,353,19.35,353.23,353.14,86.5,3.97,86.48,86.46,254.26,14.5,254.24,254.23,392.7,20.9,392.72,392.65,71.98,0.26,72,71.99,80.44,2.33,80.51,80.44,61.65,1.99,61.67,61.65,139.68,7.03,139.68,139.63,6.34,0.12,6.35,6.34,184.33,11.54,184.33,184.29,45.11,2.06,45.11,45.1,1.26,0,7.65,7.64,235.01,10.1,235.07,235.01,177.22,7.97,177.18,177.1
"11/21/19",3,0.13,3.26,2.98,107.64,8.38,107.64,107.32,12.59,1.43,12.63,12.59,105.17,5.87,105.19,105.17,750.26,65.67,750.26,749.99,733.71,5.32,733.71,732.39,322.29,5.82,322.37,322.29,1.79,0.21,1.79,1.79,348.22,19.35,348.29,348.28,86.88,3.97,86.87,86.86,250.73,14.5,250.65,250.64,390.26,20.9,390.26,390.22,71.9,0.26,71.9,71.87,78.01,2.33,78.01,77.98,60.96,1.99,60.98,60.97,138.21,7.03,138.24,138.23,6.39,0.12,6.39,6.38,182.95,11.54,182.95,182.91,44.48,2.06,44.47,44.46,1.25,0,7.57,7.56,235.2,10.1,235.37,235.2,176.53,7.97,176.57,176.56
"11/22/19",3.07,0.13,3.13,3.06,109.83,8.38,109.85,109.51,12.56,1.43,12.61,12.56,104.92,5.87,104.94,104.92,755.25,65.67,755.25,754.98,725.69,5.32,725.69,725.43,330.48,5.82,330.48,330.39,1.79,0.21,1.79,1.79,349.16,19.35,349.16,349.13,87.12,3.97,87.15,87.13,249.81,14.5,249.82,249.81,390.74,20.9,390.6,390.58,72.09,0.26,72.1,72.08,77.36,2.33,77.4,77.34,60.5,1.99,60.52,60.51,136.57,7.03,136.63,136.6,6.47,0.12,6.47,6.47,182.88,11.54,182.79,182.77,44.15,2.06,44.13,44.1,1.5,0,7.5,7.49,231.3,10.1,231.37,231.3,176.79,7.97,176.78,176.76
"11/25/19",3,0.13,3.04,2.93,111.03,8.38,112.32,111.75,12.48,1.43,12.48,12.47,103.79,5.87,103.83,103.79,760.5,65.67,761.29,760.5,748.68,5.32,750.26,748.81,334.45,5.82,334.45,334.36,1.74,0.21,1.74,1.74,349.75,19.35,349.75,349.72,87.01,3.97,86.96,86.96,249.16,14.5,249.21,249.19,389.98,20.9,390.06,389.99,74.33,0.26,74.34,74.33,78.54,2.33,78.53,78.48,60.46,1.99,60.51,60.46,137.85,7.03,137.89,137.88,6.63,0.12,6.64,6.64,182.66,11.54,182.66,182.65,45.23,2.06,45.24,45.19,1.4,0,7.45,7.44,239.27,10.1,239.32,239.27,176.51,7.97,176.54,176.51
"11/26/19",3.08,0.13,3.15,2.93,113.27,8.38,113.59,112.99,12.57,1.43,12.58,12.57,103.44,5.87,103.51,103.4,762.08,65.67,762.08,761.81,751.31,5.5,751.96,751.31,334,5.82,334,333.82,1.75,0.21,1.75,1.75,353.85,19.35,353.8,353.72,87.36,3.97,87.38,87.36,249.4,14.5,249.43,249.39,392.5,20.9,392.57,392.49,76.93,0.26,76.93,76.92,78.57,2.33,78.57,78.47,60.85,1.99,60.85,60.84,138.48,7.03,138.54,138.47,6.57,0.12,6.57,6.57,182.02,11.54,182.03,182.02,45.05,2.06,45.06,45.05,1.5,0,7.42,7.41,240.18,10.1,240.15,240.14,178.52,7.97,178.53,178.49
"11/27/19",3.13,0.13,3.15,3.02,112.37,8.38,112.39,112.14,12.39,1.43,12.39,12.39,103.05,5.87,103.07,103.05,756.56,65.67,757.09,756.56,748.68,5.5,748.68,747.37,322.64,5.82,322.73,322.64,1.73,0.21,1.73,1.73,352.88,19.35,352.88,352.85,87.78,3.97,87.82,87.79,252.55,14.5,252.65,252.64,394.24,20.9,394.29,394.19,75.57,0.26,75.57,75.56,79.17,2.33,79.22,79.17,60.79,1.99,60.85,60.81,138.33,7.03,138.34,138.25,6.73,0.12,6.74,6.73,182.35,11.54,182.35,182.34,45.28,2.06,45.26,45.2,1.4,0,7.4,7.39,241.01,10.1,241.2,240.89,179.42,7.97,179.46,179.42
"11/28/19",3.11,0.13,3.12,3.07,112.46,8.38,112.53,112.37,12.39,1.43,12.39,12.37,102.63,5.87,102.68,102.59,757.87,65.67,757.87,757.61,756.3,5.5,756.3,755.38,323.9,5.82,323.9,323.55,1.75,0.21,1.75,1.75,352.88,19.35,354.24,354.23,87.78,3.97,88.14,88.1,252.55,14.5,253.18,253.14,394.24,20.9,394.74,394.62,75.57,0.26,74.31,74.21,79.17,2.33,78.66,78.68,60.79,1.99,60.72,60.68,138.33,7.03,138.46,138.37,6.73,0.12,6.79,6.78,182.35,11.54,183,182.98,45.28,2.06,45.67,45.6,1.4,0,7.4,7.39,241.01,10.1,241.33,240.87,179.42,7.97,180.12,180.06
