"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)"
"979",2.99,0.08,3.01,2.98,123.39,8.4,122.35,121.89,13.19,1.07,13.21,13.19,120.22,5.33,120.28,120.22,709.01,56.35,709.01,708.75,743.29,6.34,743.29,741.85,397.27,7.74,397.27,397.18,1.84,0.22,1.84,1.84
"980",2.94,0.08,2.96,2.91,119.7,8.4,119.3,118.84,12.77,1.51,12.77,12.76,118.84,5.33,118.9,118.84,712.69,56.35,712.95,712.69,741.06,6.34,741.06,739.49,399.16,7.74,399.24,399.16,1.79,0.22,1.8,1.79
"981",2.96,0.08,2.97,2.93,119.82,8.4,119.59,119.13,12.73,1.51,12.73,12.73,117.68,5.33,117.86,117.68,720.57,65.67,720.57,720.31,741.85,6.34,741.85,741.06,386.08,7.74,386.17,386.08,1.76,0.22,1.76,1.76
"982",2.97,0.08,3,2.92,126.62,8.94,124.49,123.62,12.81,1.51,12.82,12.81,117.97,5.33,118.03,117.97,732.92,65.67,733.18,732.92,728.19,6.34,728.19,727.93,383.93,7.74,384.11,383.93,1.82,0.22,1.82,1.82
"983",2.96,0.08,3,2.95,125.93,8.94,126.22,125.18,12.36,1.51,12.39,12.36,115.25,5.33,115.25,115.23,715.58,65.67,715.58,715.32,724.38,6.34,724.38,723.33,371.03,7.74,371.03,370.94,1.76,0.22,1.76,1.76
"984",2.87,0.08,2.9,2.85,121.78,8.94,121.43,120.86,12.02,1.51,12.03,12.02,114.37,5.33,114.37,114.24,707.7,65.67,707.96,707.7,722.02,6.34,722.28,722.15,365.03,7.74,365.03,364.76,1.73,0.22,1.73,1.73
"985",2.82,0.08,2.85,2.76,123.05,8.94,123.16,122.82,11.82,1.51,11.82,11.81,112.23,5.33,112.25,112.21,704.02,65.67,704.28,704.02,734.23,6.34,734.23,732,339.95,5.78,340.22,339.95,1.73,0.22,1.73,1.73
"986",2.82,0.08,2.87,2.78,124.26,8.94,124.37,123.91,11.91,1.51,11.92,11.91,113.96,5.33,113.98,113.82,726.88,65.67,727.14,726.88,729.11,6.34,729.63,729.11,326.96,5.78,327.13,326.96,1.62,0.22,1.62,1.62
"987",2.79,0.08,2.79,2.77,125.06,8.94,125.99,125.53,12.03,1.51,12.03,12.03,116.65,5.33,116.7,116.65,747.37,65.67,747.37,747.1,759.19,6.34,759.19,758.93,346.48,5.78,346.48,346.31,1.6,0.22,1.6,1.6
"988",2.79,0.08,2.85,2.77,122.64,8.94,124.37,123.51,11.51,1.51,11.52,11.51,115.16,5.33,115.18,115.14,733.71,65.67,733.71,733.44,759.19,6.34,761.34,760.8,349.08,5.78,349.08,348.91,1.6,0.22,1.6,1.6
"989",2.83,0.08,2.9,2.79,120.68,8.94,120.86,120.39,11.42,1.51,11.42,11.41,116.47,5.33,116.53,116.47,726.88,65.67,726.88,726.61,747.63,6.34,748.55,748.02,336.91,5.78,336.91,336.81,1.6,0.22,1.6,1.6
"990",2.85,0.08,2.88,2.81,120.57,8.94,120.62,120.22,11.74,1.51,11.74,11.73,117.17,5.33,117.22,117.17,729.5,65.67,729.5,729.24,738.83,6.34,738.83,738.57,337.08,5.78,337.26,337.08,1.6,0.22,1.6,1.6
"991",2.9,0.08,2.93,2.88,117.51,8.94,117.28,116.42,11.31,1.51,11.31,11.31,116.13,5.33,116.3,116.13,721.1,65.67,721.36,721.1,704.15,6.34,704.68,704.15,336.81,5.78,336.91,336.81,1.6,0.22,1.6,1.6
"992",2.69,0.08,2.73,2.64,113.06,8.94,113.54,112.44,11.31,1.51,11.31,11.31,114.77,5.33,114.81,114.74,720.31,65.67,720.31,720.05,727.01,5.32,727.01,725.17,337.52,5.78,337.71,337.52,1.59,0.22,1.59,1.59
"993",2.76,0.08,2.78,2.74,116.82,8.94,117.22,116.76,11.64,1.51,11.65,11.64,117.28,5.33,117.34,117.28,721.1,65.67,721.36,721.1,714.27,5.32,714.27,713.87,337.71,5.78,338.06,337.71,1.57,0.22,1.57,1.57
"994",2.81,0.08,2.82,2.76,120.57,8.94,119.99,119.7,11.73,1.51,11.73,11.73,118.9,5.33,118.9,118.66,725.56,65.67,725.56,725.3,724.12,5.32,724.12,722.54,341.65,5.78,341.83,341.65,1.59,0.22,1.59,1.59
"995",2.85,0.08,2.89,2.85,119.59,8.94,120.86,119.93,11.51,1.51,11.51,11.51,119.01,5.33,119.01,118.9,723.2,65.67,723.72,723.2,734.36,5.32,734.36,733.71,344.43,5.78,344.51,344.43,1.64,0.22,1.64,1.64
"996",2.81,0.08,2.89,2.77,123.28,8.94,123.51,123.05,11.88,1.51,11.89,11.88,122.01,5.33,122.07,122.01,742.11,65.67,742.38,742.11,736.86,5.32,738.17,736.86,351.24,5.78,351.42,351.24,1.68,0.22,1.68,1.68
"997",2.81,0.08,2.89,2.77,123.45,8.94,122.59,122.12,11.68,1.51,11.69,11.68,121.03,5.33,121.2,121.03,722.15,65.67,722.15,721.89,749.21,5.32,749.21,748.68,341.02,5.78,341.02,340.94,1.63,0.22,1.63,1.63
"998",2.79,0.08,2.85,2.77,121.03,8.94,121.03,120.16,11.53,1.51,11.53,11.52,121.37,5.33,121.43,121.37,710.85,65.67,711.11,710.85,716.89,5.32,716.89,716.5,335.92,5.78,336,335.92,1.64,0.22,1.64,1.64
"999",2.67,0.08,2.74,2.65,121.32,8.94,121.55,121.2,11.57,1.51,11.58,11.57,122.01,5.33,122.07,121.84,710.85,65.67,712.41,711.75,715.84,5.32,715.97,715.84,335.92,5.78,335.89,335.72,1.66,0.22,1.66,1.66
"1000",2.71,0.08,2.75,2.63,121.43,8.94,122.01,121.55,11.9,1.51,11.9,11.89,122.35,5.33,122.35,122.3,710.59,65.67,711.38,710.59,704.02,5.32,704.28,704.02,335.29,5.78,335.47,335.29,1.68,0.22,1.68,1.68
"1001",2.71,0.08,2.74,2.67,121.09,8.94,121.55,121.09,12.37,1.51,12.39,12.36,118.78,5.33,118.78,118.72,705.07,65.67,705.07,704.81,704.28,5.32,705.99,704.28,333.67,5.78,333.67,333.58,1.65,0.22,1.65,1.65
"1002",2.7,0.13,2.71,2.66,122.3,8.94,123.68,123.16,12.9,1.51,12.9,12.9,119.93,5.33,119.93,119.88,714.27,65.67,714.53,714.27,716.24,5.32,716.5,716.24,337.8,5.78,337.8,337.62,1.7,0.22,1.7,1.69
"1003",3.09,0.13,3.1,3.05,122.47,8.94,122.53,122.07,12.84,1.51,12.84,12.82,121.26,5.33,121.26,121.2,716.63,65.67,716.63,716.37,713.22,5.32,713.61,713.22,345.42,5.78,345.59,345.42,1.7,0.22,1.74,1.74
"1004",3.13,0.13,3.16,3.1,125.87,8.94,125.81,125.3,13.01,1.51,13.01,12.99,121.78,5.33,121.84,121.78,728.98,65.67,728.98,728.45,733.97,5.32,734.36,733.97,346.57,5.78,346.57,346.48,1.75,0.22,1.75,1.75
"1005",3.17,0.13,3.18,3.15,125.12,8.94,125.12,124.66,12.73,1.51,12.74,12.73,120.34,5.33,120.62,120.34,728.72,65.67,728.72,728.45,736.86,5.32,736.86,735.55,342.63,5.78,342.72,342.63,1.74,0.22,1.74,1.74
"1006",3.18,0.13,3.21,3.15,128.47,8.94,128.52,128.06,12.97,1.51,12.98,12.97,126.85,5.87,126.85,126.79,731.61,65.67,731.87,731.61,753.28,5.32,753.28,752.88,344.43,5.78,345.05,344.43,1.79,0.22,1.79,1.79
"1007",3.28,0.13,3.29,3.25,131.46,8.94,131.93,130.77,12.94,1.51,12.95,12.94,126.79,5.87,126.85,126.79,740.01,65.67,740.27,740.01,747.37,5.32,747.76,747.5,347.65,5.78,347.65,347.39,1.78,0.22,1.78,1.78
"1008",3.31,0.13,3.31,3.29,130.77,8.94,130.72,130.54,13.04,1.51,13.04,13.04,126.51,5.87,126.68,126.51,751.31,65.67,751.57,751.31,738.04,5.32,739.09,738.57,352.48,5.78,352.76,352.48,1.79,0.22,1.79,1.79
"1009",3.26,0.13,3.3,3.23,132.27,8.94,132.16,131.46,13.16,1.51,13.16,13.14,126.22,5.87,126.28,126.22,737.12,65.67,737.65,737.12,728.98,5.32,729.9,729.5,352.22,5.78,352.31,352.22,1.8,0.22,1.8,1.8
"1010",3.2,0.13,3.28,3.18,131.29,8.94,132.45,131.29,13.25,1.51,13.25,13.24,125.24,5.87,125.24,125.18,746.05,65.67,746.32,746.05,720.44,5.32,721.62,720.44,364.76,5.78,364.76,364.04,1.85,0.22,1.86,1.85
"1011",3.15,0.13,3.18,3.14,134.29,8.94,134.46,134,13.47,1.51,13.47,13.46,124.2,5.87,124.37,124.2,754.72,65.67,754.98,754.72,731.47,5.32,731.47,731.34,372.65,5.78,372.65,372.55,1.88,0.22,1.89,1.88
"1012",3.15,0.13,3.16,3.12,132.73,8.94,132.45,131.87,13.56,1.51,13.57,13.56,124.26,5.87,124.32,124.26,750.52,65.67,750.78,750.52,734.76,5.32,735.55,735.02,371.38,5.78,371.48,371.38,1.84,0.22,1.85,1.84
"1013",3.12,0.13,3.17,3.1,133.83,8.94,133.83,133.6,13.69,1.51,13.69,13.68,124.03,5.87,124.14,124.03,749.21,65.67,749.21,748.94,728.98,5.32,730.16,728.98,372.55,5.78,372.65,372.55,1.86,0.22,1.86,1.86
"1014",3.04,0.13,3.07,3.02,134.46,8.94,134.69,134.58,13.46,1.51,13.46,13.45,122.99,5.87,123.16,122.99,757.35,65.67,757.61,757.35,737.91,5.32,737.91,737.12,360.82,5.78,361.36,360.82,1.87,0.22,1.87,1.87
"1015",3.09,0.13,3.13,3.04,134.92,8.94,135.85,134.98,13.06,1.51,13.07,13.06,122.7,5.87,122.7,122.64,769.7,65.67,769.7,769.43,737.91,5.32,737.61,735.06,362.79,5.78,362.87,362.79,1.82,0.22,1.82,1.82
"1016",3.07,0.13,3.13,3.04,135.33,8.94,135.85,135.39,12.86,1.51,12.86,12.85,121.61,5.87,121.61,121.55,772.59,65.67,772.59,771.27,738.17,5.32,738.17,733.97,359.66,5.78,359.75,359.66,1.8,0.22,1.8,1.8
"1017",3.04,0.13,3.05,3,135.16,8.94,135.62,135.16,12.92,1.51,12.92,12.91,123.05,5.87,123.05,122.99,768.64,65.67,768.64,768.38,749.99,5.32,749.99,746.84,362.7,5.78,362.7,362.52,1.75,0.22,1.75,1.75
"1018",3.12,0.13,3.15,3.06,134.98,8.94,134.52,134.06,12.74,1.51,12.74,12.74,121.14,5.87,121.14,121.09,750.78,65.67,752.88,750.78,751.83,5.32,751.83,750.26,355.08,5.78,355.08,354.73,1.74,0.22,1.74,1.74
"1019",3.07,0.13,3.07,3.04,132.73,8.94,133.43,132.56,12.55,1.51,12.56,12.55,119.76,5.87,119.76,119.64,756.56,65.67,756.56,756.04,751.83,5.32,751.96,751.83,347.11,5.78,347.39,347.11,1.72,0.22,1.72,1.72
"1020",3.04,0.13,3.07,3,132.45,8.94,134,133.54,12.41,1.51,12.43,12.41,120.51,5.87,120.51,120.45,737.65,65.67,737.65,737.38,765.49,5.32,765.49,764.7,347.3,5.78,347.47,347.3,1.76,0.22,1.76,1.76
"1021",2.99,0.13,3.04,2.96,130.89,8.94,134.23,133.77,12.38,1.51,12.39,12.38,120.11,5.87,120.16,120.11,741.59,65.67,741.85,741.59,751.83,5.32,751.31,751.04,349.71,5.78,349.71,349.44,1.76,0.22,1.76,1.76
"1022",3.07,0.13,3.13,3,129.79,8.94,130.2,129.74,12.48,1.51,12.48,12.47,120.74,5.87,120.86,120.74,751.31,65.67,751.31,751.04,756.56,5.32,756.56,755.9,351.87,5.78,352.31,351.87,1.73,0.22,1.73,1.73
"1023",3.12,0.13,3.14,3.07,132.04,8.94,131.58,131.06,12.48,1.51,12.48,12.48,120.62,5.87,120.8,120.62,747.63,65.67,748.15,747.63,756.56,5.32,762.53,760.78,354.73,5.78,354.73,354.64,1.82,0.22,1.82,1.82
"1024",3.18,0.13,3.2,3.15,134.75,8.94,134.69,134.23,12.44,1.51,12.46,12.44,121.66,5.87,121.72,121.66,748.68,65.67,748.68,748.42,756.56,5.32,761.51,758.67,354.9,5.78,355.36,354.9,1.87,0.22,1.87,1.87
"1025",3.25,0.13,3.26,3.22,133.66,8.94,133.54,133.08,12.3,1.51,12.3,12.3,121.61,5.87,121.61,121.55,741.06,65.67,741.32,741.06,756.56,5.32,755.49,752.09,347.3,5.78,347.39,347.3,1.81,0.22,1.81,1.81
"1026",3.15,0.13,3.26,3.15,130.66,8.94,130.77,130.31,11.94,1.51,11.94,11.93,117.45,5.87,117.45,117.4,715.32,65.67,715.58,715.32,746.45,5.32,746.45,743.56,331.44,5.78,331.44,331.35,1.79,0.22,1.79,1.79
"1027",2.99,0.13,3.12,2.98,130.66,8.94,130.89,130.41,11.88,1.51,11.89,11.88,113.57,5.87,113.64,113.57,708.75,65.67,709.01,708.75,740.14,5.32,740.14,738.96,323.38,5.78,323.38,323.29,1.76,0.22,1.76,1.76
"1028",3.02,0.13,3.04,3,133.43,8.94,133.43,132.96,11.93,1.51,11.93,11.91,113.54,5.87,113.54,113.52,714.53,65.67,714.79,714.53,748.68,5.32,748.68,748.55,326.96,5.78,326.96,326.69,1.78,0.22,1.78,1.77
"1029",3.06,0.13,3.07,3,133.94,8.94,135.5,135.04,11.87,1.51,11.88,11.87,113.64,5.87,113.64,113.5,723.46,65.67,723.46,722.94,754.98,5.32,756.69,754.98,327.86,5.78,328.75,327.86,1.77,0.22,1.77,1.77
"1030",3.07,0.13,3.11,3.02,133.25,8.94,133.19,132.27,11.62,1.51,11.62,11.62,114.14,5.87,114.17,114.14,721.36,65.67,721.62,721.36,754.98,5.32,757.84,755.24,325.35,5.78,325.44,325.35,1.74,0.22,1.74,1.74
"1031",3.08,0.13,3.11,3.03,131.52,8.94,132.21,131.29,11.42,1.51,11.45,11.42,112.97,5.87,112.99,112.97,728.98,65.67,729.24,728.98,754.98,5.32,755.53,753.22,327.67,5.78,327.76,327.67,1.7,0.22,1.7,1.7
"1032",3.04,0.13,3.11,3.03,131.12,8.94,131.23,130.95,11.44,1.51,11.44,11.43,111.88,5.87,112.25,111.88,726.61,65.67,726.61,726.35,754.59,5.32,754.59,753.15,328.75,5.78,328.93,328.75,1.67,0.22,1.67,1.67
"1033",3.06,0.13,3.06,3.05,127.83,8.94,127.89,127.43,12.05,1.51,12.06,12.05,111.61,5.87,111.79,111.61,730.29,65.67,730.29,729.77,754.59,5.32,758.44,757.85,332.87,5.78,332.97,332.87,1.69,0.22,1.69,1.69
"1034",3.04,0.13,3.06,3.02,126.85,8.94,127.83,127.37,11.99,1.51,11.99,11.99,111.54,5.87,111.63,111.54,733.71,65.67,733.71,733.44,754.59,5.32,764.86,764.74,336.98,5.78,337.08,336.98,1.58,0.22,1.58,1.58
"1035",3.04,0.13,3.07,3,124.43,8.94,124.2,123.62,12.11,1.51,12.12,12.11,111.17,5.87,111.47,111.17,729.77,65.67,730.03,729.77,770.22,5.32,770.22,769.83,334.21,5.78,334.21,333.95,1.6,0.22,1.6,1.6
"1036",3.12,0.13,3.15,3.04,121.89,8.94,121.55,120.62,11.96,1.51,11.96,11.95,111.15,5.87,111.24,111.15,729.5,65.67,729.5,729.24,770.22,5.32,770.22,769.17,332.24,5.78,332.34,332.24,1.57,0.22,1.57,1.57
"1037",3.12,0.13,3.17,3.08,122.24,8.94,123.28,122.47,12.21,1.51,12.21,12.21,109.74,5.87,109.76,109.69,709.28,65.67,709.54,709.28,762.08,5.32,762.34,762.08,326.78,5.78,326.87,326.78,1.57,0.22,1.57,1.57
"1038",3.07,0.13,3.13,3.03,122.01,8.94,121.95,121.55,11.81,1.51,11.81,11.81,103.77,5.87,103.77,103.74,709.01,65.67,709.28,709.01,762.08,5.32,757.38,757.6,318.71,5.78,318.81,318.71,1.66,0.22,1.66,1.66
"1039",3.04,0.13,3.05,2.99,122.64,8.94,123.28,122.41,11.91,1.51,11.91,11.91,104.36,5.87,104.36,104.25,702.71,65.67,702.71,702.45,762.08,5.32,755.52,755.54,316.39,5.78,316.57,316.39,1.63,0.22,1.63,1.63
"1040",2.98,0.13,3.02,2.98,122.41,8.94,123.74,122.87,11.79,1.51,11.81,11.79,101.6,5.87,101.6,101.55,703.23,65.67,703.23,702.71,753.15,5.32,753.15,752.62,324.63,5.78,324.63,324.55,1.64,0.22,1.64,1.64
"1041",2.98,0.13,2.93,3.09,124.03,8.94,124.37,123.45,11.75,1.51,11.78,11.75,100.28,5.87,100.35,100.28,704.81,65.67,704.81,704.55,748.29,5.32,748.29,747.37,325.44,5.78,325.44,324.81,1.69,0.22,1.69,1.69
"1042",2.98,0.13,2.93,2.98,123.57,8.94,123.57,122.99,11.87,1.51,11.88,11.87,99.96,5.87,99.96,99.94,728.19,65.67,728.19,727.66,745.53,5.32,746.05,745.53,316.42,5.82,316.51,316.42,1.69,0.22,1.69,1.69
"1043",3.02,0.13,3.06,2.93,123.74,8.94,126.04,125.18,12.14,1.51,12.14,12.14,100.37,5.87,100.4,100.37,733.97,65.67,733.97,733.18,749.07,5.32,749.34,748.68,321.29,5.82,321.29,321.2,1.74,0.22,1.74,1.74
"1044",2.96,0.13,2.99,2.93,126.85,8.94,128.24,127.49,12.26,1.51,12.26,12.25,101.3,5.87,101.39,101.3,742.64,65.67,742.64,742.38,750.13,5.32,751.04,750.13,325.16,5.82,325.35,325.16,1.73,0.22,1.73,1.73
"1045",3.01,0.13,3.03,2.9,126.04,8.94,125.99,125.12,12.21,1.51,12.21,12.21,100.26,5.87,100.33,100.24,748.94,65.67,748.94,748.68,767.07,5.32,766.94,765.36,322.46,5.82,322.46,322.37,1.73,0.22,1.71,1.71
"1046",3,0.13,3.03,2.98,123.62,8.94,124.83,124.49,12.09,1.51,12.09,12.08,101.5,5.87,101.5,101.48,756.3,65.67,756.3,756.04,748.68,5.32,748.81,748.68,321.1,5.82,321.2,321.1,1.7,0.22,1.7,1.7
"1047",3.06,0.13,3.11,2.92,124.95,8.94,124.72,123.91,12,1.51,12.01,12,101.07,5.87,101.2,101.07,756.82,65.67,757.09,756.82,758.53,5.32,758.53,757.87,319.58,5.82,319.58,319.49,1.71,0.22,1.71,1.71
"1048",3.01,0.13,3.04,3,127.54,8.94,127.54,127.08,12.15,1.51,12.15,12.15,100.01,5.87,100.19,100.01,763.65,65.67,763.92,763.65,750.52,5.32,750.52,749.99,326.61,5.82,326.61,326.42,1.71,0.22,1.71,1.71
"1049",3.18,0.13,3.2,3.12,127.95,8.94,128.01,127.2,12.63,1.51,12.65,12.63,100.7,5.87,100.72,100.7,764.97,65.67,764.97,764.44,743.82,5.32,743.95,743.82,331.84,5.82,331.84,331.74,1.75,0.22,1.76,1.75
"1050",3.22,0.13,3.23,3.12,129.22,8.94,130.2,129.33,12.6,1.51,12.6,12.6,100.33,5.87,100.33,100.31,752.62,65.67,752.88,752.62,752.62,5.32,753.01,752.62,346.63,5.82,346.63,345.72,1.76,0.21,1.76,1.76
"1051",3.16,0.13,3.29,3.12,132.56,8.94,131.64,130.77,12.81,1.51,12.81,12.79,99.84,5.87,100.01,99.84,765.76,65.67,766.02,765.76,761.03,5.32,760.24,760.11,349.96,5.82,349.96,349.59,1.73,0.21,1.73,1.73
"1052",3.2,0.13,3.23,3.12,129.45,8.38,129.97,129.1,12.95,1.43,12.96,12.95,100.84,5.87,100.86,100.84,767.07,65.67,767.33,767.07,751.31,5.32,751.44,751.31,351.39,5.82,351.39,351.31,1.76,0.21,1.76,1.76
"1053",3.26,0.13,3.28,3.18,121.89,8.38,122.01,121.09,12.98,1.43,12.98,12.97,99.98,5.87,100.12,99.98,761.29,65.67,761.29,761.03,741.32,5.32,741.98,741.32,350.13,5.82,350.13,349.78,1.76,0.21,1.76,1.76
"1054",3.25,0.13,3.29,3.18,119.93,8.38,120.8,120.16,13.09,1.43,13.09,13.09,99.84,5.87,100.05,99.84,750.78,65.67,750.78,750.26,736.99,5.32,736.86,736.6,333.37,5.82,333.46,333.37,1.75,0.21,1.75,1.74
"1055",3.31,0.13,3.4,3.29,120.51,8.38,120.62,120.05,13.2,1.43,13.2,13.18,99.27,5.87,99.43,99.27,749.73,65.67,750.52,749.73,736.99,5.32,738.7,737.12,335.36,5.82,335.53,335.36,1.77,0.21,1.77,1.77
"1056",3.33,0.13,3.43,3.31,119.24,8.38,119.01,118.66,13.11,1.43,13.11,13.09,98.11,5.87,98.23,98.11,753.41,65.67,753.67,753.41,747.76,5.32,747.76,746.84,331.74,5.82,331.84,331.74,1.79,0.21,1.79,1.79
"1057",3.26,0.13,3.27,3.25,118.66,8.38,119.3,118.38,13.2,1.43,13.2,13.19,101.55,5.87,101.62,101.55,750.78,65.67,751.31,750.78,751.18,5.32,751.18,749.99,328.87,5.82,328.87,328.68,1.76,0.21,1.76,1.76
"1058",3.23,0.13,3.27,3.18,118.72,8.38,119.24,118.78,13.24,1.43,13.24,13.23,102.59,5.87,102.61,102.2,752.88,65.67,752.88,752.62,743.43,5.32,743.56,743.43,330.48,5.82,330.48,330.39,1.78,0.21,1.78,1.78
"1059",3.26,0.13,3.31,3.2,118.61,8.38,118.78,117.91,12.96,1.43,12.96,12.96,103.79,5.87,103.81,103.79,756.56,65.67,756.56,756.3,731.08,5.32,731.61,731.08,328.41,5.82,328.41,328.32,1.79,0.21,1.79,1.79
"1060",3.28,0.13,3.32,3.2,119.47,8.38,119.47,118.72,12.84,1.43,12.84,12.84,104.64,5.87,104.66,104.64,759.98,65.67,759.98,759.19,726.35,5.32,726.35,725.04,328.68,5.82,328.78,328.68,1.81,0.21,1.81,1.81
"1061",3.07,0.13,3.26,3.05,110.71,8.38,111.21,110.71,12.73,1.43,12.78,12.73,106.19,5.87,106.19,106.09,753.41,65.67,753.41,753.15,723.72,5.32,724.51,723.72,324.53,5.82,324.63,324.53,1.8,0.21,1.8,1.8
"1062",3,0.13,3.26,2.98,107.64,8.38,107.64,107.32,12.59,1.43,12.63,12.59,105.17,5.87,105.19,105.17,750.26,65.67,750.26,749.99,733.71,5.32,733.71,732.39,322.29,5.82,322.37,322.29,1.79,0.21,1.79,1.79
"1063",3.07,0.13,3.13,3.06,109.83,8.38,109.85,109.51,12.56,1.43,12.61,12.56,104.92,5.87,104.94,104.92,755.25,65.67,755.25,754.98,725.69,5.32,725.69,725.43,330.48,5.82,330.48,330.39,1.79,0.21,1.79,1.79
"1064",3,0.13,3.04,2.93,111.03,8.38,112.32,111.75,12.48,1.43,12.48,12.47,103.79,5.87,103.83,103.79,760.5,65.67,761.29,760.5,748.68,5.32,750.26,748.81,334.45,5.82,334.45,334.36,1.74,0.21,1.74,1.74
"1065",3.08,0.13,3.15,2.93,113.27,8.38,113.59,112.99,12.57,1.43,12.58,12.57,103.44,5.87,103.51,103.4,762.08,65.67,762.08,761.81,751.31,5.5,751.96,751.31,334,5.82,334,333.82,1.75,0.21,1.75,1.75
"1066",3.13,0.13,3.15,3.02,112.37,8.38,112.39,112.14,12.39,1.43,12.39,12.39,103.05,5.87,103.07,103.05,756.56,65.67,757.09,756.56,748.68,5.5,748.68,747.37,322.64,5.82,322.73,322.64,1.73,0.21,1.73,1.73
"1067",3.11,0.13,3.12,3.07,112.46,8.38,112.53,112.37,12.39,1.43,12.39,12.37,102.63,5.87,102.68,102.59,757.87,65.67,757.87,757.61,756.3,5.5,756.3,755.38,323.9,5.82,323.9,323.55,1.75,0.21,1.75,1.75
"1068",3.07,0.13,3.09,3.06,111.65,8.38,111.84,111.68,12.24,1.43,12.29,12.24,102.54,5.87,102.54,102.52,753.15,65.67,753.15,752.88,742.24,5.5,742.77,742.38,320.75,5.82,320.84,320.75,1.73,0.21,1.74,1.73
"1069",3.15,0.13,3.19,3.05,110.57,8.38,110.66,110.55,11.72,1.43,11.72,11.72,99.84,5.87,99.84,99.8,737.12,65.67,737.12,736.86,757.87,5.5,758.14,757.87,313.99,5.82,314.08,313.99,1.75,0.21,1.75,1.75
"1070",2.99,0.13,3,2.96,109.88,8.38,110.82,110.27,11.79,1.43,11.79,11.78,99.24,5.87,99.24,99.22,720.31,65.67,720.57,720.31,753.8,5.5,753.8,752.75,312,5.82,312,311.91,1.75,0.21,1.75,1.75
"1071",2.84,0.13,2.86,2.83,111.98,8.38,112.09,112.09,11.95,1.43,11.96,11.95,101.25,5.87,101.27,101.25,725.83,65.67,725.83,725.56,751.96,5.5,751.96,751.31,316.34,5.82,316.42,316.34,1.76,0.21,1.76,1.76
"1072",2.87,0.13,2.88,2.85,112.58,8.38,112.67,112.67,12.13,1.43,12.14,12.13,101.25,5.87,101.25,101.23,723.72,65.67,723.72,723.46,748.68,5.5,748.68,748.02,316.88,5.82,316.88,316.42,1.83,0.21,1.83,1.83
"1073",2.82,0.13,2.83,2.78,110.87,8.38,112.09,112.09,12.24,1.43,12.25,12.24,101.44,5.87,101.44,101.41,734.23,65.67,734.23,733.97,740.67,5.5,741.32,740.67,323.46,5.82,323.46,323.36,1.8,0.21,1.8,1.8
"1074",2.87,0.13,2.89,2.82,111.84,8.38,111.86,111.86,11.97,1.43,11.98,11.97,100.84,5.87,100.86,100.84,730.55,65.67,730.82,730.55,751.57,5.5,751.83,751.57,326.79,5.82,326.79,326.52,1.82,0.21,1.82,1.82
"1075",2.86,0.13,2.9,2.84,111.86,8.38,111.79,111.79,12.16,1.43,12.16,12.15,101.27,5.87,101.3,101.27,724.25,65.67,724.77,724.25,757.87,5.5,757.87,757.48,315.97,5.82,316.51,315.97,1.8,0.21,1.8,1.8
"1076",2.84,0.13,2.85,2.8,111.68,8.38,111.75,111.75,12.07,1.43,12.07,12.07,100.19,5.87,100.24,100.19,732.92,65.67,733.18,732.92,767.07,5.5,767.07,766.94,317.05,5.82,317.23,317.05,1.78,0.21,1.78,1.78
"1077",2.79,0.13,2.8,2.73,112,8.38,113.04,113.04,12.22,1.43,12.22,12.21,99.38,5.87,99.41,99.38,748.68,65.67,748.94,748.68,761.81,5.5,761.81,759.71,317.51,5.82,317.68,317.51,1.81,0.21,1.82,1.81
"1078",2.82,0.13,2.85,2.8,113.82,8.38,113.82,113.01,12.15,1.43,12.15,12.14,99.48,5.87,99.52,99.48,754.72,65.67,754.72,754.46,748.68,5.5,749.07,748.68,309.39,5.82,309.39,309.3,1.82,0.21,1.82,1.82
"1079",2.88,0.13,2.92,2.88,115.09,8.38,115.3,114.63,12.19,1.43,12.19,12.18,103.14,5.87,103.17,103.14,763.65,65.67,763.92,763.65,745.4,5.5,746.45,745.4,317.77,5.82,317.86,317.77,1.81,0.21,1.82,1.81
"1080",2.9,0.13,2.95,2.82,118.38,8.38,118.43,118.38,12.22,1.43,12.22,12.21,103.72,5.87,103.74,103.72,745.53,65.67,745.79,745.53,746.71,5.5,746.71,744.74,311.02,5.82,311.02,310.93,1.81,0.21,1.81,1.81
"1081",2.92,0.13,2.95,2.89,118.55,8.38,118.61,118.55,12.29,1.43,12.29,12.29,106.35,5.87,106.39,106.35,747.1,65.67,747.37,747.1,741.59,5.5,741.72,741.59,314.8,5.82,314.98,314.8,1.79,0.21,1.79,1.79
"1082",2.9,0.13,2.93,2.84,118.26,8.38,118.55,118.55,12.26,1.43,12.28,12.26,105.89,5.87,105.91,105.84,747.89,65.67,747.89,747.63,729.37,5.5,730.29,729.37,313.63,5.82,313.99,313.63,1.79,0.21,1.79,1.79
