"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)"
"875",1.61,0.08,1.61,1.59,116.82,8.19,119.13,118.2,10.12,0.55,10.12,10.1,126.04,5.33,126.28,125.87,626.26,56.35,626.26,626,632.31,8.29,632.31,631.78,405.77,7.74,405.77,405.68,2.26,0.2,2.26,2.25
"876",1.65,0.08,1.68,1.62,118.2,8.19,118.43,117.51,10.13,0.55,10.13,10.1,124.66,5.33,125.12,124.66,627.05,56.35,627.05,626.26,629.15,8.29,629.81,629.15,399.99,7.74,400.27,399.99,2.22,0.2,2.22,2.22
"877",1.68,0.08,1.72,1.68,114.79,8.19,115.49,114.63,9.95,0.55,9.95,9.95,122.76,5.33,123.45,122.76,620.35,56.35,620.49,620.35,630.34,8.29,630.2,629.81,399.99,7.74,400.08,399.99,2.14,0.2,2.14,2.14
"878",1.68,0.08,1.72,1.67,112.51,8.19,113.59,112.69,9.78,0.55,9.78,9.77,124.6,5.33,124.6,124.14,610.77,56.35,610.77,610.63,627.58,8.29,627.05,626,391.91,7.74,392.27,391.91,2.11,0.2,2.11,2.11
"879",1.7,0.08,1.7,1.67,113.71,8.19,114.47,113.57,9.96,0.55,9.96,9.96,123.97,5.33,124.08,123.91,611.68,56.35,611.82,611.68,634.01,8.29,634.01,632.7,393.5,7.74,393.5,393.33,2.07,0.2,2.07,2.07
"880",1.7,0.08,1.71,1.67,113.01,8.19,113.75,112.85,10.06,0.55,10.06,10.05,122.99,5.33,123.22,122.93,614.31,56.35,614.44,614.31,621.4,8.29,622.59,621.4,394.3,7.74,394.49,394.3,2.15,0.2,2.15,2.15
"881",1.71,0.08,1.72,1.68,115.07,8.19,115.07,114.14,9.96,1.03,9.97,9.96,123.57,5.33,123.57,123.16,607.61,56.35,607.88,607.61,621.14,8.29,621.14,620.09,395.2,7.74,395.2,394.94,2.1,0.2,2.11,2.1
"882",1.71,0.08,1.72,1.67,114.17,8.19,114.14,113.24,11.27,1.03,11.27,11.27,126.16,5.33,126.22,126.04,617.86,56.35,617.86,617.33,611.68,8.29,611.68,611.16,399.37,7.74,399.37,399.19,2.14,0.2,2.14,2.13
"883",1.71,0.08,1.72,1.68,115.55,8.19,115.67,114.97,11.47,1.03,11.47,11.47,127.26,5.33,127.31,127.26,627.71,56.35,627.71,626.92,617.73,8.29,617.86,617.73,398.93,7.74,399.37,398.93,2.16,0.2,2.16,2.15
"884",1.7,0.08,1.71,1.67,116.24,8.19,116.24,115.32,11.79,1.03,11.79,11.78,127.43,5.33,127.54,127.31,638.74,56.35,638.74,638.48,617.46,8.29,617.6,617.46,403.74,7.74,403.74,403.38,2.18,0.2,2.18,2.18
"885",1.67,0.08,1.68,1.65,118.26,8.19,118.26,117.4,11.99,1.03,11.99,11.99,126.91,5.33,126.97,126.91,637.03,56.35,637.17,637.03,612.08,6.12,612.47,612.08,408.35,7.74,408.35,408.18,2.18,0.2,2.18,2.18
"886",1.68,0.08,1.68,1.64,114.14,8.19,115.38,114.51,11.98,1.03,11.99,11.98,124.78,5.33,124.89,124.78,636.12,56.35,636.25,636.12,617.33,6.12,617.46,617.33,409.5,7.74,409.5,408.98,2.13,0.2,2.14,2.13
"887",1.66,0.08,1.67,1.64,113.84,8.19,114.26,113.36,11.97,1.03,11.97,11.96,124.78,5.33,124.83,124.72,639.14,56.35,639.27,639.14,617.33,6.12,617.79,617.85,411.1,7.74,411.1,410.93,2.12,0.2,2.12,2.12
"888",1.65,0.08,1.68,1.64,109.21,8.19,109.69,108.77,11.69,1.03,11.69,11.68,121.89,5.33,122.07,121.89,617.33,56.35,617.33,617.2,608.4,6.12,608.4,608.14,401.78,7.74,401.86,401.78,2.07,0.2,2.07,2.07
"889",1.65,0.08,1.68,1.61,109.09,8.19,109.19,108.26,11.64,1.03,11.65,11.64,121.43,5.33,121.78,121.37,600.52,56.35,601.44,600.52,596.32,6.12,598.42,597.24,397.77,7.74,397.77,397.51,2.08,0.2,2.08,2.08
"890",1.62,0.08,1.65,1.62,108.65,8.19,108.65,107.76,11.8,1.03,11.81,11.8,122.3,5.33,122.35,122.3,596.32,56.35,596.32,596.19,612.34,6.12,612.34,610.77,396.26,7.74,396.26,396,2.03,0.2,2.03,2.03
"891",1.59,0.08,1.59,1.57,107.71,8.19,108.7,107.8,11.65,1.03,11.66,11.65,120.97,5.33,121.03,120.97,612.6,56.35,613,612.6,614.18,6.12,614.57,614.18,396.35,7.74,396.35,396.17,1.87,0.2,1.87,1.87
"892",1.57,0.08,1.59,1.55,105.75,8.19,105.84,104.94,11.83,1.03,11.83,11.82,121.2,5.33,121.32,121.14,616.02,56.35,616.54,616.02,615.36,6.12,615.76,615.36,399.82,7.74,399.82,399.73,1.91,0.2,1.91,1.91
"893",1.65,0.08,1.65,1.64,106.69,8.19,107.64,106.72,11.95,1.03,11.95,11.94,123.1,5.33,123.28,123.1,633.62,56.35,633.62,633.36,616.81,6.12,618.65,616.81,401.42,7.74,401.59,401.42,1.98,0.2,1.98,1.98
"894",1.61,0.08,1.65,1.59,111.42,8.19,111.54,110.64,12.01,1.03,12.03,12,125.87,5.33,125.87,125.7,634.28,56.35,634.41,634.28,629.55,6.12,629.55,628.89,407.64,7.74,407.73,407.64,1.97,0.2,1.97,1.97
"895",1.66,0.08,1.67,1.61,111.05,8.19,112.14,111.24,11.96,1.03,11.96,11.95,124.72,5.33,124.72,124.6,635.85,56.35,635.98,635.85,643.47,6.12,643.47,642.95,403.11,7.74,403.11,402.93,1.93,0.2,1.93,1.93
"896",1.66,0.08,1.68,1.65,113.31,8.19,113.96,113.04,12.07,1.03,12.08,12.07,124.37,5.33,124.37,124.32,651.22,56.35,651.22,651.09,639.4,6.12,639.4,637.56,404.44,7.74,404.44,403.2,1.94,0.2,1.94,1.94
"897",1.69,0.08,1.71,1.66,113.2,8.19,113.41,112.48,12.11,1.03,12.11,12.11,124.89,5.33,124.95,124.89,651.88,56.35,652.27,651.88,630.47,6.12,630.47,630.07,401.78,7.74,401.78,401.59,2,0.2,2,2
"898",1.69,0.08,1.72,1.68,110.82,8.19,111.75,110.82,12.16,1.03,12.16,12.15,124.83,5.33,124.95,124.78,662.25,56.35,662.25,661.99,642.29,6.12,642.29,641.89,411.91,7.74,411.91,411.81,2.03,0.2,2.03,2.03
"899",1.69,0.08,1.72,1.69,112.09,8.19,112.94,112.14,12.11,1.03,12.11,12.1,124.43,5.33,124.43,124.37,662.25,56.35,662.25,661.99,642.29,6.12,642.29,642.16,404.8,7.74,404.89,404.8,1.98,0.2,1.98,1.97
"900",1.69,0.08,1.72,1.68,112.23,8.19,110.5,110.13,11.85,1.03,11.85,11.85,121.66,5.33,121.66,121.61,661.99,56.35,662.25,661.99,642.29,6.12,657.64,657.58,399.47,7.74,399.47,399.37,2,0.2,2,2
"901",1.69,0.08,1.72,1.67,109.88,8.19,109.85,108.95,11.79,1.03,11.79,11.78,120.57,5.33,120.57,120.51,661.2,56.35,661.47,661.2,672.63,6.12,672.63,672.5,395.11,7.74,395.2,395.11,1.97,0.2,1.97,1.97
"902",1.72,0.08,1.73,1.68,110.64,8.19,110.5,109.58,11.8,1.03,11.8,11.8,122.35,5.33,122.35,122.24,665.41,56.35,665.67,665.41,672.24,6.12,672.37,672.24,391.11,7.74,391.28,391.11,1.97,0.2,1.97,1.97
"903",1.77,0.08,1.78,1.72,112.44,8.19,113.94,113.01,12.1,1.03,12.1,12.09,122.59,5.33,122.59,122.18,668.3,56.35,668.3,668.03,686.29,6.12,686.68,686.29,396.35,7.74,396.35,395.72,1.95,0.2,1.95,1.95
"904",1.77,0.08,1.78,1.72,116.13,8.19,116.13,115.27,12.32,1.03,12.32,12.32,123.51,5.33,123.57,123.51,661.99,56.35,661.99,661.73,681.3,6.12,681.43,681.3,396,7.74,396.35,396,1.95,0.2,1.95,1.95
"905",1.79,0.08,1.81,1.77,116.47,8.19,116.36,115.44,12.33,1.03,12.33,12.33,123.91,5.33,124.03,123.91,669.61,56.35,669.87,669.61,675.65,6.12,675.65,675.39,400.53,7.74,400.53,399.99,1.97,0.2,1.97,1.97
"906",1.81,0.08,1.83,1.79,115.32,8.19,116.59,115.72,12.32,1.03,12.32,12.3,122.41,5.33,122.59,122.41,671.45,56.35,671.71,671.45,665.54,6.12,666.19,665.93,403.11,7.74,403.38,403.11,1.99,0.2,1.99,1.99
"907",1.85,0.08,1.87,1.84,117.28,8.19,117.63,117.4,12.24,1.03,12.26,12.24,124.26,5.33,124.26,123.8,646.1,56.35,646.23,646.1,652.8,6.12,653.19,652.8,403.46,7.74,403.46,403.29,1.97,0.2,1.97,1.97
"908",1.85,0.08,1.9,1.84,117.28,8.19,117.58,117.41,12.24,1.03,12.25,12.24,124.26,5.33,124.51,123.99,646.1,56.35,635.42,635.34,655.56,6.12,656.74,655.56,403.46,7.74,403.91,403.86,1.97,0.2,1.97,1.97
"909",1.85,0.08,1.93,1.81,117.28,8.19,116.98,116.4,12.24,1.03,12.28,12.27,124.26,5.33,123.71,123.37,646.1,56.35,640.63,640.47,649.38,6.12,649.51,649.38,403.46,7.74,405.15,405.19,1.95,0.2,1.96,1.95
"910",1.84,0.08,1.92,1.81,116.53,8.19,117.17,116.24,12.26,1.03,12.26,12.26,124.2,5.33,124.37,124.2,647.67,56.35,648.07,647.67,655.42,6.12,655.95,655.42,406.76,7.74,406.76,406.66,1.95,0.2,1.98,1.98
"911",1.87,0.08,1.9,1.87,117.51,8.19,118.32,117.45,12.17,1.03,12.18,12.17,127.14,5.33,127.14,126.97,648.07,56.35,648.07,647.41,655.42,6.12,656.34,655.42,409.87,7.74,409.87,409.5,1.99,0.2,1.99,1.99
"912",1.87,0.08,1.91,1.89,116.88,8.19,117.8,116.93,12.13,1.03,12.15,12.13,127.72,5.33,127.77,127.54,647.28,56.35,647.28,646.75,655.42,6.12,648.55,647.81,415.19,7.74,415.19,415.02,1.95,0.2,1.95,1.95
"913",1.9,0.08,1.92,1.87,117.8,8.19,118.09,117.17,12.09,1.03,12.11,12.09,129.04,5.33,129.1,129.04,651.22,56.35,651.48,651.22,648.86,6.12,648.86,648.59,410.26,7.74,410.45,410.26,1.98,0.2,1.98,1.98
"914",1.89,0.08,1.89,1.87,118.49,8.19,119.36,118.49,12.01,1.03,12.02,12.01,129.5,5.33,129.56,129.5,652.67,56.35,653.06,652.67,661.86,6.12,661.99,661.86,413.31,7.74,413.4,413.31,1.93,0.2,1.93,1.93
"915",1.95,0.08,1.95,1.89,118.66,8.19,118.49,117.86,11.87,1.03,11.9,11.87,122.76,5.33,122.76,122.7,648.86,56.35,649.12,648.86,657.79,6.12,658.71,657.79,409.63,7.74,410.17,409.63,1.9,0.2,1.9,1.9
"916",2.01,0.08,2.05,1.9,118.66,8.19,117.41,116.74,11.87,1.03,11.82,11.79,122.76,5.33,120.21,120.12,646.1,56.35,646.1,645.7,663.83,6.12,661.99,661.73,410.17,7.74,410.17,409.82,1.9,0.2,1.88,1.88
"917",1.97,0.08,2.02,1.9,117.63,8.19,117.97,117.11,11.74,1.03,11.75,11.74,121.26,5.33,121.32,121.2,633.23,56.35,633.75,633.23,651.09,6.12,652.4,651.09,412.68,7.74,413.31,412.68,1.87,0.2,1.87,1.87
"918",1.9,0.08,1.92,1.87,118.43,8.19,119.18,118.26,11.62,1.03,11.62,11.62,121.66,5.33,121.72,121.66,632.44,56.35,632.7,632.44,656.61,6.12,656.61,655.03,418.42,7.74,418.59,418.42,1.89,0.2,1.89,1.89
"919",1.87,0.08,1.9,1.84,113.61,8.19,114.37,113.59,11.4,1.03,11.41,11.4,120.45,5.33,120.45,120.39,632.44,56.35,627.38,627.26,645.57,6.12,645.84,645.57,418.42,7.74,414.47,414.41,1.86,0.2,1.86,1.86
"920",1.83,0.08,1.89,1.81,112.74,8.19,110.48,109.55,11.27,1.03,11.27,11.27,118.09,5.33,118.49,118.09,619.83,56.35,619.83,619.7,648.33,6.12,648.46,648.33,408.74,7.74,408.74,408.57,1.89,0.22,1.89,1.89
"921",1.83,0.08,1.87,1.81,113.84,8.19,114.65,113.75,11.25,1.07,11.28,11.25,117.68,5.33,117.91,117.57,617.33,56.35,617.33,617.2,648.33,6.12,654.48,652.81,409.55,7.74,409.55,409.46,1.81,0.22,1.81,1.81
"922",1.83,0.08,1.87,1.8,115.67,8.4,118.26,117.34,11.56,1.07,11.57,11.56,116.07,5.33,116.13,115.95,617.6,56.35,617.6,617.46,648.33,6.12,656.36,653.08,409.28,7.74,409.28,409.11,1.75,0.22,1.75,1.75
"923",1.84,0.08,1.87,1.79,117.74,8.4,119.36,118.49,11.59,1.07,11.6,11.59,115.9,5.33,116.07,115.9,616.41,56.35,616.41,616.15,648.46,6.12,651.48,648.46,411.43,7.74,411.43,411.16,1.72,0.22,1.72,1.72
"924",1.92,0.08,1.92,1.89,113.47,8.4,113.47,112.94,11.05,1.07,11.05,11.05,114.12,5.33,114.24,114.12,605.64,56.35,605.64,605.51,642.95,6.12,643.6,642.95,402.12,7.74,402.12,401.66,1.65,0.22,1.65,1.65
"925",1.9,0.08,1.94,1.87,115.09,8.4,117.51,116.76,11.16,1.07,11.16,11.15,113.87,5.33,113.94,113.75,610.77,56.35,610.9,610.77,650.17,6.12,650.83,650.17,406.51,7.74,406.51,406.32,1.69,0.22,1.69,1.69
"926",1.92,0.08,1.92,1.88,118.55,8.4,119.01,118.09,11.37,1.07,11.37,11.36,115.55,5.33,115.61,115.44,610.77,56.35,610.77,610.63,655.42,6.12,655.42,654.5,410.26,7.74,410.26,410.17,1.65,0.22,1.65,1.65
"927",1.94,0.08,1.97,1.9,119.41,8.4,119.47,118.61,11.57,1.07,11.57,11.56,117.86,5.33,117.86,117.68,610.11,56.35,610.37,610.11,648.99,6.12,648.99,648.86,418.59,7.74,418.68,418.59,1.65,0.22,1.65,1.65
"928",2,0.08,2,1.95,117.68,8.4,117.8,116.88,11.56,1.07,11.56,11.56,117.51,5.33,117.57,117.4,612.08,56.35,612.08,611.95,651.88,6.12,651.88,650.96,419.67,7.74,419.94,419.67,1.75,0.22,1.76,1.75
"929",1.99,0.08,2.01,1.97,115.95,8.4,115.9,114.97,11.47,1.07,11.47,11.46,117.05,5.33,117.11,116.99,603.28,56.35,603.41,603.28,652.93,6.12,653.72,652.93,421.55,7.74,421.55,421.38,1.65,0.22,1.65,1.65
"930",2.01,0.08,2.01,1.98,117.05,8.4,117.74,117.28,11.65,1.07,11.66,11.65,117.22,5.33,117.22,117.11,605.51,56.35,605.51,605.12,665.93,6.12,665.93,665.8,411.16,7.74,411.25,411.16,1.64,0.22,1.64,1.64
"931",2.08,0.08,2.08,2.04,118.03,8.4,118.38,117.91,11.75,1.07,11.76,11.75,116.65,5.33,116.65,116.59,603.41,56.35,603.67,603.41,675.52,6.12,675.39,675.13,411.79,7.74,412.06,411.79,1.54,0.22,1.54,1.54
"932",2.12,0.08,2.13,2.09,115.04,8.4,114.97,114.44,11.59,1.07,11.59,11.58,114.35,5.33,114.37,114.35,595,56.35,595,594.87,668.56,6.12,668.56,667.24,398.63,7.74,398.63,398.09,1.56,0.22,1.56,1.56
"933",2.07,0.08,2.11,2.06,114.47,8.4,114.9,114.44,11.64,1.07,11.64,11.63,114.31,5.33,114.31,114.28,591.19,56.35,591.19,590.67,677.75,6.12,677.75,676.96,397.81,7.74,397.81,397.64,1.6,0.22,1.6,1.6
"934",2.09,0.08,2.11,2.08,115.09,8.4,115.44,114.95,11.39,1.07,11.39,11.38,113.94,5.33,114.03,113.94,591.19,56.35,590.11,589.68,668.82,6.12,669.08,668.82,397.81,7.74,397.09,396.95,1.58,0.22,1.58,1.58
"935",2.11,0.08,2.13,2.1,116.47,8.4,116.47,115.49,11.14,1.07,11.15,11.13,113.8,5.33,113.8,113.73,587.78,56.35,587.78,587.65,673.81,6.34,674.47,673.81,391.55,7.74,391.9,391.55,1.61,0.22,1.61,1.61
"936",2.14,0.08,2.16,2.12,111.31,8.4,111.7,111.17,10.87,1.07,10.87,10.87,112.32,5.33,112.37,112.32,583.05,56.35,583.05,582.92,674.6,6.34,675.13,674.6,386.98,7.74,386.98,386.62,1.61,0.22,1.62,1.61
"937",2.13,0.08,2.14,2.05,111.28,8.4,111.91,111.38,11.29,1.07,11.29,11.29,113.8,5.33,113.87,113.57,583.31,56.35,583.31,583.18,683.01,6.34,681.69,681.3,389.84,7.74,389.84,389.67,1.68,0.22,1.68,1.68
"938",2.14,0.08,2.16,2.11,110.13,8.4,110.06,109.53,11.47,1.07,11.47,11.46,113.66,5.33,113.68,113.66,594.22,56.35,594.35,594.22,671.32,6.34,671.45,671.32,385.19,7.74,385.45,385.19,1.7,0.22,1.7,1.7
"939",2.08,0.08,2.13,2.05,108.98,8.4,109.9,109.35,11.73,1.07,11.73,11.73,114.65,5.33,114.81,114.65,607.48,56.35,607.48,607.35,691.41,6.34,691.41,691.02,388.5,7.74,388.76,388.5,1.69,0.22,1.69,1.69
"940",2.08,0.08,2.13,2.07,113.91,8.4,114.54,113.98,11.94,1.07,11.94,11.94,113.34,5.33,113.38,113.29,613.39,56.35,613.39,613.26,710.06,6.34,710.06,709.41,393.7,7.74,393.96,393.7,1.69,0.22,1.68,1.68
"941",2.12,0.08,2.15,2.08,114.72,8.4,115.27,114.77,11.94,1.07,11.94,11.94,114.49,5.33,114.63,114.47,610.77,56.35,611.16,610.77,696.14,6.34,696.14,696.01,395.49,7.74,395.67,395.49,1.69,0.22,1.68,1.67
"942",2.11,0.08,2.14,2.1,114.35,8.4,114.49,113.96,12,1.07,12.01,11.99,115.38,5.33,115.38,115.23,613.39,56.35,613.39,613.13,687.6,6.34,688.13,688,400.41,7.74,400.5,400.41,1.69,0.22,1.7,1.69
"943",2.08,0.08,2.1,2.08,115.9,8.4,116.36,115.9,12.15,1.07,12.15,12.13,118.55,5.33,118.55,118.2,625.21,56.35,625.21,625.08,687.6,6.34,694.37,694.02,407.31,7.74,407.4,407.31,1.74,0.22,1.74,1.74
"944",2.08,0.08,2.11,2.06,115.9,8.4,117.63,117.31,12.24,1.07,12.24,12.22,119.13,5.33,119.18,119.13,637.03,56.35,637.03,636.9,702.97,6.34,703.37,702.97,403.18,7.74,403.28,403.18,1.77,0.22,1.77,1.77
"945",2.12,0.08,2.13,2.06,119.93,8.4,118.26,117.8,12.39,1.07,12.39,12.38,119.88,5.33,119.93,119.7,634.54,56.35,634.93,634.54,704.68,6.34,704.68,704.42,404,7.74,404,403.91,1.71,0.22,1.71,1.71
"946",2.14,0.08,2.14,2.09,118.9,8.4,119.3,118.38,12.29,1.07,12.29,12.28,121.09,5.33,121.14,121.09,632.31,56.35,632.83,632.31,704.94,6.34,705.47,705.07,400.23,7.74,400.77,400.23,1.73,0.22,1.73,1.73
"947",2.16,0.08,2.19,2.09,118.78,8.4,119.53,118.78,12.55,1.07,12.55,12.54,122.82,5.33,122.87,122.82,633.75,56.35,633.88,633.75,723.99,6.34,723.99,723.86,401.75,7.74,401.75,401.66,1.66,0.22,1.66,1.66
"948",2.23,0.08,2.25,2.21,115.32,8.4,116.42,115.95,12.43,1.07,12.43,12.43,121.61,5.33,121.72,121.61,636.64,56.35,636.77,636.64,734.23,6.34,734.36,734.23,399.43,7.74,399.61,399.43,1.64,0.22,1.64,1.64
"949",2.31,0.08,2.33,2.3,117.28,8.4,117.91,117.45,12.45,1.07,12.45,12.45,124.55,5.33,124.66,124.55,641.5,56.35,641.76,641.5,730.42,6.34,729.9,729.77,406.23,7.74,406.32,406.23,1.68,0.22,1.68,1.68
"950",2.3,0.08,2.32,2.29,119.59,8.4,119.76,119.41,12.56,1.07,12.56,12.56,124.89,5.33,124.89,124.43,646.23,56.35,646.36,646.23,734.36,6.34,734.63,734.36,413.76,7.74,413.76,413.67,1.71,0.22,1.71,1.71
"951",2.36,0.08,2.37,2.33,121.43,8.4,122.47,121.43,12.64,1.07,12.64,12.62,123.39,5.33,123.91,123.39,645.84,56.35,645.84,645.7,750.13,6.34,750.13,749.99,406.86,7.74,406.86,406.68,1.66,0.22,1.66,1.66
"952",2.34,0.08,2.36,2.33,121.95,8.4,122.82,122.35,12.85,1.07,12.86,12.85,123.39,5.33,123.39,123.33,635.46,56.35,635.46,635.33,743.69,6.34,743.69,743.56,408.92,7.74,408.92,408.83,1.67,0.22,1.67,1.67
"953",2.4,0.08,2.41,2.34,121.78,8.4,122.07,121.61,12.67,1.07,12.67,12.67,123.05,5.33,123.05,122.99,637.82,56.35,637.82,637.43,743.95,6.34,744.08,742.9,395.04,7.74,395.13,395.04,1.67,0.22,1.67,1.67
"954",2.36,0.08,2.38,2.3,121.78,8.4,121.89,121.55,13.01,1.07,13.01,13,123.97,5.33,124.14,123.97,637.82,56.35,638.22,637.82,736.33,6.34,736.33,735.81,397.27,7.74,397.46,397.27,1.68,0.22,1.68,1.68
"955",2.39,0.08,2.41,2.37,123.1,8.4,123.33,122.87,13.04,1.07,13.04,13.03,124.2,5.33,124.26,124.14,649.12,56.35,649.12,648.99,713.35,6.34,714,713.35,391.55,7.74,391.9,391.55,1.67,0.22,1.67,1.67
"956",2.46,0.08,2.47,2.39,124.55,8.4,125.24,124.78,12.97,1.07,12.97,12.96,123.97,5.33,124.03,123.91,646.1,56.35,647.15,646.1,705.73,6.34,706.25,705.73,380.79,7.74,380.88,380.79,1.65,0.22,1.65,1.65
"957",2.48,0.08,2.52,2.45,123.62,8.4,124.08,123.45,12.75,1.07,12.75,12.74,123.1,5.33,123.16,123.1,646.23,56.35,646.23,645.84,697.45,6.34,697.32,696.54,378.11,7.74,378.11,378.02,1.67,0.22,1.68,1.67
"958",2.49,0.08,2.56,2.47,123.74,8.4,124.37,123.91,12.85,1.07,12.85,12.84,125.3,5.33,125.3,125.24,650.7,56.35,650.7,650.43,706.39,6.34,707.04,706.39,376.4,7.74,376.59,376.4,1.67,0.22,1.67,1.67
"959",2.49,0.08,2.5,2.44,126.04,8.4,126.51,126.04,13.01,1.07,13.01,12.99,124.43,5.33,124.49,124.43,649.38,56.35,649.38,649.12,701.26,6.34,701.92,701.26,384.02,7.74,384.02,383.93,1.75,0.22,1.75,1.75
"960",2.5,0.08,2.52,2.47,124.55,8.4,125.41,124.95,12.9,1.07,12.92,12.9,123.68,5.33,123.74,123.68,651.75,56.35,651.88,651.75,696.4,6.34,699.03,697.45,384.2,7.74,384.38,384.2,1.75,0.22,1.75,1.75
"961",2.56,0.08,2.56,2.53,124.2,8.4,124.95,124.49,13.31,1.07,13.31,13.29,125.64,5.33,125.7,125.64,652.53,56.35,652.67,652.53,690.89,6.34,690.89,690.1,391.27,7.74,391.27,391.19,1.71,0.22,1.71,1.71
"962",2.58,0.08,2.63,2.57,124.55,8.4,125.12,124.66,13.22,1.07,13.23,13.22,125.12,5.33,125.3,125.12,654.11,56.35,654.11,653.72,700.87,6.34,701.13,700.87,390.82,7.74,390.92,390.82,1.7,0.22,1.7,1.7
"963",2.59,0.08,2.63,2.58,121.26,8.4,121.95,121.49,13.22,1.07,13.23,13.22,122.41,5.33,122.87,122.41,649.64,56.35,649.64,649.51,709.14,6.34,709.14,708.62,386.88,7.74,386.88,386.62,1.68,0.22,1.68,1.68
"964",2.57,0.08,2.58,2.55,120.51,8.4,120.45,120.34,13.12,1.07,13.12,13.11,120.45,5.33,120.51,120.45,640.06,56.35,640.32,640.06,704.02,6.34,705.07,704.02,382.14,7.74,382.31,382.14,1.66,0.22,1.66,1.66
"965",2.56,0.08,2.56,2.54,120.62,8.4,120.16,119.7,13.07,1.07,13.07,13.07,118.55,5.33,118.66,118.55,640.84,56.35,640.84,639.92,715.84,6.34,716.11,715.84,382.94,7.74,383.13,382.94,1.59,0.22,1.59,1.59
"966",2.58,0.08,2.62,2.55,120.11,8.4,120.22,119.76,13.26,1.07,13.26,13.23,119.53,5.33,119.59,119.47,646.62,56.35,646.75,646.62,733.05,6.34,733.05,732.92,378.74,7.74,379.63,378.74,1.59,0.22,1.59,1.59
"967",2.59,0.08,2.61,2.56,118.78,8.4,118.78,118.32,13.19,1.07,13.19,13.19,119.3,5.33,119.36,119.3,647.94,56.35,647.94,647.67,722.41,6.34,722.67,722.41,377.83,7.74,377.93,377.83,1.61,0.22,1.61,1.61
"968",2.58,0.08,2.6,2.56,118.72,8.4,118.9,118.43,13.44,1.07,13.45,13.44,119.53,5.33,119.64,119.53,662.78,56.35,663.04,662.78,719.26,6.34,719.26,719.13,379.28,7.74,379.36,379.28,1.55,0.22,1.55,1.55
"969",2.58,0.08,2.6,2.56,119.93,8.4,120.28,119.82,13.35,1.07,13.36,13.35,120.39,5.33,120.39,120.34,667.24,56.35,667.51,667.24,729.37,6.34,729.37,728.32,381.77,7.74,381.77,381.6,1.55,0.22,1.53,1.53
"970",2.6,0.08,2.63,2.58,119.53,8.4,120.8,120.34,13.45,1.07,13.46,13.45,121.32,5.33,121.43,121.32,678.8,56.35,679.07,678.8,740.41,6.34,740.41,739.09,387.78,7.74,387.87,387.78,1.58,0.22,1.59,1.58
"971",2.9,0.08,2.91,2.87,118.38,8.4,118.15,117.68,13.33,1.07,13.34,13.33,119.59,5.33,119.7,119.59,681.17,56.35,681.43,681.17,728.06,6.34,728.06,727.01,389.67,7.74,390.02,389.67,1.67,0.22,1.67,1.67
"972",2.9,0.08,2.92,2.85,115.38,8.4,115.44,114.93,13.26,1.07,13.26,13.25,118.78,5.33,118.78,118.72,679.33,56.35,679.59,679.33,707.17,6.34,707.96,707.17,383.39,7.74,383.48,383.39,1.7,0.22,1.7,1.7
"973",3.02,0.08,3.04,2.98,116.13,8.4,117.63,117.17,13.04,1.07,13.06,13.04,119.47,5.33,119.53,119.36,687.21,56.35,687.21,686.95,699.03,6.34,699.16,699.03,386.62,7.74,386.62,386.44,1.69,0.22,1.69,1.69
"974",2.95,0.08,2.96,2.9,118.43,8.4,119.3,118.84,13.01,1.07,13.04,13.01,118.38,5.33,118.43,118.26,688.26,56.35,688.26,687.73,712.17,6.34,711.25,710.59,388.22,7.74,388.32,388.22,1.68,0.22,1.68,1.68
"975",3.01,0.08,3.04,2.96,122.82,8.4,122.82,122.35,13.42,1.07,13.42,13.41,119.59,5.33,119.7,119.53,696.93,56.35,697.19,696.93,730.42,6.34,730.16,728.85,392.89,7.74,392.98,392.89,1.7,0.22,1.7,1.7
"976",2.9,0.08,2.91,2.85,123.33,8.4,123.74,123.28,13.49,1.07,13.5,13.49,119.07,5.33,119.07,119.01,699.82,56.35,699.82,699.29,743.43,6.34,743.43,743.03,391.36,7.74,391.36,391.27,1.72,0.22,1.72,1.72
"977",2.93,0.08,2.93,2.88,122.53,8.4,122.87,122.41,13.39,1.07,13.41,13.39,117.97,5.33,117.97,117.91,698.77,56.35,699.03,698.77,736.99,6.34,737.12,736.99,388.76,7.74,388.85,388.76,1.69,0.22,1.69,1.69
"978",2.95,0.08,2.96,2.93,124.03,8.4,124.37,123.91,13.48,1.07,13.49,13.48,120.51,5.33,120.62,120.51,701.13,56.35,701.4,701.13,740.54,6.34,740.54,739.62,388.95,7.74,388.95,388.59,1.75,0.22,1.75,1.75
