Name,RHEINMETALL,RHEINMETALL - EARNINGS PER SHR,RHEINMETALL - ASK PRICE,RHEINMETALL - BID PRICE,NORTHROP GRUMMAN,NORTHROP GRUMMAN - EARNINGS PER SHR,NORTHROP GRUMMAN - ASK PRICE,NORTHROP GRUMMAN - BID PRICE,RAYTHEON TECHNOLOGIES,RAYTHEON TECHNOLOGIES - EARNINGS PER SHR,RAYTHEON TECHNOLOGIES - ASK PRICE,RAYTHEON TECHNOLOGIES - BID PRICE,HNTGTN.INGALLS INDS.,HNTGTN.INGALLS INDS. - EARNINGS PER SHR,HNTGTN.INGALLS INDS. - ASK PRICE,HNTGTN.INGALLS INDS. - BID PRICE,LEONARDO,LEONARDO - EARNINGS PER SHR,LEONARDO - ASK PRICE,LEONARDO - BID PRICE,THALES,THALES - EARNINGS PER SHR,THALES - ASK PRICE,THALES - BID PRICE,BAE SYSTEMS,BAE SYSTEMS - EARNINGS PER SHR,BAE SYSTEMS - ASK PRICE,BAE SYSTEMS - BID PRICE,LOCKHEED MARTIN,LOCKHEED MARTIN - EARNINGS PER SHR,LOCKHEED MARTIN - ASK PRICE,LOCKHEED MARTIN - BID PRICE,AXON ENTERPRISE,AXON ENTERPRISE - EARNINGS PER SHR,AXON ENTERPRISE - ASK PRICE,AXON ENTERPRISE - BID PRICE,MANTECH INTL.'A',MANTECH INTL.'A' - EARNINGS PER SHR,MANTECH INTL.'A' - ASK PRICE,MANTECH INTL.'A' - BID PRICE,BWX TECHNOLOGIES,BWX TECHNOLOGIES - EARNINGS PER SHR,BWX TECHNOLOGIES - ASK PRICE,BWX TECHNOLOGIES - BID PRICE,CURTISS WRIGHT,CURTISS WRIGHT - EARNINGS PER SHR,CURTISS WRIGHT - ASK PRICE,CURTISS WRIGHT - BID PRICE,ELBIT SYSTEMS,ELBIT SYSTEMS - EARNINGS PER SHR,ELBIT SYSTEMS - ASK PRICE,ELBIT SYSTEMS - BID PRICE,ROLLS-ROYCE HOLDINGS,ROLLS-ROYCE HOLDINGS - EARNINGS PER SHR,ROLLS-ROYCE HOLDINGS - ASK PRICE,ROLLS-ROYCE HOLDINGS - BID PRICE,SMITH WESSON BRANDS,SMITH WESSON BRANDS - EARNINGS PER SHR,SMITH WESSON BRANDS - ASK PRICE,SMITH WESSON BRANDS - BID PRICE,ASELSAN ELNK.SANVETC.,ASELSAN ELNK.SANVETC. - EARNINGS PER SHR,ASELSAN ELNK.SANVETC. - ASK PRICE,ASELSAN ELNK.SANVETC. - BID PRICE,GENERAL DYNAMICS,GENERAL DYNAMICS - EARNINGS PER SHR,GENERAL DYNAMICS - ASK PRICE,GENERAL DYNAMICS - BID PRICE,STURM RUGER & CO,STURM RUGER & CO - EARNINGS PER SHR,STURM RUGER & CO - ASK PRICE,STURM RUGER & CO - BID PRICE,AMMO,AMMO - EARNINGS PER SHR,AMMO - ASK PRICE,AMMO - BID PRICE,CACI INTERNATIONAL 'A',CACI INTERNATIONAL 'A' - EARNINGS PER SHR,CACI INTERNATIONAL 'A' - ASK PRICE,CACI INTERNATIONAL 'A' - BID PRICE,AUSTAL,AUSTAL - EARNINGS PER SHR,AUSTAL - ASK PRICE,AUSTAL - BID PRICE,HONEYWELL INTL.,HONEYWELL INTL. - EARNINGS PER SHR,HONEYWELL INTL. - ASK PRICE,HONEYWELL INTL. - BID PRICE
12/11/18,75.24,6.44,75.12,74.44,268,17.4,268.01,268,70.1467,4.22,70.1703,70.1644,200.61,16.79,200.61,200.55,8.214,0.48,8.224,8.212,104.65,4.45,104.7,104.6,454.6,41.7,455.1,454.6,292.1499,17.4,292.3,292.23,44.21,0.58,44.21,44.18,54.49,2,54.49,54.45,41.12,2.41,41.13,41.12,102.38,6.22,102.47,102.4,469,6.31,469,468.8,264.2,28.36,264.27,264.2,10.1844,0.21,10.1921,10.1844,12.88,1.1,12.9,12.88,172.27,10.6,172.28,172.27,53.02,2.74,53.02,53.01,2.8,0,NA,NA,159.1,9.18,159.1,159.02,1.84,0.11,1.9,1.825,136.81,5.7,136.82,136.79
12/12/18,79.48,6.44,79.92,79.24,270.1101,17.4,270.25,270.2,70.5772,4.22,70.589,70.5831,202.64,16.79,202.65,202.64,8.256,0.48,8.262,8.256,107.9,4.45,107.9,107.3,458.1,41.7,458.1,458,292.5,17.4,292.6101,292.5901,45.59,0.58,45.61,45.59,55.43,2,55.41,55.38,42.06,2.41,42.06,42.05,105.63,6.22,105.7,105.63,472.3,6.31,472.3,471.3999,276.11,28.36,276.11,276.04,10.0077,0.21,10.0154,10.0077,12.4,1.1,12.41,12.4,171.22,10.6,171.26,171.22,53.73,2.74,53.73,53.69,2.85,0,NA,NA,163.01,9.18,163.09,163.02,1.835,0.11,1.9,1.82,138.29,5.7,138.32,138.31
12/13/18,79.92,6.44,79.88,79.2,267.8501,17.4,267.97,267.8999,70.3354,4.22,70.3413,70.3354,199.69,16.79,199.76,199.69,8.18,0.48,8.18,8.178,105.65,4.45,105.95,105.65,458.2,41.7,458.3,458.2,292.23,17.4,292.1799,292.1599,45.12,0.58,45.13,45.12,55.19,2,55.25,55.19,42.18,2.41,42.18,42.17,104.2,6.22,104.24,104.2,470,6.31,470,469.8999,276.79,28.36,276.85,276.79,9.8081,0.21,9.8081,9.8004,12.43,1.1,12.44,12.43,171.01,10.6,171.04,171.01,52.68,2.74,52.71,52.68,2.95,0,NA,NA,161.19,9.18,161.24,161.19,1.85,0.11,1.895,1.835,138.82,5.7,138.81,138.78
12/14/18,77.96,6.44,78.44,77.76,262.71,17.4,262.9199,262.8701,70.07,4.22,70.0641,70.0582,198.3,16.79,198.28,198.27,8.168,0.48,8.168,8.156,103.95,4.45,104.1,103.9,456.1,41.7,456.1,456,287.7,17.4,287.77,287.7,44.65,0.58,44.65,44.64,55.22,2,55.26,55.23,41.82,2.41,41.83,41.82,103.34,6.22,103.39,103.34,462.6001,6.31,462.6001,462.5,273.61,28.36,273.61,273.4,9.7773,0.21,9.785,9.7773,11.94,1.1,11.95,11.94,168.97,10.6,169.03,169,53.1,2.74,53.13,53.1,2.95,0,NA,NA,159.27,9.18,159.27,159.23,1.855,0.11,1.9,1.85,136.44,5.7,136.49,136.47
12/17/18,78.5,6.44,76.86,76.18,257.24,17.4,257.24,257.2,68.0116,4.22,68.0233,68.0116,197.36,16.79,197.43,197.42,8.02,0.48,8.022,8.018,102.8,4.45,103.2,102.8,454.9,41.7,455.1,454.9,279.23,17.4,279.25,279.1799,43.8,0.58,43.81,43.8,53.33,2,53.34,53.3,41.13,2.41,41.16,41.14,101.52,6.22,101.52,101.51,464.5,6.31,464.5,464.2,273.34,28.36,273.34,273,9.7236,0.21,9.7312,9.7236,11.68,1.1,11.68,11.67,163.45,10.6,163.48,163.45,53.05,2.74,53.06,53.05,2.68,0,NA,NA,152.93,9.18,153,152.94,1.925,0.11,1.93,1.86,134.38,5.7,134.45,134.43
12/18/18,78.82,6.44,78.68,78,256.9399,17.4,256.9299,256.8701,68.2888,4.22,68.3006,68.2946,197.09,16.79,197.19,197.18,8.142,0.48,8.152,8.142,103.5,4.45,103.5,103.25,457.9,41.7,458,457.9,279.47,17.4,279.54,279.48,44.46,0.58,44.46,44.45,53.79,2,53.79,53.76,40.76,2.41,40.75,40.74,103.83,6.22,103.86,103.85,464.5,6.31,464.5,463.8,274.49,28.36,274.49,274.35,9.7466,0.21,9.7466,9.7389,11.73,1.1,11.74,11.73,162.81,10.6,162.83,162.82,53.29,2.74,53.32,53.29,3.1,0,NA,NA,152.13,9.18,152.24,152.13,1.95,0.11,1.99,1.91,135.18,5.7,135.18,135.15
12/19/18,78.24,6.44,78.5,77.74,253.35,17.4,253.35,253.26,67.1209,4.22,67.1268,67.1091,188.75,16.79,188.75,188.71,8.256,0.48,8.256,8.254,102.8,4.45,102.95,102.8,455.5,41.7,455.7,455.5,273.96,17.4,273.9399,273.8799,44.82,0.58,44.86,44.81,52.82,2,52.91,52.82,40.07,2.41,40.11,40.1,101.56,6.22,101.56,101.51,470.2,6.31,470.2,470,277.67,28.36,277.73,277.67,9.7543,0.21,9.762,9.7543,11.99,1.1,11.99,11.98,158.99,10.6,158.99,158.94,52.55,2.74,52.56,52.55,2.75,0,NA,NA,151.61,9.18,151.61,151.56,1.945,0.11,1.99,1.91,133.26,5.7,133.22,133.2
12/20/18,76.04,6.44,76.52,75.54,243.62,17.4,243.62,243.58,64.6555,4.22,64.6437,64.626,185.22,16.79,185.27,185.22,7.998,0.48,8,7.998,102.1,4.45,102.1,101.95,455.5,41.7,455.5,455.2,265.29,17.4,265.25,265.24,41.37,0.58,41.37,41.36,51.95,2,51.99,51.95,38.77,2.41,38.77,38.75,100.04,6.22,100.04,100.03,454.8999,6.31,455,454.8999,271.98,28.36,271.98,271.91,9.6775,0.21,9.6852,9.6775,11.77,1.1,11.77,11.76,154.61,10.6,154.57,154.56,52.44,2.74,52.45,52.44,2.55,0,NA,NA,147.55,9.18,147.59,147.56,1.92,0.11,1.95,1.91,130.67,5.7,130.64,130.63
12/21/18,77.38,6.44,77.54,76.86,235.24,17.4,235.56,235.46,62.6265,4.22,62.5617,62.5558,179.56,16.79,179.58,179.56,7.738,0.48,7.744,7.738,101,4.45,101.1,100.95,454.4,41.7,454.4,454.3,256.55,17.4,256.52,256.47,41.79,0.58,41.82,41.81,49.7,2,49.7,49.64,37.16,2.41,37.2,37.19,99.04,6.22,99.28,99.27,440,6.31,440,439.5,274.08,28.36,274.15,274.08,9.6007,0.21,9.6084,9.6007,12.15,1.1,12.16,12.15,150.49,10.6,150.57,150.56,50.93,2.74,51.09,51.04,2.8,0,NA,NA,141.86,9.18,141.85,141.84,1.92,0.11,1.92,1.9,129.44,5.7,129.48,129.45
12/24/18,77.38,6.44,NA,NA,226.23,17.4,226.57,226.43,60.1965,4.22,60.2378,60.2024,177.03,16.79,177.03,176.93,7.738,0.48,NA,NA,99.14,4.45,99.62,99.14,451.5,41.7,451.5,451.1,245.22,17.4,245.49,245.27,39.74,0.58,39.79,39.74,48.91,2,48.99,48.91,36.76,2.41,36.79,36.76,97.15,6.22,97.17,97.12,425.3999,6.31,426,425.3999,271.03,28.36,271.44,271.03,9.4317,0.21,9.4394,9.4317,12.21,1.1,12.21,12.2,148.21,10.6,148.33,148.28,50.55,2.74,50.64,50.55,3.01,0,NA,NA,139.42,9.18,139.41,139.26,1.925,0.11,1.94,1.9,124.83,5.7,124.98,124.92
12/25/18,77.38,6.44,NA,NA,226.23,17.4,NA,NA,60.1965,4.22,NA,NA,177.03,16.79,NA,NA,7.738,0.48,NA,NA,99.14,4.45,NA,NA,451.5,41.7,NA,NA,245.22,17.4,NA,NA,39.74,0.58,NA,NA,48.91,2,NA,NA,36.76,2.41,NA,NA,97.15,6.22,NA,NA,435,6.31,435.3999,435,271.03,28.36,NA,NA,9.4317,0.21,NA,NA,11.99,1.1,12,11.99,148.21,10.6,NA,NA,50.55,2.74,NA,NA,3.01,0,NA,NA,139.42,9.18,NA,NA,1.925,0.11,NA,NA,124.83,5.7,NA,NA
12/26/18,77.38,6.44,NA,NA,232.64,17.4,232.74,232.66,62.5263,4.22,62.5086,62.5027,183.76,16.79,183.83,183.82,7.738,0.48,NA,NA,99.14,4.45,NA,NA,451.5,41.7,NA,NA,251.62,17.4,251.6,251.59,41.76,0.58,41.8,41.76,50.72,2,50.72,50.7,37.57,2.41,37.56,37.55,99.44,6.22,99.45,99.44,430,6.31,430.3,430.1001,271.03,28.36,NA,NA,9.6007,0.21,9.6007,9.593,12.02,1.1,12.03,12.02,152.17,10.6,152.17,152.16,52.28,2.74,52.29,52.28,3,0,NA,NA,143.24,9.18,143.25,143.24,1.925,0.11,NA,NA,129.57,5.7,129.56,129.52
12/27/18,77.3,6.44,77.04,76.36,239.57,17.4,239.57,239.56,62.3788,4.22,62.3552,62.3434,187.57,16.79,187.57,187.54,7.584,0.48,7.584,7.576,99.22,4.45,99.22,99.2,455,41.7,455.1,455,259.79,17.4,259.77,259.75,43,0.58,43.01,42.96,51.97,2,52.02,51.97,37.24,2.41,37.24,37.23,101.41,6.22,101.4,101.39,426.6001,6.31,426.6001,426.5,273.67,28.36,273.74,273.67,9.616,0.21,9.616,9.6084,12.05,1.1,12.06,12.05,155.12,10.6,155.11,155.04,52.17,2.74,52.18,52.17,2.75,0,NA,NA,143.12,9.18,143.14,143.13,1.945,0.11,1.945,1.9,131.57,5.7,131.63,131.6
12/28/18,77.5,6.44,77.54,77.46,242.25,17.4,242.25,242.21,62.1311,4.22,62.1311,62.1134,188.17,16.79,188.17,188.16,7.678,0.48,7.678,7.67,100.8,4.45,100.9,100.8,462.3,41.7,462.4,462.3,261.26,17.4,261.26,261.1899,43.03,0.58,43.03,42.99,51.97,2,51.98,51.97,36.92,2.41,36.94,36.93,100.6,6.22,100.72,100.71,431,6.31,431,429.8999,276.65,28.36,276.65,276.58,9.6775,0.21,9.6852,9.6775,11.95,1.1,11.96,11.95,155.32,10.6,155.32,155.27,52.57,2.74,52.59,52.58,3.04,0,NA,NA,143.94,9.18,143.95,143.94,1.96,0.11,2,1.92,130.76,5.7,130.74,130.73
12/31/18,77.5,6.44,NA,NA,244.9,17.4,244.88,244.87,62.8035,4.22,62.7976,62.7858,190.31,16.79,190.36,190.35,7.678,0.48,NA,NA,102,4.45,102,101.5,459.2,41.7,460.6,459.2,261.8401,17.4,261.9399,261.8601,43.75,0.58,43.76,43.75,52.295,2,52.3,52.29,38.23,2.41,38.22,38.21,102.12,6.22,102.13,102.12,428.8,6.31,428.8,428.7,280.85,28.36,280.85,280.44,9.8772,0.21,9.8772,9.8695,12.04,1.1,12.06,12.04,157.21,10.6,157.21,157.19,53.22,2.74,53.16,53.15,3.01,0,NA,NA,144.03,9.18,144.02,144,1.945,0.11,1.99,1.945,132.12,5.7,132.12,132.09
01/01/19,77.5,6.44,NA,NA,244.9,17.4,NA,NA,62.8035,4.22,NA,NA,190.31,16.79,NA,NA,7.678,0.48,NA,NA,102,4.45,NA,NA,459.2,41.7,NA,NA,261.8401,17.4,NA,NA,43.75,0.58,NA,NA,52.295,2,NA,NA,38.23,2.41,NA,NA,102.12,6.22,NA,NA,430,6.31,430.3999,430.1001,280.85,28.36,NA,NA,9.8772,0.21,NA,NA,12.04,1.1,NA,NA,157.21,10.6,NA,NA,53.22,2.74,NA,NA,3.01,0,NA,NA,144.03,9.18,NA,NA,1.945,0.11,NA,NA,132.12,5.7,NA,NA
01/02/19,80.4,6.44,80.92,80.24,246.37,17.4,246.37,246.3,63.877,4.22,63.877,63.871,192.56,16.79,192.66,192.55,7.682,0.48,7.698,7.682,101.7,4.45,101.7,101.6,464.9,41.7,464.9,464.7,264.73,17.4,264.6799,264.5801,45.11,0.58,45.13,45.12,51.56,2,51.6,51.57,38.9,2.41,38.9,38.89,103.02,6.22,103.13,103.02,427.2,6.31,427.1001,427,273.88,28.36,273.94,273.88,10.0231,0.21,10.0231,10.0077,11.75,1.1,11.76,11.75,157.26,10.6,157.26,157.19,54,2.74,54,53.96,3.01,0,NA,NA,141.93,9.18,142,141.91,1.91,0.11,1.93,1.9,131.83,5.7,131.81,131.8
01/03/19,77.2,6.44,77.14,76.46,239.92,17.4,239.9,239.8,61.034,4.22,60.9986,60.9868,188.84,16.79,188.94,188.86,7.508,0.48,7.508,7.506,99.22,4.45,99.32,99.22,465,41.7,465.1,465,258.0801,17.4,258,257.95,43.29,0.58,43.29,43.28,51.05,2,51.06,51.05,38.1,2.41,38.11,38.09,99.45,6.22,99.46,99.45,433.3999,6.31,433.7,433.3999,266.7,28.36,267.18,266.7,9.9847,0.21,9.9693,9.9617,11.31,1.1,11.32,11.31,153.37,10.6,153.33,153.28,52.63,2.74,52.63,52.58,2.7,0,NA,NA,140.81,9.18,140.82,140.8,1.925,0.11,1.93,1.9,130.07,5.7,130,129.97
01/04/19,80.64,6.44,81.32,80.64,247.9,17.4,247.86,247.75,63.122,4.22,63.1102,63.1043,195.52,16.79,195.48,195.47,7.816,0.48,7.818,7.816,102.2,4.45,102.25,102,473,41.7,473,472.9,265.04,17.4,265.01,265,46.01,0.58,46.01,46,52.52,2,52.52,52.5,39.63,2.41,39.62,39.59,102.89,6.22,102.9,102.89,445,6.31,445,443.5,279.43,28.36,279.43,279.29,9.9617,0.21,9.9693,9.9617,11.47,1.1,11.48,11.47,157.77,10.6,157.75,157.72,52.87,2.74,52.85,52.83,3.1,0,NA,NA,144.6,9.18,144.61,144.6,1.92,0.11,1.92,1.9,134.62,5.7,134.54,134.52
01/07/19,81.52,6.44,82.98,82.3,249.83,17.4,249.83,249.8,63.0925,4.22,63.0925,63.0748,195.99,16.79,195.98,195.91,7.816,0.48,7.816,7.812,100,4.45,100.05,100,466,41.7,466.1,466,268.0801,17.4,268.23,268.22,48.15,0.58,48.14,48.12,52.71,2,52.72,52.71,39.79,2.41,39.82,39.79,102.52,6.22,102.61,102.52,452.2,6.31,452.2,452,273.94,28.36,273.94,273.88,10.1153,0.21,10.1153,10.0999,11.48,1.1,11.49,11.48,158.65,10.6,158.65,158.61,53.89,2.74,53.89,53.87,3.2,0,NA,NA,143.08,9.18,143.13,143.11,1.9,0.11,1.92,1.9,135.37,5.7,135.36,135.35
01/08/19,83.3,6.44,83.26,82.58,250.96,17.4,250.88,250.87,64.2308,4.22,64.2308,64.2249,194.67,16.79,194.74,194.67,7.926,0.48,7.934,7.926,101.5,4.45,101.5,101.3,474.8,41.7,474.8,474.7,269.8701,17.4,269.8899,269.8799,49.41,0.58,49.42,49.41,54.14,2,54.14,54.1,40.34,2.41,40.33,40.32,104.71,6.22,104.78,104.75,452.3,6.31,453.2,452.3,287.61,28.36,287.61,287.55,10.3457,0.21,10.3534,10.3457,11.46,1.1,11.47,11.46,158.66,10.6,158.62,158.61,54.63,2.74,54.63,54.58,3.19,0,NA,NA,147.16,9.18,147.16,147.11,1.965,0.11,1.98,1.91,135.09,5.7,135.05,135.04
01/09/19,84.4,6.44,84.5,83.82,252.15,17.4,252.17,252.15,64.4786,4.22,64.4668,64.455,192.3,16.79,192.28,192.25,8.044,0.48,8.048,8.044,103.4,4.45,103.55,103.3,486.8,41.7,486.8,486.6,270.54,17.4,270.5601,270.55,50.26,0.58,50.26,50.22,54.33,2,54.33,54.25,40.66,2.41,40.65,40.64,105.34,6.22,105.42,105.35,460,6.31,460,459.8,292.62,28.36,292.62,292.42,10.338,0.21,10.3303,10.3227,11.46,1.1,11.47,11.46,160.9,10.6,160.9,160.87,54.75,2.74,54.75,54.7,3.22,0,NA,NA,148.49,9.18,148.47,148.46,1.965,0.11,1.98,1.905,135.72,5.7,135.72,135.7
01/10/19,83.5,6.44,83.92,83.24,257.6599,17.4,257.6499,257.54,65.1215,4.22,65.1096,65.092,192.53,16.79,192.54,192.53,7.958,0.48,7.992,7.958,103.6,4.45,103.65,103.25,491.4,41.7,491.5,491.4,277.5,17.4,277.46,277.3999,49.69,0.58,49.69,49.68,53.9,2,53.9,53.84,40.63,2.41,40.64,40.63,107.46,6.22,107.49,107.47,454,6.31,454,453.7,290.93,28.36,290.93,290.86,10.2842,0.21,10.2842,10.2766,11.79,1.1,11.8,11.79,162.43,10.6,162.39,162.33,54.85,2.74,54.88,54.83,3.45,0,NA,NA,148.55,9.18,148.66,148.58,1.935,0.11,1.98,1.905,137.75,5.7,137.74,137.71
01/11/19,82.44,6.44,82.84,82.16,256.05,17.4,256.05,255.99,64.8501,4.22,64.856,64.8501,194.52,16.79,194.53,194.49,7.95,0.48,7.962,7.95,102.55,4.45,102.9,102.5,497,41.7,497,495.5,277.73,17.4,277.73,277.6899,49.45,0.58,49.45,49.43,54.39,2,54.38,54.3,40.62,2.41,40.65,40.63,107.45,6.22,107.4,107.39,448.2,6.31,449.7,448.2,294.72,28.36,294.79,294.72,10.4302,0.21,10.4302,10.4225,11.62,1.1,11.63,11.62,163.81,10.6,163.81,163.76,55.61,2.74,55.59,55.58,3.55,0,NA,NA,149.62,9.18,149.58,149.51,1.955,0.11,1.975,1.905,137.36,5.7,137.34,137.33
01/14/19,82.82,6.44,84.04,83.36,259.96,17.4,259.95,259.9299,65.381,4.22,65.3692,65.3574,196.03,16.79,195.99,195.98,7.762,0.48,7.768,7.762,101.1,4.45,101.1,101.05,496.6,41.7,496.7,496.6,277.51,17.4,277.55,277.51,49.78,0.58,49.85,49.78,53.41,2,53.41,53.34,40.55,2.41,40.56,40.55,106.37,6.22,106.39,106.37,440.8,6.31,441.3999,440.8,292.15,28.36,292.22,292.15,10.338,0.21,10.3457,10.338,11.57,1.1,11.58,11.57,164.53,10.6,164.52,164.48,55.78,2.74,55.78,55.72,3.7,0,NA,NA,147.78,9.18,147.78,147.74,1.945,0.11,1.975,1.94,137.61,5.7,137.59,137.58
01/15/19,83.78,6.44,83.76,83.08,258.9399,17.4,258.95,258.8899,65.5048,4.22,65.5284,65.5107,197.49,16.79,197.52,197.5,7.47,0.48,7.476,7.47,100.75,4.45,101.25,100.7,505.8,41.7,505.8,505.6,276,17.4,276.0601,276,49.35,0.58,49.34,49.3,53.94,2,53.94,53.9,41.06,2.41,41.09,41.07,107.99,6.22,107.99,107.98,449.7,6.31,449.7,449.6001,299.8,28.36,299.8,299.46,10.2228,0.21,10.2228,10.2151,11.68,1.1,11.69,11.68,163.14,10.6,163.18,163.13,55.36,2.74,55.36,55.34,3.7,0,NA,NA,149.2,9.18,149.19,149.11,1.98,0.11,2,1.965,137.77,5.7,137.75,137.72
01/16/19,83.54,6.44,84.04,83.36,255.74,17.4,255.74,255.67,65.3928,4.22,65.381,65.3751,195.57,16.79,195.62,195.58,7.622,0.48,7.624,7.622,99.1,4.45,99.48,99.1,505.4,41.7,505.4,505.2,272.3899,17.4,272.3501,272.28,49.63,0.58,49.64,49.59,54.13,2,54.12,54.09,42.01,2.41,42.01,41.98,108.88,6.22,108.87,108.86,458,6.31,458,457.8999,299.8,28.36,299.8,299.66,10.3073,0.21,10.3073,10.2996,11.86,1.1,11.87,11.86,163.6,10.6,163.59,163.58,55.81,2.74,55.86,55.81,3.79,0,NA,NA,150.25,9.18,150.26,150.23,2.01,0.11,2.02,1.985,138.02,5.7,138.04,138.02
01/17/19,83.28,6.44,83.36,82.68,264.0801,17.4,264.0801,264,66.5134,4.22,66.5134,66.5075,197.12,16.79,197.18,197.13,7.592,0.48,7.592,7.59,98.62,4.45,99.1,98.62,497.7,41.7,497.7,497.4,278.8,17.4,278.79,278.7,50.22,0.58,50.23,50.22,55.4,2,55.45,55.4,43.03,2.41,43.05,43.03,110.89,6.22,110.99,110.92,447.2,6.31,447.8,447.2,292.35,28.36,292.35,292.22,10.2382,0.21,10.2535,10.2382,11.79,1.1,11.8,11.79,165.72,10.6,165.76,165.72,56.37,2.74,56.35,56.34,3.83,0,NA,NA,153.56,9.18,153.56,153.54,2.07,0.11,2.07,2.02,139.88,5.7,139.9,139.89
01/18/19,84.68,6.44,84.92,84.24,267.75,17.4,267.8201,267.78,67.1799,4.22,67.1917,67.1799,200.29,16.79,200.34,200.33,7.894,0.48,7.894,7.882,99.82,4.45,99.9,99.82,510,41.7,510,509.8,282.8701,17.4,282.9299,282.8999,50.19,0.58,50.19,50.15,55.79,2,55.82,55.8,44.2,2.41,44.22,44.2,112.01,6.22,112.1,112.01,454.2,6.31,454.2,454.1001,302.91,28.36,302.91,302.57,10.2458,0.21,10.2458,10.2382,12.08,1.1,12.09,12.08,168.58,10.6,168.61,168.58,55.97,2.74,56.04,55.97,3.85,0,NA,NA,154.93,9.18,155.01,154.93,2.07,0.11,2.12,2.06,141.85,5.7,141.75,141.74
01/21/19,85.28,6.44,85.52,84.84,267.75,17.4,NA,NA,67.1799,4.22,NA,NA,200.29,16.79,NA,NA,8.084,0.48,8.084,8.078,100.95,4.45,101,100.95,515,41.7,515,514.6,282.8701,17.4,NA,NA,50.19,0.58,NA,NA,55.79,2,NA,NA,44.2,2.41,NA,NA,112.01,6.22,NA,NA,450.8,6.31,451.8999,450.8,304.53,28.36,304.53,304.47,10.2458,0.21,NA,NA,12.1,1.1,12.11,12.1,168.58,10.6,NA,NA,55.97,2.74,NA,NA,3.85,0,NA,NA,154.93,9.18,NA,NA,2.09,0.11,2.1,2.03,141.85,5.7,NA,NA
01/22/19,84.62,6.44,85.14,84.46,264.73,17.4,264.73,264.6101,65.5048,4.22,65.611,65.6051,196.5,16.79,196.5,196.49,7.986,0.48,7.988,7.978,100.95,4.45,101.15,100.9,511.6,41.7,511.8,511.6,279.5901,17.4,279.8101,279.75,48.7,0.58,48.7,48.69,54.91,2,54.91,54.86,43.57,2.41,43.59,43.58,108.71,6.22,108.7,108.69,454.8,6.31,454.8,454.2,301.22,28.36,301.22,301.15,10.0692,0.21,10.0769,10.0692,12.16,1.1,12.17,12.16,167.22,10.6,167.24,167.23,55.24,2.74,55.28,55.24,4.25,0,NA,NA,154.18,9.18,154.21,154.2,2.1,0.11,2.1,2.08,139.82,5.7,139.83,139.82
01/23/19,87.06,6.44,86.66,85.98,270.23,17.4,270.21,270.1599,69.0319,4.22,69.0496,69.0319,196.61,16.79,196.65,196.61,7.978,0.48,7.978,7.976,98.12,4.45,98.4,98.12,509,41.7,509,508.8,283.51,17.4,283.6499,283.5601,48.06,0.58,48.06,48.03,54.62,2,54.62,54.55,43.2,2.41,43.21,43.2,109.69,6.22,109.74,109.69,456.8,6.31,456.8,455.5,295.53,28.36,295.67,295.53,9.785,0.21,9.8004,9.785,12.35,1.1,12.36,12.35,168.81,10.6,168.81,168.77,55.39,2.74,55.39,55.37,3.9,0,NA,NA,154.82,9.18,154.85,154.84,2.1,0.11,2.11,2.08,140.74,5.7,140.78,140.76
01/24/19,90,6.44,90.76,89.96,269.8201,17.4,269.79,269.78,68.159,4.38,68.1885,68.1767,199.05,16.79,199.14,199.13,8.18,0.48,8.182,8.176,96,4.45,96.2,95.96,513,41.7,513.2,513,285.25,17.4,285.3101,285.28,48.43,0.58,48.44,48.41,55.35,2,55.34,55.27,44.25,2.41,44.25,44.24,110.47,6.22,110.47,110.46,451.8999,6.31,452,451.8999,295.4,28.36,295.47,295.4,9.3549,0.21,9.3626,9.3549,12.55,1.1,12.56,12.55,170.82,10.6,170.76,170.75,53.95,2.74,53.97,53.95,4.03,0,NA,NA,156.04,9.18,156.04,156.02,2.1,0.11,2.14,2.08,141.18,5.7,141.19,141.17
01/25/19,90.6,6.44,90.6,89.82,272.8401,17.4,272.8201,272.8,68.3065,4.38,68.2888,68.277,202.08,16.79,202.13,202.12,8.254,0.48,8.254,8.252,96.08,4.45,96.1,96,511,41.7,511.2,510.8,287.04,17.4,287.04,286.98,49.1,0.58,49.1,49.06,55.07,2,55.06,55.04,45.08,2.41,45.08,45.07,112.06,6.22,112.17,112.06,450.2,6.31,451.5,450.2,293.98,28.36,293.98,293.84,9.2858,0.21,9.2858,9.2781,12.56,1.1,12.57,12.56,171.22,10.6,171.21,171.19,54.21,2.74,54.21,54.19,4.1,0,NA,NA,157.46,9.18,157.46,157.45,2.13,0.11,2.14,2.08,141.71,5.7,141.71,141.67
01/28/19,90.5,6.44,90.84,90.4,274.3,17.4,274.3101,274.3,67.8759,4.38,67.8759,67.8641,204.58,16.79,204.7,204.58,8.298,0.48,8.3,8.286,96.42,4.45,96.48,96.4,504.4,41.7,504.4,504.2,287.8701,17.4,287.8501,287.72,49.1,0.58,49.15,49.12,54.19,2,54.19,54.14,45.17,2.41,45.2,45.17,112.28,6.22,112.29,112.28,450,6.31,450,449.2,290.39,28.36,290.39,290.32,9.232,0.21,9.232,9.2243,12.53,1.1,12.54,12.53,172.19,10.6,172.18,172.16,54.14,2.74,54.14,54.12,3.98,0,NA,NA,156.14,9.18,156.05,156.03,2.13,0.11,NA,NA,140.48,5.7,140.47,140.44
