Name,RHEINMETALL,RHEINMETALL - EARNINGS PER SHR,RHEINMETALL - ASK PRICE,RHEINMETALL - BID PRICE,NORTHROP GRUMMAN,NORTHROP GRUMMAN - EARNINGS PER SHR,NORTHROP GRUMMAN - ASK PRICE,NORTHROP GRUMMAN - BID PRICE,RAYTHEON TECHNOLOGIES,RAYTHEON TECHNOLOGIES - EARNINGS PER SHR,RAYTHEON TECHNOLOGIES - ASK PRICE,RAYTHEON TECHNOLOGIES - BID PRICE,HNTGTN.INGALLS INDS.,HNTGTN.INGALLS INDS. - EARNINGS PER SHR,HNTGTN.INGALLS INDS. - ASK PRICE,HNTGTN.INGALLS INDS. - BID PRICE,LEONARDO,LEONARDO - EARNINGS PER SHR,LEONARDO - ASK PRICE,LEONARDO - BID PRICE,THALES,THALES - EARNINGS PER SHR,THALES - ASK PRICE,THALES - BID PRICE,BAE SYSTEMS,BAE SYSTEMS - EARNINGS PER SHR,BAE SYSTEMS - ASK PRICE,BAE SYSTEMS - BID PRICE,LOCKHEED MARTIN,LOCKHEED MARTIN - EARNINGS PER SHR,LOCKHEED MARTIN - ASK PRICE,LOCKHEED MARTIN - BID PRICE,AXON ENTERPRISE,AXON ENTERPRISE - EARNINGS PER SHR,AXON ENTERPRISE - ASK PRICE,AXON ENTERPRISE - BID PRICE,MANTECH INTL.'A',MANTECH INTL.'A' - EARNINGS PER SHR,MANTECH INTL.'A' - ASK PRICE,MANTECH INTL.'A' - BID PRICE,BWX TECHNOLOGIES,BWX TECHNOLOGIES - EARNINGS PER SHR,BWX TECHNOLOGIES - ASK PRICE,BWX TECHNOLOGIES - BID PRICE,CURTISS WRIGHT,CURTISS WRIGHT - EARNINGS PER SHR,CURTISS WRIGHT - ASK PRICE,CURTISS WRIGHT - BID PRICE,ELBIT SYSTEMS,ELBIT SYSTEMS - EARNINGS PER SHR,ELBIT SYSTEMS - ASK PRICE,ELBIT SYSTEMS - BID PRICE,ROLLS-ROYCE HOLDINGS,ROLLS-ROYCE HOLDINGS - EARNINGS PER SHR,ROLLS-ROYCE HOLDINGS - ASK PRICE,ROLLS-ROYCE HOLDINGS - BID PRICE,SMITH WESSON BRANDS,SMITH WESSON BRANDS - EARNINGS PER SHR,SMITH WESSON BRANDS - ASK PRICE,SMITH WESSON BRANDS - BID PRICE,ASELSAN ELNK.SANVETC.,ASELSAN ELNK.SANVETC. - EARNINGS PER SHR,ASELSAN ELNK.SANVETC. - ASK PRICE,ASELSAN ELNK.SANVETC. - BID PRICE,GENERAL DYNAMICS,GENERAL DYNAMICS - EARNINGS PER SHR,GENERAL DYNAMICS - ASK PRICE,GENERAL DYNAMICS - BID PRICE,STURM RUGER & CO,STURM RUGER & CO - EARNINGS PER SHR,STURM RUGER & CO - ASK PRICE,STURM RUGER & CO - BID PRICE,AMMO,AMMO - EARNINGS PER SHR,AMMO - ASK PRICE,AMMO - BID PRICE,CACI INTERNATIONAL 'A',CACI INTERNATIONAL 'A' - EARNINGS PER SHR,CACI INTERNATIONAL 'A' - ASK PRICE,CACI INTERNATIONAL 'A' - BID PRICE,AUSTAL,AUSTAL - EARNINGS PER SHR,AUSTAL - ASK PRICE,AUSTAL - BID PRICE,HONEYWELL INTL.,HONEYWELL INTL. - EARNINGS PER SHR,HONEYWELL INTL. - ASK PRICE,HONEYWELL INTL. - BID PRICE
01/29/19,90.86,6.44,91.64,90.86,280.1299,17.4,280.1799,280.1299,69.5038,4.38,69.5038,69.492,206.45,16.79,206.53,206.45,8.318,0.48,8.318,8.314,95.9,4.45,96.02,95.88,512.8,41.7,513,512.6,292.05,17.4,292.0701,292.05,49.04,0.58,49.04,49.02,54.57,2,54.62,54.57,45.59,2.41,45.61,45.59,112.76,6.22,112.82,112.81,449.3,6.31,449.3,449.2,294.86,28.36,294.99,294.86,9.0938,0.21,9.1014,9.0938,12.77,1.1,12.77,12.76,176,10.6,176.06,176,53.4,2.74,53.4,53.37,4.08,0,NA,NA,157.7,9.18,157.77,157.7,2.05,0.11,2.07,2,141.74,5.7,141.75,141.74
01/30/19,92,6.44,92.04,91.26,280.8201,17.4,280.8201,280.76,70.2587,4.38,70.2646,70.2587,208.79,16.79,208.85,208.75,8.35,0.48,8.35,8.34,97.78,4.45,97.8,97.78,514,41.7,514.2,514,291.6699,17.4,291.6699,291.6001,49.74,0.58,49.76,49.74,55.12,2,55.12,55.11,45.94,2.41,45.95,45.94,113.69,6.22,113.69,113.68,448.1001,6.31,448.1001,447.6001,299.86,28.36,300.07,299.86,9.2167,0.21,9.2167,9.209,13.18,1.1,13.19,13.18,170.91,10.6,170.92,170.89,53.34,2.74,53.37,53.36,4.25,0,NA,NA,158.84,9.18,158.78,158.77,2.02,0.11,2.03,2.01,143.28,5.7,143.28,143.25
01/31/19,91.2,6.44,91.18,90.4,275.55,17.4,275.6399,275.6299,69.6394,4.38,69.6571,69.6512,206.45,16.79,206.45,206.38,8.458,0.48,8.458,8.444,96.66,4.45,96.68,96.66,511.8,41.7,511.8,511.6,289.6899,17.44,289.6499,289.6399,51.01,0.58,51.01,50.98,56.37,2,56.39,56.37,46.42,2.41,46.42,46.4,113.52,6.22,113.58,113.53,449.2,6.31,450,449.2,299.25,28.36,299.25,299.12,9.2704,0.21,9.2704,9.2627,12.85,1.1,12.86,12.85,171.17,10.6,171.14,171.1,54.48,2.74,54.51,54.48,4.13,0,NA,NA,167.18,9.18,167.33,167.18,2,0.11,2.03,1.98,143.63,5.7,143.67,143.66
02/01/19,90.84,6.44,91.5,90.72,272.96,17.4,272.8899,272.8799,70.1762,4.38,70.1585,70.1526,206.37,16.79,206.34,206.33,8.548,0.48,8.548,8.514,98.78,4.45,98.84,98.78,516.4,41.7,516.4,516.2,290.5801,17.44,290.55,290.46,50.65,0.58,50.65,50.64,56.84,2,56.85,56.84,46.8,2.41,46.81,46.8,113,6.22,113,112.95,451.7,6.31,451.7,451.3999,304.53,28.36,304.6,304.53,9.2551,0.21,9.2627,9.2551,12.43,1.1,12.44,12.43,169.03,11.18,169.02,168.98,53.97,2.74,54,53.97,4,0,NA,NA,168.44,9.87,168.43,168.41,2,0.11,2.03,1.99,144.71,5.7,144.49,144.47
02/04/19,90.68,6.44,91,90.22,278.73,18.01,278.74,278.73,70.2705,4.38,70.2882,70.2823,211.33,16.79,211.36,211.33,8.652,0.48,8.652,8.65,99.42,4.45,99.42,99.34,512.8,41.7,513.2,512.8,298.77,17.44,298.8401,298.77,52.91,0.58,52.95,52.91,58.44,2,58.49,58.47,48.05,2.41,48.08,48.05,114.16,6.22,114.22,114.17,445.1001,6.31,445.5,445.1001,303.86,28.36,303.92,303.86,9.2858,0.21,9.2935,9.2858,12.16,1.1,12.17,12.16,174.61,11.18,174.56,174.55,54.93,2.74,54.97,54.96,4,0,NA,NA,172.42,9.87,172.43,172.42,2.15,0.11,2.17,2.11,147.93,5.7,147.91,147.9
02/05/19,91.14,6.44,91.52,90.74,278.46,18.01,278.3101,278.29,71.2319,4.38,71.2024,71.1965,211.81,16.79,211.78,211.76,8.742,0.48,8.748,8.742,102.05,4.45,102.1,102,521.8,41.7,522,521.8,299.46,17.44,299.3601,299.3,52.5,0.58,52.5,52.49,59.18,2,59.17,59.16,48.4,2.41,48.4,48.39,116.17,6.22,116.21,116.17,451,6.31,451,450,309.61,28.36,309.61,309.34,9.9002,0.21,9.9309,9.9233,11.96,1.1,11.97,11.96,172.22,11.18,172.22,172.2,57.1,2.74,57.1,57.09,4,0,NA,NA,175.32,9.87,175.31,175.23,2.15,0.11,2.17,2.13,148.69,6.14,148.67,148.65
02/06/19,92.5,6.44,92.78,92,280.4099,18.01,280.49,280.4299,71.5799,4.38,71.5976,71.5799,211.07,16.79,211.11,211.09,8.828,0.48,8.832,8.828,102.2,4.45,102.3,102.2,522.8,41.7,522.8,522.6,299.8301,17.44,299.8999,299.8301,52.12,0.58,52.13,52.12,58.64,2,58.64,58.61,48.53,2.41,48.54,48.51,116.16,6.22,116.16,116.13,453.7,6.31,453.8,453.7,307.78,28.36,307.78,307.71,9.616,0.21,9.6237,9.616,11.88,1.1,11.89,11.88,172.76,11.18,172.76,172.73,57.14,2.74,57.15,57.14,4,0,NA,NA,175.51,9.87,175.59,175.51,2.13,0.11,2.14,2.11,148.9,6.14,148.89,148.88
02/07/19,90.38,6.44,91.14,90.36,278.53,18.01,278.6201,278.55,71.2024,4.38,71.2437,71.2378,210.24,16.79,210.23,210.18,8.528,0.48,8.54,8.528,99.66,4.45,99.66,99.64,518.4,41.7,518.8,518.4,300.1299,17.44,300.1599,300.1299,51.98,0.58,51.97,51.95,58.19,2,58.19,58.18,48.59,2.41,48.59,48.58,115.71,6.22,115.72,115.71,457.3999,6.31,457.3999,457.2,305.48,28.36,305.68,305.48,9.4394,0.21,9.4471,9.4394,11.9,1.1,11.91,11.9,173.59,11.18,173.61,173.6,56.26,2.74,56.27,56.26,3.89,0,NA,NA,175.62,9.87,175.59,175.58,2.15,0.11,2.22,2.11,148.15,6.14,148.14,148.12
02/08/19,89.78,6.44,91.06,90.28,280.6201,18.01,280.5901,280.55,72.2464,4.38,72.2582,72.2464,209.26,16.79,209.29,209.21,8.552,0.48,8.552,8.548,100.15,4.45,100.2,100.15,520.2,41.7,520.2,519.8,301.5,17.44,301.5,301.49,51.43,0.58,51.44,51.43,58.01,2,58.01,57.98,48.42,2.41,48.42,48.41,116.41,6.22,116.5,116.49,457.8,6.31,457.8,456.3,305.07,28.36,305.07,304.8,9.2551,0.21,9.2704,9.2627,11.86,1.1,11.87,11.86,172.12,11.18,172.06,172.05,55.97,2.74,55.97,55.96,3.89,0,NA,NA,175.53,9.87,175.51,175.5,2.19,0.11,2.19,2.17,148.61,6.14,148.64,148.63
02/11/19,89.94,6.44,89.94,89.5,281.47,18.01,281.3101,281.3,72.3821,4.38,72.3762,72.3644,210.55,16.79,210.49,210.47,8.666,0.48,8.672,8.666,100.6,4.45,100.6,100.45,520.6,41.7,520.8,520.6,300.04,17.44,300.0901,300.0801,53.13,0.58,53.13,53.12,57.27,2,57.27,57.25,48.62,2.41,48.62,48.61,115.77,6.22,115.77,115.72,461.5,6.31,461.5,460.8999,309.41,28.36,309.61,309.41,9.3088,0.21,9.3088,9.3011,12.23,1.1,12.24,12.23,170.93,11.18,170.93,170.91,56.34,2.74,56.4,56.34,4,0,NA,NA,174.05,9.87,174.06,174.05,2.2,0.11,2.2,2.18,148.48,6.14,148.47,148.46
02/12/19,91.7,6.44,91.78,90.98,284.0801,18.01,284.0701,284.01,73.1252,4.38,73.1134,73.1075,214.27,16.79,214.31,214.27,8.76,0.48,8.76,8.754,100.25,4.45,100.5,100.25,515,41.7,515.4,515,304.1101,17.44,304.0901,304.0601,53.3,0.58,53.28,53.26,57.4,2,57.39,57.38,49.13,2.41,49.14,49.13,117.51,6.22,117.49,117.48,461.6001,6.31,462,461.6001,309.14,28.36,309.14,308.93,9.4548,0.21,9.4548,9.4471,11.81,1.1,11.82,11.81,172.76,11.18,172.75,172.72,57.22,2.74,57.23,57.22,3.87,0,NA,NA,174.04,9.87,174.04,174.03,2.22,0.11,2.22,2.21,150.36,6.14,150.36,150.35
02/13/19,92.5,6.44,92.94,92.54,283.3,18.01,283.29,283.21,73.3848,4.38,73.3848,73.373,215.99,16.79,216.03,215.88,8.846,0.48,8.846,8.842,101.4,4.45,101.4,101.25,517.4,41.7,517.4,517,304.4199,17.44,304.4199,304.3501,53.7,0.58,53.73,53.7,57.2,2,57.19,57.18,49.39,2.41,49.39,49.38,117.98,6.22,117.98,117.94,466,6.31,466,465.2,318.61,28.36,318.61,318.14,9.4087,0.21,9.4087,9.401,11.67,1.1,11.68,11.67,173.48,11.18,173.46,173.44,57.37,2.74,57.39,57.37,3.75,0,NA,NA,176.92,9.87,176.92,176.88,2.24,0.11,2.24,2.18,151.48,6.14,151.5,151.48
02/14/19,92.52,6.44,93.44,92.66,280.6001,18.01,280.5701,280.51,73.2137,4.38,73.2196,73.2078,214.48,16.79,214.43,214.42,8.774,0.48,8.78,8.774,104.2,4.45,104.2,103.75,526,41.7,526,525.8,301,17.44,300.97,300.9399,54.59,0.58,54.6,54.59,57.18,2,57.19,57.18,50.09,2.41,50.08,50.07,118.12,6.22,118.12,118.08,470.7,6.31,470.8999,470.7,321.05,28.36,321.18,321.05,9.4932,0.21,9.5008,9.4932,11.99,1.1,12,11.99,172.1,11.18,172.1,172.09,57.78,2.74,57.78,57.74,3.7,0,NA,NA,178.21,9.87,178.21,178.2,2.25,0.11,2.27,2.2,150.52,6.14,150.53,150.52
02/15/19,92.4,6.44,92.7,92.3,286.98,18.01,286.98,286.9199,75.3547,4.38,75.3842,75.3665,219.7,19.09,219.72,219.6,8.904,0.48,8.904,8.902,106.85,4.45,106.85,106.1,527,41.7,527.2,527,307.23,17.44,307.25,307.23,55.43,0.58,55.46,55.43,58.64,2,58.67,58.65,51.45,2.41,51.44,51.43,120.13,6.22,120.19,120.17,476.5,6.31,476.5,476.2,328.69,28.36,328.69,328.22,9.7236,0.21,9.7389,9.7312,12.17,1.1,12.18,12.17,175.24,11.18,175.35,175.31,58.99,2.74,59.02,58.99,3.69,0,NA,NA,180.06,9.87,180.1,180.06,2.28,0.11,2.3,2.26,153.32,6.14,153.32,153.31
02/18/19,93.42,6.44,94.18,93.4,286.98,18.01,NA,NA,75.3547,4.38,NA,NA,219.7,19.09,NA,NA,8.932,0.48,8.932,8.93,107.15,4.45,107.3,107,524.8,41.7,525,524.8,307.23,17.44,NA,NA,55.43,0.58,NA,NA,58.64,2,NA,NA,51.45,2.41,NA,NA,120.13,6.22,NA,NA,474.8,6.31,474.3999,474.3,328.9,28.36,329.03,328.9,9.7236,0.21,NA,NA,12.27,1.1,12.27,12.26,175.24,11.18,NA,NA,58.99,2.74,NA,NA,3.69,0,NA,NA,180.06,9.87,NA,NA,2.31,0.11,2.33,2.27,153.32,6.14,NA,NA
02/19/19,92.98,6.44,93.72,92.94,287.3501,18.01,287.3601,287.3501,75.8738,4.38,75.8915,75.8856,218,19.09,217.99,217.98,8.8,0.48,8.802,8.796,106.95,4.45,106.95,106.8,511.6,41.7,511.8,511.6,305.1799,17.44,305.1101,305.05,55.81,0.58,55.83,55.81,57.92,2,57.92,57.88,51.54,2.41,51.54,51.53,120.08,6.22,120.07,120.06,477,6.31,477.3,477,329.84,28.36,330.05,329.84,9.8772,0.21,9.8849,9.8772,12.15,1.1,12.16,12.15,174.78,11.18,174.79,174.78,59.05,2.74,59.06,59.05,3.45,0,NA,NA,180.13,9.87,180.14,180.12,2.29,0.11,2.3,2.25,153.28,6.14,153.29,153.28
02/20/19,94.52,6.44,95,94.8,288.22,18.01,288.3301,288.22,75.7499,4.38,75.7617,75.744,220.83,19.09,220.83,220.76,8.918,0.48,8.92,8.916,107.25,4.45,107.4,107.25,504.4,41.7,505.8,504.4,307.2,17.44,307.2,307.1499,56,0.58,56,55.99,58.47,2,58.47,58.39,51.84,2.41,51.85,51.83,121.19,6.22,121.23,121.19,482,6.31,482,481.8,334.45,28.36,334.65,334.45,9.9002,0.21,9.9002,9.8925,12.27,1.1,12.28,12.27,174.45,11.18,174.53,174.52,59.56,2.74,59.56,59.49,3.5,0,NA,NA,182.69,9.87,182.67,182.66,2.35,0.11,2.35,2.25,154.58,6.14,154.63,154.62
02/21/19,93.58,6.44,93.92,93.14,287.5,18.01,287.5801,287.5,74.5054,4.38,74.5054,74.4936,217.04,19.09,217.02,217,8.65,0.48,8.658,8.65,107,4.45,107.1,106.9,464.8,42.9,464.8,464.4,304.51,17.44,304.5701,304.51,55.49,0.58,55.51,55.49,54.03,2,54.05,54.03,51.88,2.41,51.88,51.85,120.96,6.22,120.96,120.9,481.3999,6.31,481.3999,480,332.14,28.36,332.14,331.87,9.785,0.21,9.785,9.7773,12.56,1.1,12.57,12.56,171.63,11.18,171.63,171.6,57.77,2.74,57.77,57.76,3.44,0,NA,NA,182,9.87,182.11,182,2.37,0.11,2.38,2.35,152.61,6.14,152.64,152.61
02/22/19,93.84,6.44,94.14,93.36,288.71,18.01,288.6799,288.6699,75.3606,4.38,75.3547,75.3488,217.11,19.09,217.12,217.11,8.758,0.48,8.758,8.754,107.65,4.45,107.7,107.6,470.8,42.9,470.8,470.3,307.1299,17.44,307.1499,307.1299,55.74,0.58,55.78,55.74,53.24,2,53.24,53.23,53.03,2.41,53.03,53.02,121.42,6.22,121.39,121.37,480.6001,6.31,480.6001,479.7,332.21,28.36,332.21,332.14,9.8465,0.21,9.8541,9.8465,12.83,1.1,12.83,12.82,172.54,11.18,172.58,172.54,59.2,2.74,59.23,59.2,3.6,0,NA,NA,183.88,9.87,183.99,183.88,2.33,0.11,2.36,2.28,153.2,6.14,153.22,153.21
02/25/19,96.14,6.44,95.98,95.2,287.05,18.01,287.05,287,75.6555,4.38,75.6496,75.632,213.6,19.09,213.61,213.6,8.87,0.48,8.87,8.868,109,4.45,109.1,108.85,475.9,42.9,475.9,475.8,305.97,17.44,305.8401,305.76,58.05,0.58,58.06,58.05,53.89,2.06,53.89,53.83,52.87,2.41,52.91,52.87,121.62,6.22,121.62,121.6,483.3999,6.31,483.3999,483,330.79,28.36,330.79,330.66,9.6544,0.21,9.6621,9.6544,12.55,1.1,12.56,12.55,173.14,11.18,173.15,173.14,58.82,2.88,58.85,58.82,3.6,0,NA,NA,182.58,9.87,182.63,182.59,2.33,0.11,2.37,2.33,154.06,6.14,154.04,154.01
02/26/19,94.48,6.44,94.98,94.2,286.55,18.01,286.5601,286.55,75.0186,4.38,75.0244,75.0186,212.03,19.09,212.13,212.06,8.928,0.48,8.928,8.92,107.9,4.62,107.9,107.75,472.6,42.9,472.6,472.5,305.8799,17.44,305.8301,305.76,60.22,0.58,60.22,60.2,53.33,2.06,53.32,53.29,53.08,2.41,53.08,53.07,119.2,6.22,119.2,119.19,488.7,6.31,488.7,488.6001,330.25,28.36,330.32,330.25,9.6237,0.21,9.6314,9.6237,12.82,1.07,12.82,12.81,170,11.18,170,169.99,57.88,2.88,57.9,57.88,3.3,0,NA,NA,179.61,9.87,179.7,179.69,2.35,0.11,2.38,2.3,153.92,6.14,153.94,153.93
02/27/19,93.92,6.44,94.18,93.38,286.77,18.01,286.8201,286.77,74.8475,4.38,74.8652,74.8475,210.24,19.09,210.24,210.2,8.94,0.48,8.944,8.936,107.15,4.62,107.15,107.1,469.7,42.9,469.7,469.6,307.5801,17.44,307.6001,307.5801,55.49,0.58,55.46,55.45,54.44,2.06,54.44,54.39,53.13,2.41,53.14,53.13,124.26,6.22,124.27,124.26,482,6.31,482.2,482,332.55,28.36,332.55,332.48,9.8311,0.21,9.8311,9.8234,12.28,1.07,12.28,12.27,169.34,11.18,169.39,169.35,58.16,2.88,58.16,58.14,3.35,0,NA,NA,180.98,9.87,180.98,180.95,2.35,0.11,2.38,2.31,154.6,6.14,154.62,154.6
02/28/19,94.24,6.44,94.9,94.1,289.96,18.01,290.01,290,74.122,4.38,74.1338,74.1279,209.41,19.09,209.38,209.37,8.866,0.48,8.87,8.866,108.25,4.62,108.35,108.2,466,42.9,466.3,466,309.4099,17.44,309.4099,309.3899,53.83,0.58,53.83,53.82,54.35,2.06,54.36,54.35,52.35,2.41,52.35,52.34,123.29,6.43,123.29,123.28,477.2,6.31,478,477.2,323.14,5.89,323.14,323.08,9.6391,0.21,9.6391,9.6237,12.26,1.07,12.28,12.26,170.22,11.18,170.22,170.2,56.95,2.88,56.95,56.89,3.3,0,NA,NA,182.26,9.87,182.29,182.28,2.22,0.11,2.22,2.2,154.07,6.14,154.06,154.04
03/01/19,102.65,7.1,102.95,102.35,287,18.01,287.0601,287.05,74.181,4.38,74.1928,74.1869,210,19.09,210.06,210.02,8.812,0.48,8.816,8.81,107.15,4.62,107.25,107.1,470.2,42.9,470.2,470,309.47,17.44,309.6299,309.54,54.45,0.58,54.47,54.45,54.98,2.06,54.99,54.98,51.76,2.41,51.75,51.74,122.59,6.43,122.66,122.6,477.2,6.31,478,477.2,306.23,5.89,306.29,306.23,9.954,0.21,9.954,9.9463,11.92,1.07,11.92,11.91,169.28,11.18,169.34,169.31,57.51,2.88,57.54,57.53,3.15,0,NA,NA,184.31,9.87,184.31,184.3,2.2,0.11,2.2,2.14,155.72,6.14,155.68,155.67
03/04/19,101,7.1,101.5,100.9,283.1001,18.01,283.27,283.24,74.1633,4.38,74.1869,74.181,206.37,19.09,206.42,206.37,8.7,0.48,8.708,8.7,107.6,4.62,107.6,107.4,475.6,42.9,475.7,475.6,304.6899,17.44,304.8301,304.76,51.2,0.51,51.21,51.2,54.81,2.06,54.83,54.8,50.46,2.41,50.47,50.46,121.08,6.43,121.09,121.08,483,6.31,483,482.8,302.91,5.89,302.91,302.84,9.017,0.21,9.0246,9.017,12.04,1.07,12.05,12.04,166.75,11.18,166.8,166.76,53.84,2.88,53.8,53.79,3.1,0,NA,NA,182.83,9.87,182.87,182.83,2.18,0.11,2.19,2.18,154.5,6.14,154.55,154.54
03/05/19,101.3,7.1,103.3,102.5,282.8701,18.01,282.9099,282.8999,74.2813,4.38,74.299,74.2931,206.45,19.09,206.5,206.48,8.776,0.48,8.776,8.76,109.3,4.62,109.5,109.15,476.8,42.9,476.8,476.6,305.76,17.44,305.8401,305.77,51.4,0.51,51.44,51.4,54.39,2.06,54.39,54.38,50.42,2.13,50.42,50.41,120.4,6.43,120.4,120.39,481.3999,6.31,481.3999,481,308.93,5.89,308.93,308.86,8.7481,0.21,8.7481,8.7405,12.13,1.07,12.13,12.12,168.03,11.18,168.11,168.1,52.25,2.88,52.26,52.24,3.1,0,NA,NA,181.58,9.87,181.58,181.49,2.2,0.11,2.2,2.17,154.15,6.14,154.17,154.16
03/06/19,102.5,7.1,102.7,101.9,280.46,18.01,280.47,280.46,73.9569,4.38,73.9746,73.9687,204.57,19.09,204.57,204.56,8.78,0.48,8.78,8.758,108.1,4.62,108.5,108.1,477.4,42.9,477.4,476.8,303.3201,17.44,303.3799,303.3701,49.98,0.51,50.02,49.98,53.42,2.06,53.46,53.42,49.08,2.13,49.08,49.06,117.44,6.43,117.44,117.43,479,6.31,479.5,479,304.53,5.89,304.74,304.53,8.5792,0.21,8.5945,8.5792,11.94,1.07,11.95,11.94,166.47,11.18,166.51,166.47,51.63,2.88,51.63,51.6,3.03,0,NA,NA,179.26,9.87,179.26,179.25,2.25,0.11,2.3,2.21,153.74,6.14,153.77,153.76
03/07/19,99.54,7.1,100.15,99.4,276.4399,18.01,276.51,276.45,73.4084,4.38,73.4084,73.3907,201.46,19.09,201.44,201.43,8.63,0.48,8.63,8.628,106.45,4.62,107.05,106.45,472.3,42.9,472.4,472.3,303.01,17.44,303.01,303,48.47,0.51,48.47,48.45,53.2,2.06,53.21,53.19,49.3,2.13,49.29,49.28,115.89,6.43,115.93,115.9,479.8999,6.31,479.8,479.5,304.53,5.89,304.6,304.53,8.7328,0.21,8.7405,8.7328,11.5,1.07,11.51,11.5,166.34,11.18,166.35,166.34,51.66,2.88,51.69,51.67,3.2,0,NA,NA,179.34,9.87,179.34,179.26,2.3,0.11,2.35,2.29,152.48,6.14,152.51,152.5
03/08/19,97.56,7.1,98.5,97.72,275.96,18.01,276.05,276.03,73.1488,4.38,73.1547,73.1429,200.12,19.09,200.12,200.09,8.482,0.48,8.482,8.474,108.05,4.62,108.05,107.65,465,42.9,465,464.9,300.95,17.44,300.95,300.9299,46.86,0.51,46.87,46.86,53.92,2.06,54.01,53.93,48.71,2.13,48.71,48.7,114.57,6.43,114.57,114.55,477.8,6.31,477.3999,476.6001,298.38,5.89,298.65,298.38,7.6498,0.21,7.6575,7.6498,11.37,1.07,11.37,11.36,166.14,11.18,166.15,166.11,51.11,2.88,51.14,51.12,3,0,NA,NA,179.36,9.87,179.44,179.37,2.3,0.11,2.35,2.28,151.59,6.14,151.61,151.57
03/11/19,98.6,7.1,99.26,98.48,279.22,18.01,279.29,279.21,74.3226,4.38,74.3344,74.3167,200.52,19.09,200.52,200.49,8.636,0.48,8.636,8.634,107.5,4.62,107.6,107.45,465.7,42.9,465.8,465.7,304.3999,17.44,304.3799,304.3601,47.97,0.51,47.99,47.97,54.23,2.06,54.23,54.17,49.05,2.13,49.06,49.05,114.29,6.43,114.37,114.33,482.7,6.31,482.7,481.7,299.59,5.89,299.59,299.46,7.4117,0.23,7.4117,7.404,11.12,1.07,11.13,11.12,169.51,11.18,169.54,169.51,50.62,2.88,50.62,50.61,3.2,0,NA,NA,182.14,9.87,182.14,182.13,2.32,0.11,2.33,2.28,153.19,6.14,153.19,153.16
03/12/19,98,7.1,98.64,97.86,275.1699,18.01,275.25,275.21,73.5322,4.38,73.5735,73.5558,203.69,19.09,203.78,203.72,8.72,0.48,8.72,8.714,106.65,4.62,106.85,106.6,467.7,42.9,467.8,467.7,301.9199,17.44,301.9199,301.8501,48.33,0.51,48.34,48.32,53.78,2.06,53.77,53.71,49.64,2.13,49.65,49.64,114.3,6.43,114.32,114.31,473.1001,6.31,474,473.1001,300.2,5.89,300.34,300.2,7.358,0.23,7.3656,7.358,11.58,1.07,11.58,11.57,168.77,11.18,168.81,168.77,50.79,2.88,50.83,50.79,2.93,0,NA,NA,180.61,9.87,180.7,180.59,2.33,0.11,2.34,2.28,153.5,6.14,153.51,153.5
03/13/19,99.78,7.1,99.78,98.98,279.1599,18.01,279.2,279.1699,74.6942,4.38,74.6942,74.6882,207.83,19.09,207.93,207.88,8.634,0.89,8.644,8.634,107.15,4.62,107.15,106.8,462.6,42.9,462.8,462.6,303.45,17.44,303.3899,303.3799,47.63,0.51,47.63,47.59,53.43,2.06,53.44,53.42,49.55,2.13,49.55,49.54,115.03,6.43,115.05,115.04,472.8999,6.31,472.8999,472.1001,300.88,5.89,300.88,300.68,7.189,0.23,7.1967,7.189,11.32,1.07,11.33,11.32,171.72,11.18,171.73,171.72,50.56,2.88,50.6,50.56,2.8,0,NA,NA,183.52,9.87,183.58,183.52,2.34,0.11,2.35,2.3,155.04,6.14,155.04,155.01
03/14/19,99,7.1,98.98,98.2,274.75,18.01,274.75,274.6899,74.8416,4.38,74.8357,74.8298,207.3,19.09,207.36,207.3,9.776,0.89,9.776,9.77,109.4,4.62,109.45,109.3,470.4,42.9,470.4,470,298.51,17.44,298.55,298.48,47.05,0.51,47.05,47.04,54.02,2.06,54.03,54.02,49.09,2.13,49.09,49.08,114.63,6.43,114.63,114.58,465.7,6.31,465.7,465.3,304.06,5.89,304.06,303.92,7.1813,0.23,7.189,7.1813,11.49,1.07,11.49,11.48,169.59,11.18,169.61,169.6,50.01,2.88,50.05,50.01,3.1,0,NA,NA,185.5,9.87,185.5,185.46,2.34,0.11,2.35,2.28,155.25,6.14,155.29,155.27
03/15/19,100.2,7.1,100.3,99.7,271.21,18.01,271.25,271.21,74.2695,4.38,74.3108,74.3049,204.41,19.09,204.33,204.32,9.948,0.89,9.95,9.946,110.35,4.62,110.4,110.35,477.9,42.9,477.9,477.3,296.1499,17.44,296.23,296.22,47.96,0.51,47.99,47.97,53.52,2.06,53.48,53.47,49.4,2.13,49.36,49.35,112.25,6.43,112.32,112.31,470.3,6.31,470.3999,470.3,303.72,5.89,304.06,303.72,7.4424,0.23,7.4117,7.404,11.59,1.07,11.59,11.57,169.79,11.18,169.61,169.6,50.35,2.88,50.34,50.33,3.1,0,NA,NA,183.56,9.87,183.56,183.51,2.34,0.11,2.35,2.29,155.35,6.14,155.36,155.35
