Name,IMPERIAL BRANDS ADR 1:1,IMPERIAL BRANDS ADR 1:1 - EARNINGS PER SHR,#ERROR,#ERROR,VECTOR GROUP,VECTOR GROUP - EARNINGS PER SHR,VECTOR GROUP - ASK PRICE,VECTOR GROUP - BID PRICE,BRITISH AMERICAN TOBACCO,BRITISH AMERICAN TOBACCO - EARNINGS PER SHR,BRITISH AMERICAN TOBACCO - ASK PRICE,BRITISH AMERICAN TOBACCO - BID PRICE,TAAT GLOBAL (FRA) ALTERNATIVES,#ERROR,TAAT GLOBAL (FRA) ALTERNATIVES - ASK PRICE,TAAT GLOBAL (FRA) ALTERNATIVES - BID PRICE,CONSTELLATION BRANDS 'A',CONSTELLATION BRANDS 'A' - EARNINGS PER SHR,CONSTELLATION BRANDS 'A' - ASK PRICE,CONSTELLATION BRANDS 'A' - BID PRICE,TURNING POINT BRANDS,TURNING POINT BRANDS - EARNINGS PER SHR,TURNING POINT BRANDS - ASK PRICE,TURNING POINT BRANDS - BID PRICE,RLX TECH.AMER.DEPY. SHS. 1:1,RLX TECH.AMER.DEPY. SHS. 1:1 - EARNINGS PER SHR,RLX TECH.AMER.DEPY. SHS. 1:1 - ASK PRICE,RLX TECH.AMER.DEPY. SHS. 1:1 - BID PRICE,PHILIP MORRIS INTL.,PHILIP MORRIS INTL. - EARNINGS PER SHR,PHILIP MORRIS INTL. - ASK PRICE,PHILIP MORRIS INTL. - BID PRICE,GUDANG GARAM,GUDANG GARAM - EARNINGS PER SHR,GUDANG GARAM - ASK PRICE,GUDANG GARAM - BID PRICE
Code,@IMBBY(P),@IMBBY(EPS),,,U:VGR(P),U:VGR(EPS),U:VGR(PA),U:VGR(PB),BATS(P),BATS(EPS),BATS(PA),BATS(PB),D:2TP(P),,D:2TP(PA),D:2TP(PB),U:STZ(P),U:STZ(EPS),U:STZ(PA),U:STZ(PB),U:TPB(P),U:TPB(EPS),U:TPB(PA),U:TPB(PB),U:RLX(P),U:RLX(EPS),U:RLX(PA),U:RLX(PB),U:PM(P),U:PM(EPS),U:PM(PA),U:PM(PB),ID:GUD(P),ID:GUD(EPS),ID:GUD(PA),ID:GUD(PB)
CURRENCY,U$,U$,,,U$,U$,U$,U$,£,£,£,£,E,,E,E,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,RI,RI,RI,RI
08/16/17,42.21,2.73,,,18.5639,0.31,18.5725,18.5639,4929,232.5,4929,4925,1.01,,1.34,0.99,198.57,7.23,198.57,198.56,16.52,1.46,16.59,16.49,NA,NA,NA,NA,117.73,4.52,117.81,117.79,70950,3602.97,70950,70850
08/17/17,42.51,2.73,,,18.4256,0.31,18.4343,18.4256,4832,232.5,4832,4831.5,1.04,,1.31,0.99,197.08,7.23,197.08,197.05,16.36,1.46,16.39,16.36,NA,NA,NA,NA,115.93,4.52,115.9,115.88,70950,3602.97,NA,NA
08/18/17,41.87,2.73,,,18.2529,0.31,18.2615,18.2529,4752,232.5,4752,4751.5,1.07,,1.24,1.01,197.88,7.23,197.92,197.91,16.7,1.46,16.79,16.71,NA,NA,NA,NA,115.33,4.52,115.31,115.29,74000,3602.97,74000,73425
08/21/17,42.05,2.73,,,18.4688,0.31,18.4775,18.4688,4777,232.5,4777.5,4777,1.01,,1.18,0.96,198.12,7.23,198.1,198.04,16.82,1.46,16.88,16.83,NA,NA,NA,NA,116.25,4.52,116.25,116.24,72300,3602.97,72300,72200
08/22/17,42.1,2.73,,,18.3479,0.31,18.3565,18.3479,4773,232.5,4774.5,4773,0.96,,1.26,0.97,196.74,7.23,196.76,196.75,16.9,1.75,16.97,16.89,NA,NA,NA,NA,116.23,4.52,116.21,116.2,70500,3602.97,71100,70500
08/23/17,41.57,2.73,,,18.2615,0.31,18.2615,18.2529,4728.5,232.5,4728.5,4727.5,1.05,,1.26,1.02,196.73,7.23,196.8,196.74,17,1.75,17,16.94,NA,NA,NA,NA,115.46,4.52,115.45,115.44,71100,3602.97,71175,71100
08/24/17,41.75,2.73,,,18.2788,0.31,18.2788,18.2702,4840,232.5,4840.5,4840,1.1,,1.21,1,196.88,7.23,196.9,196.88,17.03,1.75,17.07,17.03,NA,NA,NA,NA,114.52,4.52,114.5,114.49,71300,3602.97,71300,71150
08/25/17,42.14,2.73,,,18.3479,0.31,18.3479,18.3393,4835,232.5,4835.5,4835,1.08,,1.23,1.05,198.32,7.23,198.34,198.32,16.99,1.75,17.02,17.01,NA,NA,NA,NA,114.8,4.52,114.89,114.87,71975,3602.97,71975,71775
08/28/17,42.1,2.73,,,18.3393,0.31,18.3479,18.3393,4835,232.5,NA,NA,1.02,,1.17,0.98,197.88,7.23,197.73,197.7,16.92,1.75,16.94,16.92,NA,NA,NA,NA,115.54,4.52,115.5,115.49,71650,3602.97,71650,71500
08/29/17,41.74,2.73,,,18.3738,0.31,18.3738,18.3652,4752.5,232.5,4752.5,4752,0.96,,1.15,0.96,198.4,7.23,198.4,198.39,16.98,1.75,16.98,16.97,NA,NA,NA,NA,116.55,4.52,116.59,116.58,71500,3602.97,71500,71425
08/30/17,41.75,2.73,,,18.4256,0.31,18.417,18.4084,4754,232.5,4754,4753.5,0.97,,1.15,0.98,199.54,7.23,199.47,199.46,17.23,1.75,17.23,17.21,NA,NA,NA,NA,116.43,4.52,116.4,116.39,68850,3602.97,68900,68850
08/31/17,41.85,2.73,,,18.6589,0.31,18.6589,18.6502,4831,232.5,4831,4830.5,0.99,,1.23,1,200.1,7.23,200.13,200.1,17.2,1.75,17.21,17.18,NA,NA,NA,NA,116.93,4.52,116.91,116.9,69200,3602.97,69200,69100
09/01/17,42.65,2.73,,,18.823,0.31,18.823,18.8144,4815.5,232.5,4821,4815.5,1.07,,1.24,1.04,200.23,7.23,200.03,200,16.97,1.75,17.02,16.92,NA,NA,NA,NA,117.83,4.52,117.82,117.81,69200,3602.97,NA,NA
09/04/17,42.65,2.73,,,18.823,0.31,NA,NA,4808.5,232.5,4809,4808.5,1.04,,1.24,1.02,200.23,7.23,NA,NA,16.97,1.75,NA,NA,NA,NA,NA,NA,117.83,4.52,NA,NA,67025,3602.97,67150,67025
09/05/17,42.174,2.73,,,18.6762,0.31,18.6589,18.6502,4776.5,232.5,4779,4776.5,1.04,,1.27,1.08,201.09,7.23,201.06,200.98,16.34,1.75,16.34,16.31,NA,NA,NA,NA,117.67,4.52,117.65,117.64,66100,3602.97,66100,66075
09/06/17,42.98,2.73,,,18.2529,0.31,18.2615,18.2529,4812,232.5,4812.5,4812,1.1,,1.18,1.01,202.52,7.23,202.51,202.47,16.38,1.75,16.38,16.37,NA,NA,NA,NA,118.62,4.52,118.61,118.6,66700,3602.97,66725,66700
09/07/17,43.59,2.73,,,18.5207,0.31,18.5207,18.512,4903.5,232.5,4903.5,4902,1,,1.17,0.98,202.21,7.23,202.22,202.2,16.4,1.75,16.39,16.38,NA,NA,NA,NA,118.92,4.52,118.91,118.9,67125,3602.97,67175,67125
09/08/17,44.2197,2.73,,,18.6416,0.31,18.6416,18.633,4917,232.5,4917,4915.5,1.01,,1.14,0.95,202.39,7.23,202.47,202.43,16.71,1.75,16.75,16.72,NA,NA,NA,NA,117.06,4.52,117.14,117.12,66250,3602.97,66275,66250
09/11/17,44.29,2.73,,,18.7971,0.31,18.7971,18.7885,4897.5,232.5,4898,4897.5,0.96,,1.18,0.99,203.7,7.23,203.7,203.66,17.09,1.75,17.09,17.05,NA,NA,NA,NA,117.93,4.52,117.95,117.91,66125,3602.97,66150,66125
09/12/17,44.54,2.73,,,18.7798,0.31,18.7798,18.7712,4798.5,232.5,4801.5,4798.5,1.02,,1.14,0.96,204.62,7.23,204.62,204.58,17.05,1.75,17.03,16.9,NA,NA,NA,NA,117.05,4.52,117.05,117.04,65575,3602.97,65600,65575
09/13/17,44.255,2.73,,,18.823,0.31,18.823,18.8144,4813,232.5,4815,4813,0.96,,1.15,0.96,204.45,7.23,204.48,204.47,16.83,1.75,16.9,16.83,NA,NA,NA,NA,116.86,4.52,116.74,116.73,65575,3602.97,65575,65550
09/14/17,44.28,2.73,,,18.9353,0.31,18.9353,18.9267,4692.5,232.5,4693,4692.5,0.96,,1.15,0.96,204.38,7.23,204.41,204.37,17.05,1.75,17.06,17,NA,NA,NA,NA,116.73,4.52,116.88,116.87,69250,3602.97,69275,69250
09/15/17,45.83,2.73,,,18.7021,0.31,18.7107,18.7021,4741,232.5,4741,4739.5,0.99,,1.14,0.96,203.4,7.23,203.47,203.43,16.72,1.75,16.75,16.73,NA,NA,NA,NA,115.79,4.52,115.77,115.76,68000,3602.97,68150,68000
09/18/17,44.57,2.73,,,19.013,0.31,19.0217,19.013,4704,232.5,4704,4703.5,1.12,,1.16,0.96,203.9,7.23,203.95,203.94,17.43,1.75,17.44,17.34,NA,NA,NA,NA,116.08,4.52,116.13,116.11,67775,3602.97,67775,67100
09/19/17,44.85,2.73,,,18.5669,0.32,18.576,18.5669,4648.5,232.5,4648.5,4648,1.02,,1.21,1.01,202.33,7.23,202.28,202.26,17.6,1.75,17.61,17.6,NA,NA,NA,NA,115.36,4.52,115.4,115.39,67125,3602.97,67325,67125
09/20/17,44.6,2.73,,,18.4218,0.32,18.4218,18.4127,4606,232.5,4606,4605,1,,1.2,1,201.77,7.23,201.76,201.75,17.43,1.75,17.43,17.4,NA,NA,NA,NA,113.43,4.52,113.47,113.46,68950,3602.97,68950,68925
09/21/17,44.37,2.73,,,18.2222,0.32,18.2313,18.2222,4565,232.5,4565,4562,1.04,,1.32,1.14,201.02,7.23,201.05,201.02,17.17,1.75,17.18,17.17,NA,NA,NA,NA,112.92,4.52,112.92,112.91,68950,3602.97,NA,NA
09/22/17,44.2,2.73,,,18.2494,0.32,18.2494,18.2404,4611,232.5,4612,4611,1.19,,1.34,1.16,201.81,7.23,201.69,201.68,17.32,1.75,17.37,17.24,NA,NA,NA,NA,112.51,4.52,112.43,112.42,68000,3602.97,68000,67700
09/25/17,44.12,2.73,,,18.3401,0.32,18.3492,18.3401,4585,232.5,4585,4584.5,1.4,,1.58,1.39,200.61,7.23,200.55,200.54,17.16,1.75,17.18,17.16,NA,NA,NA,NA,113.25,4.52,113.28,113.25,67150,3602.97,67150,67025
09/26/17,44.87,2.73,,,18.6576,0.32,18.6667,18.6576,4650,232.5,4650.5,4650,1.56,,1.75,1.5,200.45,7.23,200.45,200.41,17.17,1.75,17.17,17.14,NA,NA,NA,NA,112.21,4.52,112.25,112.24,65675,3602.97,65675,65650
09/27/17,45.05,2.73,,,18.8662,0.32,18.8844,18.8753,4704.5,232.5,4704.5,4701.5,1.59,,1.66,1.42,199.8,7.23,199.84,199.83,17.05,1.75,17.07,17.05,NA,NA,NA,NA,111.61,4.52,111.65,111.62,65575,3602.97,65650,65575
09/28/17,43.25,2.73,,,18.9478,0.32,18.9569,18.9478,4650,232.5,4651,4650,1.36,,1.41,1.22,199.3,7.23,199.29,199.28,16.99,1.75,16.97,16.93,NA,NA,NA,NA,111.8,4.52,111.8,111.79,65575,3602.97,65600,65575
09/29/17,43.27,2.73,,,18.5669,0.32,18.576,18.5669,4672,232.5,4674,4672,1.25,,1.48,1.24,199.45,7.23,199.46,199.44,17,1.75,17.01,17,NA,NA,NA,NA,111.01,4.52,111.02,111.01,65800,3602.97,65800,65725
10/02/17,42.77,2.73,,,18.7029,0.32,18.7211,18.712,4717,232.5,4717,4716.5,1.3,,1.32,1.14,199.35,7.23,199.45,199.44,17.17,1.75,17.24,17.16,NA,NA,NA,NA,110.87,4.52,110.9,110.89,64775,3602.97,64775,64750
10/03/17,42.505,2.73,,,18.7301,0.32,18.7301,18.7211,4704,232.5,4707,4704,1.3,,NA,NA,199.08,7.23,199.13,199.11,17.22,1.75,17.23,17.22,NA,NA,NA,NA,110.19,4.52,110.21,110.2,65700,3602.97,65975,65700
10/04/17,42.28,2.73,,,18.6757,0.32,18.6939,18.6848,4736.5,232.5,4736.5,4736,1.25,,1.41,1.23,201.18,7.23,201.28,201.08,17.4,1.75,17.4,17.38,NA,NA,NA,NA,111.42,4.52,111.48,111.46,66525,3602.97,66525,66425
10/05/17,41.82,2.73,,,18.6848,0.32,18.6939,18.6848,4705,232.5,4705.5,4705,1.24,,1.46,1.27,209.25,7.23,209.3,209.26,17.04,1.75,17.1,17.04,NA,NA,NA,NA,111.54,4.52,111.65,111.64,65850,3602.97,66000,65850
10/06/17,41.72,2.73,,,18.5397,0.32,18.5487,18.5397,4781.5,232.5,4781.5,4780.5,1.2,,1.38,1.2,210.11,7.23,210.11,210.08,17.27,1.75,17.29,17.28,NA,NA,NA,NA,111.27,4.52,111.34,111.33,66425,3602.97,66450,66425
10/09/17,42.015,2.73,,,18.585,0.32,18.585,18.576,4819.5,232.5,4819.5,4817.5,1.22,,1.46,1.22,208.19,7.81,208.19,208.16,17.42,1.75,17.44,17.42,NA,NA,NA,NA,113.37,4.52,113.37,113.36,67825,3602.97,67825,67775
10/10/17,42.64,2.73,,,18.8027,0.32,18.8027,18.7936,4888.5,232.5,4888.5,4885,1.22,,1.36,1.15,207.96,7.81,207.98,207.96,17.89,1.75,17.93,17.88,NA,NA,NA,NA,115.17,4.52,115.14,115.12,66250,3602.97,66250,66225
10/11/17,42.468,2.73,,,18.839,0.32,18.839,18.8299,4916.5,232.5,4916.5,4913,1.2,,1.34,1.16,207.74,7.81,207.75,207.74,18.14,1.75,18.14,18.01,NA,NA,NA,NA,114.26,4.52,114.2,114.19,66000,3602.97,66000,65975
10/12/17,42.67,2.73,,,18.9025,0.32,18.9116,18.9025,4881.5,232.5,4882,4881.5,1.16,,1.32,1.1,207.4,7.81,207.5,207.49,18.65,1.75,18.69,18.66,NA,NA,NA,NA,114.53,4.52,114.53,114.52,65600,3602.97,65600,65575
10/13/17,42.49,2.73,,,18.9297,0.32,18.9388,18.9297,4858,232.5,4859,4858,1.1,,1.29,1.08,208.56,7.81,208.56,208.54,18.63,1.75,18.63,18.59,NA,NA,NA,NA,113.99,4.52,114.03,114.02,64200,3602.97,64200,64175
10/16/17,42.13,2.73,,,18.7846,0.32,18.7846,18.7755,4848.5,232.5,4850.5,4848.5,1.16,,1.29,1.1,210.45,7.81,210.46,210.45,18.61,1.75,18.65,18.6,NA,NA,NA,NA,113.52,4.52,113.52,113.51,64475,3602.97,64500,64475
10/17/17,42.25,2.73,,,18.7483,0.32,18.7483,18.7392,4865,232.5,4865.5,4863.5,1.1,,1.29,1.06,213.64,7.81,213.63,213.6,18.79,1.75,18.8,18.77,NA,NA,NA,NA,112.65,4.52,112.65,112.64,64475,3602.97,64550,64475
10/18/17,42.18,2.73,,,18.7936,0.32,18.7936,18.7846,4870.5,232.5,4872,4870.5,1.14,,1.28,1.06,211.79,7.81,211.83,211.8,18.64,1.75,18.66,18.64,NA,NA,NA,NA,112.51,4.52,112.52,112.51,64200,3602.97,64200,64100
10/19/17,42.135,2.73,,,18.8118,0.32,18.8118,18.8027,4828,232.5,4828,4826,1.07,,1.26,1.05,211.98,7.81,211.99,211.98,18.48,1.75,18.52,18.48,NA,NA,NA,NA,108.15,4.52,108.17,108.15,63125,3602.97,63125,63100
10/20/17,42,2.73,,,18.7846,0.32,18.7846,18.7755,4849.5,232.5,4850.5,4849.5,1.02,,1.18,0.96,211.25,7.81,211.25,211.23,18.14,1.75,18.17,18.13,NA,NA,NA,NA,109.52,4.53,109.52,109.51,62500,3602.97,62500,62450
10/23/17,42.23,2.73,,,18.6667,0.32,18.6667,18.6576,4867,232.5,4868,4867,0.96,,1.18,0.99,211.71,7.81,211.72,211.71,17.97,1.75,18.02,17.97,NA,NA,NA,NA,109.36,4.53,109.4,109.39,62775,3602.97,62800,62775
10/24/17,41.76,2.73,,,18.585,0.32,18.5941,18.585,4825,232.5,4825,4824.5,1,,1.18,1,212.65,7.81,212.69,212.67,18.13,1.75,18.16,18.13,NA,NA,NA,NA,108.57,4.53,108.57,108.56,62025,3602.97,62050,62025
10/25/17,42.06,2.73,,,18.7392,0.32,18.7483,18.7392,4843.5,232.5,4844,4843.5,1.03,,1.22,1,212.48,7.81,212.5,212.48,17.78,1.75,17.8,17.78,NA,NA,NA,NA,107,4.53,107.02,107.01,63000,3602.97,63000,62600
10/26/17,41.99,2.73,,,18.8118,0.32,18.8299,18.8209,4966,232.5,4966.5,4965.5,1.03,,NA,NA,211.74,7.81,211.77,211.75,17.9,1.75,17.96,17.85,NA,NA,NA,NA,106.93,4.53,106.95,106.93,64675,3602.97,64675,64550
10/27/17,42.26,2.73,,,18.9297,0.32,18.9297,18.9206,5022,232.5,5023,5022,0.97,,1.16,0.96,211.9,7.81,211.9,211.87,17.95,1.75,17.95,17.93,NA,NA,NA,NA,105.94,4.53,105.97,105.96,66900,3602.97,66900,66850
10/30/17,41.975,2.73,,,18.7029,0.32,18.7211,18.712,4917,232.5,4917.5,4917,0.93,,1.12,0.9,213,7.81,213.02,213,17.55,1.75,17.55,17.53,NA,NA,NA,NA,104.7,4.53,104.72,104.71,67675,3602.97,67900,67675
10/31/17,41.34,2.73,,,18.8481,0.32,18.8571,18.8481,4871,232.5,4871,4870.5,0.93,,NA,NA,219.09,7.81,219.07,219.05,17.5,1.75,17.53,17.52,NA,NA,NA,NA,104.64,4.53,104.65,104.64,70000,3894.64,70050,70000
11/01/17,41.14,2.73,,,18.9206,0.32,18.9206,18.9116,4891,232.5,4891,4890,0.87,,1.04,0.85,216,7.81,216,215.99,17.41,1.75,17.41,17.39,NA,NA,NA,NA,103.75,4.53,103.76,103.75,71750,3894.64,71800,71750
11/02/17,40.65,2.73,,,18.7664,0.32,18.7755,18.7664,4970,232.5,4970,4967,0.85,,1.01,0.82,214.32,7.81,214.35,214.33,17.26,1.75,17.29,17.26,NA,NA,NA,NA,102.8,4.53,102.82,102.81,71925,3894.64,71950,71925
11/03/17,40.32,2.73,,,18.7664,0.32,18.7755,18.7664,4995.5,232.5,4995.5,4993,0.82,,1.04,0.86,215.91,7.81,215.94,215.93,17.11,1.75,17.13,17.11,NA,NA,NA,NA,102.66,4.53,102.7,102.69,73600,3894.64,73600,73500
11/06/17,40.81,2.73,,,18.5941,0.32,18.5941,18.585,4959,232.5,4959,4958,0.88,,1.21,1.01,215.8,7.81,215.76,215.75,16.93,1.75,16.98,16.93,NA,NA,NA,NA,102.14,4.53,102.17,102.16,73950,3894.64,73975,73950
11/07/17,41.43,2.73,,,19.0204,0.32,19.0204,19.0113,4932,232.5,4932,4930,1.08,,1.18,0.99,215.48,7.81,215.38,215.37,16.42,1.75,16.47,16.42,NA,NA,NA,NA,103.02,4.53,103.01,103,76800,3894.64,76800,76000
11/08/17,42.22,2.73,,,18.9478,0.32,18.9569,18.9478,4956,232.5,4957.5,4956,1.08,,1.22,1.02,217.63,7.81,217.7,217.67,16.01,1.75,16.04,16.01,NA,NA,NA,NA,103.09,4.53,103.08,103.07,76525,3894.64,76525,76000
11/09/17,42.11,1.94,,,19.3197,0.32,19.3197,19.3106,4950.5,232.5,4951,4950.5,1.06,,1.25,1.02,218.13,7.81,218.12,218.08,15.6,1.75,15.6,15.56,NA,NA,NA,NA,102.46,4.53,102.47,102.46,77250,3894.64,77300,77250
11/10/17,42.8,1.94,,,19.7642,0.32,19.7642,19.7551,4910,232.5,4910,4909,1.1,,1.16,0.89,218.67,7.81,218.65,218.64,15.61,1.75,15.66,15.62,NA,NA,NA,NA,103.02,4.53,103.04,103.02,76000,3894.64,76925,76000
11/13/17,41.87,1.94,,,19.6553,0.29,19.6644,19.6553,4937,232.5,4938,4937,0.86,,1.14,0.87,220.76,7.81,220.73,220.7,15.88,1.75,15.9,15.88,NA,NA,NA,NA,103.51,4.53,103.51,103.49,78950,3894.64,78950,78900
11/14/17,41.32,1.94,,,19.6916,0.29,19.6916,19.6825,4900,232.5,4900.5,4900,0.88,,1.1,0.87,218.09,7.81,218.15,218.11,16.3,1.75,16.3,16.23,NA,NA,NA,NA,102.72,4.53,102.72,102.71,75950,3894.64,76050,75950
11/15/17,41.165,1.94,,,19.7097,0.29,19.7188,19.7097,4891,232.5,4891,4890.5,0.87,,1.08,0.84,217.16,7.81,217.21,217.19,16.17,1.75,16.17,16.15,NA,NA,NA,NA,102.05,4.53,102.06,102.05,76950,3894.64,77500,76950
11/16/17,40.87,1.94,,,19.9909,0.29,19.9909,19.9819,4955,232.5,4955,4954.5,0.82,,1.02,0.77,217.34,7.81,217.37,217.36,16.89,1.75,16.89,16.88,NA,NA,NA,NA,102.66,4.53,102.69,102.67,81000,3894.64,81300,81000
11/17/17,40.945,1.94,,,19.9456,0.29,19.9456,19.9365,4983.5,232.5,4984,4983.5,0.79,,1.06,0.76,216.29,7.81,216.39,216.38,16.73,1.75,16.77,16.73,NA,NA,NA,NA,102.64,4.53,102.65,102.64,77975,3894.64,77975,77925
11/20/17,40.6,1.94,,,19.9093,0.29,19.9093,19.9002,5002,232.5,5003,5002,0.78,,1.12,0.79,217.58,7.81,217.54,217.53,17.02,1.8,17.06,17.03,NA,NA,NA,NA,102.54,4.53,102.56,102.55,80375,3894.64,80375,80300
11/21/17,42.065,1.94,,,20.1995,0.29,20.2177,20.2086,5091,232.5,5091,5089,0.8,,1.11,0.85,219.76,7.81,219.84,219.81,17.37,1.8,17.37,17.35,NA,NA,NA,NA,103.36,4.53,103.37,103.36,78850,3894.64,78850,78800
11/22/17,42.21,1.94,,,20.1814,0.29,20.1905,20.1814,5029,232.5,5030,5029,0.86,,1.03,0.84,220.45,7.81,220.45,220.43,17.5,1.8,17.5,17.49,NA,NA,NA,NA,103.54,4.53,103.54,103.53,77975,3894.64,78000,77975
11/23/17,42.21,1.94,,,20.1814,0.29,NA,NA,5049,232.5,5046,5045,0.84,,1,0.84,220.45,7.81,NA,NA,17.5,1.8,NA,NA,NA,NA,NA,NA,103.54,4.53,NA,NA,78000,3894.64,78175,77975
11/24/17,42.4,1.94,,,20.3356,0.29,20.3447,20.3356,5004,232.5,5005,5004,0.84,,1,0.81,221.88,7.81,221.82,221.8,17.38,1.8,17.38,17.32,NA,NA,NA,NA,103.18,4.53,103.17,103.15,79500,3894.64,79500,79425
11/27/17,42.35,1.94,,,20.3628,0.29,20.3719,20.3628,4967.5,232.5,4969,4967.5,0.84,,1,0.77,220.12,7.81,220.14,220.13,17.26,1.8,17.28,17.26,NA,NA,NA,NA,102.72,4.53,102.73,102.72,79500,3894.64,79500,79300
11/28/17,41.75,1.94,,,20.3447,0.29,20.3447,20.3356,4969,232.5,4969,4967,0.84,,0.97,0.76,220.02,7.81,220.02,220.01,17.36,1.8,17.33,17.32,NA,NA,NA,NA,102.88,4.53,102.9,102.89,79850,3894.64,79850,79800
11/29/17,40.825,1.94,,,20.3084,0.29,20.3084,20.2993,4802,232.5,4806.5,4802,0.76,,0.95,0.75,214.36,7.81,214.41,214.4,17.53,1.8,17.52,17.48,NA,NA,NA,NA,102.68,4.53,102.68,102.67,80100,3894.64,80100,79550
11/30/17,41.61,1.94,,,20.3991,0.29,20.4082,20.3991,4689,232.5,4689.5,4689,0.75,,0.94,0.75,217.59,7.81,217.47,217.45,17.44,1.8,17.46,17.45,NA,NA,NA,NA,102.75,4.53,102.81,102.8,76525,3894.64,76625,76525
12/01/17,41.66,1.94,,,20.5714,0.29,20.5714,20.5623,4783,232.5,4784.5,4781.5,0.75,,0.95,0.64,218.6,7.81,218.52,218.51,17.62,1.8,17.62,17.32,NA,NA,NA,NA,103.71,4.53,103.68,103.67,76525,3894.64,NA,NA
12/04/17,41.09,1.94,,,20.8254,0.29,20.8345,20.8254,4795.75,232.5,4796,4795.5,0.74,,0.94,0.7,216.34,7.81,216.34,216.33,17.24,1.8,17.28,17.26,NA,NA,NA,NA,104.61,4.53,104.58,104.57,79150,3894.64,79300,79150
12/05/17,40.71,1.94,,,20.78,0.29,20.78,20.771,4850.5,232.5,4851,4850,0.7,,0.9,0.7,216.82,7.81,216.79,216.78,17.23,1.8,17.25,17.23,NA,NA,NA,NA,105.46,4.53,105.46,105.44,80300,3894.64,80300,80175
12/06/17,41.25,1.94,,,20.8798,0.29,20.8889,20.8798,5027.5,232.5,5028,5027,0.7,,0.83,0.62,216.93,7.81,216.93,216.91,17.54,1.8,17.56,17.54,NA,NA,NA,NA,107.6,4.53,107.62,107.61,80325,3894.64,80325,80075
12/07/17,41.39,1.94,,,20.8254,0.29,20.8254,20.8163,4957.75,232.5,4958.5,4957,0.74,,0.89,0.65,216.85,7.81,216.88,216.87,17.54,1.8,17.54,17.52,NA,NA,NA,NA,106.7,4.53,106.7,106.69,79950,3894.64,80000,79925
12/08/17,41.25,1.94,,,20.7891,0.29,20.7891,20.78,4939.25,232.5,4939.5,4939,0.76,,1.01,0.78,217.98,7.81,217.96,217.93,17.44,1.8,17.47,17.44,NA,NA,NA,NA,106.59,4.53,106.59,106.57,80575,3894.64,80575,80350
12/11/17,40.96,1.94,,,20.7528,0.29,20.7528,20.7438,5002.5,232.5,5003,5002,0.86,,0.97,0.77,219.37,7.81,219.37,219.35,17.47,1.8,17.5,17.48,NA,NA,NA,NA,106.04,4.53,106.04,106.03,79850,3894.64,79850,79800
12/12/17,41.43,1.94,,,20.6712,0.29,20.6712,20.6621,5043.5,232.5,5044,5043,0.81,,0.92,0.67,220.01,7.81,220.04,220.01,17.66,1.8,17.66,17.65,NA,NA,NA,NA,107.3,4.53,107.31,107.3,78400,3894.64,78700,78400
12/13/17,41.185,1.94,,,20.7165,0.29,20.7165,20.7075,5028.5,232.5,5029,5028,0.7,,0.98,0.74,218.58,7.81,218.59,218.58,17.92,1.8,17.99,17.98,NA,NA,NA,NA,108.24,4.53,108.32,108.31,78300,3894.64,78450,78275
12/14/17,40.99,1.94,,,20.5805,0.29,20.5805,20.5714,4925.5,232.5,4926.5,4924.5,0.82,,1.04,0.87,222.75,7.81,222.75,222.74,17.77,1.8,17.77,17.76,NA,NA,NA,NA,107.68,4.53,107.68,107.67,78300,3894.64,78425,78300
12/15/17,41.2,1.94,,,20.2721,0.29,20.2721,20.263,4966.5,232.5,4967,4966,0.88,,1.06,0.88,224.44,7.81,224.42,224.41,18.09,1.8,18.07,18.05,NA,NA,NA,NA,109.68,4.53,109.64,109.62,78575,3894.64,78625,78575
12/18/17,41.51,1.94,,,20.4535,0.29,20.4626,20.4535,4960.25,232.5,4960.5,4960,0.9,,1.1,0.9,222.42,7.81,222.5,222.49,18.15,1.8,18.15,18.08,NA,NA,NA,NA,107.97,4.53,107.99,107.97,81000,3894.64,81000,80450
12/19/17,41.9,1.94,,,20.1542,0.29,20.1542,20.1451,4995.25,232.5,4995.5,4995,0.9,,1.1,0.86,223.23,7.81,223.18,223.17,17.92,1.8,17.85,17.79,NA,NA,NA,NA,108.12,4.53,108.11,108.1,81000,3894.64,81000,80850
12/20/17,42.03,1.94,,,20.3537,0.29,20.3628,20.3537,4921.25,232.5,4922.5,4920,0.96,,1.12,0.94,223.51,7.81,223.49,223.48,17.99,1.8,17.99,17.98,NA,NA,NA,NA,104.37,4.53,104.37,104.36,79075,3894.64,79525,79075
12/21/17,41.73,1.94,,,20.2358,0.29,20.2449,20.2358,5014,232.5,5015,5013,0.99,,1.08,0.89,224.6,7.81,224.6,224.58,17.91,1.8,17.89,17.8,NA,NA,NA,NA,104.78,4.53,104.79,104.78,81000,3894.64,81000,80775
12/22/17,41.76,1.94,,,20.263,0.29,20.263,20.254,4970.5,232.5,4971,4970,0.88,,1.03,0.82,223.81,7.81,223.8,223.73,18.15,1.8,18.15,18.06,NA,NA,NA,NA,104.65,4.53,104.66,104.65,80950,3894.64,80950,80475
12/25/17,41.76,1.94,,,20.263,0.29,NA,NA,4970.5,232.5,NA,NA,0.88,,NA,NA,223.81,7.81,NA,NA,18.15,1.8,NA,NA,NA,NA,NA,NA,104.65,4.53,NA,NA,80950,3894.64,NA,NA
