Name,IMPERIAL BRANDS ADR 1:1,IMPERIAL BRANDS ADR 1:1 - EARNINGS PER SHR,#ERROR,#ERROR,VECTOR GROUP,VECTOR GROUP - EARNINGS PER SHR,VECTOR GROUP - ASK PRICE,VECTOR GROUP - BID PRICE,BRITISH AMERICAN TOBACCO,BRITISH AMERICAN TOBACCO - EARNINGS PER SHR,BRITISH AMERICAN TOBACCO - ASK PRICE,BRITISH AMERICAN TOBACCO - BID PRICE,TAAT GLOBAL (FRA) ALTERNATIVES,#ERROR,TAAT GLOBAL (FRA) ALTERNATIVES - ASK PRICE,TAAT GLOBAL (FRA) ALTERNATIVES - BID PRICE,CONSTELLATION BRANDS 'A',CONSTELLATION BRANDS 'A' - EARNINGS PER SHR,CONSTELLATION BRANDS 'A' - ASK PRICE,CONSTELLATION BRANDS 'A' - BID PRICE,TURNING POINT BRANDS,TURNING POINT BRANDS - EARNINGS PER SHR,TURNING POINT BRANDS - ASK PRICE,TURNING POINT BRANDS - BID PRICE,RLX TECH.AMER.DEPY. SHS. 1:1,RLX TECH.AMER.DEPY. SHS. 1:1 - EARNINGS PER SHR,RLX TECH.AMER.DEPY. SHS. 1:1 - ASK PRICE,RLX TECH.AMER.DEPY. SHS. 1:1 - BID PRICE,PHILIP MORRIS INTL.,PHILIP MORRIS INTL. - EARNINGS PER SHR,PHILIP MORRIS INTL. - ASK PRICE,PHILIP MORRIS INTL. - BID PRICE,GUDANG GARAM,GUDANG GARAM - EARNINGS PER SHR,GUDANG GARAM - ASK PRICE,GUDANG GARAM - BID PRICE
Code,@IMBBY(P),@IMBBY(EPS),,,U:VGR(P),U:VGR(EPS),U:VGR(PA),U:VGR(PB),BATS(P),BATS(EPS),BATS(PA),BATS(PB),D:2TP(P),,D:2TP(PA),D:2TP(PB),U:STZ(P),U:STZ(EPS),U:STZ(PA),U:STZ(PB),U:TPB(P),U:TPB(EPS),U:TPB(PA),U:TPB(PB),U:RLX(P),U:RLX(EPS),U:RLX(PA),U:RLX(PB),U:PM(P),U:PM(EPS),U:PM(PA),U:PM(PB),ID:GUD(P),ID:GUD(EPS),ID:GUD(PA),ID:GUD(PB)
CURRENCY,U$,U$,,,U$,U$,U$,U$,£,£,£,£,E,,E,E,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,RI,RI,RI,RI
09/12/18,35,1.94,,,14.5215,0.38,14.5306,14.5215,3763,690.6,3763.5,3763,0.18,,0.35,0.18,215.99,10.31,216.02,216.01,40.76,0.98,40.75,40.74,NA,NA,NA,NA,80.05,5.15,80.06,80.05,74000,4253.33,74000,73975
09/13/18,34.36,1.94,,,14.449,0.38,14.458,14.449,3691.5,690.6,3691.5,3691,0.18,,0.35,0.18,214.83,10.31,214.89,214.84,38.85,0.98,38.85,38.84,NA,NA,NA,NA,79.78,5.15,79.79,79.78,74400,4253.33,74400,74100
09/14/18,34.16,1.94,,,14.3673,0.38,14.3764,14.3673,3659.5,690.6,3660,3659.5,0.16,,0.36,0.17,212.05,10.31,212.05,212.04,39.64,0.98,39.71,39.66,NA,NA,NA,NA,79.33,5.15,79.33,79.32,75725,4253.33,75725,75600
09/17/18,34.4,1.94,,,13.9238,0.38,13.9238,13.9143,3669,690.6,3669,3668,0.2,,0.36,0.16,212.33,10.31,212.36,212.35,40.02,0.98,40.03,40.02,NA,NA,NA,NA,80.3,5.15,80.32,80.31,72975,4253.33,73200,72975
09/18/18,33.9,1.94,,,13.5619,0.38,13.5619,13.5524,3600,690.6,3600.5,3600,0.2,,0.34,0.17,213.52,10.31,213.54,213.53,41.16,0.98,41.2,41.19,NA,NA,NA,NA,80.33,5.15,80.34,80.33,72200,4253.33,72450,72200
09/19/18,33.69,1.94,,,13.381,0.38,13.3905,13.381,3560,690.6,3562,3560,0.17,,0.35,0.17,215.17,10.31,215.2,215.18,42.39,0.98,42.42,42.41,NA,NA,NA,NA,80.91,5.15,80.93,80.92,74500,4253.33,74500,74425
09/20/18,34.4,1.94,,,13.6667,0.38,13.6762,13.6667,3521,690.6,3522,3521,0.17,,0.32,0.15,218.57,10.31,218.57,218.56,42.43,0.98,42.44,42.39,NA,NA,NA,NA,82.55,5.15,82.58,82.57,75500,4253.33,75500,75250
09/21/18,34.73,1.94,,,13.6095,0.38,13.6095,13.6,3617,690.6,3617,3615.5,0.16,,0.32,0.15,216.94,10.31,216.97,216.96,42.27,0.98,42.24,42.22,NA,NA,NA,NA,83.75,5.15,83.74,83.73,75025,4253.33,75025,74650
09/24/18,34.16,1.94,,,13.4571,0.38,13.4571,13.4476,3544,690.6,3544.5,3544,0.16,,0.34,0.15,216.32,10.31,216.33,216.32,41.46,0.98,41.46,41.42,NA,NA,NA,NA,81.61,5.15,81.61,81.6,72800,4253.33,72800,72775
09/25/18,34.6,1.94,,,13.5524,0.38,13.5524,13.5429,3540,690.6,3541,3540,0.16,,0.32,0.15,214.51,10.31,214.53,214.52,41,0.98,41.01,40.97,NA,NA,NA,NA,79.91,5.15,79.92,79.91,74000,4253.33,74000,73700
09/26/18,35.03,1.94,,,13.381,0.38,13.381,13.3714,3552,690.6,3553,3552,0.15,,0.31,0.15,213.76,10.31,213.78,213.77,40.18,0.98,40.23,40.18,NA,NA,NA,NA,80.5,5.15,80.51,80.5,72750,4253.33,73500,72750
09/27/18,35.13,1.94,,,13.0857,0.38,13.0952,13.0857,3614.5,690.6,3614.5,3614,0.15,,0.31,0.15,214.94,10.31,215,214.99,41.37,0.98,41.35,41.34,NA,NA,NA,NA,81.51,5.15,81.53,81.52,75000,4253.33,75000,74475
09/28/18,34.705,1.94,,,13.1238,0.38,13.1333,13.1238,3584.5,690.6,3585.5,3584.5,0.15,,0.32,0.14,215.62,10.31,215.81,215.8,41.46,0.98,41.46,41.43,NA,NA,NA,NA,81.54,5.15,81.55,81.54,74050,4253.33,74500,74050
10/01/18,34.39,1.94,,,12.9619,0.38,12.9619,12.9524,3503,690.6,3504,3503,0.16,,0.32,0.13,213.32,10.31,213.37,213.32,40.62,0.98,40.6,40.59,NA,NA,NA,NA,81.82,5.15,81.82,81.81,73500,4253.33,73500,73300
10/02/18,34.95,1.94,,,12.8762,0.38,12.8857,12.8762,3557,690.6,3557.5,3557,0.13,,0.33,0.16,212.73,10.31,212.67,212.66,40.4,0.98,40.41,40.36,NA,NA,NA,NA,83.52,5.15,83.52,83.51,74300,4253.33,74300,73900
10/03/18,34.97,1.94,,,12.7619,0.38,12.7714,12.7619,3570,690.6,3571,3570,0.13,,NA,NA,210.76,10.31,210.94,210.93,40.1,0.98,40.1,40.08,NA,NA,NA,NA,82.91,5.15,82.89,82.88,73000,4253.33,73300,73000
10/04/18,34.52,1.94,,,12.4952,0.38,12.5048,12.4952,3450,690.6,3450,3449.5,0.16,,0.33,0.14,222.1,10.31,222.13,222.09,39.13,0.98,39.16,39.15,NA,NA,NA,NA,83.82,5.15,83.82,83.81,72100,4253.33,72200,72100
10/05/18,34.66,1.94,,,12.5905,0.38,12.5905,12.581,3424.5,690.6,3425,3424.5,0.14,,0.32,0.14,223.18,10.31,223.17,223.16,39.18,0.98,39.2,39.17,NA,NA,NA,NA,84.1,5.15,84.1,84.09,71775,4253.33,72000,71775
10/08/18,34.7,1.94,,,12.619,0.38,12.619,12.6095,3422,690.6,3423,3422,0.14,,0.3,0.14,228.67,13.32,228.65,228.64,43.9,0.98,43.9,43.86,NA,NA,NA,NA,84.89,5.15,84.94,84.93,74800,4253.33,74800,74750
10/09/18,34.76,1.94,,,12.619,0.38,12.6286,12.619,3417.5,690.6,3418,3417.5,0.14,,0.3,0.13,226.27,13.32,226.31,226.28,43.61,0.98,43.62,43.61,NA,NA,NA,NA,84.63,5.15,84.65,84.64,74000,4253.33,74000,73800
10/10/18,35.12,1.94,,,12.4286,0.38,12.4286,12.419,3450,690.6,3450,3449.5,0.14,,0.34,0.14,221.61,13.32,221.71,221.7,42.73,0.98,42.69,42.66,NA,NA,NA,NA,84.62,5.15,84.66,84.65,75350,4253.33,75350,74950
10/11/18,35.21,1.94,,,12.3809,0.38,12.3905,12.3809,3405,690.6,3405.5,3405,0.18,,0.34,0.18,217.77,13.32,217.79,217.78,40.62,0.98,40.62,40.58,NA,NA,NA,NA,82.31,5.15,82.38,82.37,74725,4253.33,74725,74700
10/12/18,33.1,1.94,,,12.1619,0.38,12.1619,12.1524,3272,690.6,3272.5,3272,0.17,,0.32,0.17,225.69,13.32,225.56,225.55,40.59,0.98,40.59,40.55,NA,NA,NA,NA,82.31,5.15,82.27,82.26,74275,4253.33,75000,74275
10/15/18,33.95,1.94,,,12.3619,0.38,12.3619,12.3524,3331,690.6,3331,3330.5,0.17,,0.34,0.16,223.71,13.32,223.73,223.72,41.12,0.98,41.14,41.12,NA,NA,NA,NA,83.49,5.15,83.47,83.46,73200,4253.33,73375,73200
10/16/18,33.375,1.94,,,12.3524,0.38,12.3619,12.3524,3176.5,690.6,3177,3176.5,0.16,,0.31,0.16,226.96,13.32,226.99,226.98,42,0.98,42.03,42.02,NA,NA,NA,NA,83.5,5.15,83.49,83.47,76000,4253.33,76000,75775
10/17/18,33.55,1.94,,,12.5048,0.38,12.5143,12.5048,3284,690.6,3284,3283.5,0.16,,0.34,0.17,227.2,13.32,227.17,227.16,41.77,0.98,41.81,41.78,NA,NA,NA,NA,84.56,5.15,84.64,84.61,77950,4253.33,77950,77850
10/18/18,33.34,1.94,,,12.581,0.38,12.5905,12.581,3275,690.6,3275.5,3275,0.17,,0.32,0.17,225.09,13.32,225.24,225.23,40.97,0.98,40.97,40.96,NA,NA,NA,NA,87.52,5.15,87.63,87.62,79400,4253.33,79400,78875
10/19/18,33.645,1.94,,,12.6095,0.38,12.619,12.6095,3299.5,690.6,3300,3299.5,0.18,,0.34,0.18,222.93,13.32,222.93,222.89,41.14,0.98,41.19,41.18,NA,NA,NA,NA,88.83,5.33,88.83,88.81,78475,4253.33,78475,78200
10/22/18,33.82,1.94,,,12.5333,0.38,12.5429,12.5333,3362,690.6,3362,3361,0.18,,0.35,0.17,219.16,13.32,219.16,219.15,42.88,0.98,42.88,42.86,NA,NA,NA,NA,87.51,5.33,87.52,87.51,80025,4253.33,80025,79950
10/23/18,34.575,1.94,,,12.6476,0.38,12.6667,12.6571,3504.5,690.6,3504.5,3500,0.2,,0.35,0.2,214.88,13.32,214.88,214.87,41.15,0.98,41.12,41.1,NA,NA,NA,NA,88.5,5.33,88.53,88.52,78000,4253.33,78000,77825
10/24/18,33.91,1.94,,,12.619,0.38,12.619,12.6095,3527.5,690.6,3527.5,3526,0.2,,0.36,0.2,212.18,13.32,212.17,212.15,40.05,0.98,40.04,39.98,NA,NA,NA,NA,89.2,5.33,89.2,89.19,75300,4253.33,76000,75300
10/25/18,35.184,1.94,,,12.8095,0.38,12.819,12.8095,3608,690.6,3608,3606.5,0.2,,0.35,0.2,213.15,13.32,213.16,213.14,41.64,0.98,41.63,41.62,NA,NA,NA,NA,90.63,5.33,90.61,90.6,74050,4253.33,74050,74025
10/26/18,34.59,1.94,,,12.6095,0.38,12.619,12.6095,3619,690.6,3619,3614.5,0.21,,0.37,0.21,209.96,13.32,210.01,209.99,39.51,0.98,39.55,39.52,NA,NA,NA,NA,89,5.33,88.91,88.9,74000,4253.33,74050,74000
10/29/18,34.205,1.94,,,12.9143,0.38,12.9333,12.9238,3549,690.6,3551.5,3549,0.18,,0.36,0.18,202.75,13.32,202.76,202.75,39.43,0.98,39.55,39.47,NA,NA,NA,NA,90.46,5.33,90.49,90.48,73200,4253.33,73300,73200
10/30/18,34.19,1.94,,,12.5429,0.38,12.5524,12.5429,3448,690.6,3448.5,3448,0.21,,0.37,0.21,198.47,13.32,198.45,198.42,40.88,0.98,40.93,40.92,NA,NA,NA,NA,90.47,5.33,90.5,90.49,72400,4253.33,72500,72400
10/31/18,33.85,1.94,,,12.8762,0.38,12.8762,12.8667,3393.5,690.6,3394,3393.5,0.21,,0.31,0.14,199.23,13.32,199.24,199.23,41.1,0.98,41.06,41.05,NA,NA,NA,NA,88.07,5.33,88.04,88.02,72300,4208.16,72250,72200
11/01/18,34.88,1.94,,,12.6762,0.38,12.6762,12.6667,3417.5,690.6,3417.5,3416,0.16,,0.31,0.16,200.88,13.32,200.88,200.87,41.58,0.98,41.6,41.59,NA,NA,NA,NA,88.35,5.33,88.35,88.34,72300,4208.16,72300,72025
11/02/18,33.83,1.94,,,12.5429,0.38,12.5524,12.5429,3342.5,690.6,3342.5,3342,0.16,,0.53,0.25,201.32,13.32,201.3,201.24,41.17,0.98,41.11,41.1,NA,NA,NA,NA,88.75,5.33,88.73,88.72,77075,4208.16,77200,77075
11/05/18,34.52,1.94,,,12.5905,0.38,12.6,12.5905,3407,690.6,3407,3406.5,0.37,,0.46,0.25,200.3,13.32,200.27,200.26,41.87,0.98,41.88,41.87,NA,NA,NA,NA,89.55,5.33,89.55,89.54,79900,4208.16,79900,79850
11/06/18,34.605,1.94,,,12.8,0.38,12.8286,12.819,3343,690.6,3344,3343,0.26,,0.42,0.26,204,13.32,204.03,204.01,41.95,0.98,41.9,41.86,NA,NA,NA,NA,88.77,5.33,88.74,88.73,80025,4208.16,80025,80000
11/07/18,34.9,1.94,,,13.019,0.38,13.0286,13.019,3426,690.6,3426,3425,0.41,,0.52,0.33,206.75,13.32,206.73,206.72,37.33,0.98,37.33,37.3,NA,NA,NA,NA,89.07,5.33,89.04,89.02,79550,4208.16,79500,78300
11/08/18,35.06,1.94,,,13.419,0.38,13.419,13.4095,3371.5,690.6,3372,3371.5,0.33,,0.39,0.22,204.72,13.32,204.8,204.72,38.11,0.98,38.11,38.1,NA,NA,NA,NA,89.48,5.33,89.49,89.48,80000,4208.16,80000,79875
11/09/18,35.545,1.94,,,13.6476,0.29,13.6571,13.6476,3314.5,690.6,3316,3314.5,0.22,,0.4,0.21,203.13,13.32,203.12,203.09,37.24,0.98,37.19,37.18,NA,NA,NA,NA,89.18,5.33,89.18,89.17,77500,4208.16,77500,77000
11/12/18,34.61,1.94,,,13.381,0.29,13.381,13.3714,2962.5,690.6,2964,2962.5,0.22,,0.44,0.21,201.97,13.32,201.98,201.95,35.57,0.98,35.62,35.57,NA,NA,NA,NA,87.96,5.33,87.93,87.91,75700,4208.16,76725,75700
11/13/18,33.895,1.94,,,13.5524,0.29,13.5619,13.5524,2836.5,690.6,2836.5,2835,0.21,,0.37,0.21,199.64,13.32,199.72,199.69,34.24,1,34.24,34.2,NA,NA,NA,NA,86.4,5.33,86.43,86.42,77000,4208.16,77000,76975
11/14/18,33.8,1.94,,,13.4857,0.29,13.4857,13.4762,2818,690.6,2818,2817.5,0.21,,0.36,0.21,197.31,13.32,197.33,197.31,33.08,1,33.1,33.06,NA,NA,NA,NA,85.5,5.33,85.5,85.49,77050,4208.16,77475,77050
11/15/18,33.165,1.94,,,13.5905,0.29,13.5905,13.581,2775,690.6,2778.5,2775,0.21,,0.37,0.18,197.44,13.32,197.47,197.44,34.7,1,34.65,34.64,NA,NA,NA,NA,85.83,5.33,85.83,85.81,77050,4208.16,77525,77050
11/16/18,33.735,1.94,,,13.5524,0.29,13.5714,13.5619,2707,690.6,2707,2706,0.18,,0.35,0.17,196.53,13.32,196.65,196.64,34.28,1,34.28,34.22,NA,NA,NA,NA,86.33,5.33,86.33,86.32,78550,4208.16,78550,78000
11/19/18,32.77,1.94,,,13.2,0.29,13.2095,13.2,2722,690.6,2722.5,2722,0.34,,0.32,0.17,193.39,13.32,193.5,193.49,32.97,1,32.97,32.96,NA,NA,NA,NA,87.63,5.33,87.64,87.62,78200,4208.16,78200,77850
11/20/18,32.5,1.94,,,13.1619,0.29,13.1524,13.1429,2726.5,690.6,2728,2726.5,0.17,,0.34,0.15,190.72,13.32,190.72,190.68,32.13,1,32.14,32.13,NA,NA,NA,NA,86.55,5.33,86.55,86.54,78200,4208.16,NA,NA
11/21/18,31.73,1.94,,,12.9429,0.29,12.9429,12.9333,2723,690.6,2723,2722.5,0.18,,0.34,0.18,194.21,13.32,194.2,194.15,31.71,1,31.71,31.66,NA,NA,NA,NA,83.95,5.33,83.95,83.94,79375,4208.16,79375,79150
11/22/18,31.73,1.94,,,12.9429,0.29,NA,NA,2670,690.6,2671.5,2670,0.18,,0.34,0.18,194.21,13.32,NA,NA,31.71,1,NA,NA,NA,NA,NA,NA,83.95,5.33,NA,NA,80200,4208.16,80200,80075
11/23/18,31.46,1.94,,,12.9143,0.29,12.9143,12.9048,2731.5,690.6,2732,2731.5,0.18,,0.34,0.18,192.84,13.32,192.76,192.42,31.58,1,31.58,31.47,NA,NA,NA,NA,84.05,5.33,84.1,84.07,80500,4208.16,80500,80350
11/26/18,31.21,1.94,,,12.8381,0.29,12.8476,12.8381,2717,690.6,2717.5,2717,0.18,,0.34,0.18,194.11,13.32,194.21,194.2,30.64,1,30.63,30.62,NA,NA,NA,NA,83.84,5.33,83.84,83.83,79525,4208.16,79525,79500
11/27/18,30.935,1.94,,,12.3238,0.29,12.3238,12.3143,2724.5,690.6,2724.5,2724,0.18,,0.35,0.18,195.8,13.32,195.87,195.85,30.07,1,30.09,30.07,NA,NA,NA,NA,85.05,5.33,85.05,85.03,80450,4208.16,80450,80000
11/28/18,31.06,1.94,,,11.9333,0.29,11.9333,11.9238,2737,690.6,2737,2736.5,0.16,,0.3,0.13,201.32,13.32,201.47,201.45,29.49,1,29.53,29.49,NA,NA,NA,NA,86.39,5.33,86.4,86.39,82400,4208.16,83000,82400
11/29/18,30.71,1.94,,,12.2286,0.29,12.2286,12.219,2781,690.6,2781.5,2781,0.14,,0.3,0.13,196.21,13.32,196.25,196.21,29.37,1,29.43,29.42,NA,NA,NA,NA,86.96,5.33,87,86.99,83525,4208.16,83600,83525
11/30/18,30.46,1.94,,,12,0.29,12,11.9905,2750,690.6,2750.5,2750,0.11,,0.3,0.12,195.76,13.32,195.76,195.72,29.8,1,29.78,29.77,NA,NA,NA,NA,86.53,5.33,86.55,86.53,82000,4208.16,82000,81950
12/03/18,30.64,1.94,,,11.7238,0.29,11.7333,11.7238,2783,690.6,2783.5,2783,0.12,,0.28,0.1,198.21,13.32,198.21,198.2,30.49,1,30.49,30.48,NA,NA,NA,NA,87.08,5.33,87.08,87.07,81050,4208.16,81550,81050
12/04/18,29.815,1.94,,,11.5048,0.29,11.5048,11.4952,2747,690.6,2747.5,2747,0.09,,0.28,0.1,191.17,13.32,191.21,191.2,29.7,1,29.66,29.65,NA,NA,NA,NA,85.43,5.33,85.45,85.44,79975,4208.16,80000,79975
12/05/18,29.815,1.94,,,11.5048,0.29,NA,NA,2727,690.6,2733,2727,0.1,,0.28,0.1,191.17,13.32,NA,NA,29.7,1,NA,NA,NA,NA,NA,NA,85.43,5.33,NA,NA,80825,4208.16,80825,80650
12/06/18,29.96,1.94,,,11.1905,0.29,11.1905,11.1809,2680.5,690.6,2681,2680.5,0.1,,0.26,0.03,190.72,13.32,190.8,190.74,29.2,1,29.2,29.17,NA,NA,NA,NA,85.29,5.33,85.26,85.25,81525,4208.16,81525,81350
12/07/18,29.525,1.94,,,11.0381,0.29,11.0381,11.0286,2663.5,690.6,2664,2663.5,0.09,,0.26,0.07,188.61,13.32,188.7,188.62,28.7,1,28.71,28.7,NA,NA,NA,NA,84.56,5.33,84.58,84.56,83825,4208.16,83825,83700
12/10/18,29.775,1.94,,,10.819,0.29,10.8286,10.819,2721,690.6,2722.5,2721,0.07,,0.26,0.07,187.3,13.32,187.34,187.33,28.86,1,28.86,28.84,NA,NA,NA,NA,84.22,5.33,84.22,84.2,82800,4208.16,82800,82775
12/11/18,29.905,1.94,,,10.5048,0.29,10.5048,10.4952,2725,690.6,2725,2724,0.07,,0.2,0.04,188.77,13.32,188.76,188.74,28.94,1,28.95,28.92,NA,NA,NA,NA,84.33,5.33,84.35,84.33,81050,4208.16,81050,81000
12/12/18,30.52,1.94,,,10.419,0.29,10.419,10.4095,2739.5,690.6,2740,2739.5,0.05,,0.23,0.04,186.73,13.32,186.8,186.79,29.81,1,29.82,29.81,NA,NA,NA,NA,83.82,5.33,83.82,83.81,80975,4208.16,81000,80975
12/13/18,30.36,1.94,,,10.3905,0.29,10.4,10.3905,2701.5,690.6,2702.5,2701.5,0.05,,0.2,0.04,182.63,13.32,182.67,182.63,29.8,1,29.82,29.8,NA,NA,NA,NA,84.34,5.33,84.34,84.32,82450,4208.16,82450,82425
12/14/18,29.58,1.94,,,9.8762,0.29,9.8857,9.8762,2660,690.6,2660.5,2660,0.05,,0.2,0.02,181.27,13.32,181.27,181.23,28.66,1,28.66,28.65,NA,NA,NA,NA,82.5,5.33,82.54,82.52,82800,4208.16,82825,82800
12/17/18,29.05,1.94,,,9.4762,0.29,9.4857,9.4762,2628,690.6,2628,2627.5,0.08,,0.22,0.03,176.05,13.32,176.07,176.05,27.65,1,27.65,27.64,NA,NA,NA,NA,81.4,5.33,81.39,81.38,81150,4208.16,81300,81150
12/18/18,29.02,1.94,,,9.2381,0.29,9.219,9.2095,2574,690.6,2574,2573,0.06,,0.2,0.03,172.62,13.32,172.6,172.56,27.36,1,27.35,27.33,NA,NA,NA,NA,75.17,5.33,75.15,75.14,80650,4208.16,80650,80525
12/19/18,28.805,1.94,,,9.019,0.29,9.019,9.0095,2550.5,690.6,2551.5,2550.5,0.05,,0.2,0.03,172.09,13.32,172.08,172.03,27.29,1,27.33,27.29,NA,NA,NA,NA,72.04,5.33,72.04,72.02,83350,4208.16,83650,83350
12/20/18,29.24,1.94,,,8.9143,0.29,8.9238,8.9143,2553,690.6,2553.5,2553,0.03,,0.19,0.02,166.88,13.32,166.88,166.83,28.01,1,28.02,28.01,NA,NA,NA,NA,69.08,5.33,69.08,69.06,82600,4208.16,82700,82600
12/21/18,29.46,1.94,,,8.8381,0.29,8.8381,8.8286,2533,690.6,2533,2531,0.02,,0.19,0.01,162.18,13.32,162.19,162.18,28.21,1,28.21,28.18,NA,NA,NA,NA,66.21,5.33,66.27,66.25,82825,4208.16,82825,82650
12/24/18,29.115,1.94,,,8.8667,0.29,8.8952,8.8857,2519,690.6,2519.5,2519,0.02,,NA,NA,156.95,13.32,157.2,157.15,27.32,1,27.32,27.25,NA,NA,NA,NA,65.97,5.33,66,65.98,82825,4208.16,NA,NA
12/25/18,29.115,1.94,,,8.8667,0.29,NA,NA,2519,690.6,NA,NA,0.02,,NA,NA,156.95,13.32,NA,NA,27.32,1,NA,NA,NA,NA,NA,NA,65.97,5.33,NA,NA,82825,4208.16,NA,NA
12/26/18,29.23,1.94,,,9.2,0.29,9.2095,9.2,2519,690.6,NA,NA,0.02,,NA,NA,163.42,13.32,163.49,163.48,28.48,1,28.48,28.47,NA,NA,NA,NA,66.86,5.33,66.86,66.85,84100,4208.16,84100,84025
12/27/18,29.275,1.94,,,9,0.29,9.0095,9,2462.5,690.6,2465,2462.5,0.03,,0.23,0.02,163.5,13.32,163.53,163.5,27.99,1,28.03,27.99,NA,NA,NA,NA,66.68,5.33,66.67,66.66,84100,4208.16,84200,84100
12/28/18,29.85,1.94,,,9.219,0.29,9.2286,9.219,2569,690.6,2569,2568,0.06,,0.21,0.06,162.86,13.32,162.86,162.84,27.94,1,27.94,27.93,NA,NA,NA,NA,67.27,5.33,67.27,67.26,83625,4208.16,83625,83600
12/31/18,30.52,1.94,,,9.2667,0.29,9.2667,9.2571,2500,690.6,2505.5,2500,0.06,,NA,NA,160.82,13.32,160.82,160.81,27.22,1,27.22,27.2,NA,NA,NA,NA,66.76,5.33,66.79,66.76,83625,4208.16,NA,NA
01/01/19,30.52,1.94,,,9.2667,0.29,NA,NA,2500,690.6,NA,NA,0.06,,NA,NA,160.82,13.32,NA,NA,27.22,1,NA,NA,NA,NA,NA,NA,66.76,5.33,NA,NA,83625,4208.16,NA,NA
01/02/19,30.375,1.94,,,9.3905,0.29,9.4,9.3905,2479,690.6,2479,2478.5,0.1,,0.25,0.07,164.04,13.32,164.04,164.01,27.46,1,27.5,27.46,NA,NA,NA,NA,67.31,5.33,67.3,67.29,83825,4208.16,83825,83775
01/03/19,30.665,1.94,,,9.4667,0.29,9.4762,9.4667,2485,690.6,2485,2484.5,0.07,,0.23,0.07,161.6,13.32,161.76,161.73,27.29,1,27.34,27.33,NA,NA,NA,NA,66.44,5.33,66.46,66.45,83075,4208.16,83100,83075
01/04/19,31.28,1.94,,,9.8857,0.29,9.8952,9.8857,2583,690.6,2584,2583,0.1,,0.26,0.06,166.62,13.32,166.62,166.56,29.06,1,29.07,29.06,NA,NA,NA,NA,69.55,5.33,69.54,69.52,83500,4208.16,83525,83500
01/07/19,30,1.94,,,10.0571,0.29,10.0571,10.0476,2474.5,690.6,2474.5,2474,0.1,,0.28,0.11,170.12,13.32,170.18,170.17,28.39,1,28.4,28.39,NA,NA,NA,NA,67.42,5.33,67.44,67.43,82750,4208.16,82800,82750
01/08/19,30.28,1.94,,,10.3524,0.29,10.3619,10.3524,2506.5,690.6,2506.5,2505,0.11,,0.32,0.13,172.34,13.32,172.55,172.44,29.74,1,29.77,29.76,NA,NA,NA,NA,67.87,5.33,67.84,67.82,82350,4208.16,82350,82325
01/09/19,31.09,1.94,,,10.3048,0.29,10.3143,10.3048,2497,690.6,2497,2495,0.18,,0.31,0.11,150.94,13.32,150.94,150.93,29.51,1,29.54,29.51,NA,NA,NA,NA,67.91,5.33,67.92,67.91,80900,4208.16,80925,80900
01/10/19,31.15,1.94,,,10.2476,0.29,10.2571,10.2476,2505,690.6,2513.5,2505,0.15,,0.39,0.2,159.93,13.32,159.83,159.82,29.35,1,29.35,29.34,NA,NA,NA,NA,68.15,5.33,68.14,68.13,82350,4208.16,82350,81700
01/11/19,31.69,1.94,,,10.3048,0.29,10.3048,10.2952,2547,690.6,2547,2546.5,0.23,,0.34,0.15,159.21,12.54,159.08,159.07,29.29,1,29.3,29.26,NA,NA,NA,NA,69.5,5.33,69.51,69.5,83275,4208.16,83275,83000
01/14/19,31.36,1.94,,,10.2095,0.29,10.219,10.2095,2500,690.6,2500.5,2500,0.18,,0.36,0.18,160.86,12.54,160.89,160.86,28.95,1,28.97,28.95,NA,NA,NA,NA,69.62,5.33,69.61,69.6,83625,4208.16,83625,83525
01/15/19,31.74,1.94,,,10.1143,0.29,10.1143,10.1048,2504,690.6,2504.5,2504,0.2,,0.35,0.17,160.53,12.54,160.53,160.47,30.94,1,30.97,30.96,NA,NA,NA,NA,70.5,5.33,70.51,70.5,84000,4208.16,84000,83700
01/16/19,30.94,1.94,,,9.8762,0.29,9.8667,9.8571,2472,690.6,2472,2471.5,0.15,,0.31,0.15,159.88,12.54,159.86,159.82,32.13,1,32.16,32.12,NA,NA,NA,NA,70.75,5.33,70.75,70.74,84300,4208.16,84300,83700
01/17/19,31.42,1.94,,,10.1048,0.29,10.1143,10.1048,2512.5,690.6,2512.5,2511.5,0.15,,0.34,0.15,160.36,12.54,160.35,160.33,31.65,1,31.67,31.63,NA,NA,NA,NA,72.52,5.33,72.52,72.51,84150,4208.16,84150,83450
01/18/19,32.375,1.94,,,10.2667,0.29,10.2762,10.2667,2541.5,690.6,2541.5,2540.5,0.13,,0.32,0.13,164.15,12.54,164.15,164.09,33.01,1,33.04,33.02,NA,NA,NA,NA,73.79,5.33,73.81,73.79,83900,4208.16,83900,83575
01/21/19,32.375,1.94,,,10.2667,0.29,NA,NA,2565,690.6,2565.5,2565,0.15,,0.31,0.15,164.15,12.54,NA,NA,33.01,1,NA,NA,NA,NA,NA,NA,73.79,5.33,NA,NA,82775,4208.16,82800,82775
01/22/19,32.335,1.94,,,10,0.29,10.0095,10,2529.5,690.6,2529.5,2528.5,0.15,,0.31,0.14,164.73,12.54,164.78,164.73,32.98,1,33.02,33.01,NA,NA,NA,NA,72.81,5.33,72.84,72.82,82800,4208.16,82800,82775
